Date,HCG
2016-09-27,216.3000030517578
2016-09-28,218.35000610351562
2016-09-29,220.75
2016-09-30,221.0500030517578
2016-10-03,220.3000030517578
2016-10-04,220.25
2016-10-05,223.75
2016-10-06,229.85000610351562
2016-10-07,227.10000610351562
2016-10-10,222.10000610351562
2016-10-13,221.1999969482422
2016-10-14,230.0500030517578
2016-10-17,228.4499969482422
2016-10-18,232.89999389648438
2016-10-19,231.5
2016-10-20,231.5
2016-10-21,236.9499969482422
2016-10-24,241.3000030517578
2016-10-25,241.89999389648438
2016-10-26,241.10000610351562
2016-10-27,242.75
2016-10-28,244.9499969482422
2016-11-01,251.60000610351562
2016-11-02,247.10000610351562
2016-11-03,248.3000030517578
2016-11-04,248.85000610351562
2016-11-07,249.39999389648438
2016-11-08,247.64999389648438
2016-11-09,240.35000610351562
2016-11-10,248.60000610351562
2016-11-11,250.0
2016-11-15,246.64999389648438
2016-11-16,247.10000610351562
2016-11-17,250.0
2016-11-18,251.60000610351562
2016-11-21,251.9499969482422
2016-11-22,257.8500061035156
2016-11-23,253.0500030517578
2016-11-24,251.60000610351562
2016-11-25,253.10000610351562
2016-11-28,256.95001220703125
2016-11-29,248.60000610351562
2016-11-30,249.60000610351562
2016-12-01,248.64999389648438
2016-12-02,249.0500030517578
2016-12-05,248.60000610351562
2016-12-06,250.1999969482422
2016-12-07,249.14999389648438
2016-12-08,248.5
2016-12-09,250.8000030517578
2016-12-12,249.6999969482422
2016-12-13,251.0500030517578
2016-12-14,250.60000610351562
2016-12-15,249.64999389648438
2016-12-16,241.10000610351562
2016-12-19,244.10000610351562
2016-12-20,247.64999389648438
2016-12-21,245.5
2016-12-22,236.3000030517578
2016-12-23,239.1999969482422
2016-12-26,233.25
2016-12-27,232.10000610351562
2016-12-28,244.85000610351562
2016-12-29,244.14999389648438
2016-12-30,247.5
2017-01-02,243.64999389648438
2017-01-03,238.9499969482422
2017-01-04,246.9499969482422
2017-01-05,246.6999969482422
2017-01-06,245.5
2017-01-09,242.5
2017-01-10,238.25
2017-01-11,239.85000610351562
2017-01-12,241.4499969482422
2017-01-13,241.75
2017-01-16,244.89999389648438
2017-01-17,243.39999389648438
2017-01-18,241.9499969482422
2017-01-19,240.35000610351562
2017-01-20,238.9499969482422
2017-01-23,240.25
2017-01-24,236.5
2017-01-25,238.6999969482422
2017-01-27,233.3000030517578
2017-01-30,237.5
2017-01-31,243.25
2017-02-01,242.9499969482422
2017-02-02,241.25
2017-02-03,243.39999389648438
2017-02-06,240.60000610351562
2017-02-07,238.8000030517578
2017-02-08,237.75
2017-02-09,241.4499969482422
2017-02-10,242.89999389648438
2017-02-13,242.64999389648438
2017-02-14,242.64999389648438
2017-02-15,236.10000610351562
2017-02-16,240.8000030517578
2017-02-17,237.64999389648438
2017-02-20,239.8000030517578
2017-02-21,240.64999389648438
2017-02-22,237.89999389648438
2017-02-23,237.89999389648438
2017-02-27,236.1999969482422
2017-02-28,236.3000030517578
2017-03-01,232.6999969482422
2017-03-02,235.60000610351562
2017-03-03,238.4499969482422
2017-03-06,240.14999389648438
2017-03-07,239.3000030517578
2017-03-08,238.6999969482422
2017-03-09,240.0
2017-03-10,236.60000610351562
2017-03-14,240.10000610351562
2017-03-15,236.4499969482422
2017-03-16,239.64999389648438
2017-03-17,235.60000610351562
2017-03-20,235.60000610351562
2017-03-21,227.1999969482422
2017-03-22,220.14999389648438
2017-03-23,220.6999969482422
2017-03-24,222.10000610351562
2017-03-27,230.39999389648438
2017-03-28,228.25
2017-03-29,229.14999389648438
2017-03-30,225.0500030517578
2017-03-31,229.4499969482422
2017-04-03,237.5
2017-04-05,241.6999969482422
2017-04-06,240.9499969482422
2017-04-07,240.4499969482422
2017-04-10,238.39999389648438
2017-04-11,238.14999389648438
2017-04-12,237.14999389648438
2017-04-13,260.0
2017-04-17,272.8999938964844
2017-04-18,267.29998779296875
2017-04-19,268.8500061035156
2017-04-20,274.04998779296875
2017-04-21,274.8999938964844
2017-04-24,274.8999938964844
2017-04-25,268.8500061035156
2017-04-26,269.0
2017-04-27,264.8500061035156
2017-04-28,264.3500061035156
2017-05-02,260.25
2017-05-03,259.6000061035156
2017-05-04,265.1000061035156
2017-05-05,254.5500030517578
2017-05-08,260.79998779296875
2017-05-09,259.29998779296875
2017-05-10,258.3999938964844
2017-05-11,261.04998779296875
2017-05-12,254.5
2017-05-15,257.8500061035156
2017-05-16,261.79998779296875
2017-05-17,260.5
2017-05-18,259.8500061035156
2017-05-19,254.9499969482422
2017-05-22,255.10000610351562
2017-05-23,255.0
2017-05-24,254.8000030517578
2017-05-25,252.64999389648438
2017-05-26,253.0
2017-05-29,245.89999389648438
2017-05-30,246.9499969482422
2017-05-31,246.9499969482422
2017-06-01,244.9499969482422
2017-06-02,239.9499969482422
2017-06-05,254.64999389648438
2017-06-06,253.25
2017-06-07,254.14999389648438
2017-06-08,256.0
2017-06-09,250.5
2017-06-12,250.25
2017-06-13,252.75
2017-06-14,247.85000610351562
2017-06-15,251.25
2017-06-16,251.0500030517578
2017-06-19,251.14999389648438
2017-06-20,247.64999389648438
2017-06-21,247.64999389648438
2017-06-22,242.4499969482422
2017-06-23,247.89999389648438
2017-06-27,244.89999389648438
2017-06-28,248.64999389648438
2017-06-29,250.10000610351562
2017-06-30,252.10000610351562
2017-07-03,252.1999969482422
2017-07-04,257.54998779296875
2017-07-05,255.8000030517578
2017-07-06,258.25
2017-07-07,255.5
2017-07-10,259.20001220703125
2017-07-11,260.1499938964844
2017-07-12,264.5
2017-07-13,265.20001220703125
2017-07-14,263.8500061035156
2017-07-17,263.6499938964844
2017-07-18,261.25
2017-07-19,264.8999938964844
2017-07-20,273.0
2017-07-21,270.0
2017-07-24,270.75
2017-07-25,270.5
2017-07-26,271.95001220703125
2017-07-27,274.70001220703125
2017-07-28,275.1499938964844
2017-07-31,272.20001220703125
2017-08-01,271.54998779296875
2017-08-02,271.5
2017-08-03,270.1499938964844
2017-08-04,270.1000061035156
2017-08-07,274.04998779296875
2017-08-08,269.79998779296875
2017-08-09,270.70001220703125
2017-08-10,269.75
2017-08-11,269.3500061035156
2017-08-14,271.04998779296875
2017-08-16,273.3500061035156
2017-08-17,271.25
2017-08-18,272.79998779296875
2017-08-21,271.3500061035156
2017-08-22,274.6499938964844
2017-08-23,270.79998779296875
2017-08-24,271.95001220703125
2017-08-28,270.1499938964844
2017-08-29,270.29998779296875
2017-08-30,270.8500061035156
2017-08-31,272.1000061035156
2017-09-01,271.29998779296875
2017-09-04,269.79998779296875
2017-09-05,270.95001220703125
2017-09-06,274.20001220703125
2017-09-07,271.54998779296875
2017-09-08,269.79998779296875
2017-09-11,264.20001220703125
2017-09-12,264.3999938964844
2017-09-13,261.1499938964844
2017-09-14,262.29998779296875
2017-09-15,269.70001220703125
2017-09-18,265.1000061035156
2017-09-19,263.95001220703125
2017-09-20,267.45001220703125
2017-09-21,270.6499938964844
2017-09-22,271.8999938964844
2017-09-25,271.1499938964844
2017-09-26,269.8999938964844
2017-09-27,267.8500061035156
2017-09-28,272.1499938964844
2017-09-29,276.1000061035156
2017-10-03,278.6499938964844
2017-10-04,273.20001220703125
2017-10-05,274.3500061035156
2017-10-06,273.75
2017-10-09,268.04998779296875
2017-10-10,266.04998779296875
2017-10-11,266.04998779296875
2017-10-12,265.1499938964844
2017-10-13,265.0
2017-10-16,265.20001220703125
2017-10-17,267.70001220703125
2017-10-18,271.1000061035156
2017-10-19,269.95001220703125
2017-10-23,270.3999938964844
2017-10-24,269.54998779296875
2017-10-25,269.0
2017-10-26,269.25
2017-10-27,270.75
2017-10-30,267.95001220703125
2017-10-31,282.20001220703125
2017-11-01,277.70001220703125
2017-11-02,276.45001220703125
2017-11-03,276.95001220703125
2017-11-06,282.04998779296875
2017-11-07,282.54998779296875
2017-11-08,282.20001220703125
2017-11-09,281.8500061035156
2017-11-10,281.1000061035156
2017-11-13,281.54998779296875
2017-11-14,281.1499938964844
2017-11-15,282.1000061035156
2017-11-16,284.20001220703125
2017-11-17,287.1499938964844
2017-11-20,286.1499938964844
2017-11-21,290.6499938964844
2017-11-22,291.45001220703125
2017-11-23,298.3999938964844
2017-11-24,296.5
2017-11-27,297.1000061035156
2017-11-28,286.70001220703125
2017-11-29,282.8500061035156
2017-11-30,293.54998779296875
2017-12-01,294.6000061035156
2017-12-04,295.54998779296875
2017-12-05,291.04998779296875
2017-12-06,289.8999938964844
2017-12-07,287.3999938964844
2017-12-08,287.6000061035156
2017-12-11,284.5
2017-12-12,277.8999938964844
2017-12-13,275.6000061035156
2017-12-14,272.1000061035156
2017-12-15,279.70001220703125
2017-12-18,284.95001220703125
2017-12-19,280.8500061035156
2017-12-20,285.1499938964844
2017-12-21,285.1000061035156
2017-12-22,293.1499938964844
2017-12-26,282.70001220703125
2017-12-27,274.0
2017-12-28,279.95001220703125
2017-12-29,279.79998779296875
2018-01-01,275.8500061035156
2018-01-02,279.8999938964844
2018-01-03,279.8999938964844
2018-01-04,296.29998779296875
2018-01-05,295.54998779296875
2018-01-08,294.25
2018-01-09,294.3500061035156
2018-01-10,294.8999938964844
2018-01-11,293.54998779296875
2018-01-12,295.8500061035156
2018-01-15,292.70001220703125
2018-01-16,282.25
2018-01-17,288.6499938964844
2018-01-18,278.3500061035156
2018-01-19,299.6000061035156
2018-01-22,300.8999938964844
2018-01-23,308.1000061035156
2018-01-24,299.3999938964844
2018-01-25,297.0
2018-01-29,295.25
2018-01-30,315.3500061035156
2018-01-31,322.54998779296875
2018-02-01,338.1000061035156
2018-02-02,328.3500061035156
2018-02-05,335.5
2018-02-06,319.75
2018-02-07,325.0
2018-02-08,318.6499938964844
2018-02-09,318.0
2018-02-12,317.5
2018-02-14,317.5
2018-02-15,330.20001220703125
2018-02-16,322.45001220703125
2018-02-19,323.6000061035156
2018-02-20,318.1000061035156
2018-02-21,317.95001220703125
2018-02-22,303.1499938964844
2018-02-23,302.6499938964844
2018-02-26,307.45001220703125
2018-02-27,301.1499938964844
2018-02-28,304.3999938964844
2018-03-01,309.20001220703125
2018-03-05,302.70001220703125
2018-03-06,300.95001220703125
2018-03-07,296.95001220703125
2018-03-08,297.0
2018-03-09,295.3500061035156
2018-03-12,300.5
2018-03-13,297.54998779296875
2018-03-14,305.3500061035156
2018-03-15,304.6499938964844
2018-03-16,301.8999938964844
2018-03-19,300.04998779296875
2018-03-20,304.8999938964844
2018-03-21,299.1499938964844
2018-03-22,291.3500061035156
2018-03-23,288.3500061035156
2018-03-26,286.04998779296875
2018-03-27,290.29998779296875
2018-03-28,289.1499938964844
2018-04-02,303.20001220703125
2018-04-03,301.8500061035156
2018-04-04,303.1000061035156
2018-04-05,304.54998779296875
2018-04-06,300.1000061035156
2018-04-09,310.04998779296875
2018-04-10,309.54998779296875
2018-04-11,311.3999938964844
2018-04-12,310.3999938964844
2018-04-13,308.70001220703125
2018-04-16,309.04998779296875
2018-04-17,307.8500061035156
2018-04-18,310.29998779296875
2018-04-19,308.8999938964844
2018-04-20,310.0
2018-04-23,312.5
2018-04-24,301.6499938964844
2018-04-25,300.6000061035156
2018-04-26,304.8500061035156
2018-04-27,300.8999938964844
2018-04-30,300.6000061035156
2018-05-02,317.3999938964844
2018-05-03,305.3500061035156
2018-05-04,307.5
2018-05-07,320.45001220703125
2018-05-08,308.1000061035156
2018-05-09,310.70001220703125
2018-05-10,309.6499938964844
2018-05-11,305.1499938964844
2018-05-14,300.04998779296875
2018-05-15,307.20001220703125
2018-05-16,302.70001220703125
2018-05-17,307.3999938964844
2018-05-18,309.79998779296875
2018-05-21,305.8999938964844
2018-05-22,309.3999938964844
2018-05-23,302.79998779296875
2018-05-24,304.25
2018-05-25,290.1499938964844
2018-05-28,283.95001220703125
2018-05-29,287.8999938964844
2018-05-30,291.25
2018-05-31,284.5
2018-06-01,282.1000061035156
2018-06-04,276.8500061035156
2018-06-05,273.79998779296875
2018-06-06,289.6499938964844
2018-06-07,286.0
2018-06-08,285.79998779296875
2018-06-11,288.1499938964844
2018-06-12,284.20001220703125
2018-06-13,288.1000061035156
2018-06-14,289.6499938964844
2018-06-15,284.6000061035156
2018-06-18,281.54998779296875
2018-06-19,284.75
2018-06-20,285.25
2018-06-21,287.3999938964844
2018-06-22,285.5
2018-06-25,284.45001220703125
2018-06-26,286.25
2018-06-27,286.45001220703125
2018-06-28,285.1000061035156
2018-06-29,288.45001220703125
2018-07-02,291.8999938964844
2018-07-03,290.0
2018-07-04,288.54998779296875
2018-07-05,284.3999938964844
2018-07-06,282.0
2018-07-09,286.79998779296875
2018-07-10,284.95001220703125
2018-07-11,288.79998779296875
2018-07-12,287.8500061035156
2018-07-13,285.1000061035156
2018-07-16,282.8500061035156
2018-07-17,287.25
2018-07-18,280.54998779296875
2018-07-19,282.95001220703125
2018-07-20,277.0
2018-07-23,284.04998779296875
2018-07-24,281.8500061035156
2018-07-25,280.04998779296875
2018-07-26,275.1499938964844
2018-07-27,271.8999938964844
2018-07-30,275.0
2018-07-31,279.70001220703125
2018-08-01,276.5
2018-08-02,274.04998779296875
2018-08-03,275.1499938964844
2018-08-06,285.75
2018-08-07,277.70001220703125
2018-08-08,274.79998779296875
2018-08-09,273.0
2018-08-10,259.29998779296875
2018-08-13,248.0
2018-08-14,245.5500030517578
2018-08-16,247.9499969482422
2018-08-17,250.3000030517578
2018-08-20,247.89999389648438
2018-08-21,245.4499969482422
2018-08-23,247.6999969482422
2018-08-24,242.8000030517578
2018-08-27,273.75
2018-08-28,271.79998779296875
2018-08-29,266.25
2018-08-30,256.8500061035156
2018-08-31,255.75
2018-09-03,255.3000030517578
2018-09-04,255.5500030517578
2018-09-05,253.10000610351562
2018-09-06,258.0
2018-09-07,253.14999389648438
2018-09-10,251.64999389648438
2018-09-11,243.64999389648438
2018-09-12,240.89999389648438
2018-09-14,244.4499969482422
2018-09-17,248.10000610351562
2018-09-18,246.9499969482422
2018-09-19,244.3000030517578
2018-09-21,235.14999389648438
2018-09-24,231.6999969482422
2018-09-25,223.8000030517578
2018-09-26,223.4499969482422
2018-09-27,220.25
2018-09-28,214.64999389648438
2018-10-01,200.64999389648438
2018-10-03,213.6999969482422
2018-10-04,214.9499969482422
2018-10-05,212.5
2018-10-08,211.14999389648438
2018-10-09,210.25
2018-10-10,214.9499969482422
2018-10-11,215.5
2018-10-12,218.14999389648438
2018-10-15,219.1999969482422
2018-10-16,220.10000610351562
2018-10-17,227.25
2018-10-19,226.35000610351562
2018-10-22,227.35000610351562
2018-10-23,230.35000610351562
2018-10-24,230.85000610351562
2018-10-25,229.25
2018-10-26,229.39999389648438
2018-10-29,229.10000610351562
2018-10-30,225.0500030517578
2018-10-31,228.5
2018-11-01,231.5500030517578
2018-11-02,230.60000610351562
2018-11-05,227.75
2018-11-06,228.60000610351562
2018-11-07,232.89999389648438
2018-11-09,228.14999389648438
2018-11-12,230.0
2018-11-13,231.89999389648438
2018-11-14,231.4499969482422
2018-11-15,221.10000610351562
2018-11-16,226.5
2018-11-19,226.14999389648438
2018-11-20,224.14999389648438
2018-11-21,221.1999969482422
2018-11-22,224.75
2018-11-26,235.75
2018-11-27,236.5500030517578
2018-11-28,233.0
2018-11-29,223.0500030517578
2018-11-30,222.1999969482422
2018-12-03,221.64999389648438
2018-12-04,215.60000610351562
2018-12-05,199.85000610351562
2018-12-06,198.25
2018-12-07,200.64999389648438
2018-12-10,195.10000610351562
2018-12-11,195.14999389648438
2018-12-12,195.5
2018-12-13,194.75
2018-12-14,194.1999969482422
2018-12-17,195.3000030517578
2018-12-18,198.0500030517578
2018-12-19,202.0500030517578
2018-12-20,202.25
2018-12-21,195.0
2018-12-24,195.14999389648438
2018-12-26,195.60000610351562
2018-12-27,194.25
2018-12-28,197.64999389648438
2018-12-31,195.5500030517578
2019-01-01,194.3000030517578
2019-01-02,194.0500030517578
2019-01-03,192.60000610351562
2019-01-04,187.5
2019-01-07,183.10000610351562
2019-01-08,190.5500030517578
2019-01-09,189.0
2019-01-10,194.6999969482422
2019-01-11,194.89999389648438
2019-01-14,196.89999389648438
2019-01-15,200.60000610351562
2019-01-16,200.4499969482422
2019-01-17,200.64999389648438
2019-01-18,200.3000030517578
2019-01-21,198.89999389648438
2019-01-22,195.0500030517578
2019-01-23,195.0
2019-01-24,195.10000610351562
2019-01-25,198.0500030517578
2019-01-28,195.10000610351562
2019-01-29,195.0
2019-01-30,197.14999389648438
2019-01-31,199.5500030517578
2019-02-01,199.0500030517578
2019-02-04,194.89999389648438
2019-02-05,189.0500030517578
2019-02-06,189.14999389648438
2019-02-07,183.75
2019-02-08,187.75
2019-02-11,189.0500030517578
2019-02-12,186.3000030517578
2019-02-14,187.3000030517578
2019-02-15,194.4499969482422
2019-02-18,195.8000030517578
2019-02-19,196.9499969482422
2019-02-20,201.35000610351562
2019-02-21,196.5
2019-02-22,198.1999969482422
2019-02-25,199.60000610351562
2019-02-26,200.75
2019-02-27,198.89999389648438
2019-02-28,195.39999389648438
2019-03-01,192.4499969482422
2019-03-05,195.5500030517578
2019-03-06,209.39999389648438
2019-03-07,209.85000610351562
2019-03-08,207.3000030517578
2019-03-11,203.3000030517578
2019-03-12,201.4499969482422
2019-03-13,198.6999969482422
2019-03-14,200.25
2019-03-15,193.35000610351562
2019-03-18,196.1999969482422
2019-03-19,198.6999969482422
2019-03-20,200.35000610351562
2019-03-22,199.10000610351562
2019-03-25,195.64999389648438
2019-03-26,195.5
2019-03-27,186.25
2019-03-28,196.0
2019-04-01,207.39999389648438
2019-04-02,204.85000610351562
2019-04-03,201.0500030517578
2019-04-04,199.64999389648438
2019-04-05,211.64999389648438
2019-04-08,204.8000030517578
2019-04-09,202.14999389648438
2019-04-10,202.5
2019-04-11,203.25
2019-04-12,204.5
2019-04-15,203.60000610351562
2019-04-16,205.14999389648438
2019-04-18,202.4499969482422
2019-04-22,201.10000610351562
2019-04-23,199.75
2019-04-24,202.0
2019-04-25,203.85000610351562
2019-04-26,202.9499969482422
2019-04-30,197.1999969482422
2019-05-02,201.39999389648438
2019-05-03,200.39999389648438
2019-05-06,198.14999389648438
2019-05-07,196.9499969482422
2019-05-08,193.75
2019-05-09,195.64999389648438
2019-05-10,192.0500030517578
2019-05-13,193.0
2019-05-14,197.5500030517578
2019-05-15,193.64999389648438
2019-05-16,191.6999969482422
2019-05-17,194.85000610351562
2019-05-20,194.10000610351562
2019-05-21,193.35000610351562
2019-05-22,197.39999389648438
2019-05-23,196.4499969482422
2019-05-24,202.10000610351562
2019-05-27,199.85000610351562
2019-05-28,197.25
2019-05-29,196.5
2019-05-30,193.75
2019-05-31,189.0500030517578
2019-06-03,189.25
2019-06-04,187.5
2019-06-06,187.9499969482422
2019-06-07,188.5
2019-06-10,185.10000610351562
2019-06-11,178.3000030517578
2019-06-12,176.6999969482422
2019-06-13,170.0
2019-06-14,168.60000610351562
2019-06-17,166.9499969482422
2019-06-18,169.9499969482422
2019-06-19,162.5
2019-06-20,166.4499969482422
2019-06-21,162.5
2019-06-24,169.35000610351562
2019-06-25,167.1999969482422
2019-06-26,164.35000610351562
2019-06-27,159.60000610351562
2019-06-28,156.85000610351562
2019-07-01,156.14999389648438
2019-07-02,148.39999389648438
2019-07-03,147.1999969482422
2019-07-04,147.5500030517578
2019-07-05,144.5
2019-07-08,140.6999969482422
2019-07-09,138.9499969482422
2019-07-10,133.60000610351562
2019-07-11,130.39999389648438
2019-07-12,130.25
2019-07-15,131.14999389648438
2019-07-16,129.3000030517578
2019-07-17,133.10000610351562
2019-07-18,127.94999694824219
2019-07-19,126.6500015258789
2019-07-22,121.55000305175781
2019-07-23,118.69999694824219
2019-07-24,122.69999694824219
2019-07-25,118.9000015258789
2019-07-26,116.4000015258789
2019-07-29,114.6500015258789
2019-07-30,101.19999694824219
2019-07-31,115.25
2019-08-01,101.44999694824219
2019-08-02,102.1500015258789
2019-08-05,107.0999984741211
2019-08-06,100.80000305175781
2019-08-07,102.3499984741211
2019-08-08,106.05000305175781
2019-08-09,108.55000305175781
2019-08-13,123.44999694824219
2019-08-14,132.5
2019-08-16,122.1500015258789
2019-08-19,119.8499984741211
2019-08-20,115.5
2019-08-21,106.5999984741211
2019-08-22,102.55000305175781
2019-08-23,104.9000015258789
2019-08-26,103.80000305175781
2019-08-27,104.05000305175781
2019-08-28,101.4000015258789
2019-08-29,100.19999694824219
2019-08-30,103.6500015258789
2019-09-03,102.55000305175781
2019-09-04,97.9000015258789
2019-09-05,101.5999984741211
2019-09-06,100.0
2019-09-09,99.8499984741211
2019-09-11,106.5999984741211
2019-09-12,113.75
2019-09-13,114.80000305175781
2019-09-16,119.1500015258789
2019-09-17,113.3499984741211
2019-09-18,107.5999984741211
2019-09-19,107.8499984741211
2019-09-20,113.5999984741211
2019-09-23,108.1500015258789
2019-09-24,113.0999984741211
2019-09-25,110.0
2019-09-26,112.4000015258789
2019-09-27,110.4000015258789
2019-09-30,111.0999984741211
2019-10-01,106.5
2019-10-03,106.0
2019-10-04,106.30000305175781
2019-10-07,104.19999694824219
2019-10-09,105.0
2019-10-10,104.1500015258789
2019-10-11,105.94999694824219
2019-10-14,106.0999984741211
2019-10-15,106.0
2019-10-16,105.6500015258789
2019-10-17,105.25
2019-10-18,108.75
2019-10-22,109.75
2019-10-23,108.75
2019-10-24,107.05000305175781
2019-10-25,106.9000015258789
2019-10-27,109.44999694824219
2019-10-29,110.05000305175781
2019-10-30,116.30000305175781
2019-10-31,118.80000305175781
2019-11-01,117.0
2019-11-04,113.30000305175781
2019-11-05,114.19999694824219
2019-11-06,113.69999694824219
2019-11-07,114.9000015258789
2019-11-08,114.05000305175781
2019-11-11,113.94999694824219
2019-11-13,113.25
2019-11-14,111.0
2019-11-15,113.0999984741211
2019-11-18,113.0
2019-11-19,115.0
2019-11-20,111.3499984741211
2019-11-21,110.4000015258789
2019-11-22,111.9000015258789
2019-11-25,109.05000305175781
2019-11-26,108.5
2019-11-27,107.80000305175781
2019-11-28,106.55000305175781
2019-11-29,106.4000015258789
2019-12-02,101.0999984741211
2019-12-03,101.0999984741211
2019-12-04,100.0
2019-12-05,101.1500015258789
2019-12-06,100.0999984741211
2019-12-09,97.6500015258789
2019-12-10,96.0
2019-12-11,92.4000015258789
2019-12-12,92.0
2019-12-13,92.6500015258789
2019-12-16,92.94999694824219
2019-12-17,100.75
2019-12-18,99.6500015258789
2019-12-19,98.4000015258789
2019-12-20,99.80000305175781
2019-12-23,100.69999694824219
2019-12-24,103.94999694824219
2019-12-26,103.5999984741211
2019-12-27,102.75
2019-12-30,104.4000015258789
2019-12-31,104.4000015258789
2020-01-01,104.25
2020-01-02,107.94999694824219
2020-01-03,106.80000305175781
2020-01-06,105.44999694824219
2020-01-07,103.30000305175781
2020-01-08,104.0999984741211
2020-01-09,104.5
2020-01-10,105.3499984741211
2020-01-13,106.19999694824219
2020-01-14,106.19999694824219
2020-01-15,107.3499984741211
2020-01-16,107.5
2020-01-17,107.80000305175781
2020-01-20,113.8499984741211
2020-01-21,116.94999694824219
2020-01-22,117.25
2020-01-23,114.1500015258789
2020-01-24,115.80000305175781
2020-01-27,116.6500015258789
2020-01-28,115.75
2020-01-29,116.05000305175781
2020-01-30,115.25
2020-01-31,115.80000305175781
2020-02-03,117.55000305175781
2020-02-04,115.05000305175781
2020-02-05,119.0
2020-02-06,117.5
2020-02-07,118.25
2020-02-10,118.5999984741211
2020-02-11,119.5
2020-02-12,119.5
2020-02-13,119.5
2020-02-14,117.44999694824219
2020-02-17,115.05000305175781
2020-02-18,113.94999694824219
2020-02-19,110.5999984741211
2020-02-20,107.8499984741211
2020-02-24,107.8499984741211
2020-02-25,112.44999694824219
2020-02-26,112.05000305175781
2020-02-27,112.0
2020-02-28,111.0999984741211
2020-03-02,110.5999984741211
2020-03-03,114.9000015258789
2020-03-04,112.05000305175781
2020-03-05,112.4000015258789
2020-03-06,112.19999694824219
2020-03-09,106.94999694824219
2020-03-11,106.19999694824219
2020-03-12,92.44999694824219
2020-03-13,97.8499984741211
2020-03-16,96.5
2020-03-17,93.8499984741211
2020-03-18,91.5999984741211
2020-03-19,87.4000015258789
2020-03-20,85.30000305175781
2020-03-23,71.55000305175781
2020-03-24,72.1500015258789
2020-03-25,76.05000305175781
2020-03-26,74.6500015258789
2020-03-27,76.0
2020-03-30,75.19999694824219
2020-03-31,74.0999984741211
2020-04-01,73.55000305175781
2020-04-03,74.0
2020-04-07,74.44999694824219
2020-04-08,70.25
