Date,JUSTDIAL
2015-04-15,1250.3201904296875
2015-04-16,1218.249267578125
2015-04-17,1165.9281005859375
2015-04-20,1113.3077392578125
2015-04-21,1072.8572998046875
2015-04-22,1194.058837890625
2015-04-23,1150.9150390625
2015-04-24,1118.494873046875
2015-04-27,1119.69189453125
2015-04-28,1076.9971923828125
2015-04-29,1053.4052734375
2015-04-30,1067.6202392578125
2015-05-04,1099.0428466796875
2015-05-05,1111.9111328125
2015-05-06,1081.535888671875
2015-05-07,1110.015869140625
2015-05-08,1118.64453125
2015-05-11,1081.535888671875
2015-05-12,1080.7877197265625
2015-05-13,1075.7003173828125
2015-05-14,1086.9227294921875
2015-05-15,1067.8197021484375
2015-05-18,1074.5032958984375
2015-05-19,1135.5030517578125
2015-05-20,1136.949462890625
2015-05-21,1143.7825927734375
2015-05-22,1152.2119140625
2015-05-25,1147.4736328125
2015-05-26,1133.75732421875
2015-05-27,1135.4031982421875
2015-05-28,1121.9364013671875
2015-05-29,1135.303466796875
2015-06-01,1132.7598876953125
2015-06-02,1089.217041015625
2015-06-03,1090.5137939453125
2015-06-04,1106.9234619140625
2015-06-05,1109.2677001953125
2015-06-08,1082.2342529296875
2015-06-09,1067.5205078125
2015-06-10,1096.3494873046875
2015-06-11,1099.8409423828125
2015-06-12,1107.8212890625
2015-06-15,1106.674072265625
2015-06-16,1113.3575439453125
2015-06-17,1154.55615234375
2015-06-18,1167.7236328125
2015-06-19,1174.7064208984375
2015-06-22,1177.0008544921875
2015-06-23,1226.2296142578125
2015-06-24,1242.2899169921875
2015-06-25,1248.873779296875
2015-06-26,1229.22216796875
2015-06-29,1250.1705322265625
2015-06-30,1265.7821044921875
2015-07-01,1265.383056640625
2015-07-02,1278.6005859375
2015-07-03,1247.7266845703125
2015-07-06,1247.477294921875
2015-07-07,1241.5418701171875
2015-07-08,1193.360595703125
2015-07-09,1176.7015380859375
2015-07-10,1177.948486328125
2015-07-13,1168.9207763671875
2015-07-14,1149.019775390625
2015-07-15,1124.0313720703125
2015-07-16,1109.8662109375
2015-07-17,1092.8082275390625
2015-07-20,1096.598876953125
2015-07-21,1088.8179931640625
2015-07-22,1104.030517578125
2015-07-23,1097.0477294921875
2015-07-24,1084.7779541015625
2015-07-27,1081.186767578125
2015-07-28,1052.258056640625
2015-07-29,1027.51904296875
2015-07-30,1025.6734619140625
2015-07-31,1077.1468505859375
2015-08-03,1082.7330322265625
2015-08-04,1069.9146728515625
2015-08-05,1082.9324951171875
2015-08-06,1082.2840576171875
2015-08-07,1046.2728271484375
2015-08-10,1040.9359130859375
2015-08-11,1024.0277099609375
2015-08-12,1004.7750244140625
2015-08-13,1014.7006225585938
2015-08-14,1016.3964233398438
2015-08-17,1013.254150390625
2015-08-18,1011.5084838867188
2015-08-19,1002.7799682617188
2015-08-20,961.68115234375
2015-08-21,914.7966918945312
2015-08-24,830.7037963867188
2015-08-25,783.2706909179688
2015-08-26,767.708984375
2015-08-27,816.1895751953125
2015-08-28,822.52392578125
2015-08-31,842.4747924804688
2015-09-01,848.0111694335938
2015-09-02,854.3455810546875
2015-09-03,848.0111694335938
2015-09-04,818.8330078125
2015-09-07,800.6777954101562
2015-09-08,824.020263671875
2015-09-09,811.9500122070312
2015-09-10,802.0499877929688
2015-09-11,816.6500244140625
2015-09-14,926.9000244140625
2015-09-15,913.9000244140625
2015-09-16,901.75
2015-09-18,938.0499877929688
2015-09-21,959.9500122070312
2015-09-22,968.0499877929688
2015-09-23,977.1500244140625
2015-09-24,989.5499877929688
2015-09-28,986.8499755859375
2015-09-29,962.4500122070312
2015-09-30,983.5499877929688
2015-10-01,987.2000122070312
2015-10-05,987.4000244140625
2015-10-06,990.8499755859375
2015-10-07,999.2999877929688
2015-10-08,1022.75
2015-10-09,1035.5
2015-10-12,1020.4000244140625
2015-10-13,1069.1500244140625
2015-10-14,1067.050048828125
2015-10-15,1052.5
2015-10-16,1042.050048828125
2015-10-19,1043.6500244140625
2015-10-20,1039.1500244140625
2015-10-21,1019.8499755859375
2015-10-23,1052.9000244140625
2015-10-26,996.2000122070312
2015-10-27,991.2000122070312
2015-10-28,963.4500122070312
2015-10-29,855.7999877929688
2015-10-30,802.0499877929688
2015-11-02,800.2999877929688
2015-11-03,793.2000122070312
2015-11-04,791.5
2015-11-05,775.8499755859375
2015-11-06,766.0
2015-11-09,769.1500244140625
2015-11-10,774.2000122070312
2015-11-13,789.5
2015-11-16,790.4000244140625
2015-11-17,805.1500244140625
2015-11-18,800.8499755859375
2015-11-19,804.9000244140625
2015-11-20,866.9500122070312
2015-11-23,899.8499755859375
2015-11-24,930.5999755859375
2015-11-26,962.6500244140625
2015-11-27,940.7999877929688
2015-11-30,939.0
2015-12-01,927.4000244140625
2015-12-02,914.25
2015-12-03,870.2000122070312
2015-12-04,824.4500122070312
2015-12-07,851.4500122070312
2015-12-08,869.5499877929688
2015-12-09,873.2000122070312
2015-12-10,884.9500122070312
2015-12-11,892.6500244140625
2015-12-14,895.5499877929688
2015-12-15,924.25
2015-12-16,899.7000122070312
2015-12-17,903.7999877929688
2015-12-18,874.25
2015-12-21,867.5499877929688
2015-12-22,860.9000244140625
2015-12-23,853.5499877929688
2015-12-24,866.4500122070312
2015-12-28,857.2000122070312
2015-12-29,862.5999755859375
2015-12-30,863.75
2015-12-31,842.75
2016-01-01,847.4000244140625
2016-01-04,837.8499755859375
2016-01-05,851.9500122070312
2016-01-06,845.8499755859375
2016-01-07,842.7999877929688
2016-01-08,835.1500244140625
2016-01-11,832.0499877929688
2016-01-12,826.7000122070312
2016-01-13,819.4000244140625
2016-01-14,806.4500122070312
2016-01-15,795.4500122070312
2016-01-18,800.25
2016-01-19,803.4000244140625
2016-01-20,790.3499755859375
2016-01-21,791.4000244140625
2016-01-22,796.0499877929688
2016-01-25,792.0999755859375
2016-01-27,784.9500122070312
2016-01-28,731.0999755859375
2016-01-29,608.2000122070312
2016-02-01,567.4500122070312
2016-02-02,591.0
2016-02-03,568.5
2016-02-04,580.0999755859375
2016-02-05,568.6500244140625
2016-02-08,541.4000244140625
2016-02-09,501.75
2016-02-10,516.0499877929688
2016-02-11,474.8999938964844
2016-02-12,415.3500061035156
2016-02-15,465.6499938964844
2016-02-16,443.29998779296875
2016-02-17,525.75
2016-02-18,551.7999877929688
2016-02-19,531.5
2016-02-22,556.5499877929688
2016-02-23,550.4000244140625
2016-02-24,550.3499755859375
2016-02-25,535.0499877929688
2016-02-26,550.25
2016-02-29,534.4000244140625
2016-03-01,548.5
2016-03-02,560.1500244140625
2016-03-03,662.8499755859375
2016-03-04,758.2000122070312
2016-03-08,650.0
2016-03-09,655.7999877929688
2016-03-10,678.1500244140625
2016-03-11,673.8499755859375
2016-03-14,674.6500244140625
2016-03-15,659.5999755859375
2016-03-16,648.2000122070312
2016-03-17,647.3499755859375
2016-03-18,641.8499755859375
2016-03-21,645.0999755859375
2016-03-22,703.0499877929688
2016-03-23,741.5999755859375
2016-03-28,754.2999877929688
2016-03-29,729.2000122070312
2016-03-30,748.75
2016-03-31,766.4000244140625
2016-04-01,761.9000244140625
2016-04-04,744.5499877929688
2016-04-05,732.2000122070312
2016-04-06,731.0499877929688
2016-04-07,729.2999877929688
2016-04-08,760.7000122070312
2016-04-11,817.5499877929688
2016-04-12,855.0499877929688
2016-04-13,859.9000244140625
2016-04-18,886.2000122070312
2016-04-20,886.6500244140625
2016-04-21,887.4500122070312
2016-04-22,873.2999877929688
2016-04-25,882.4500122070312
2016-04-26,860.6500244140625
2016-04-27,849.6500244140625
2016-04-28,860.8499755859375
2016-04-29,846.4500122070312
2016-05-02,851.75
2016-05-03,836.9500122070312
2016-05-04,799.5
2016-05-05,806.4500122070312
2016-05-06,788.0499877929688
2016-05-09,769.6500244140625
2016-05-10,730.5
2016-05-11,721.9500122070312
2016-05-12,719.0499877929688
2016-05-13,731.3499755859375
2016-05-16,731.5499877929688
2016-05-17,736.2999877929688
2016-05-18,738.75
2016-05-19,723.1500244140625
2016-05-20,750.7999877929688
2016-05-23,697.5499877929688
2016-05-24,640.75
2016-05-25,640.7000122070312
2016-05-26,665.7000122070312
2016-05-27,654.25
2016-05-30,643.4500122070312
2016-05-31,680.0
2016-06-01,695.5
2016-06-02,676.6500244140625
2016-06-03,669.7000122070312
2016-06-06,663.75
2016-06-07,653.8499755859375
2016-06-08,650.9000244140625
2016-06-09,661.7000122070312
2016-06-10,652.5999755859375
2016-06-13,634.9000244140625
2016-06-14,641.5
2016-06-15,644.0
2016-06-16,643.7999877929688
2016-06-17,662.4500122070312
2016-06-20,661.9500122070312
2016-06-21,665.2000122070312
2016-06-22,656.25
2016-06-23,648.4000244140625
2016-06-24,625.5499877929688
2016-06-27,622.0499877929688
2016-06-28,598.9000244140625
2016-06-29,601.4500122070312
2016-06-30,610.4500122070312
2016-07-01,615.5999755859375
2016-07-04,618.8499755859375
2016-07-05,615.0499877929688
2016-07-07,605.0999755859375
2016-07-08,592.8499755859375
2016-07-11,590.4500122070312
2016-07-12,578.4500122070312
2016-07-13,579.0499877929688
2016-07-14,572.9000244140625
2016-07-15,553.4000244140625
2016-07-18,560.9000244140625
2016-07-19,553.8499755859375
2016-07-20,549.9500122070312
2016-07-21,558.5
2016-07-22,554.6500244140625
2016-07-25,553.1500244140625
2016-07-26,533.0499877929688
2016-07-27,537.9500122070312
2016-07-28,540.7000122070312
2016-07-29,555.5
2016-08-01,530.9500122070312
2016-08-02,504.8999938964844
2016-08-03,477.1000061035156
2016-08-04,479.20001220703125
2016-08-05,466.25
2016-08-08,500.54998779296875
2016-08-09,497.8500061035156
2016-08-10,494.6000061035156
2016-08-11,493.6499938964844
2016-08-12,475.04998779296875
2016-08-16,485.6499938964844
2016-08-17,471.3500061035156
2016-08-18,473.0
2016-08-19,475.1000061035156
2016-08-22,465.70001220703125
2016-08-23,460.95001220703125
2016-08-24,467.29998779296875
2016-08-25,485.3999938964844
2016-08-26,500.45001220703125
2016-08-29,505.54998779296875
2016-08-30,498.79998779296875
2016-08-31,496.25
2016-09-01,482.79998779296875
2016-09-02,479.0
2016-09-06,501.6000061035156
2016-09-07,508.6000061035156
2016-09-08,499.25
2016-09-09,487.3500061035156
2016-09-12,476.54998779296875
2016-09-14,464.25
2016-09-15,466.04998779296875
2016-09-16,468.79998779296875
2016-09-19,473.5
2016-09-20,468.6000061035156
2016-09-21,464.8999938964844
2016-09-22,467.8500061035156
2016-09-23,464.1499938964844
2016-09-26,454.8500061035156
2016-09-27,443.25
2016-09-28,452.3999938964844
2016-09-29,426.0
2016-09-30,430.8500061035156
2016-10-03,436.1000061035156
2016-10-04,437.8500061035156
2016-10-05,432.6499938964844
2016-10-06,433.3500061035156
2016-10-07,436.3999938964844
2016-10-10,434.75
2016-10-13,453.45001220703125
2016-10-14,444.3500061035156
2016-10-17,442.29998779296875
2016-10-18,446.0
2016-10-19,454.95001220703125
2016-10-20,450.45001220703125
2016-10-21,449.3500061035156
2016-10-24,449.45001220703125
2016-10-25,448.20001220703125
2016-10-26,450.04998779296875
2016-10-27,425.54998779296875
2016-10-28,423.04998779296875
2016-11-01,422.20001220703125
2016-11-02,420.1000061035156
2016-11-03,411.1000061035156
2016-11-04,393.6000061035156
2016-11-07,392.6499938964844
2016-11-08,394.1499938964844
2016-11-09,379.04998779296875
2016-11-10,396.6499938964844
2016-11-11,404.8500061035156
2016-11-15,396.70001220703125
2016-11-16,395.8500061035156
2016-11-17,395.3500061035156
2016-11-18,398.6499938964844
2016-11-21,382.70001220703125
2016-11-22,377.6000061035156
2016-11-23,370.04998779296875
2016-11-24,368.29998779296875
2016-11-25,367.79998779296875
2016-11-28,370.5
2016-11-29,377.5
2016-11-30,379.6000061035156
2016-12-01,378.75
2016-12-02,373.3999938964844
2016-12-05,380.54998779296875
2016-12-06,379.3999938964844
2016-12-07,380.1499938964844
2016-12-08,379.45001220703125
2016-12-09,382.25
2016-12-12,378.6499938964844
2016-12-13,376.1499938964844
2016-12-14,378.75
2016-12-15,389.5
2016-12-16,379.8999938964844
2016-12-19,371.3999938964844
2016-12-20,353.04998779296875
2016-12-21,344.8999938964844
2016-12-22,341.45001220703125
2016-12-23,339.25
2016-12-26,329.70001220703125
2016-12-27,324.1000061035156
2016-12-28,322.0
2016-12-29,332.6000061035156
2016-12-30,338.95001220703125
2017-01-02,345.8500061035156
2017-01-03,349.1499938964844
2017-01-04,343.54998779296875
2017-01-05,394.1000061035156
2017-01-06,376.04998779296875
2017-01-09,386.29998779296875
2017-01-10,380.70001220703125
2017-01-11,382.1000061035156
2017-01-12,373.20001220703125
2017-01-13,370.8500061035156
2017-01-16,372.95001220703125
2017-01-17,369.1499938964844
2017-01-18,367.3999938964844
2017-01-19,362.6000061035156
2017-01-20,357.29998779296875
2017-01-23,351.54998779296875
2017-01-24,358.95001220703125
2017-01-25,361.6000061035156
2017-01-27,371.8500061035156
2017-01-30,382.0
2017-01-31,365.3999938964844
2017-02-01,369.1499938964844
2017-02-02,375.79998779296875
2017-02-03,379.3500061035156
2017-02-06,400.8500061035156
2017-02-07,400.45001220703125
2017-02-08,404.0
2017-02-09,427.3999938964844
2017-02-10,429.6499938964844
2017-02-13,422.8500061035156
2017-02-14,426.04998779296875
2017-02-15,426.54998779296875
2017-02-16,438.1000061035156
2017-02-17,460.5
2017-02-20,484.5
2017-02-21,506.79998779296875
2017-02-22,530.0999755859375
2017-02-23,534.5999755859375
2017-02-27,543.4000244140625
2017-02-28,546.7000122070312
2017-03-01,548.2000122070312
2017-03-02,537.5999755859375
2017-03-03,546.3499755859375
2017-03-06,548.75
2017-03-07,586.25
2017-03-08,589.9000244140625
2017-03-09,589.6500244140625
2017-03-10,583.0999755859375
2017-03-14,590.1500244140625
2017-03-15,590.9500122070312
2017-03-16,614.9500122070312
2017-03-17,604.5499877929688
2017-03-20,610.5999755859375
2017-03-21,595.5499877929688
2017-03-22,564.25
2017-03-23,571.9500122070312
2017-03-24,573.75
2017-03-27,567.8499755859375
2017-03-28,568.9500122070312
