Date,J&KBANK
2003-05-02,10.513559341430664
2003-05-05,10.500243186950684
2003-05-06,10.087425231933594
2003-05-07,10.35042953491211
2003-05-08,10.690007209777832
2003-05-09,11.19604206085205
2003-05-12,12.69417667388916
2003-05-13,12.298001289367676
2003-05-14,13.243487358093262
2003-05-15,12.684187889099121
2003-05-16,12.39787769317627
2003-05-19,12.201455116271973
2003-05-20,12.531042098999023
2003-05-21,13.183563232421875
2003-05-22,14.134563446044922
2003-05-23,13.938871383666992
2003-05-26,14.371459007263184
2003-05-27,14.525952339172363
2003-05-28,14.986002922058105
2003-05-29,14.81091022491455
2003-05-30,14.570584297180176
2003-06-02,13.914836883544922
2003-06-03,14.186063766479492
2003-06-04,14.419519424438477
2003-06-05,14.192928314208984
2003-06-06,14.041868209838867
2003-06-09,14.134563446044922
2003-06-10,13.471955299377441
2003-06-11,13.808411598205566
2003-06-12,15.109599113464355
2003-06-13,14.804041862487793
2003-06-16,15.734444618225098
2003-06-17,15.90267562866211
2003-06-18,15.549054145812988
2003-06-19,15.645183563232422
2003-06-20,15.545619010925293
2003-06-23,15.192001342773438
2003-06-24,15.095870971679688
2003-06-25,15.734444618225098
2003-06-26,15.21259593963623
2003-06-27,14.46759033203125
2003-06-30,14.604915618896484
2003-07-01,14.446988105773926
2003-07-02,14.265027046203613
2003-07-03,15.301859855651855
2003-07-04,15.452920913696289
2003-07-07,16.441688537597656
2003-07-08,16.04343605041504
2003-07-09,15.758480072021484
2003-07-10,16.60648536682129
2003-07-11,16.04343605041504
2003-07-14,16.692312240600586
2003-07-15,16.369590759277344
2003-07-16,16.74037742614746
2003-07-17,16.033138275146484
2003-07-18,15.899237632751465
2003-07-21,15.607417106628418
2003-07-22,15.1816987991333
2003-07-23,15.167964935302734
2003-07-24,15.442622184753418
2003-07-25,15.995370864868164
2003-07-28,15.827141761779785
2003-07-29,15.545619010925293
2003-07-30,15.689814567565918
2003-07-31,15.0993013381958
2003-08-01,15.130202293395996
2003-08-04,15.016905784606934
2003-08-05,14.646114349365234
2003-08-06,14.635818481445312
2003-08-07,14.56371784210205
2003-08-08,14.738816261291504
2003-08-11,14.858975410461426
2003-08-12,14.35085678100586
2003-08-13,14.948237419128418
2003-08-14,14.845246315002441
2003-08-15,14.845246315002441
2003-08-18,14.718209266662598
2003-08-19,14.508787155151367
2003-08-20,14.917343139648438
2003-08-21,15.137065887451172
2003-08-22,14.834943771362305
2003-08-25,14.385190963745117
2003-08-26,14.615217208862305
2003-08-27,15.356791496276855
2003-08-28,15.016905784606934
2003-08-29,14.889875411987305
2003-09-01,14.972272872924805
2003-09-02,14.934505462646484
2003-09-03,14.889875411987305
2003-09-04,14.828075408935547
2003-09-05,15.552485466003418
2003-09-08,16.949806213378906
2003-09-09,16.331825256347656
2003-09-10,16.067468643188477
2003-09-11,15.991938591003418
2003-09-12,15.98163890838623
2003-09-15,15.497554779052734
2003-09-16,15.555917739868164
2003-09-17,15.55935287475586
2003-09-18,15.082134246826172
2003-09-19,15.023770332336426
2003-09-22,14.845246315002441
2003-09-23,14.477889060974121
2003-09-24,15.442622184753418
2003-09-25,16.486324310302734
2003-09-26,16.54125213623047
2003-09-29,17.09400177001953
2003-09-30,17.042505264282227
2003-10-01,18.343692779541016
2003-10-02,18.343692779541016
2003-10-03,18.91017723083496
2003-10-06,18.213228225708008
2003-10-07,18.08620262145996
2003-10-08,18.29906463623047
2003-10-09,18.08620262145996
2003-10-10,17.69481658935547
2003-10-13,18.498186111450195
2003-10-14,18.735082626342773
2003-10-15,18.601184844970703
2003-10-16,19.445755004882812
2003-10-17,19.401126861572266
2003-10-20,19.981338500976562
2003-10-21,19.32559585571289
2003-10-22,18.048437118530273
2003-10-23,18.340261459350586
2003-10-24,18.340261459350586
2003-10-27,18.783145904541016
2003-10-28,18.463857650756836
2003-10-29,18.436389923095703
2003-10-30,18.827777862548828
2003-10-31,19.04750633239746
2003-11-03,18.645814895629883
2003-11-04,18.4123592376709
2003-11-05,18.18576431274414
2003-11-06,18.220096588134766
2003-11-07,18.220096588134766
2003-11-10,17.60898780822754
2003-11-11,17.773778915405273
2003-11-12,17.814977645874023
2003-11-13,17.73258399963379
2003-11-14,17.73258399963379
2003-11-17,17.4750919342041
2003-11-18,17.71198272705078
2003-11-19,17.433889389038086
2003-11-20,16.98756980895996
2003-11-21,16.843379974365234
2003-11-24,16.93263816833496
2003-11-25,16.80561065673828
2003-11-26,16.80561065673828
2003-11-27,17.24506187438965
2003-11-28,17.416728973388672
2003-12-01,18.343692779541016
2003-12-02,18.66641616821289
2003-12-03,19.074970245361328
2003-12-04,19.377092361450195
2003-12-05,19.246631622314453
2003-12-08,19.099002838134766
2003-12-09,19.953872680664062
2003-12-10,19.569351196289062
2003-12-11,19.215728759765625
2003-12-12,19.3187255859375
2003-12-15,19.552188873291016
2003-12-16,20.465425491333008
2003-12-17,20.118669509887695
2003-12-18,22.21293067932129
2003-12-19,23.672046661376953
2003-12-22,23.507261276245117
2003-12-23,24.863374710083008
2003-12-24,24.629920959472656
2003-12-25,24.629920959472656
2003-12-26,24.303762435913086
2003-12-29,25.22730255126953
2003-12-30,24.732913970947266
2003-12-31,26.329362869262695
2004-01-01,26.363697052001953
2004-01-02,27.081233978271484
2004-01-05,27.431425094604492
2004-01-06,26.1336727142334
2004-01-07,25.752582550048828
2004-01-08,27.02287483215332
2004-01-09,27.898345947265625
2004-01-12,27.977304458618164
2004-01-13,27.170503616333008
2004-01-14,27.822813034057617
2004-01-15,28.389297485351562
2004-01-16,28.959211349487305
2004-01-19,28.214202880859375
2004-01-20,26.72761344909668
2004-01-21,25.337162017822266
2004-01-22,25.649587631225586
2004-01-23,26.665813446044922
2004-01-26,26.665813446044922
2004-01-27,26.85120964050293
2004-01-28,26.542219161987305
2004-01-29,26.658954620361328
2004-01-30,27.14990234375
2004-02-02,27.14990234375
2004-02-03,28.159265518188477
2004-02-04,32.75291442871094
2004-02-05,32.701419830322266
2004-02-06,30.881813049316406
2004-02-09,33.20953369140625
2004-02-10,33.12370681762695
2004-02-11,33.69361877441406
2004-02-12,33.106536865234375
2004-02-13,33.391502380371094
2004-02-16,33.765716552734375
2004-02-17,34.36653137207031
2004-02-18,34.459228515625
2004-02-19,34.349361419677734
2004-02-20,34.35280227661133
2004-02-23,34.33906173706055
2004-02-24,31.860280990600586
2004-02-25,29.10340118408203
2004-02-26,31.060335159301758
2004-02-27,33.78631591796875
2004-03-01,33.120269775390625
2004-03-02,33.120269775390625
2004-03-03,32.35466003417969
2004-03-04,31.942676544189453
2004-03-05,31.427698135375977
2004-03-08,32.82501220703125
2004-03-09,32.8078498840332
2004-03-10,32.165836334228516
2004-03-11,31.266338348388672
2004-03-12,31.465465545654297
2004-03-15,30.600284576416016
2004-03-16,29.35745620727539
2004-03-17,30.181440353393555
2004-03-18,30.977943420410156
2004-03-19,30.919578552246094
2004-03-22,29.64241600036621
2004-03-23,29.820941925048828
2004-03-24,29.446727752685547
2004-03-25,30.260404586791992
2004-03-26,32.34092330932617
2004-03-29,32.261966705322266
2004-03-30,32.58125305175781
2004-03-31,33.86184310913086
2004-04-01,34.68582534790039
2004-04-02,34.32876968383789
2004-04-05,35.01540756225586
2004-04-06,34.56565475463867
2004-04-07,34.109039306640625
2004-04-08,34.199222564697266
2004-04-09,34.199222564697266
2004-04-12,33.94950866699219
2004-04-13,34.32752990722656
2004-04-14,34.32752990722656
2004-04-15,34.73677062988281
2004-04-16,34.73677062988281
2004-04-19,34.462791442871094
2004-04-20,34.351810455322266
2004-04-21,34.410762786865234
2004-04-22,34.646602630615234
2004-04-23,35.69050598144531
2004-04-27,35.63848114013672
2004-04-28,34.906707763671875
2004-04-29,34.691688537597656
2004-04-30,35.03850173950195
2004-05-03,34.285919189453125
2004-05-04,35.21537780761719
2004-05-05,35.163352966308594
2004-05-06,35.03502655029297
2004-05-07,34.601505279541016
2004-05-10,33.21079635620117
2004-05-11,29.749601364135742
2004-05-12,30.169248580932617
2004-05-13,28.96579933166504
2004-05-14,26.323095321655273
2004-05-17,22.591386795043945
2004-05-18,24.31851577758789
2004-05-19,27.027114868164062
2004-05-20,26.749670028686523
2004-05-21,25.57744598388672
2004-05-24,24.5266056060791
2004-05-25,23.458419799804688
2004-05-26,24.578624725341797
2004-05-27,25.012142181396484
2004-05-28,25.29998779296875
2004-05-31,24.880352020263672
2004-06-01,26.164112091064453
2004-06-02,26.371620178222656
2004-06-03,25.305923461914062
2004-06-04,25.334062576293945
2004-06-07,25.52750587463379
2004-06-08,25.696327209472656
2004-06-09,25.88625717163086
2004-06-10,25.939014434814453
2004-06-11,25.62950325012207
2004-06-14,24.057340621948242
2004-06-15,23.315216064453125
2004-06-16,22.97405242919922
2004-06-17,22.548473358154297
2004-06-18,22.555509567260742
2004-06-21,21.925945281982422
2004-06-22,20.599973678588867
2004-06-23,18.767534255981445
2004-06-24,18.721813201904297
2004-06-25,20.237703323364258
2004-06-28,19.71364974975586
2004-06-29,19.720687866210938
2004-06-30,19.080564498901367
2004-07-01,19.587034225463867
2004-07-02,19.46744728088379
2004-07-05,18.897668838500977
2004-07-06,18.960981369018555
2004-07-07,19.544828414916992
2004-07-08,17.79680061340332
2004-07-09,17.642045974731445
2004-07-12,18.458026885986328
2004-07-13,18.855464935302734
2004-07-14,19.678482055664062
2004-07-15,19.52724266052246
2004-07-16,19.783992767333984
2004-07-19,20.170881271362305
2004-07-20,19.692548751831055
2004-07-21,19.435800552368164
2004-07-22,19.914125442504883
2004-07-23,19.62220573425293
2004-07-26,18.40175437927246
2004-07-27,18.40175437927246
2004-07-28,19.147388458251953
2004-07-29,19.3619327545166
2004-07-30,19.46744728088379
2004-08-02,19.108699798583984
2004-08-03,18.760499954223633
2004-08-04,18.992633819580078
2004-08-05,18.72532844543457
2004-08-06,18.035968780517578
2004-08-09,18.510784149169922
2004-08-10,18.524850845336914
2004-08-11,18.373613357543945
2004-08-12,18.373613357543945
2004-08-13,18.190725326538086
2004-08-16,18.261062622070312
2004-08-17,18.113344192504883
2004-08-18,18.215343475341797
2004-08-19,18.215343475341797
2004-08-20,17.895280838012695
2004-08-23,16.92806625366211
2004-08-24,16.854202270507812
2004-08-25,16.484901428222656
2004-08-26,16.21056365966797
2004-08-27,16.066362380981445
2004-08-30,16.16484260559082
2004-08-31,16.361801147460938
2004-09-01,16.66779136657715
2004-09-02,16.449735641479492
2004-09-03,16.35125160217285
2004-09-06,16.956201553344727
2004-09-07,16.6783447265625
2004-09-08,16.762752532958984
2004-09-09,16.586902618408203
2004-09-10,16.586902618408203
2004-09-13,16.959716796875
2004-09-14,17.490812301635742
2004-09-15,17.12150764465332
2004-09-16,18.275135040283203
2004-09-17,18.67257308959961
2004-09-20,18.683122634887695
2004-09-21,18.612781524658203
2004-09-22,19.003185272216797
2004-09-23,18.767534255981445
2004-09-24,18.380645751953125
2004-09-27,18.159069061279297
2004-09-28,17.70886993408203
2004-09-29,18.035968780517578
2004-09-30,18.46506118774414
2004-10-01,18.345478057861328
2004-10-04,18.70071029663086
2004-10-05,19.150903701782227
2004-10-06,18.873050689697266
2004-10-07,19.066495895385742
2004-10-08,19.066495895385742
2004-10-11,18.742916107177734
2004-10-12,18.303272247314453
2004-10-14,18.01486587524414
2004-10-15,18.01486587524414
2004-10-18,18.007829666137695
2004-10-19,17.863624572753906
2004-10-20,17.691286087036133
2004-10-21,17.642045974731445
2004-10-22,17.642045974731445
2004-10-25,17.13909339904785
2004-10-26,17.60335922241211
2004-10-27,17.775699615478516
2004-10-28,17.810869216918945
2004-10-29,17.810869216918945
2004-11-01,17.480255126953125
2004-11-02,17.494325637817383
2004-11-03,17.747562408447266
2004-11-04,18.071138381958008
2004-11-05,18.275135040283203
2004-11-08,18.23996353149414
2004-11-09,18.085206985473633
2004-11-10,18.21885871887207
2004-11-11,18.183687210083008
2004-11-12,18.194238662719727
2004-11-15,18.194238662719727
2004-11-16,18.422855377197266
2004-11-17,19.312694549560547
2004-11-18,20.832107543945312
2004-11-19,20.832107543945312
2004-11-22,18.964496612548828
2004-11-23,19.228281021118164
2004-11-24,19.175525665283203
2004-11-25,18.992633819580078
2004-11-26,18.992633819580078
2004-11-29,19.112218856811523
2004-11-30,19.57999610900879
2004-12-01,20.3924617767334
2004-12-02,22.938880920410156
2004-12-03,23.96588897705078
2004-12-06,25.116003036499023
2004-12-07,24.662288665771484
2004-12-08,23.916648864746094
2004-12-09,24.039751052856445
2004-12-10,24.60601043701172
2004-12-13,24.60601043701172
2004-12-14,24.423120498657227
2004-12-15,24.409053802490234
2004-12-16,24.67987060546875
2004-12-17,25.499370574951172
2004-12-20,25.91087532043457
2004-12-21,26.76554298400879
2004-12-22,26.47010612487793
2004-12-23,26.47010612487793
2004-12-24,25.99529266357422
2004-12-27,25.981220245361328
2004-12-28,25.981220245361328
2004-12-29,24.697458267211914
2004-12-30,25.256683349609375
2004-12-31,26.90622901916504
2005-01-03,28.548736572265625
2005-01-04,28.341230392456055
2005-01-05,26.354040145874023
2005-01-06,26.322378158569336
2005-01-07,26.624858856201172
2005-01-10,25.60488510131836
2005-01-11,24.820558547973633
2005-01-12,24.067888259887695
2005-01-13,24.194507598876953
2005-01-14,24.15581512451172
2005-01-17,23.934234619140625
2005-01-18,23.877960205078125
2005-01-19,23.49810791015625
2005-01-20,23.561418533325195
2005-01-24,23.561418533325195
2005-01-25,22.003318786621094
2005-01-27,23.01274299621582
2005-01-28,23.29059600830078
2005-01-31,23.287078857421875
2005-02-01,23.747825622558594
2005-02-02,23.927202224731445
2005-02-03,23.9201717376709
2005-02-04,24.32815933227539
2005-02-07,24.060853958129883
2005-02-08,23.9588565826416
2005-02-09,24.30353546142578
2005-02-10,24.35981559753418
2005-02-11,24.873319625854492
2005-02-14,24.810007095336914
2005-02-15,24.620080947875977
2005-02-16,24.989383697509766
2005-02-17,25.3270320892334
2005-02-18,25.48882293701172
2005-02-21,25.882741928100586
2005-02-22,26.090255737304688
2005-02-23,26.037490844726562
2005-02-24,25.640052795410156
2005-02-25,25.372745513916016
2005-02-28,25.386821746826172
2005-03-01,25.3270320892334
2005-03-02,25.33054542541504
2005-03-03,25.34109878540039
2005-03-04,24.926074981689453
2005-03-07,25.56971549987793
2005-03-08,25.777225494384766
2005-03-09,26.195768356323242
2005-03-10,26.195768356323242
2005-03-11,28.2919921875
2005-03-14,28.00710105895996
2005-03-15,27.06098747253418
2005-03-16,28.077444076538086
2005-03-17,28.077444076538086
2005-03-18,27.148916244506836
2005-03-21,27.532283782958984
2005-03-22,27.06098747253418
2005-03-23,25.281301498413086
2005-03-24,24.01161003112793
2005-03-28,25.021034240722656
2005-03-29,24.68691062927246
2005-03-30,24.922557830810547
2005-03-31,25.538057327270508
2005-04-01,26.195768356323242
2005-04-04,25.724472045898438
2005-04-05,25.45012855529785
2005-04-06,25.60137176513672
2005-04-07,25.576749801635742
2005-04-08,24.827592849731445
2005-04-11,24.827592849731445
2005-04-12,25.822946548461914
2005-04-13,26.4525203704834
2005-04-15,25.81943130493164
2005-04-18,25.921430587768555
2005-04-19,25.5908145904541
2005-04-20,26.07266616821289
2005-04-21,26.150039672851562
2005-04-22,26.466583251953125
2005-04-25,27.687042236328125
2005-04-26,27.483041763305664
2005-04-27,26.927335739135742
2005-04-28,26.041011810302734
2005-04-29,25.44309425354004
2005-05-02,23.842790603637695
2005-05-03,23.916648864746094
2005-05-04,24.1839542388916
2005-05-05,24.440704345703125
2005-05-06,23.90610122680664
2005-05-09,24.271888732910156
2005-05-10,25.087862014770508
2005-05-11,25.203933715820312
2005-05-12,25.576749801635742
2005-05-13,24.936628341674805
2005-05-16,24.591941833496094
2005-05-17,25.316478729248047
2005-05-18,25.316478729248047
2005-05-19,24.753726959228516
2005-05-20,24.43015480041504
2005-05-23,24.546222686767578
2005-05-24,24.486431121826172
2005-05-25,24.518083572387695
2005-05-26,24.60447883605957
2005-05-27,24.60447883605957
2005-05-30,24.352497100830078
2005-05-31,24.309295654296875
2005-06-01,24.287696838378906
2005-06-02,24.338092803955078
2005-06-03,24.338092803955078
2005-06-06,24.658475875854492
2005-06-07,26.184778213500977
2005-06-08,26.256776809692383
2005-06-09,25.637617111206055
2005-06-10,25.382030487060547
2005-06-14,25.662817001342773
2005-06-15,26.515960693359375
2005-06-16,26.49076271057129
2005-06-17,25.576419830322266
2005-06-20,25.554819107055664
2005-06-21,25.335229873657227
2005-06-22,25.338836669921875
2005-06-23,25.515220642089844
2005-06-24,25.263240814208984
2005-06-27,25.14444351196289
2005-06-28,24.881662368774414
2005-06-29,25.98319435119629
2005-06-30,26.397171020507812
2005-07-01,26.397171020507812
2005-07-04,28.00986671447754
2005-07-05,28.769412994384766
2005-07-06,28.841415405273438
2005-07-07,28.805418014526367
2005-07-08,31.264062881469727
2005-07-11,31.598852157592773
2005-07-12,31.598852157592773
2005-07-13,31.58085060119629
2005-07-14,31.012083053588867
2005-07-15,31.728443145751953
2005-07-18,31.750036239624023
2005-07-19,32.02362060546875
2005-07-20,32.070411682128906
2005-07-21,32.27920913696289
2005-07-22,32.40519332885742
2005-07-25,32.6679801940918
2005-07-26,32.509586334228516
2005-07-27,32.714778900146484
2005-07-28,32.714778900146484
2005-07-29,32.3656005859375
2005-08-01,32.54918670654297
2005-08-02,32.441192626953125
2005-08-03,34.39227294921875
2005-08-04,34.917842864990234
2005-08-05,34.727054595947266
2005-08-08,34.233882904052734
2005-08-09,33.56792449951172
2005-08-10,33.0063591003418
2005-08-11,34.12229537963867
2005-08-12,33.72631072998047
2005-08-16,33.52832794189453
2005-08-17,33.21514129638672
2005-08-18,32.83357238769531
2005-08-19,32.66437911987305
2005-08-22,32.1748046875
2005-08-23,32.1748046875
2005-08-24,30.544111251831055
2005-08-25,30.511709213256836
2005-08-26,30.860891342163086
2005-08-29,30.66290283203125
2005-08-30,30.91488265991211
2005-08-31,30.50091552734375
2005-09-01,30.979679107666016
2005-09-02,31.609649658203125
2005-09-05,31.289270401000977
2005-09-06,30.994083404541016
2005-09-08,32.070411682128906
2005-09-09,33.13235092163086
2005-09-12,34.233882904052734
2005-09-13,33.650718688964844
2005-09-14,34.00709915161133
2005-09-15,33.477928161621094
2005-09-16,33.16115188598633
2005-09-19,33.895503997802734
2005-09-20,33.38434600830078
2005-09-21,33.38434600830078
2005-09-22,31.6960391998291
2005-09-23,31.508853912353516
2005-09-26,32.25760269165039
2005-09-27,32.66437911987305
2005-09-28,32.970359802246094
2005-09-29,31.656442642211914
2005-09-30,32.6607780456543
2005-10-03,32.84077453613281
2005-10-04,33.10715103149414
2005-10-05,33.34113693237305
2005-10-06,32.85516357421875
2005-10-07,31.944421768188477
2005-10-10,32.97396469116211
2005-10-11,32.6607780456543
2005-10-13,33.84510040283203
2005-10-14,34.327476501464844
2005-10-17,35.2418212890625
2005-10-18,34.907039642333984
2005-10-19,34.88544464111328
2005-10-20,34.20148468017578
2005-10-21,32.37999725341797
2005-10-24,33.258338928222656
2005-10-25,31.750036239624023
2005-10-26,32.084815979003906
2005-10-27,32.6679801940918
2005-10-28,31.894027709960938
2005-10-31,31.7176456451416
2005-11-02,31.663644790649414
2005-11-04,31.663644790649414
2005-11-07,31.609649658203125
2005-11-08,31.631242752075195
2005-11-09,31.35765838623047
2005-11-10,31.260465621948242
2005-11-11,31.41166114807129
2005-11-14,33.211551666259766
2005-11-16,33.52112579345703
2005-11-17,33.377132415771484
2005-11-18,34.26628112792969
2005-11-21,34.85664749145508
2005-11-22,33.632720947265625
2005-11-23,33.40233612060547
2005-11-24,34.08269119262695
2005-11-25,34.95743942260742
2005-11-28,33.8667106628418
2005-11-29,33.46713638305664
2005-11-30,33.650718688964844
2005-12-01,33.816307067871094
2005-12-02,33.661521911621094
2005-12-05,33.121551513671875
2005-12-06,33.59672546386719
2005-12-07,34.62626266479492
2005-12-08,34.96464538574219
2005-12-09,34.92503356933594
2005-12-12,34.93584442138672
2005-12-13,34.993438720703125
2005-12-14,35.285011291503906
2005-12-15,35.04022979736328
2005-12-16,35.335418701171875
2005-12-19,35.29941940307617
2005-12-20,35.29222106933594
2005-12-21,35.31021499633789
2005-12-22,36.6457405090332
2005-12-23,35.306617736816406
2005-12-26,33.611122131347656
2005-12-27,34.47867202758789
2005-12-28,34.557865142822266
2005-12-29,34.53266525268555
2005-12-30,35.05463409423828
2006-01-02,34.93943786621094
2006-01-03,35.09423065185547
2006-01-04,35.519004821777344
2006-01-05,37.01651382446289
2006-01-06,36.46574783325195
2006-01-09,36.50534439086914
2006-01-10,36.5953369140625
2006-01-12,37.82646179199219
2006-01-13,39.00718688964844
2006-01-16,38.434818267822266
2006-01-17,38.434818267822266
2006-01-18,36.926517486572266
2006-01-19,37.542083740234375
2006-01-20,37.542083740234375
2006-01-23,38.722808837890625
2006-01-24,37.689666748046875
2006-01-25,36.76812744140625
2006-01-27,36.829322814941406
2006-01-30,36.18136215209961
2006-01-31,38.049652099609375
2006-02-01,36.96251678466797
2006-02-02,36.73212432861328
2006-02-03,37.00571823120117
2006-02-06,37.045310974121094
2006-02-07,37.369285583496094
2006-02-08,37.599674224853516
2006-02-10,37.84086990356445
2006-02-13,37.45207977294922
2006-02-14,36.90492248535156
2006-02-15,37.05970764160156
2006-02-16,36.81132507324219
2006-02-17,36.177764892578125
2006-02-20,37.2936897277832
2006-02-21,37.2936897277832
2006-02-22,36.760929107666016
2006-02-23,35.9329833984375
2006-02-24,36.714134216308594
2006-02-27,36.79692459106445
2006-02-28,36.85091781616211
2006-03-01,36.854522705078125
2006-03-02,37.17130661010742
2006-03-03,37.46288299560547
2006-03-06,37.286495208740234
2006-03-07,37.268497467041016
2006-03-08,36.71772384643555
2006-03-09,36.346954345703125
2006-03-10,36.37215805053711
2006-03-13,36.325355529785156
2006-03-14,35.889774322509766
2006-03-16,35.846588134765625
2006-03-17,35.27062225341797
2006-03-20,35.155426025390625
2006-03-21,35.130226135253906
2006-03-22,34.03229522705078
2006-03-23,33.47072982788086
2006-03-24,33.84510040283203
2006-03-27,33.319541931152344
2006-03-28,32.5779914855957
2006-03-29,32.5779914855957
2006-03-30,31.65283966064453
