Date,TBOTEK
2024-08-29,1666.199951171875
2024-08-30,1771.699951171875
2024-09-02,1828.300048828125
2024-09-03,1848.5
2024-09-04,1928.5999755859375
2024-09-05,1869.300048828125
2024-09-06,1837.5
2024-09-09,1775.5999755859375
2024-09-10,1789.449951171875
2024-09-11,1769.300048828125
2024-09-12,1750.550048828125
2024-09-13,1794.949951171875
2024-09-16,1752.3499755859375
2024-09-17,1773.4000244140625
2024-09-18,1777.449951171875
2024-09-19,1731.5999755859375
2024-09-20,1752.550048828125
2024-09-23,1749.4000244140625
2024-09-24,1748.4000244140625
2024-09-25,1749.5
2024-09-26,1750.4000244140625
2024-09-27,1847.1500244140625
2024-09-30,1794.300048828125
2024-10-01,1812.5
2024-10-03,1788.050048828125
2024-10-04,1749.0999755859375
2024-10-07,1687.0
2024-10-08,1709.5
2024-10-09,1744.0999755859375
2024-10-10,1712.550048828125
2024-10-11,1745.75
2024-10-14,1725.6500244140625
2024-10-15,1743.75
2024-10-16,1726.050048828125
2024-10-17,1715.75
2024-10-18,1701.0
2024-10-21,1666.300048828125
2024-10-22,1607.0999755859375
2024-10-23,1607.949951171875
2024-10-24,1590.800048828125
2024-10-25,1601.8499755859375
2024-10-28,1576.0999755859375
2024-10-29,1560.699951171875
2024-10-30,1583.4000244140625
2024-10-31,1623.0999755859375
2024-11-01,1668.0999755859375
2024-11-04,1611.949951171875
2024-11-05,1569.800048828125
2024-11-06,1609.199951171875
2024-11-07,1680.1500244140625
2024-11-08,1704.1500244140625
2024-11-11,1681.0999755859375
2024-11-12,1677.1500244140625
2024-11-13,1591.449951171875
2024-11-14,1567.550048828125
2024-11-18,1546.9000244140625
2024-11-19,1524.3499755859375
2024-11-21,1534.5999755859375
2024-11-22,1520.199951171875
2024-11-25,1536.300048828125
2024-11-26,1520.699951171875
2024-11-27,1561.5
2024-11-28,1549.5999755859375
2024-11-29,1586.5999755859375
2024-12-02,1580.550048828125
2024-12-03,1528.0
2024-12-04,1539.6500244140625
2024-12-05,1519.4000244140625
2024-12-06,1524.050048828125
2024-12-09,1524.0999755859375
2024-12-10,1574.3499755859375
2024-12-11,1651.5999755859375
2024-12-12,1634.25
2024-12-13,1635.5999755859375
2024-12-16,1673.699951171875
2024-12-17,1739.3499755859375
2024-12-18,1721.800048828125
2024-12-19,1699.800048828125
2024-12-20,1684.800048828125
2024-12-23,1661.0999755859375
2024-12-24,1696.550048828125
2024-12-26,1690.0
2024-12-27,1704.25
2024-12-30,1748.949951171875
2024-12-31,1734.1500244140625
2025-01-01,1761.449951171875
2025-01-02,1791.9000244140625
2025-01-03,1790.449951171875
2025-01-06,1772.0
2025-01-07,1743.0999755859375
2025-01-08,1774.4000244140625
2025-01-09,1742.9000244140625
2025-01-10,1741.300048828125
2025-01-13,1659.800048828125
2025-01-14,1682.300048828125
2025-01-15,1699.699951171875
2025-01-16,1697.9000244140625
2025-01-17,1668.300048828125
2025-01-20,1657.0999755859375
2025-01-21,1618.1500244140625
2025-01-22,1588.0999755859375
2025-01-23,1628.75
2025-01-24,1597.75
2025-01-27,1563.1500244140625
2025-01-28,1570.25
2025-01-29,1603.0999755859375
2025-01-30,1571.800048828125
2025-01-31,1558.0999755859375
2025-02-01,1556.75
2025-02-03,1602.8499755859375
2025-02-04,1605.4000244140625
2025-02-05,1642.949951171875
2025-02-06,1634.1500244140625
2025-02-07,1641.0999755859375
2025-02-10,1651.300048828125
2025-02-11,1626.050048828125
2025-02-12,1621.9000244140625
2025-02-13,1605.5999755859375
2025-02-14,1617.4000244140625
2025-02-17,1553.449951171875
2025-02-18,1479.550048828125
2025-02-19,1479.449951171875
2025-02-20,1482.300048828125
2025-02-21,1493.300048828125
2025-02-24,1505.6500244140625
2025-02-25,1444.0
2025-02-27,1359.800048828125
2025-02-28,1200.8499755859375
2025-03-03,1196.050048828125
2025-03-04,1253.699951171875
2025-03-05,1308.8499755859375
2025-03-06,1362.5
2025-03-07,1365.0
2025-03-10,1341.800048828125
2025-03-11,1294.75
2025-03-12,1263.550048828125
2025-03-13,1209.5
2025-03-17,1190.449951171875
2025-03-18,1190.449951171875
2025-03-19,1247.699951171875
2025-03-20,1269.699951171875
2025-03-21,1207.25
2025-03-24,1211.8499755859375
2025-03-25,1195.699951171875
2025-03-26,1196.6500244140625
2025-03-27,1223.6500244140625
2025-03-28,1205.5999755859375
2025-04-01,1198.199951171875
2025-04-02,1210.449951171875
2025-04-03,1185.4000244140625
2025-04-04,1115.199951171875
2025-04-07,1039.0999755859375
2025-04-08,1071.300048828125
2025-04-09,1050.449951171875
2025-04-11,1073.9000244140625
2025-04-15,1096.0999755859375
2025-04-16,1074.4000244140625
2025-04-17,1046.199951171875
2025-04-21,1100.199951171875
2025-04-22,1072.199951171875
2025-04-23,1075.300048828125
2025-04-24,1049.4000244140625
2025-04-25,1023.5
2025-04-28,1013.5
2025-04-29,1130.0
2025-04-30,1123.300048828125
2025-05-02,1075.800048828125
2025-05-05,1086.800048828125
2025-05-06,1065.4000244140625
2025-05-07,1117.300048828125
2025-05-08,1147.0
2025-05-09,1169.5
2025-05-12,1203.9000244140625
2025-05-13,1180.5
2025-05-14,1192.4000244140625
2025-05-15,1207.0
2025-05-16,1237.5999755859375
2025-05-19,1214.0999755859375
2025-05-20,1165.800048828125
2025-05-21,1232.4000244140625
2025-05-22,1199.0
2025-05-23,1320.9000244140625
2025-05-26,1306.699951171875
2025-05-27,1289.5
2025-05-28,1303.800048828125
2025-05-29,1300.9000244140625
2025-05-30,1304.699951171875
2025-06-02,1294.0999755859375
2025-06-03,1290.4000244140625
2025-06-04,1363.9000244140625
2025-06-05,1329.0999755859375
2025-06-06,1325.300048828125
2025-06-09,1322.5
2025-06-10,1342.199951171875
2025-06-11,1339.9000244140625
2025-06-12,1301.699951171875
2025-06-13,1286.9000244140625
2025-06-16,1288.9000244140625
2025-06-17,1284.800048828125
2025-06-18,1261.300048828125
2025-06-19,1259.300048828125
2025-06-20,1260.699951171875
2025-06-23,1254.800048828125
2025-06-24,1273.0
2025-06-25,1301.199951171875
2025-06-26,1322.0
2025-06-27,1392.0999755859375
2025-06-30,1399.699951171875
2025-07-01,1447.5999755859375
2025-07-02,1443.199951171875
2025-07-03,1415.5
2025-07-04,1425.300048828125
2025-07-07,1390.300048828125
2025-07-08,1361.300048828125
2025-07-09,1339.699951171875
2025-07-10,1342.5999755859375
2025-07-11,1325.300048828125
2025-07-14,1347.4000244140625
2025-07-15,1404.199951171875
2025-07-16,1409.9000244140625
2025-07-17,1424.800048828125
2025-07-18,1419.199951171875
2025-07-21,1387.0999755859375
2025-07-22,1427.5999755859375
2025-07-23,1443.300048828125
2025-07-24,1432.699951171875
2025-07-25,1370.800048828125
2025-07-28,1369.0
2025-07-29,1379.5999755859375
2025-07-30,1352.5999755859375
2025-07-31,1354.5999755859375
2025-08-01,1415.4000244140625
2025-08-04,1397.9000244140625
2025-08-05,1381.5999755859375
2025-08-06,1372.199951171875
2025-08-07,1364.0999755859375
2025-08-08,1361.699951171875
2025-08-11,1394.800048828125
2025-08-12,1445.4000244140625
2025-08-13,1446.300048828125
2025-08-14,1444.0
2025-08-18,1464.800048828125
2025-08-19,1455.199951171875
2025-08-20,1468.0
2025-08-21,1455.699951171875
2025-08-22,1442.5999755859375
2025-08-25,1417.300048828125
2025-08-26,1379.5999755859375
2025-08-28,1357.9000244140625
2025-08-29,1307.300048828125
2025-09-01,1361.0
2025-09-02,1382.5
2025-09-03,1591.0
2025-09-04,1524.5999755859375
2025-09-05,1542.0
2025-09-08,1578.300048828125
2025-09-09,1642.5999755859375
2025-09-10,1609.0
2025-09-11,1556.4000244140625
2025-09-12,1554.699951171875
2025-09-15,1590.0999755859375
2025-09-16,1595.0999755859375
2025-09-17,1597.5
2025-09-18,1600.699951171875
2025-09-19,1631.199951171875
2025-09-22,1638.199951171875
2025-09-23,1599.0
2025-09-24,1585.300048828125
2025-09-25,1543.5
2025-09-26,1494.699951171875
2025-09-29,1476.5999755859375
2025-09-30,1525.0999755859375
2025-10-01,1522.300048828125
2025-10-03,1600.5
2025-10-06,1595.199951171875
2025-10-07,1532.5
2025-10-08,1544.699951171875
2025-10-09,1533.0
2025-10-10,1561.5999755859375
2025-10-13,1536.5999755859375
2025-10-14,1497.699951171875
2025-10-15,1550.199951171875
2025-10-16,1568.699951171875
2025-10-17,1577.699951171875
2025-10-20,1587.0999755859375
2025-10-21,1574.199951171875
2025-10-23,1594.5999755859375
2025-10-24,1598.0
2025-10-27,1614.300048828125
2025-10-28,1580.800048828125
2025-10-29,1540.9000244140625
2025-10-30,1508.800048828125
2025-10-31,1483.199951171875
2025-11-03,1496.5999755859375
2025-11-04,1589.0
2025-11-06,1578.5999755859375
2025-11-07,1600.0
2025-11-10,1618.699951171875
2025-11-11,1590.5999755859375
2025-11-12,1604.300048828125
2025-11-13,1563.0
2025-11-14,1572.4000244140625
2025-11-17,1617.0
2025-11-18,1621.4000244140625
2025-11-19,1610.199951171875
2025-11-20,1678.0
2025-11-21,1710.0
2025-11-24,1730.699951171875
2025-11-25,1705.300048828125
2025-11-26,1687.199951171875
2025-11-27,1699.800048828125
2025-11-28,1652.300048828125
2025-12-01,1683.699951171875
2025-12-02,1697.800048828125
2025-12-03,1689.800048828125
2025-12-04,1671.300048828125
2025-12-05,1625.300048828125
2025-12-08,1605.800048828125
2025-12-09,1653.800048828125
2025-12-10,1671.0999755859375
2025-12-11,1645.5999755859375
2025-12-12,1659.199951171875
2025-12-15,1675.0999755859375
2025-12-16,1703.800048828125
2025-12-17,1682.699951171875
2025-12-18,1652.4000244140625
2025-12-19,1698.5999755859375
2025-12-22,1690.800048828125
2025-12-23,1703.199951171875
2025-12-24,1703.5
2025-12-26,1700.4000244140625
2025-12-29,1679.0
2025-12-30,1650.9000244140625
2025-12-31,1662.699951171875
2026-01-01,1623.800048828125
2026-01-02,1638.199951171875
2026-01-05,1647.5999755859375
2026-01-06,1616.4000244140625
2026-01-07,1575.5
2026-01-08,1536.0
2026-01-09,1537.4000244140625
2026-01-12,1502.199951171875
2026-01-13,1536.4000244140625
2026-01-14,1553.5999755859375
2026-01-15,1553.5999755859375
2026-01-16,1520.800048828125
2026-01-19,1509.800048828125
2026-01-20,1515.199951171875
2026-01-21,1455.199951171875
2026-01-22,1459.800048828125
2026-01-23,1443.0
2026-01-27,1406.800048828125
2026-01-28,1418.199951171875
2026-01-29,1371.4000244140625
2026-01-30,1392.199951171875
2026-02-02,1397.699951171875
2026-02-03,1462.9000244140625
2026-02-04,1452.300048828125
2026-02-05,1458.9000244140625
2026-02-06,1464.0
2026-02-09,1519.199951171875
2026-02-10,1576.5999755859375
2026-02-11,1538.199951171875
2026-02-12,1472.0
2026-02-13,1520.5
2026-02-16,1442.300048828125
2026-02-17,1428.300048828125
2026-02-18,1389.199951171875
2026-02-19,1371.699951171875
2026-02-20,1358.4000244140625
2026-02-23,1338.199951171875
2026-02-24,1309.4000244140625
2026-02-25,1285.4000244140625
2026-02-26,1256.4000244140625
2026-02-27,1225.800048828125
2026-03-02,1175.5999755859375
2026-03-04,1142.0
2026-03-05,1154.800048828125
2026-03-06,1183.4000244140625
2026-03-09,1190.0
2026-03-10,1220.5
2026-03-11,1207.199951171875
2026-03-12,1212.4000244140625
2026-03-13,1162.4000244140625
2026-03-16,1179.800048828125
2026-03-17,1179.300048828125
2026-03-18,1170.4000244140625
2026-03-19,1110.5999755859375
2026-03-20,1068.0999755859375
2026-03-23,1018.0
2026-03-24,1059.300048828125
2026-03-25,1090.4000244140625
2026-03-27,1104.699951171875
2026-03-30,1057.300048828125
2026-04-01,1093.9000244140625
2026-04-02,1093.0999755859375
2026-04-06,1096.5
2026-04-07,1082.699951171875
2026-04-08,1162.5999755859375
2026-04-09,1160.699951171875
2026-04-10,1180.300048828125
2026-04-13,1173.300048828125
2026-04-15,1226.300048828125
2026-04-16,1269.300048828125
2026-04-17,1293.800048828125
2026-04-20,1282.9000244140625
2026-04-21,1279.300048828125
2026-04-22,1277.199951171875
2026-04-23,1243.9000244140625
2026-04-24,1243.4000244140625
2026-04-27,1268.5999755859375
2026-04-28,1254.4000244140625
2026-04-29,1274.5999755859375
2026-04-30,1255.4000244140625
2026-05-01,1255.4000244140625
2026-05-04,1286.0999755859375
2026-05-05,1283.5999755859375
2026-05-06,1277.800048828125
2026-05-07,1265.199951171875
2026-05-08,1238.199951171875
2026-05-11,1191.300048828125
2026-05-12,1169.4000244140625
2026-05-13,1174.5
2026-05-14,1181.4000244140625
2026-05-15,1177.0
2026-05-18,1131.0
2026-05-19,1178.0999755859375
2026-05-20,1179.300048828125
2026-05-21,1200.300048828125
2026-05-22,1194.5999755859375
2026-05-25,1215.199951171875
2026-05-26,1215.0
2026-05-27,1225.0
2026-05-28,1225.0
2026-05-29,1229.4000244140625
2026-06-01,1229.300048828125
2026-06-02,1229.5999755859375
2026-06-03,1193.9000244140625
2026-06-04,1221.5999755859375
2026-06-05,1225.199951171875
2026-06-08,1189.0999755859375
2026-06-09,1213.5
2026-06-10,1228.199951171875
2026-06-11,1255.5999755859375
2026-06-12,1352.800048828125
2026-06-15,1452.0
2026-06-16,1422.300048828125
2026-06-17,1455.5999755859375
2026-06-18,1465.199951171875
2026-06-19,1489.800048828125
2026-06-22,1456.0
2026-06-23,1459.5
2026-06-24,1439.4000244140625
2026-06-25,1460.800048828125
2026-06-26,1460.800048828125
2026-06-29,1439.9000244140625
2026-06-30,1429.699951171875
2026-07-01,1512.0
2026-07-02,1526.300048828125
2026-07-03,1522.0999755859375
2026-07-06,1519.300048828125
2026-07-07,1504.9000244140625
2026-07-08,1481.4000244140625
2026-07-09,1496.9000244140625
2026-07-10,1504.9000244140625
2026-07-13,1504.0999755859375
2026-07-14,1443.5
2026-07-15,1457.5999755859375
2026-07-16,1453.5999755859375
2026-07-17,1459.0
2026-07-20,1444.5999755859375
2026-07-21,1465.0999755859375
2026-07-22,1469.0999755859375
2026-07-23,1436.0999755859375
2026-07-24,1429.0
2026-07-27,1519.199951171875
2026-07-28,1508.5999755859375
2026-07-29,1522.5999755859375
2026-07-30,1498.5
2026-07-31,1531.199951171875
2026-08-03,1615.9000244140625
2026-08-04,1603.199951171875
2026-08-05,1667.5
2026-08-06,1623.0999755859375
2026-08-07,1610.9000244140625
2026-08-10,1602.0
2026-08-11,1639.699951171875
2026-08-12,1596.5999755859375
2026-08-13,1604.9000244140625
2026-08-14,1633.300048828125
2026-08-17,1700.0
2026-08-18,1708.199951171875
2026-08-19,1661.4000244140625
2026-08-20,1702.5999755859375
2026-08-21,1696.5
2026-08-24,1703.5
2026-08-25,1725.0999755859375
2026-08-26,1706.5
2026-08-27,1696.5999755859375
2026-08-28,1682.699951171875
2026-08-31,1745.0999755859375
2026-09-01,1722.4000244140625
2026-09-02,1700.0
2026-09-03,1733.699951171875
2026-09-04,1688.9000244140625
2026-09-07,1705.4000244140625
2026-09-08,1694.5
2026-09-09,1721.0999755859375
2026-09-10,1671.5999755859375
2026-09-11,1679.5
2026-09-15,1656.0999755859375
2026-09-16,1631.4000244140625
2026-09-17,1647.699951171875
2026-09-18,1710.5999755859375
2026-09-21,1707.9000244140625
