Date,AVL
2026-07-08,641.0355224609375
2026-07-09,630.9070434570312
2026-07-10,634.4495239257812
2026-07-13,634.6491088867188
2026-07-14,634.1002807617188
2026-07-15,629.5599365234375
2026-07-16,633.2021484375
2026-07-17,632.9526977539062
2026-07-20,635.9462890625
2026-07-21,640.287109375
2026-07-22,634.0004272460938
2026-07-23,618.1841430664062
2026-07-24,609.7520751953125
2026-07-27,622.6246948242188
2026-07-28,620.9781494140625
2026-07-29,624.9696655273438
2026-07-30,624.0216674804688
2026-07-31,636.6947021484375
2026-08-03,622.3253173828125
2026-08-04,633.052490234375
2026-08-05,624.8699340820312
2026-08-06,628.3624877929688
2026-08-07,617.1363525390625
2026-08-10,622.9739379882812
2026-08-11,614.7913208007812
2026-08-12,616.088623046875
2026-08-13,617.5355224609375
2026-08-14,623.3232421875
2026-08-17,607.3572387695312
2026-08-18,612.8455200195312
2026-08-19,604.2138671875
2026-08-20,609.7022094726562
2026-08-21,600.0726928710938
2026-08-24,587.25
2026-08-25,574.9000244140625
2026-08-26,585.5999755859375
2026-08-27,592.2999877929688
2026-08-28,590.7999877929688
2026-08-31,600.5
2026-09-01,604.0999755859375
2026-09-02,599.8499755859375
2026-09-03,600.4000244140625
2026-09-04,600.0499877929688
2026-09-07,599.25
2026-09-08,614.5999755859375
2026-09-09,623.0999755859375
2026-09-10,603.5499877929688
2026-09-11,616.4500122070312
2026-09-14,616.4500122070312
2026-09-15,611.2000122070312
2026-09-16,620.5999755859375
2026-09-17,633.25
2026-09-18,636.9500122070312
2026-09-21,628.7999877929688
