Date,SBFC
2025-11-13,108.58999633789062
2025-11-14,109.30000305175781
2025-11-17,110.79000091552734
2025-11-18,109.52999877929688
2025-11-19,109.62000274658203
2025-11-20,108.72000122070312
2025-11-21,107.5199966430664
2025-11-24,105.2300033569336
2025-11-25,107.33999633789062
2025-11-26,108.87999725341797
2025-11-27,106.55999755859375
2025-11-28,108.37999725341797
2025-12-01,107.69000244140625
2025-12-02,106.25
2025-12-03,106.13999938964844
2025-12-04,105.91999816894531
2025-12-05,106.2699966430664
2025-12-08,104.63999938964844
2025-12-09,105.0199966430664
2025-12-10,105.44999694824219
2025-12-11,105.06999969482422
2025-12-12,105.33000183105469
2025-12-15,105.13999938964844
2025-12-16,105.01000213623047
2025-12-17,103.16999816894531
2025-12-18,103.33999633789062
2025-12-19,103.62999725341797
2025-12-22,104.37999725341797
2025-12-23,104.80000305175781
2025-12-24,106.0
2025-12-26,104.48999786376953
2025-12-29,104.86000061035156
2025-12-30,104.70999908447266
2025-12-31,104.05000305175781
2026-01-01,102.86000061035156
2026-01-02,102.98999786376953
2026-01-05,101.87999725341797
2026-01-06,102.36000061035156
2026-01-07,103.45999908447266
2026-01-08,102.36000061035156
2026-01-09,99.44999694824219
2026-01-12,102.37000274658203
2026-01-13,101.94000244140625
2026-01-14,101.56999969482422
2026-01-15,101.56999969482422
2026-01-16,107.01000213623047
2026-01-19,107.94000244140625
2026-01-20,103.5199966430664
2026-01-21,100.12000274658203
2026-01-22,103.4000015258789
2026-01-23,101.86000061035156
2026-01-27,89.97000122070312
2026-01-28,88.8499984741211
2026-01-29,85.98999786376953
2026-01-30,85.41999816894531
2026-02-02,86.06999969482422
2026-02-03,89.9800033569336
2026-02-04,90.12999725341797
2026-02-05,91.0199966430664
2026-02-06,93.63999938964844
2026-02-09,97.38999938964844
2026-02-10,98.5199966430664
2026-02-11,97.36000061035156
2026-02-12,98.08999633789062
2026-02-13,96.75
2026-02-16,95.4800033569336
2026-02-17,97.02999877929688
2026-02-18,97.02999877929688
2026-02-19,95.16000366210938
2026-02-20,96.02999877929688
2026-02-23,97.12999725341797
2026-02-24,96.87000274658203
2026-02-25,96.25
2026-02-26,96.93000030517578
2026-02-27,93.08999633789062
2026-03-02,93.77999877929688
2026-03-04,91.69999694824219
2026-03-05,93.01000213623047
2026-03-06,93.95999908447266
2026-03-09,92.37000274658203
2026-03-10,93.16999816894531
2026-03-11,92.33999633789062
2026-03-12,92.52999877929688
2026-03-13,90.94999694824219
2026-03-16,91.44000244140625
2026-03-17,89.66999816894531
2026-03-18,88.80999755859375
2026-03-19,85.68000030517578
2026-03-20,86.7699966430664
2026-03-23,84.51000213623047
2026-03-24,84.41000366210938
2026-03-25,84.47000122070312
2026-03-27,83.4800033569336
2026-03-30,80.94999694824219
2026-04-01,83.97000122070312
2026-04-02,82.56999969482422
2026-04-06,83.80000305175781
2026-04-07,84.4000015258789
2026-04-08,88.44000244140625
2026-04-09,87.9800033569336
2026-04-10,92.68000030517578
2026-04-13,93.5199966430664
2026-04-15,95.33000183105469
2026-04-16,97.94000244140625
2026-04-17,97.3499984741211
2026-04-20,96.16999816894531
2026-04-21,98.66999816894531
2026-04-22,97.05000305175781
2026-04-23,96.02999877929688
2026-04-24,94.94000244140625
2026-04-27,94.93000030517578
2026-04-28,94.51000213623047
2026-04-29,94.0
2026-04-30,92.30999755859375
2026-05-01,92.30999755859375
2026-05-04,93.44000244140625
2026-05-05,93.5199966430664
2026-05-06,94.98999786376953
2026-05-07,96.76000213623047
2026-05-08,98.7699966430664
2026-05-11,97.4000015258789
2026-05-12,92.76000213623047
2026-05-13,91.62999725341797
2026-05-14,91.80999755859375
2026-05-15,91.4000015258789
2026-05-18,90.4000015258789
2026-05-19,90.7699966430664
2026-05-20,90.58999633789062
2026-05-21,91.4000015258789
2026-05-22,91.16999816894531
2026-05-25,93.20999908447266
2026-05-26,91.87999725341797
2026-05-27,90.7699966430664
2026-05-28,90.7699966430664
2026-05-29,94.30000305175781
2026-06-01,92.23999786376953
2026-06-02,92.22000122070312
2026-06-03,92.87000274658203
2026-06-04,93.33000183105469
2026-06-05,92.95999908447266
2026-06-08,91.27999877929688
2026-06-09,91.79000091552734
2026-06-10,91.62999725341797
2026-06-11,89.86000061035156
2026-06-12,90.58999633789062
2026-06-15,92.81999969482422
2026-06-16,93.33999633789062
2026-06-17,92.16000366210938
2026-06-18,91.94999694824219
2026-06-19,95.4000015258789
2026-06-22,93.26000213623047
2026-06-23,89.68000030517578
2026-06-24,92.0
2026-06-25,90.81999969482422
2026-06-26,90.81999969482422
2026-06-29,90.93000030517578
2026-06-30,90.7699966430664
2026-07-01,90.51000213623047
2026-07-02,91.12000274658203
2026-07-03,91.25
2026-07-06,92.48999786376953
2026-07-07,92.48999786376953
2026-07-08,90.79000091552734
2026-07-09,91.02999877929688
2026-07-10,91.95999908447266
2026-07-13,92.9000015258789
2026-07-14,92.11000061035156
2026-07-15,93.16999816894531
2026-07-16,93.94000244140625
2026-07-17,94.08999633789062
2026-07-20,93.5
2026-07-21,93.48999786376953
2026-07-22,92.33999633789062
2026-07-23,90.5199966430664
2026-07-24,92.18000030517578
2026-07-27,90.37999725341797
2026-07-28,90.26000213623047
2026-07-29,90.19000244140625
2026-07-30,90.16000366210938
2026-07-31,90.4000015258789
2026-08-03,92.08000183105469
2026-08-04,92.16999816894531
2026-08-05,93.58999633789062
2026-08-06,95.29000091552734
2026-08-07,94.25
2026-08-10,94.0
2026-08-11,93.83999633789062
2026-08-12,94.01000213623047
2026-08-13,94.55999755859375
2026-08-14,94.05000305175781
2026-08-17,93.94999694824219
2026-08-18,93.66999816894531
2026-08-19,92.7699966430664
2026-08-20,93.98999786376953
2026-08-21,93.93000030517578
2026-08-24,92.2300033569336
2026-08-25,92.7699966430664
2026-08-26,101.13999938964844
2026-08-27,98.61000061035156
2026-08-28,98.75
2026-08-31,98.81999969482422
2026-09-01,99.94999694824219
2026-09-02,99.2300033569336
2026-09-03,99.9000015258789
2026-09-04,100.08000183105469
2026-09-07,98.4800033569336
2026-09-08,97.3499984741211
2026-09-09,99.58999633789062
2026-09-10,98.4800033569336
2026-09-11,98.19000244140625
2026-09-15,94.43000030517578
2026-09-16,93.66000366210938
2026-09-18,92.36000061035156
2026-09-21,91.27999877929688
