Date,MOIL
2012-06-07,90.27161407470703
2012-06-08,89.85963439941406
2012-06-11,89.79373168945312
2012-06-12,90.4529037475586
2012-06-13,91.046142578125
2012-06-14,88.04696655273438
2012-06-15,87.84922790527344
2012-06-18,87.2395248413086
2012-06-19,87.61851501464844
2012-06-20,88.54133605957031
2012-06-21,89.79373168945312
2012-06-22,89.6948471069336
2012-06-25,90.27161407470703
2012-06-26,92.03485870361328
2012-06-27,93.46854400634766
2012-06-28,92.77644348144531
2012-06-29,93.36967468261719
2012-07-02,92.08430480957031
2012-07-03,95.80856323242188
2012-07-04,95.62728118896484
2012-07-05,94.9681396484375
2012-07-06,93.73218536376953
2012-07-09,91.8865737915039
2012-07-10,91.95247650146484
2012-07-11,92.33147430419922
2012-07-12,92.4633560180664
2012-07-13,94.32545471191406
2012-07-16,93.23782348632812
2012-07-17,93.36967468261719
2012-07-18,93.01990509033203
2012-07-19,91.95397186279297
2012-07-20,92.62017059326172
2012-07-23,91.20446014404297
2012-07-24,90.93799591064453
2012-07-25,89.57225036621094
2012-07-26,88.07327270507812
2012-07-27,86.9240493774414
2012-07-30,88.8893814086914
2012-07-31,89.47234344482422
2012-08-01,88.75617980957031
2012-08-02,88.48966217041016
2012-08-03,88.35643768310547
2012-08-06,89.63887023925781
2012-08-07,88.83942413330078
2012-08-08,88.53962707519531
2012-08-09,89.655517578125
2012-08-10,87.989990234375
2012-08-13,86.09129333496094
2012-08-14,86.474365234375
2012-08-16,85.55831909179688
2012-08-17,85.24185943603516
2012-08-21,83.5263900756836
2012-08-22,83.84282684326172
2012-08-23,82.51042175292969
2012-08-24,81.09471130371094
2012-08-27,80.52842712402344
2012-08-28,79.99544525146484
2012-08-29,77.59707641601562
2012-08-30,77.94684600830078
2012-08-31,78.69632720947266
2012-09-03,80.27859497070312
2012-09-04,80.07872009277344
2012-09-05,81.22795867919922
2012-09-06,83.30986022949219
2012-09-07,91.1378402709961
2012-09-10,86.07464599609375
2012-09-11,87.02398681640625
2012-09-12,86.62427520751953
2012-09-13,89.02262115478516
2012-09-14,88.30644989013672
2012-09-17,88.2231674194336
2012-09-18,88.13990783691406
2012-09-20,87.39041137695312
2012-09-21,86.20787048339844
2012-09-24,86.62427520751953
2012-09-25,85.60829162597656
2012-09-26,84.90876007080078
2012-09-27,83.5263900756836
2012-09-28,84.00935363769531
2012-10-01,84.3924560546875
2012-10-03,85.35846710205078
2012-10-04,85.47504425048828
2012-10-05,84.99203491210938
2012-10-08,84.62561798095703
2012-10-09,84.84214782714844
2012-10-10,84.07601165771484
2012-10-11,84.17591857910156
2012-10-12,83.87613677978516
2012-10-15,84.00935363769531
2012-10-16,83.19329071044922
2012-10-17,82.61033630371094
2012-10-18,83.67626190185547
2012-10-19,82.59368896484375
2012-10-22,82.47708892822266
2012-10-23,82.2272720336914
2012-10-25,84.57566833496094
2012-10-29,81.7775650024414
2012-10-30,81.16133117675781
2012-10-31,81.57770538330078
2012-11-01,82.17730712890625
2012-11-02,83.15997314453125
2012-11-05,82.67696380615234
2012-11-06,82.76024627685547
2012-11-07,83.01006317138672
2012-11-08,83.0766830444336
2012-11-09,83.1766128540039
2012-11-12,81.67764282226562
2012-11-15,81.5444107055664
2012-11-16,80.69497680664062
2012-11-19,79.99544525146484
2012-11-20,79.56243896484375
2012-11-21,79.7789306640625
2012-11-22,80.36187744140625
2012-11-23,79.62904357910156
2012-11-26,79.56243896484375
2012-11-27,79.04608917236328
2012-11-29,80.69497680664062
2012-11-30,81.06139373779297
2012-12-03,81.52774810791016
2012-12-04,85.2918472290039
2012-12-05,85.65825653076172
2012-12-06,86.0580062866211
2012-12-07,85.80815887451172
2012-12-10,87.6568832397461
2012-12-11,90.55491638183594
2012-12-12,88.15654754638672
2012-12-13,87.00733184814453
2012-12-14,86.5076904296875
2012-12-17,88.2564926147461
2012-12-18,88.38971710205078
2012-12-19,87.7568359375
2012-12-20,86.24120330810547
2012-12-21,84.55899810791016
2012-12-24,84.89212799072266
2012-12-26,87.32379150390625
2012-12-27,87.95669555664062
2012-12-28,89.15586853027344
2012-12-31,88.2564926147461
2013-01-01,87.64022827148438
2013-01-02,87.9733657836914
2013-01-03,88.2398452758789
2013-01-04,87.62358093261719
2013-01-07,89.40570831298828
2013-01-08,89.48897552490234
2013-01-09,87.94002532958984
2013-01-10,87.30712127685547
2013-01-11,87.12393188476562
2013-01-14,87.30712127685547
2013-01-15,87.04064178466797
2013-01-16,86.0580062866211
2013-01-17,86.00802612304688
2013-01-18,86.59095001220703
2013-01-21,85.17525482177734
2013-01-22,85.12530517578125
2013-01-23,84.808837890625
2013-01-24,83.90946197509766
2013-01-25,84.87545013427734
2013-01-28,85.65825653076172
2013-01-29,85.2918472290039
2013-01-30,83.95942687988281
2013-01-31,84.07601165771484
2013-02-01,84.7422103881836
2013-02-04,84.07601165771484
2013-02-05,84.35914611816406
2013-02-06,84.22592163085938
2013-02-07,82.72692108154297
2013-02-08,83.25987243652344
2013-02-11,83.99273681640625
2013-02-12,83.92610168457031
2013-02-13,84.14263153076172
2013-02-14,84.20977783203125
2013-02-15,83.73970794677734
2013-02-18,83.95797729492188
2013-02-19,83.87401580810547
2013-02-20,84.31051635742188
2013-02-21,83.72291564941406
2013-02-22,84.0922622680664
2013-02-25,82.78277587890625
2013-02-26,81.13751983642578
2013-02-27,81.57403564453125
2013-02-28,81.57403564453125
2013-03-01,79.74411010742188
2013-03-04,77.32660675048828
2013-03-05,79.3076171875
2013-03-06,80.63387298583984
2013-03-07,78.92147827148438
2013-03-08,80.96966552734375
2013-03-11,80.2645492553711
2013-03-12,79.50907897949219
2013-03-13,78.46820831298828
2013-03-14,77.61199951171875
2013-03-15,77.25943756103516
2013-03-18,76.63827514648438
2013-03-19,76.25215148925781
2013-03-20,74.33830261230469
2013-03-21,73.23027801513672
2013-03-22,74.06969451904297
2013-03-25,74.67406463623047
2013-03-26,74.82515716552734
2013-03-28,74.85871887207031
2013-04-01,77.25943756103516
2013-04-02,77.81346130371094
2013-04-03,79.96234893798828
2013-04-04,77.39376068115234
2013-04-05,76.90690612792969
2013-04-08,76.36968231201172
2013-04-09,75.56382751464844
2013-04-10,75.22808074951172
2013-04-11,74.70764923095703
2013-04-12,74.53973388671875
2013-04-15,73.1463394165039
2013-04-16,73.66676330566406
2013-04-17,74.103271484375
2013-04-18,77.39376068115234
2013-04-22,77.22587585449219
2013-04-23,77.54483795166016
2013-04-25,77.4776840209961
2013-04-26,76.55432891845703
2013-04-29,75.53025817871094
2013-04-30,74.95946502685547
2013-05-02,74.47260284423828
2013-05-03,74.60689544677734
2013-05-06,75.76530456542969
2013-05-07,74.72444152832031
2013-05-08,74.64049530029297
2013-05-09,74.32150268554688
2013-05-10,74.2375717163086
2013-05-13,73.76749420166016
2013-05-14,74.05289459228516
2013-05-15,74.00253295898438
2013-05-16,73.6835708618164
2013-05-17,73.56602478027344
2013-05-20,73.85142517089844
2013-05-21,73.04560089111328
2013-05-22,71.76969909667969
2013-05-23,68.98286437988281
2013-05-24,67.80764770507812
2013-05-27,68.12664794921875
2013-05-28,68.395263671875
2013-05-29,67.90840148925781
2013-05-30,67.5726318359375
2013-05-31,66.4310531616211
2013-06-03,66.64928436279297
2013-06-04,68.16023254394531
2013-06-05,68.91571044921875
2013-06-06,68.0427017211914
2013-06-07,67.60621643066406
2013-06-10,67.89163208007812
2013-06-11,67.4383316040039
2013-06-12,69.28506469726562
2013-06-13,68.51278686523438
2013-06-14,69.55364990234375
2013-06-17,69.58721923828125
2013-06-18,68.22735595703125
2013-06-19,68.57991790771484
2013-06-20,67.27045440673828
2013-06-21,66.7835922241211
2013-06-24,64.19820404052734
2013-06-25,64.4332504272461
2013-06-26,63.190914154052734
2013-06-27,64.06391906738281
2013-06-28,67.05220794677734
2013-07-01,68.46240997314453
2013-07-02,66.9011001586914
2013-07-03,65.1215591430664
2013-07-04,65.37337493896484
2013-07-05,66.61571502685547
2013-07-08,65.57485961914062
2013-07-09,63.442726135253906
2013-07-10,64.06391906738281
2013-07-11,67.37118530273438
2013-07-12,65.87701416015625
2013-07-15,68.37846374511719
2013-07-16,66.81717681884766
2013-07-17,65.82666015625
2013-07-18,66.38066101074219
2013-07-19,66.96826171875
2013-07-22,67.62300872802734
2013-07-23,66.22956848144531
2013-07-24,66.11204528808594
2013-07-25,65.4740982055664
2013-07-26,65.49089050292969
2013-07-29,65.60840606689453
2013-07-30,64.13104248046875
2013-07-31,63.05661392211914
2013-08-01,62.63688659667969
2013-08-02,63.7617073059082
2013-08-05,64.08068084716797
2013-08-06,61.76390838623047
2013-08-07,62.13324737548828
2013-08-08,64.56755828857422
2013-08-12,66.464599609375
2013-08-13,67.85804748535156
2013-08-14,68.79766845703125
2013-08-16,67.63594818115234
2013-08-19,67.75553131103516
2013-08-20,68.59265899658203
2013-08-21,69.3272705078125
2013-08-22,70.88191223144531
2013-08-23,71.7361068725586
2013-08-26,71.18942260742188
2013-08-27,70.09603118896484
2013-08-28,69.3272705078125
2013-08-29,72.53907775878906
2013-08-30,71.7361068725586
2013-09-02,72.76115417480469
2013-09-03,71.29193115234375
2013-09-04,71.65068817138672
2013-09-05,72.04364776611328
2013-09-06,73.15408325195312
2013-09-10,75.80213165283203
2013-09-11,74.79415893554688
2013-09-12,74.16206359863281
2013-09-13,74.94793701171875
2013-09-16,73.75205993652344
2013-09-17,72.9661865234375
2013-09-18,74.31583404541016
2013-09-19,74.79415893554688
2013-09-20,72.38533020019531
2013-09-23,71.08695220947266
2013-09-24,70.1131362915039
2013-09-25,69.65187072753906
2013-09-26,69.20767974853516
2013-09-27,67.26009368896484
2013-09-30,69.53227233886719
2013-10-01,69.83979797363281
2013-10-03,71.0527572631836
2013-10-04,69.87397003173828
2013-10-07,69.34435272216797
2013-10-08,70.23273468017578
2013-10-09,70.74525451660156
2013-10-10,72.06070709228516
2013-10-11,71.34319305419922
2013-10-14,73.15408325195312
2013-10-15,74.93085479736328
2013-10-17,75.8704605102539
2013-10-18,78.46723937988281
2013-10-21,78.84310913085938
2013-10-22,77.9888916015625
2013-10-23,79.57772064208984
2013-10-24,79.4239730834961
2013-10-25,78.67227935791016
2013-10-28,78.67227935791016
2013-10-29,78.67227935791016
2013-10-30,79.03103637695312
2013-10-31,80.09024810791016
2013-11-01,80.03900146484375
2013-11-05,80.17566680908203
2013-11-06,78.34767150878906
2013-11-07,80.73944854736328
2013-11-08,78.43309783935547
2013-11-11,77.71556854248047
2013-11-12,79.25312805175781
2013-11-13,79.04811096191406
2013-11-14,78.62101745605469
2013-11-18,79.83399963378906
2013-11-19,78.75770568847656
2013-11-20,78.29642486572266
2013-11-21,76.81011962890625
2013-11-22,78.62101745605469
2013-11-25,78.45018005371094
2013-11-26,79.78274536132812
2013-11-27,78.0230941772461
2013-11-28,77.63014221191406
2013-11-29,78.3134994506836
2013-12-02,79.11646270751953
2013-12-03,79.76566314697266
2013-12-04,80.72234344482422
2013-12-05,80.72234344482422
2013-12-06,82.82372283935547
2013-12-09,81.64491271972656
2013-12-10,80.75653076171875
2013-12-11,80.19275665283203
2013-12-12,79.64606475830078
2013-12-13,79.23603820800781
2013-12-16,79.59479522705078
2013-12-17,80.03900146484375
2013-12-18,80.8419418334961
2013-12-19,81.32030487060547
2013-12-20,81.62779998779297
2013-12-23,82.08910369873047
2013-12-24,82.3795166015625
2013-12-26,84.05375671386719
2013-12-27,83.28495788574219
2013-12-30,82.55037689208984
2013-12-31,82.61868286132812
2014-01-01,81.71321868896484
2014-01-02,80.07315826416016
2014-01-03,80.12442779541016
2014-01-06,80.82487487792969
2014-01-07,79.40689086914062
2014-01-08,79.5093994140625
2014-01-09,80.73944854736328
2014-01-10,78.22806549072266
2014-01-13,78.63809967041016
2014-01-14,79.11646270751953
2014-01-15,79.73149108886719
2014-01-16,81.33739471435547
2014-01-17,80.34651947021484
2014-01-20,79.28729248046875
2014-01-21,78.68933868408203
2014-01-22,78.48432922363281
2014-01-23,78.26226043701172
2014-01-24,77.49347686767578
2014-01-27,77.78388977050781
2014-01-28,77.16887664794922
2014-01-29,76.82717895507812
2014-01-30,76.39236450195312
2014-01-31,76.54887390136719
2014-02-03,75.62703704833984
2014-02-04,74.77474975585938
2014-02-05,75.00086975097656
2014-02-06,74.89652252197266
2014-02-07,74.39210510253906
2014-02-10,73.33108520507812
2014-02-11,74.89652252197266
2014-02-12,77.73165130615234
2014-02-13,77.19245147705078
2014-02-14,76.11405944824219
2014-02-17,75.78357696533203
2014-02-18,76.58367156982422
2014-02-19,78.27084350585938
2014-02-20,78.27084350585938
2014-02-21,78.86225128173828
2014-02-24,79.54058074951172
2014-02-25,79.80148315429688
2014-02-26,80.77552032470703
2014-02-28,81.00162506103516
2014-03-03,81.07119750976562
2014-03-04,82.4626693725586
2014-03-05,83.17582702636719
2014-03-06,83.61065673828125
2014-03-07,83.24540710449219
2014-03-10,81.57562255859375
2014-03-11,81.03642272949219
2014-03-12,81.08859252929688
2014-03-13,81.48866271972656
2014-03-14,81.08859252929688
2014-03-18,81.74954223632812
2014-03-19,84.39335632324219
2014-03-20,83.52367401123047
2014-03-21,84.68907928466797
2014-03-24,88.2547378540039
2014-03-25,86.1153335571289
2014-03-26,84.7238540649414
2014-03-27,84.2716293334961
2014-03-28,84.11506652832031
2014-03-31,87.47203063964844
2014-04-01,86.61975860595703
2014-04-02,86.70671844482422
2014-04-03,88.72438049316406
2014-04-04,89.33311462402344
2014-04-07,87.73290252685547
2014-04-09,87.50680541992188
2014-04-10,87.71553802490234
2014-04-11,89.10701751708984
2014-04-15,87.59378051757812
2014-04-16,86.46319580078125
2014-04-17,87.40243530273438
2014-04-21,89.73319244384766
2014-04-22,91.1942367553711
2014-04-23,93.22928619384766
2014-04-24,93.22928619384766
2014-04-25,91.88996887207031
2014-04-28,90.16802978515625
2014-04-29,89.02002716064453
2014-04-30,88.70696258544922
2014-05-02,87.90685272216797
2014-05-05,88.09819030761719
2014-05-06,89.75055694580078
2014-05-07,89.75055694580078
2014-05-08,91.9943618774414
2014-05-09,93.5075912475586
2014-05-12,93.38581848144531
2014-05-13,91.95955657958984
2014-05-14,92.77706146240234
2014-05-15,91.17683410644531
2014-05-16,92.88140869140625
2014-05-19,103.56101989746094
2014-05-20,104.15240478515625
2014-05-21,106.32659149169922
2014-05-22,113.54490661621094
2014-05-23,111.52726745605469
2014-05-26,111.00548553466797
2014-05-27,110.29232788085938
2014-05-28,110.4140853881836
2014-05-29,107.89202880859375
2014-05-30,107.85720825195312
2014-06-02,110.34451293945312
2014-06-03,113.82321166992188
2014-06-04,113.05789184570312
2014-06-05,113.3188247680664
2014-06-06,114.64070892333984
2014-06-09,115.77130126953125
2014-06-10,113.73623657226562
2014-06-11,111.97949981689453
2014-06-12,112.17082214355469
2014-06-13,109.26610565185547
2014-06-16,110.18798065185547
2014-06-17,110.86631774902344
2014-06-18,111.24896240234375
2014-06-19,112.01427459716797
2014-06-20,110.29232788085938
2014-06-23,110.60539245605469
2014-06-24,111.10982513427734
2014-06-25,112.67522430419922
2014-06-26,111.84033203125
2014-06-27,112.2925796508789
2014-06-30,112.86658477783203
2014-07-01,113.85800170898438
2014-07-02,115.56256866455078
2014-07-03,113.87540435791016
2014-07-04,113.66669464111328
2014-07-07,113.38838195800781
2014-07-08,109.09217834472656
2014-07-09,105.3003921508789
2014-07-10,105.9265365600586
2014-07-11,100.29104614257812
2014-07-14,100.58674621582031
2014-07-15,107.54415893554688
2014-07-16,106.8484115600586
2014-07-17,108.76168823242188
2014-07-18,106.93537139892578
2014-07-21,107.83983612060547
2014-07-22,107.83983612060547
2014-07-23,106.18746185302734
2014-07-24,104.30895233154297
2014-07-25,103.17839050292969
2014-07-28,103.1435775756836
2014-07-30,103.63060760498047
2014-07-31,103.71756744384766
2014-08-01,100.32585144042969
2014-08-04,101.87387084960938
2014-08-05,103.07401275634766
2014-08-06,103.63060760498047
2014-08-07,103.30014038085938
2014-08-08,100.25626373291016
2014-08-11,99.29961395263672
2014-08-12,99.07350158691406
2014-08-13,96.55143737792969
2014-08-14,96.16880798339844
2014-08-18,99.35179138183594
2014-08-19,101.50859069824219
2014-08-20,103.03922271728516
2014-08-21,103.58487701416016
2014-08-22,103.58487701416016
2014-08-25,103.07441711425781
2014-08-26,102.07113647460938
2014-08-27,102.65200805664062
2014-08-28,103.9544906616211
2014-09-01,105.25700378417969
2014-09-02,107.68600463867188
2014-09-03,108.3373031616211
2014-09-04,106.57713317871094
2014-09-05,109.37576293945312
2014-09-08,111.34712982177734
2014-09-09,110.57266998291016
2014-09-10,110.02702331542969
2014-09-11,108.90055084228516
2014-09-12,108.53086853027344
2014-09-15,108.93571472167969
2014-09-16,105.23944854736328
2014-09-17,104.51774597167969
2014-09-18,105.57386016845703
2014-09-19,106.45390319824219
2014-09-22,104.71138000488281
2014-09-23,103.72569274902344
2014-09-24,101.94792175292969
