Date,OMAXE
2008-12-15,47.05690383911133
2008-12-16,48.64482879638672
2008-12-17,47.90896224975586
2008-12-18,47.94769287109375
2008-12-19,52.20798873901367
2008-12-22,52.16925811767578
2008-12-23,49.845462799072266
2008-12-24,46.97944259643555
2008-12-26,46.398494720458984
2008-12-29,46.82452392578125
2008-12-30,49.303245544433594
2008-12-31,49.96165084838867
2009-01-02,52.440364837646484
2009-01-05,51.70449447631836
2009-01-06,50.54259490966797
2009-01-07,45.70135498046875
2009-01-09,43.33883285522461
2009-01-12,41.67343521118164
2009-01-13,42.21565246582031
2009-01-14,42.40930938720703
2009-01-15,40.93757247924805
2009-01-16,40.821380615234375
2009-01-19,40.78264617919922
2009-01-20,40.55027389526367
2009-01-21,40.27915954589844
2009-01-22,40.24042892456055
2009-01-23,39.039794921875
2009-01-27,39.659481048583984
2009-01-28,40.39535140991211
2009-01-29,38.26519775390625
2009-01-30,37.6455192565918
2009-02-02,36.79346466064453
2009-02-03,36.48362731933594
2009-02-04,36.83218765258789
2009-02-05,36.63854217529297
2009-02-06,36.98711013793945
2009-02-09,37.025840759277344
2009-02-10,37.72298049926758
2009-02-11,36.948387145996094
2009-02-12,36.79346466064453
2009-02-13,37.33568572998047
2009-02-16,36.328704833984375
2009-02-17,35.0893440246582
2009-02-18,34.35346984863281
2009-02-19,34.31474304199219
2009-02-20,34.46966552734375
2009-02-24,34.27601623535156
2009-02-25,34.66331481933594
2009-02-26,34.58584976196289
2009-02-27,34.46966552734375
2009-03-02,33.77252197265625
2009-03-03,33.30776596069336
2009-03-04,33.385223388671875
2009-03-05,33.15284729003906
2009-03-06,32.339515686035156
2009-03-09,31.409996032714844
2009-03-12,31.487455368041992
2009-03-13,32.262054443359375
2009-03-16,33.30776596069336
2009-03-17,32.68808364868164
2009-03-18,33.57887268066406
2009-03-19,33.19158172607422
2009-03-20,32.9979248046875
2009-03-23,33.385223388671875
2009-03-24,35.554107666015625
2009-03-25,35.70902633666992
2009-03-26,38.03282165527344
2009-03-27,38.071556091308594
2009-03-30,36.83218765258789
2009-03-31,36.328704833984375
2009-04-01,37.877906799316406
2009-04-02,38.69123077392578
2009-04-06,39.427101135253906
2009-04-08,41.78962707519531
2009-04-09,43.571205139160156
2009-04-13,46.437225341796875
2009-04-15,48.52864074707031
2009-04-16,43.72612380981445
2009-04-17,45.00421142578125
2009-04-20,45.50770568847656
2009-04-21,44.38453674316406
2009-04-22,45.081668853759766
2009-04-23,45.93373489379883
2009-04-24,45.54643249511719
2009-04-27,44.46199035644531
2009-04-28,42.37057876586914
2009-04-29,42.8353385925293
2009-04-30,42.60295486450195
2009-05-04,43.53247833251953
2009-05-05,45.50770568847656
2009-05-06,44.345802307128906
2009-05-07,44.88802719116211
2009-05-08,45.70135498046875
2009-05-11,44.07469940185547
2009-05-12,44.578189849853516
2009-05-13,43.842315673828125
2009-05-14,43.22263717651367
2009-05-15,43.60993576049805
2009-05-18,51.93687438964844
2009-05-19,55.1901969909668
2009-05-20,66.22823333740234
2009-05-21,68.5133056640625
2009-05-22,69.63646697998047
2009-05-25,73.9742202758789
2009-05-26,74.47770690917969
2009-05-27,76.5303955078125
2009-05-28,75.2523193359375
2009-05-29,79.3189697265625
2009-06-01,82.26243591308594
2009-06-02,80.40339660644531
2009-06-03,83.61798095703125
2009-06-04,88.80780029296875
2009-06-05,94.19126892089844
2009-06-08,84.77987670898438
2009-06-09,92.25477600097656
2009-06-10,89.23383331298828
2009-06-11,85.59321594238281
2009-06-12,83.4243392944336
2009-06-15,80.05482482910156
2009-06-16,81.17798614501953
2009-06-17,78.93167114257812
2009-06-18,75.44596099853516
2009-06-19,76.64659118652344
2009-06-22,74.1678695678711
2009-06-23,72.81232452392578
2009-06-24,74.78755187988281
2009-06-25,75.2910385131836
2009-06-26,77.96340942382812
2009-06-29,80.82943725585938
2009-06-30,76.99517059326172
2009-07-01,75.17486572265625
2009-07-02,75.79452514648438
2009-07-03,75.5621566772461
2009-07-06,71.14693450927734
2009-07-07,70.37234497070312
2009-07-08,64.1368179321289
2009-07-09,62.974910736083984
2009-07-10,61.42572021484375
2009-07-13,58.24986267089844
2009-07-14,61.890480041503906
2009-07-15,65.7247314453125
2009-07-16,65.60855102539062
2009-07-17,66.65425872802734
2009-07-20,69.32662963867188
2009-07-21,72.308837890625
2009-07-22,72.308837890625
2009-07-23,73.81930541992188
2009-07-24,77.73104095458984
2009-07-27,89.04019165039062
2009-07-28,89.15637969970703
2009-07-29,83.26942443847656
2009-07-30,85.94178009033203
2009-07-31,82.95957946777344
2009-08-03,86.13543701171875
2009-08-04,84.58624267578125
2009-08-05,84.31513214111328
2009-08-06,81.99132537841797
2009-08-07,78.50563049316406
2009-08-10,76.5303955078125
2009-08-11,79.00911712646484
2009-08-12,77.26626586914062
2009-08-13,83.57925415039062
2009-08-14,80.94561767578125
2009-08-17,77.0726318359375
2009-08-18,77.65357208251953
2009-08-19,77.15008544921875
2009-08-20,78.81546783447266
2009-08-21,81.48784637451172
2009-08-24,85.94178009033203
2009-08-25,86.09671020507812
2009-08-26,86.29035186767578
2009-08-27,88.30431365966797
2009-08-28,96.55378723144531
2009-08-31,96.36013793945312
2009-09-01,92.099853515625
2009-09-02,89.77605438232422
2009-09-03,89.73731231689453
2009-09-04,90.20208740234375
2009-09-07,93.5328598022461
2009-09-08,91.9836654663086
2009-09-09,90.8604965209961
2009-09-10,93.5328598022461
2009-09-11,95.39189910888672
2009-09-14,94.30745697021484
2009-09-15,94.57855987548828
2009-09-16,94.69475555419922
2009-09-17,93.61032104492188
2009-09-18,97.63822937011719
2009-09-22,96.78617858886719
2009-09-23,94.38491821289062
2009-09-24,95.50808715820312
2009-09-25,95.27570343017578
2009-09-29,94.84967041015625
2009-09-30,101.93727111816406
2009-10-01,100.42678833007812
2009-10-05,97.3283920288086
2009-10-06,95.70172882080078
2009-10-07,95.85664367675781
2009-10-08,96.97984313964844
2009-10-09,95.12078857421875
2009-10-12,95.81792449951172
2009-10-13,95.74046325683594
2009-10-14,96.3214111328125
2009-10-15,95.54682159423828
2009-10-16,96.74744415283203
2009-10-20,95.50808715820312
2009-10-21,96.59251403808594
2009-10-22,94.81094360351562
2009-10-23,95.15951538085938
2009-10-26,90.89921569824219
2009-10-27,82.37862396240234
2009-10-28,82.03005981445312
2009-10-29,79.66753387451172
2009-10-30,75.87199401855469
2009-11-03,70.91455078125
2009-11-04,73.47073364257812
2009-11-05,73.93549346923828
2009-11-06,76.33676147460938
2009-11-09,79.3189697265625
2009-11-10,78.85420227050781
2009-11-11,79.43515014648438
2009-11-12,78.19578552246094
2009-11-13,77.18881225585938
2009-11-16,79.1640396118164
2009-11-17,78.27325439453125
2009-11-18,78.69927978515625
2009-11-19,75.60087585449219
2009-11-20,76.33676147460938
2009-11-23,75.94945526123047
2009-11-24,76.22056579589844
2009-11-25,75.5621566772461
2009-11-26,73.703125
2009-11-27,72.27011108398438
2009-11-30,72.34757995605469
2009-12-01,74.74882507324219
2009-12-02,74.7101058959961
2009-12-03,74.4389877319336
2009-12-04,75.36851501464844
2009-12-07,74.7101058959961
2009-12-08,76.4916763305664
2009-12-09,76.22056579589844
2009-12-10,76.22056579589844
2009-12-11,74.67137145996094
2009-12-14,75.75581359863281
2009-12-15,73.31581115722656
2009-12-16,72.96725463867188
2009-12-17,71.80534362792969
2009-12-18,71.53425598144531
2009-12-21,71.57296752929688
2009-12-22,71.80534362792969
2009-12-23,73.04470825195312
2009-12-24,72.96725463867188
2009-12-29,73.23834991455078
2009-12-30,73.27708435058594
2009-12-31,73.8580322265625
2010-01-04,74.51644134521484
2010-01-05,75.2523193359375
2010-01-06,73.62565612792969
2010-01-07,78.50563049316406
2010-01-08,81.72023010253906
2010-01-11,83.03703308105469
2010-01-12,80.67450714111328
2010-01-13,80.2872085571289
2010-01-14,81.99132537841797
2010-01-15,85.86433410644531
2010-01-18,86.3290786743164
2010-01-19,84.74115753173828
2010-01-20,85.08972930908203
2010-01-21,81.37165069580078
2010-01-22,77.92469024658203
2010-01-25,77.65357208251953
2010-01-27,73.54820251464844
2010-01-28,73.43199920654297
2010-01-29,72.96725463867188
2010-02-01,75.36851501464844
2010-02-02,74.82627868652344
2010-02-03,77.1113510131836
2010-02-04,74.01294708251953
2010-02-05,70.68218231201172
2010-02-08,72.54122161865234
2010-02-09,73.00596618652344
2010-02-10,72.42501831054688
2010-02-11,72.6186752319336
2010-02-15,74.32279968261719
2010-02-16,74.1678695678711
2010-02-17,74.4389877319336
2010-02-18,76.60785675048828
2010-02-19,73.54820251464844
2010-02-22,73.1221694946289
2010-02-23,71.96026611328125
2010-02-24,70.56598663330078
2010-02-25,69.40409851074219
2010-02-26,72.23137664794922
2010-03-02,71.80534362792969
2010-03-03,73.1221694946289
2010-03-04,74.20660400390625
2010-03-05,76.14311218261719
2010-03-08,75.75581359863281
2010-03-09,74.1678695678711
2010-03-10,73.23834991455078
2010-03-11,73.27708435058594
2010-03-12,72.65740966796875
2010-03-15,71.14693450927734
2010-03-16,73.16091918945312
2010-03-17,73.81930541992188
2010-03-18,72.38629150390625
2010-03-19,72.50248718261719
2010-03-22,69.7526626586914
2010-03-23,70.0625
2010-03-25,69.21044158935547
2010-03-26,68.74568939208984
2010-03-29,68.74568939208984
2010-03-30,69.40409851074219
2010-03-31,70.37234497070312
2010-04-01,71.65042877197266
2010-04-05,72.77359008789062
2010-04-06,72.85105895996094
2010-04-07,72.19264221191406
2010-04-08,72.96725463867188
2010-04-09,72.85105895996094
2010-04-12,72.92851257324219
2010-04-13,71.96026611328125
2010-04-15,73.47073364257812
2010-04-16,73.54820251464844
2010-04-19,71.7666244506836
2010-04-20,72.46375274658203
2010-04-21,72.96725463867188
2010-04-22,72.81232452392578
2010-04-23,72.77359008789062
2010-04-26,73.9742202758789
2010-04-27,75.09738159179688
2010-04-28,72.50248718261719
2010-04-29,73.16091918945312
2010-04-30,73.81930541992188
2010-05-03,73.66437530517578
2010-05-04,73.47073364257812
2010-05-05,73.35453796386719
2010-05-06,74.82627868652344
2010-05-07,71.6116943359375
2010-05-10,75.09738159179688
2010-05-11,72.96725463867188
2010-05-12,73.16091918945312
2010-05-13,73.66437530517578
2010-05-14,72.38629150390625
2010-05-17,71.88280487060547
2010-05-18,72.6186752319336
2010-05-19,71.45677185058594
2010-05-20,71.0694808959961
2010-05-21,67.6612319946289
2010-05-24,68.5133056640625
2010-05-25,68.12600708007812
2010-05-26,69.94631958007812
2010-05-27,70.33360290527344
2010-05-28,72.92851257324219
2010-05-31,72.69613647460938
2010-06-01,71.88280487060547
2010-06-02,72.6186752319336
2010-06-03,72.96725463867188
2010-06-04,73.04470825195312
2010-06-07,71.80534362792969
2010-06-08,71.92153930664062
2010-06-09,72.42501831054688
2010-06-10,72.73486328125
2010-06-11,72.27011108398438
2010-06-14,73.58692932128906
2010-06-15,74.32279968261719
2010-06-16,73.89677429199219
2010-06-17,74.55516815185547
2010-06-18,73.16091918945312
2010-06-21,73.78058624267578
2010-06-22,73.23834991455078
2010-06-23,73.66437530517578
2010-06-24,73.43199920654297
2010-06-25,73.16091918945312
2010-06-28,73.31581115722656
2010-06-29,73.23834991455078
2010-06-30,73.16091918945312
2010-07-01,72.85105895996094
2010-07-02,72.88978576660156
2010-07-05,72.73486328125
2010-07-06,73.62565612792969
2010-07-07,73.58692932128906
2010-07-08,75.1361312866211
2010-07-09,76.41421508789062
2010-07-12,78.73802185058594
2010-07-13,83.54051971435547
2010-07-14,81.37165069580078
2010-07-15,81.48784637451172
2010-07-16,83.19195556640625
2010-07-19,82.7271957397461
2010-07-20,82.45609283447266
2010-07-21,82.26243591308594
2010-07-22,84.81861877441406
2010-07-23,84.77987670898438
2010-07-26,83.19195556640625
2010-07-27,82.92085266113281
2010-07-28,85.3995590209961
2010-07-29,85.43829345703125
2010-07-30,91.01541137695312
2010-08-02,91.32524871826172
2010-08-03,90.3957290649414
2010-08-04,90.78302764892578
2010-08-05,90.66683959960938
2010-08-06,90.78302764892578
2010-08-09,94.69475555419922
2010-08-10,96.59251403808594
2010-08-11,96.59251403808594
2010-08-12,97.7544174194336
2010-08-13,101.70488739013672
2010-08-16,101.35631561279297
2010-08-17,100.89155578613281
2010-08-18,102.16963958740234
2010-08-19,102.32455444335938
2010-08-20,102.71186065673828
2010-08-23,99.8071060180664
2010-08-24,98.9550552368164
2010-08-25,99.76838684082031
2010-08-26,99.53600311279297
2010-08-27,99.18743896484375
2010-08-30,100.3880615234375
2010-08-31,99.49726867675781
2010-09-01,100.58172607421875
2010-09-02,100.93028259277344
2010-09-03,100.85281372070312
2010-09-06,101.43376159667969
2010-09-07,102.09217071533203
2010-09-08,102.32455444335938
2010-09-09,103.757568359375
2010-09-13,106.19754791259766
2010-09-14,106.23627471923828
2010-09-15,106.58485412597656
2010-09-16,104.60962677001953
2010-09-17,105.46168518066406
2010-09-20,106.23627471923828
2010-09-21,109.17974853515625
2010-09-22,109.17974853515625
2010-09-23,108.71500396728516
2010-09-24,109.68325805664062
2010-09-27,111.0387954711914
2010-09-28,110.41911315917969
2010-09-29,108.17279052734375
2010-09-30,107.78546905517578
2010-10-01,109.33467864990234
2010-10-04,114.17591857910156
2010-10-05,114.98924255371094
2010-10-06,115.64766693115234
2010-10-07,114.02100372314453
2010-10-08,114.4083023071289
2010-10-11,113.98226165771484
2010-10-12,113.63371276855469
2010-10-13,115.68639373779297
2010-10-14,117.15811920166016
2010-10-15,116.2673568725586
2010-10-18,115.415283203125
2010-10-19,117.73908233642578
2010-10-20,115.95750427246094
2010-10-21,118.04891967773438
2010-10-22,116.73210906982422
2010-10-25,115.88004302978516
2010-10-26,116.30607604980469
2010-10-27,114.52449035644531
2010-10-28,114.67942810058594
2010-10-29,115.64766693115234
2010-11-01,117.85527801513672
2010-11-02,115.10543823242188
2010-11-03,111.3486328125
2010-11-04,112.54927062988281
2010-11-08,113.78863525390625
2010-11-09,115.02799224853516
2010-11-10,117.15811920166016
2010-11-11,116.30607604980469
2010-11-12,113.01402282714844
2010-11-15,113.78863525390625
2010-11-16,111.54228973388672
2010-11-18,112.58799743652344
2010-11-19,109.06358337402344
2010-11-22,111.3099136352539
2010-11-23,109.91563415527344
2010-11-24,109.87690734863281
2010-11-25,108.75373077392578
2010-11-26,106.15882873535156
2010-11-29,106.27500915527344
2010-11-30,107.39818572998047
2010-12-01,109.37340545654297
2010-12-02,111.3099136352539
2010-12-03,110.2254638671875
2010-12-06,109.99308776855469
2010-12-07,109.79944610595703
2010-12-08,109.56707000732422
2010-12-09,106.85595703125
2010-12-10,108.83119201660156
2010-12-13,108.32771301269531
2010-12-14,109.60579681396484
2010-12-15,109.14104461669922
2010-12-16,109.64452362060547
2010-12-20,113.90481567382812
2010-12-21,114.36957550048828
2010-12-22,114.13719940185547
2010-12-23,113.71117401123047
2010-12-24,113.1689453125
2010-12-27,113.67243194580078
2010-12-28,113.40132904052734
2010-12-29,112.93656158447266
2010-12-30,114.09848022460938
2010-12-31,114.52449035644531
2011-01-03,115.10543823242188
2011-01-04,115.57019805908203
2011-01-05,115.8025894165039
2011-01-06,115.33782196044922
2011-01-07,114.79559326171875
2011-01-10,112.85911560058594
2011-01-11,112.54927062988281
2011-01-12,113.28514099121094
2011-01-13,112.08451080322266
2011-01-14,111.89085388183594
2011-01-17,110.53532409667969
2011-01-18,110.69023895263672
2011-01-19,110.1092758178711
2011-01-20,112.08451080322266
2011-01-21,111.46482849121094
2011-01-24,109.83816528320312
2011-01-25,107.9404067993164
2011-01-27,107.63056182861328
2011-01-28,106.08135986328125
2011-01-31,102.67313385009766
2011-02-01,103.68010711669922
2011-02-02,105.22930145263672
2011-02-03,106.77849578857422
2011-02-04,105.57786560058594
2011-02-07,105.6166000366211
2011-02-08,103.71884155273438
2011-02-09,101.58868408203125
2011-02-10,101.43376159667969
2011-02-11,102.05345153808594
2011-02-14,105.6166000366211
2011-02-15,104.41597747802734
2011-02-16,106.00389862060547
2011-02-17,106.9721450805664
2011-02-18,106.00389862060547
2011-02-21,104.57089233398438
2011-02-22,102.32455444335938
2011-02-23,102.09217071533203
2011-02-24,100.19441986083984
2011-02-25,101.00773620605469
2011-02-28,103.83502960205078
2011-03-01,107.32072448730469
2011-03-03,107.20452117919922
2011-03-04,106.89469146728516
2011-03-07,102.90550231933594
2011-03-08,104.95820617675781
2011-03-09,104.68707275390625
2011-03-10,103.6026382446289
2011-03-11,102.51820373535156
2011-03-14,102.55694580078125
2011-03-15,101.78234100341797
2011-03-16,103.95121002197266
2011-03-17,101.78234100341797
2011-03-18,101.24011993408203
2011-03-21,101.51123046875
2011-03-22,101.89852142333984
2011-03-23,100.89155578613281
2011-03-24,104.53216552734375
2011-03-25,106.81723022460938
2011-03-28,106.39120483398438
2011-03-29,106.19754791259766
2011-03-30,106.19754791259766
2011-03-31,106.19754791259766
2011-04-01,106.19754791259766
2011-04-04,107.32072448730469
2011-04-05,107.5143814086914
2011-04-06,108.17279052734375
2011-04-07,107.32072448730469
2011-04-08,105.69406127929688
2011-04-11,105.84899139404297
2011-04-13,106.0426254272461
2011-04-15,104.7645492553711
2011-04-18,103.757568359375
2011-04-19,103.33154296875
2011-04-20,103.79629516601562
2011-04-21,103.757568359375
2011-04-25,102.9442367553711
2011-04-26,102.63439178466797
2011-04-27,103.02169036865234
2011-04-28,102.32455444335938
2011-04-29,101.93727111816406
2011-05-02,100.46551513671875
2011-05-03,100.2718734741211
2011-05-04,99.57473754882812
2011-05-05,100.00076293945312
2011-05-06,101.78234100341797
2011-05-09,102.13091278076172
2011-05-10,101.85980224609375
2011-05-11,103.21534729003906
2011-05-12,102.20836639404297
2011-05-13,104.57089233398438
2011-05-16,101.8210678100586
2011-05-17,101.54995727539062
2011-05-18,102.05345153808594
2011-05-19,101.8210678100586
2011-05-20,102.67313385009766
2011-05-23,100.89155578613281
2011-05-24,98.99378204345703
2011-05-25,98.21919250488281
