trade_id,symbol,filing_date,filing_timestamp,signal_date,entry_date,entry_price,exit_date,exit_price,holding_days,SUE,SUE_bucket,sector,sector_group,size_group,filing_timing_group,priority_rank,slot,entry_reason,exit_reason,gross_return,transaction_cost,cost,net_return,portfolio_weight,portfolio_pnl
TR_00033,BALMLAWRIE,11-Nov-2021,11-Nov-2021 14:18:00,11-Nov-2021,12-Nov-2021,103.39,08-Feb-2022,101.98,60,1.5017,5,Commercial & Industrial,Non-Financials,Small,Mid,1,3,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-1.37%,0.00585,0.00585,-1.95%,0.033333,-0.000651
TR_00034,TATASTEEL,11-Nov-2021,11-Nov-2021 20:40:00,12-Nov-2021,15-Nov-2021,111.68,09-Feb-2022,105.41,60,1.4509,5,Commercial & Industrial,Non-Financials,Large,Mid,1,4,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-5.61%,0.00585,0.00585,-6.19%,0.033333,-0.002065
TR_00035,NATIONALUM,12-Nov-2021,12-Nov-2021 20:10:00,15-Nov-2021,16-Nov-2021,78.97,10-Feb-2022,101.47,60,1.7513,5,Commercial & Industrial,Non-Financials,Large,Late,1,5,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,28.49%,0.00585,0.00585,27.91%,0.033333,0.009303
TR_00036,ITDC,12-Nov-2021,12-Nov-2021 17:29:00,15-Nov-2021,16-Nov-2021,379.72,10-Feb-2022,381.09,60,1.6887,5,Commercial & Industrial,Non-Financials,Small,Late,2,6,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.36%,0.00585,0.00585,-0.22%,0.033333,-7.4e-05
TR_00037,FINEORG,12-Nov-2021,12-Nov-2021 20:30:00,15-Nov-2021,16-Nov-2021,3715.46,10-Feb-2022,3934.83,60,1.6007,5,Commercial & Industrial,Non-Financials,Small,Late,3,7,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,5.90%,0.00585,0.00585,5.32%,0.033333,0.001773
TR_00038,ONGC,13-Nov-2021,13-Nov-2021 13:20:00,15-Nov-2021,16-Nov-2021,117.99,10-Feb-2022,129.8,60,1.4205,5,Commercial & Industrial,Non-Financials,Large,Late,4,8,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,10.01%,0.00585,0.00585,9.42%,0.033333,0.00314
TR_00039,HINDALCO,17-Nov-2021,17-Nov-2021 18:06:00,18-Nov-2021,22-Nov-2021,427.86,15-Feb-2022,516.07,60,1.8573,5,Commercial & Industrial,Non-Financials,Large,Late,1,9,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,20.62%,0.00585,0.00585,20.03%,0.033333,0.006677
TR_00040,DELTACORP,12-Jan-2022,12-Jan-2022 13:44:00,12-Jan-2022,13-Jan-2022,276.17,12-Apr-2022,303.64,60,1.3494,5,Commercial & Industrial,Non-Financials,Mid,Early,1,10,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,9.95%,0.00585,0.00585,9.36%,0.033333,0.003121
TR_00041,INFY,12-Jan-2022,12-Jan-2022 21:40:00,13-Jan-2022,14-Jan-2022,1653.7,13-Apr-2022,1536.44,60,2.6899,5,Commercial & Industrial,Non-Financials,Large,Early,1,11,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-7.09%,0.00585,0.00585,-7.68%,0.033333,-0.002559
TR_00042,SONATSOFTW,18-Jan-2022,18-Jan-2022 12:38:00,18-Jan-2022,19-Jan-2022,290.72,20-Apr-2022,273.1,60,1.8695,5,Commercial & Industrial,Non-Financials,Small,Early,1,12,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-6.06%,0.00585,0.00585,-6.64%,0.033333,-0.002215
TR_00043,TATAELXSI,19-Jan-2022,19-Jan-2022 16:20:00,20-Jan-2022,21-Jan-2022,7141.71,22-Apr-2022,7937.56,60,4.5321,5,Commercial & Industrial,Non-Financials,Large,Early,1,13,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,11.14%,0.00585,0.00585,10.56%,0.033333,0.003519
TR_00044,CCL,20-Jan-2022,20-Jan-2022 13:22:00,20-Jan-2022,21-Jan-2022,431.01,22-Apr-2022,375.95,60,4.262,5,Commercial & Industrial,Non-Financials,Small,Early,2,14,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-12.77%,0.00585,0.00585,-13.36%,0.033333,-0.004453
TR_00045,PERSISTENT,21-Jan-2022,21-Jan-2022 15:15:00,21-Jan-2022,24-Jan-2022,2061.61,25-Apr-2022,1938.73,60,2.0338,5,Commercial & Industrial,Non-Financials,Mid,Early,1,15,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-5.96%,0.00585,0.00585,-6.55%,0.033333,-0.002182
TR_00046,HINDUNILVR,20-Jan-2022,20-Jan-2022 20:54:00,21-Jan-2022,24-Jan-2022,2157.79,25-Apr-2022,1938.08,60,1.7577,5,Commercial & Industrial,Non-Financials,Large,Early,2,16,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-10.18%,0.00585,0.00585,-10.77%,0.033333,-0.003589
TR_00047,RELIANCE,21-Jan-2022,21-Jan-2022 20:26:00,24-Jan-2022,25-Jan-2022,1064.15,26-Apr-2022,1257.14,60,1.5194,5,Commercial & Industrial,Non-Financials,Large,Early,1,17,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,18.14%,0.00585,0.00585,17.55%,0.033333,0.00585
TR_00048,IEX,24-Jan-2022,24-Jan-2022 18:32:00,25-Jan-2022,27-Jan-2022,219.8,27-Apr-2022,203.0,60,1.8189,5,Commercial & Industrial,Non-Financials,Large,Early,1,18,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-7.64%,0.00585,0.00585,-8.23%,0.033333,-0.002743
TR_00049,SRF,25-Jan-2022,25-Jan-2022 18:47:00,27-Jan-2022,28-Jan-2022,2352.1,28-Apr-2022,2476.91,60,1.7864,5,Commercial & Industrial,Non-Financials,Large,Mid,1,19,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,5.31%,0.00585,0.00585,4.72%,0.033333,0.001574
TR_00050,ZENSARTECH,25-Jan-2022,25-Jan-2022 17:11:00,27-Jan-2022,28-Jan-2022,371.38,28-Apr-2022,305.53,60,1.666,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,20,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-17.73%,0.00585,0.00585,-18.31%,0.033333,-0.006105
TR_00051,RAYMOND,25-Jan-2022,25-Jan-2022 19:32:00,27-Jan-2022,28-Jan-2022,777.59,28-Apr-2022,823.77,60,1.3333,5,Commercial & Industrial,Non-Financials,Mid,Mid,3,21,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,5.94%,0.00585,0.00585,5.35%,0.033333,0.001785
TR_00052,GMDCLTD,27-Jan-2022,27-Jan-2022 20:00:00,28-Jan-2022,31-Jan-2022,108.69,29-Apr-2022,166.64,60,3.0874,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,22,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,53.32%,0.00585,0.00585,52.74%,0.033333,0.017579
TR_00053,DRREDDY,28-Jan-2022,28-Jan-2022 15:09:00,28-Jan-2022,31-Jan-2022,822.26,29-Apr-2022,799.43,60,1.3847,5,Commercial & Industrial,Non-Financials,Large,Mid,2,23,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-2.78%,0.00585,0.00585,-3.36%,0.033333,-0.00112
TR_00054,KEI,27-Jan-2022,27-Jan-2022 18:40:00,28-Jan-2022,31-Jan-2022,1081.08,29-Apr-2022,1201.15,60,1.3265,5,Commercial & Industrial,Non-Financials,Mid,Mid,3,24,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,11.11%,0.00585,0.00585,10.52%,0.033333,0.003507
TR_00055,OBEROIRLTY,28-Jan-2022,28-Jan-2022 20:59:00,31-Jan-2022,01-Feb-2022,905.82,02-May-2022,926.82,60,1.8858,5,Commercial & Industrial,Non-Financials,Large,Mid,1,25,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,2.32%,0.00585,0.00585,1.73%,0.033333,0.000578
TR_00056,GSFC,29-Jan-2022,29-Jan-2022 14:37:00,31-Jan-2022,01-Feb-2022,113.53,02-May-2022,148.2,60,1.513,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,26,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,30.53%,0.00585,0.00585,29.95%,0.033333,0.009983
TR_00057,NAUKRI,28-Jan-2022,28-Jan-2022 23:24:00,31-Jan-2022,01-Feb-2022,979.4,02-May-2022,887.61,60,1.4196,5,Commercial & Industrial,Non-Financials,Large,Mid,3,27,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-9.37%,0.00585,0.00585,-9.96%,0.033333,-0.003319
TR_00058,BEL,28-Jan-2022,28-Jan-2022 18:03:00,31-Jan-2022,01-Feb-2022,66.36,02-May-2022,75.79,60,1.3816,5,Commercial & Industrial,Non-Financials,Large,Mid,4,28,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,14.20%,0.00585,0.00585,13.61%,0.033333,0.004538
TR_00059,UPL,31-Jan-2022,31-Jan-2022 17:03:00,01-Feb-2022,02-Feb-2022,748.7,04-May-2022,784.49,60,1.3008,5,Commercial & Industrial,Non-Financials,Large,Mid,1,29,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,4.78%,0.00585,0.00585,4.20%,0.033333,0.001398
TR_00060,KPITTECH,02-Feb-2022,02-Feb-2022 11:00:00,02-Feb-2022,03-Feb-2022,612.54,05-May-2022,532.86,60,1.4304,5,Commercial & Industrial,Non-Financials,Large,Mid,1,30,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-13.01%,0.00585,0.00585,-13.59%,0.033333,-0.004531
TR_00061,TITAN,03-Feb-2022,03-Feb-2022 20:37:00,04-Feb-2022,07-Feb-2022,2439.87,09-May-2022,2147.87,60,1.4136,5,Commercial & Industrial,Non-Financials,Large,Mid,1,1,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-11.97%,0.00585,0.00585,-12.55%,0.033333,-0.004184
TR_00062,BRIGADE,03-Feb-2022,03-Feb-2022 19:04:00,04-Feb-2022,07-Feb-2022,371.21,09-May-2022,310.13,60,1.3732,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,2,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-16.45%,0.00585,0.00585,-17.04%,0.033333,-0.00568
TR_00063,GNFC,05-Feb-2022,05-Feb-2022 15:01:00,07-Feb-2022,08-Feb-2022,441.86,10-May-2022,699.57,60,2.2066,5,Commercial & Industrial,Non-Financials,Large,Mid,1,3,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,58.32%,0.00585,0.00585,57.74%,0.033333,0.019246
TR_00064,TIINDIA,08-Feb-2022,08-Feb-2022 11:25:00,08-Feb-2022,09-Feb-2022,1788.05,11-May-2022,1657.52,60,2.8098,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,4,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-7.30%,0.00585,0.00585,-7.88%,0.033333,-0.002628
TR_00065,INGERRAND,09-Feb-2022,09-Feb-2022 15:27:00,09-Feb-2022,10-Feb-2022,1369.16,12-May-2022,1346.57,60,3.2055,5,Commercial & Industrial,Non-Financials,Small,Mid,1,5,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-1.65%,0.00585,0.00585,-2.23%,0.033333,-0.000745
TR_00066,REDINGTON,09-Feb-2022,09-Feb-2022 13:11:00,09-Feb-2022,10-Feb-2022,139.53,12-May-2022,112.95,60,2.4639,5,Commercial & Industrial,Non-Financials,Large,Mid,2,6,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-19.05%,0.00585,0.00585,-19.64%,0.033333,-0.006547
TR_00067,TATAPOWER,09-Feb-2022,09-Feb-2022 17:20:00,10-Feb-2022,11-Feb-2022,232.0,13-May-2022,215.37,60,1.6825,5,Commercial & Industrial,Non-Financials,Large,Mid,1,7,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-7.17%,0.00585,0.00585,-7.75%,0.033333,-0.002584
TR_00068,ABB,10-Feb-2022,10-Feb-2022 19:51:00,11-Feb-2022,14-Feb-2022,2024.79,16-May-2022,2181.77,60,1.5433,5,Commercial & Industrial,Non-Financials,Large,Mid,1,8,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,7.75%,0.00585,0.00585,7.17%,0.033333,0.002389
TR_00069,DIVISLAB,11-Feb-2022,11-Feb-2022 16:22:00,14-Feb-2022,15-Feb-2022,4151.66,17-May-2022,4174.31,60,6.1672,5,Commercial & Industrial,Non-Financials,Large,Mid,1,9,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,0.55%,0.00585,0.00585,-0.04%,0.033333,-1.3e-05
TR_00070,INFY,13-Apr-2022,13-Apr-2022 20:40:00,18-Apr-2022,19-Apr-2022,1438.11,13-Jul-2022,1282.67,60,2.8846,5,Commercial & Industrial,Non-Financials,Large,Early,1,10,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-10.81%,0.00585,0.00585,-11.39%,0.033333,-0.003798
TR_00071,HCLTECH,21-Apr-2022,21-Apr-2022 20:37:00,22-Apr-2022,25-Apr-2022,906.55,19-Jul-2022,755.98,60,2.5514,5,Commercial & Industrial,Non-Financials,Large,Early,1,11,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-16.61%,0.00585,0.00585,-17.19%,0.033333,-0.005731
TR_00072,TATAELXSI,21-Apr-2022,21-Apr-2022 16:01:00,22-Apr-2022,25-Apr-2022,7900.52,19-Jul-2022,7712.05,60,2.5173,5,Commercial & Industrial,Non-Financials,Large,Early,2,12,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-2.39%,0.00585,0.00585,-2.97%,0.033333,-0.00099
TR_00073,CRISIL,22-Apr-2022,22-Apr-2022 16:13:00,25-Apr-2022,26-Apr-2022,3157.1,20-Jul-2022,3064.55,60,1.6209,5,Commercial & Industrial,Non-Financials,Mid,Early,1,13,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-2.93%,0.00585,0.00585,-3.52%,0.033333,-0.001172
TR_00074,GMDCLTD,26-Apr-2022,26-Apr-2022 10:59:00,26-Apr-2022,27-Apr-2022,180.28,21-Jul-2022,134.59,60,2.3322,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,14,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-25.35%,0.00585,0.00585,-25.93%,0.033333,-0.008644
TR_00075,VSTIND,26-Apr-2022,26-Apr-2022 19:44:00,27-Apr-2022,28-Apr-2022,242.66,22-Jul-2022,248.09,60,1.478,5,Commercial & Industrial,Non-Financials,Small,Mid,1,15,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,2.24%,0.00585,0.00585,1.65%,0.033333,0.000551
TR_00076,PERSISTENT,28-Apr-2022,28-Apr-2022 13:13:00,28-Apr-2022,29-Apr-2022,2105.35,25-Jul-2022,1750.49,60,2.5027,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,16,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-16.86%,0.00585,0.00585,-17.44%,0.033333,-0.005813
