date,NIFTY CHEMICALS
2009-12-29,1788.23
2009-12-30,1820.46
2009-12-31,1814.97
2010-01-04,1846.76
2010-01-05,1865.91
2010-01-06,1922.81
2010-01-07,1898.48
2010-01-08,1874.71
2010-01-11,1899.91
2010-01-12,1860.35
2010-01-13,1872.54
2010-01-14,1887.14
2010-01-15,1882.17
2010-01-18,1907.38
2010-01-19,1906.91
2010-01-20,1896.25
2010-01-21,1874.25
2010-01-22,1856.4
2010-01-25,1839.83
2010-01-27,1746.32
2010-01-28,1732.14
2010-01-29,1757.97
2010-02-01,1794.57
2010-02-02,1756.21
2010-02-03,1778.62
2010-02-04,1761.13
2010-02-05,1712.74
2010-02-06,1732.8
2010-02-08,1736.2
2010-02-09,1747.85
2010-02-10,1726.84
2010-02-11,1729.16
2010-02-15,1719.26
2010-02-16,1733.56
2010-02-17,1760.77
2010-02-18,1781.17
2010-02-19,1799.97
2010-02-22,1754.22
2010-02-23,1740.41
2010-02-24,1729.22
2010-02-25,1728.77
2010-02-26,1742.83
2010-03-02,1761.17
2010-03-03,1793.45
2010-03-04,1820.08
2010-03-05,1851.8
2010-03-08,1884.01
2010-03-09,1871.45
2010-03-10,1881.05
2010-03-11,1895.88
2010-03-12,1900.7
2010-03-15,1872.48
2010-03-16,1880.24
2010-03-17,1886.2
2010-03-18,1877.83
2010-03-19,1868.9
2010-03-22,1868.43
2010-03-23,1862.71
2010-03-25,1846.44
2010-03-26,1865.2
2010-03-29,1868.56
2010-03-30,1882.76
2010-03-31,1906.51
2010-04-01,1909.12
2010-04-05,1937.94
2010-04-06,1932.32
2010-04-07,1933.92
2010-04-08,1927.85
2010-04-09,1925.83
2010-04-12,1929.0
2010-04-13,1937.71
2010-04-15,1942.77
2010-04-16,1932.07
2010-04-19,1918.7
2010-04-20,1941.25
2010-04-21,1963.84
2010-04-22,1980.41
2010-04-23,2002.33
2010-04-26,2023.1
2010-04-27,2049.13
2010-04-28,2016.19
2010-04-29,2031.91
2010-04-30,2048.87
2010-05-03,2046.97
2010-05-04,2006.97
2010-05-05,2008.0
2010-05-06,1993.88
2010-05-07,1948.5
2010-05-10,1999.22
2010-05-11,1988.3
2010-05-12,1980.9
2010-05-13,1990.35
2010-05-14,1979.97
2010-05-17,1982.69
2010-05-18,1998.66
2010-05-19,1977.9
2010-05-20,1948.07
2010-05-21,1915.78
2010-05-24,1905.16
2010-05-25,1844.31
2010-05-26,1880.28
2010-05-27,1924.9
2010-05-28,1912.48
2010-05-31,1919.71
2010-06-01,1907.78
2010-06-02,1900.99
2010-06-03,1912.43
2010-06-04,1923.62
2010-06-07,1917.35
2010-06-08,1897.78
2010-06-09,1897.88
2010-06-10,1919.25
2010-06-11,1916.45
2010-06-14,1940.1
2010-06-15,1993.32
2010-06-16,1981.14
2010-06-17,1978.25
2010-06-18,1963.78
2010-06-21,1982.74
2010-06-22,1974.89
2010-06-23,2007.17
2010-06-24,2038.28
2010-06-25,2053.5
2010-06-28,2080.12
2010-06-29,2099.29
2010-06-30,2108.82
2010-07-01,2104.15
2010-07-02,2094.15
2010-07-05,2101.24
2010-07-06,2098.95
2010-07-07,2090.4
2010-07-08,2094.31
2010-07-09,2108.7
2010-07-12,2110.61
2010-07-13,2121.95
2010-07-14,2109.13
2010-07-15,2111.98
2010-07-16,2128.34
2010-07-19,2117.41
2010-07-20,2111.42
2010-07-21,2115.42
2010-07-22,2150.01
2010-07-23,2145.02
2010-07-26,2136.49
2010-07-27,2130.28
2010-07-28,2131.65
2010-07-29,2126.83
2010-07-30,2155.97
2010-08-02,2191.06
2010-08-03,2204.59
2010-08-04,2225.31
2010-08-05,2222.18
2010-08-06,2274.5
2010-08-09,2286.32
2010-08-10,2266.46
2010-08-11,2264.95
2010-08-12,2253.34
2010-08-13,2258.63
2010-08-16,2285.49
2010-08-17,2299.05
2010-08-18,2353.39
2010-08-19,2351.89
2010-08-20,2346.2
2010-08-23,2382.3
2010-08-24,2362.94
2010-08-25,2342.02
2010-08-26,2327.07
2010-08-27,2301.05
2010-08-30,2318.24
2010-08-31,2331.41
2010-09-01,2357.36
2010-09-02,2360.26
2010-09-03,2399.37
2010-09-06,2437.57
2010-09-07,2423.19
2010-09-08,2428.47
2010-09-09,2489.2
2010-09-13,2513.96
2010-09-14,2487.93
2010-09-15,2478.59
2010-09-16,2446.94
2010-09-17,2454.41
2010-09-20,2476.81
2010-09-21,2434.2
2010-09-22,2419.21
2010-09-23,2410.08
2010-09-24,2489.3
2010-09-27,2503.59
2010-09-28,2491.01
2010-09-29,2475.27
2010-09-30,2475.63
2010-10-01,2498.24
2010-10-04,2507.26
2010-10-05,2509.11
2010-10-06,2555.45
2010-10-07,2543.06
2010-10-08,2529.61
2010-10-11,2577.73
2010-10-12,2575.01
2010-10-13,2580.11
2010-10-14,2618.67
2010-10-15,2596.61
2010-10-18,2582.11
2010-10-19,2583.09
2010-10-20,2580.32
2010-10-21,2589.41
2010-10-22,2597.03
2010-10-25,2621.6
2010-10-26,2615.54
2010-10-27,2590.67
2010-10-28,2573.5
2010-10-29,2485.02
2010-11-01,2498.09
2010-11-02,2521.9
2010-11-03,2570.26
2010-11-04,2593.39
2010-11-05,2603.0
2010-11-08,2602.48
2010-11-09,2624.47
2010-11-10,2629.69
2010-11-11,2604.45
2010-11-12,2546.34
2010-11-15,2525.37
2010-11-16,2462.98
2010-11-18,2466.5
2010-11-19,2411.96
2010-11-22,2422.2
2010-11-23,2420.54
2010-11-24,2396.83
2010-11-25,2354.03
2010-11-26,2305.82
2010-11-29,2338.87
2010-11-30,2365.51
2010-12-01,2427.8
2010-12-02,2438.38
2010-12-03,2395.97
2010-12-06,2396.69
2010-12-07,2365.62
2010-12-08,2332.67
2010-12-09,2236.24
2010-12-10,2293.55
2010-12-13,2328.7
2010-12-14,2363.65
2010-12-15,2337.62
2010-12-16,2341.61
2010-12-20,2349.89
2010-12-21,2358.38
2010-12-22,2388.07
2010-12-23,2400.6
2010-12-24,2394.29
2010-12-27,2400.2
2010-12-28,2396.32
2010-12-29,2405.28
2010-12-30,2419.17
2010-12-31,2461.85
2011-01-03,2503.44
2011-01-04,2516.35
2011-01-05,2487.24
2011-01-06,2446.37
2011-01-07,2395.68
2011-01-10,2353.03
2011-01-11,2354.2
2011-01-12,2383.74
2011-01-13,2374.47
2011-01-14,2353.14
2011-01-17,2336.33
2011-01-18,2326.62
2011-01-19,2341.84
2011-01-20,2324.87
2011-01-21,2324.43
2011-01-24,2320.65
2011-01-25,2320.8
2011-01-27,2254.94
2011-01-28,2217.88
2011-01-31,2208.3
2011-02-01,2182.28
2011-02-02,2172.6
2011-02-03,2179.43
2011-02-04,2149.86
2011-02-07,2132.45
2011-02-08,2099.87
2011-02-09,2028.45
2011-02-10,2003.88
2011-02-11,2050.4
2011-02-14,2104.19
2011-02-15,2128.69
2011-02-16,2143.45
2011-02-17,2147.15
2011-02-18,2131.2
2011-02-21,2150.44
2011-02-22,2139.44
2011-02-23,2121.03
2011-02-24,2054.86
2011-02-25,2050.21
2011-02-28,2044.89
2011-03-01,2093.18
2011-03-03,2088.06
2011-03-04,2096.2
2011-03-07,2064.43
2011-03-08,2068.67
2011-03-09,2074.0
2011-03-10,2071.24
2011-03-11,2058.77
2011-03-14,2047.95
2011-03-15,2025.21
2011-03-16,2041.02
2011-03-17,2061.14
2011-03-18,2041.93
2011-03-21,2033.51
2011-03-22,2047.64
2011-03-23,2059.77
2011-03-24,2082.7
2011-03-25,2106.79
2011-03-28,2113.09
2011-03-29,2114.42
2011-03-30,2164.05
2011-03-31,2193.64
2011-04-01,2232.48
2011-04-04,2260.74
2011-04-05,2284.56
2011-04-06,2274.61
2011-04-07,2321.03
2011-04-08,2295.28
2011-04-11,2298.75
2011-04-13,2325.57
2011-04-15,2358.17
2011-04-18,2359.08
2011-04-19,2353.19
2011-04-20,2395.56
2011-04-21,2414.12
2011-04-25,2425.37
2011-04-26,2431.18
2011-04-27,2446.37
2011-04-28,2412.98
2011-04-29,2382.66
2011-05-02,2350.61
2011-05-03,2328.98
2011-05-04,2306.87
2011-05-05,2281.81
2011-05-06,2300.81
2011-05-09,2297.28
2011-05-10,2295.28
2011-05-11,2321.27
2011-05-12,2320.71
2011-05-13,2334.32
2011-05-16,2321.2
2011-05-17,2308.66
2011-05-18,2301.41
2011-05-19,2282.0
2011-05-20,2296.12
2011-05-23,2256.5
2011-05-24,2261.7
2011-05-25,2261.58
2011-05-26,2269.29
2011-05-27,2276.17
2011-05-30,2308.55
2011-05-31,2338.09
2011-06-01,2359.44
2011-06-02,2351.26
2011-06-03,2342.23
2011-06-06,2367.07
2011-06-07,2362.01
2011-06-08,2353.42
2011-06-09,2354.71
2011-06-10,2335.52
2011-06-13,2336.98
2011-06-14,2368.23
2011-06-15,2357.28
2011-06-16,2341.07
2011-06-17,2328.77
2011-06-20,2283.07
2011-06-21,2282.57
2011-06-22,2245.79
2011-06-23,2242.82
2011-06-24,2290.23
2011-06-27,2302.48
2011-06-28,2317.64
2011-06-29,2325.04
2011-06-30,2357.03
2011-07-01,2378.22
2011-07-04,2377.62
2011-07-05,2407.54
2011-07-06,2424.81
2011-07-07,2439.17
2011-07-08,2418.51
2011-07-11,2419.86
2011-07-12,2396.72
2011-07-13,2432.88
2011-07-14,2439.75
2011-07-15,2446.41
2011-07-18,2461.48
2011-07-19,2496.63
2011-07-20,2486.7
2011-07-21,2464.59
2011-07-22,2485.94
2011-07-25,2481.15
2011-07-26,2452.41
2011-07-27,2463.61
2011-07-28,2423.4
2011-07-29,2395.4
2011-08-01,2388.05
2011-08-02,2374.91
2011-08-03,2364.63
2011-08-04,2362.11
2011-08-05,2330.79
2011-08-08,2306.49
2011-08-09,2274.87
2011-08-10,2337.51
2011-08-11,2320.81
2011-08-12,2324.94
2011-08-16,2328.45
2011-08-17,2318.38
2011-08-18,2269.95
2011-08-19,2259.91
2011-08-22,2285.18
2011-08-23,2278.4
2011-08-24,2275.47
2011-08-25,2249.81
2011-08-26,2210.81
2011-08-29,2226.95
2011-08-30,2259.41
2011-09-02,2271.33
2011-09-05,2263.8
2011-09-06,2288.68
2011-09-07,2312.31
2011-09-08,2312.67
2011-09-09,2288.29
2011-09-12,2264.29
2011-09-13,2254.41
2011-09-14,2269.36
2011-09-15,2273.33
2011-09-16,2271.89
2011-09-19,2269.88
2011-09-20,2286.38
2011-09-21,2298.36
2011-09-22,2272.55
2011-09-23,2234.97
2011-09-26,2223.01
2011-09-27,2247.56
2011-09-28,2231.06
2011-09-29,2236.79
2011-09-30,2214.01
2011-10-03,2175.91
2011-10-04,2164.11
2011-10-05,2145.6
2011-10-07,2166.77
2011-10-10,2199.46
2011-10-11,2207.12
2011-10-12,2214.73
2011-10-13,2223.3
2011-10-14,2224.88
2011-10-17,2223.85
2011-10-18,2218.65
2011-10-19,2230.42
2011-10-20,2213.97
2011-10-21,2184.39
2011-10-24,2172.18
2011-10-25,2188.16
2011-10-26,2215.28
2011-10-28,2254.84
2011-10-31,2250.51
2011-11-01,2219.25
2011-11-02,2227.49
2011-11-03,2234.58
2011-11-04,2256.89
2011-11-08,2260.77
2011-11-09,2252.6
2011-11-11,2226.44
2011-11-14,2222.52
2011-11-15,2198.14
2011-11-16,2170.03
2011-11-17,2172.62
2011-11-18,2164.47
2011-11-21,2151.04
2011-11-22,2146.8
2011-11-23,2126.81
2011-11-24,2116.94
2011-11-25,2158.16
2011-11-28,2166.44
2011-11-29,2157.93
2011-11-30,2156.12
2011-12-01,2178.43
2011-12-02,2194.39
2011-12-05,2182.9
2011-12-07,2176.47
2011-12-08,2161.91
2011-12-09,2148.71
2011-12-12,2105.25
2011-12-13,2087.01
2011-12-14,2064.2
2011-12-15,2034.19
2011-12-16,1999.01
2011-12-19,1972.61
2011-12-20,1935.97
2011-12-21,1949.89
2011-12-22,1959.55
2011-12-23,1956.15
2011-12-26,1966.23
2011-12-27,1950.62
2011-12-28,1928.41
2011-12-29,1930.86
2011-12-30,1950.77
2012-01-02,1946.47
2012-01-03,1973.92
2012-01-04,1975.58
2012-01-05,1972.23
2012-01-06,1975.91
2012-01-07,2022.89
2012-01-09,2026.02
2012-01-10,2050.56
2012-01-11,2045.26
2012-01-12,2053.62
2012-01-13,2063.74
2012-01-16,2058.31
2012-01-17,2081.17
2012-01-18,2063.17
2012-01-19,2074.97
2012-01-20,2074.76
2012-01-23,2075.99
2012-01-24,2072.56
2012-01-25,2084.49
2012-01-27,2115.47
2012-01-30,2093.31
2012-01-31,2099.99
2012-02-01,2112.84
2012-02-02,2129.65
2012-02-03,2130.31
2012-02-06,2169.91
2012-02-07,2154.59
2012-02-08,2173.77
2012-02-09,2191.09
2012-02-10,2202.29
2012-02-13,2232.68
2012-02-14,2238.72
2012-02-15,2274.62
2012-02-16,2290.6
2012-02-17,2273.32
2012-02-21,2265.22
2012-02-22,2224.1
2012-02-23,2234.83
2012-02-24,2236.42
2012-02-27,2183.28
2012-02-28,2218.91
2012-02-29,2255.62
2012-03-01,2241.84
2012-03-02,2241.24
2012-03-03,2247.29
2012-03-05,2244.98
2012-03-06,2240.53
2012-03-07,2220.98
2012-03-09,2246.26
2012-03-12,2261.02
2012-03-13,2277.91
2012-03-14,2274.99
2012-03-15,2260.67
2012-03-16,2240.66
2012-03-19,2231.59
2012-03-20,2231.33
2012-03-21,2244.4
2012-03-22,2217.99
2012-03-23,2224.01
2012-03-26,2200.06
2012-03-27,2210.55
2012-03-28,2206.25
2012-03-29,2239.9
2012-03-30,2280.2
2012-04-02,2278.53
2012-04-03,2272.56
2012-04-04,2277.33
2012-04-09,2265.78
2012-04-10,2260.17
2012-04-11,2269.54
2012-04-12,2289.99
2012-04-13,2291.23
2012-04-16,2321.46
2012-04-17,2318.12
2012-04-18,2347.97
2012-04-19,2344.21
2012-04-20,2321.78
2012-04-23,2312.26
2012-04-24,2305.34
2012-04-25,2290.03
2012-04-26,2264.07
2012-04-27,2269.26
2012-04-28,2283.82
2012-04-30,2321.78
2012-05-02,2312.02
2012-05-03,2276.28
2012-05-04,2258.92
2012-05-07,2286.65
2012-05-08,2267.49
2012-05-09,2266.34
2012-05-10,2266.54
2012-05-11,2265.32
2012-05-14,2252.29
2012-05-15,2248.65
2012-05-16,2223.87
2012-05-17,2223.04
2012-05-18,2207.46
2012-05-21,2194.78
2012-05-22,2184.34
2012-05-23,2172.86
2012-05-24,2178.82
2012-05-25,2191.66
2012-05-28,2211.99
2012-05-29,2203.2
2012-05-30,2185.9
2012-05-31,2168.51
2012-06-01,2163.24
2012-06-04,2146.48
2012-06-05,2157.32
2012-06-06,2187.3
2012-06-07,2214.91
2012-06-08,2219.23
2012-06-11,2213.89
2012-06-12,2208.9
2012-06-13,2189.08
2012-06-14,2180.07
2012-06-15,2174.91
2012-06-18,2160.79
2012-06-19,2149.55
2012-06-20,2164.93
2012-06-21,2181.46
2012-06-22,2183.77
2012-06-25,2171.23
2012-06-26,2180.25
2012-06-27,2189.05
2012-06-28,2189.79
2012-06-29,2208.29
2012-07-02,2225.94
2012-07-03,2232.47
2012-07-04,2243.0
2012-07-05,2298.13
2012-07-06,2290.37
2012-07-09,2257.82
2012-07-10,2262.36
2012-07-11,2244.83
2012-07-12,2247.14
2012-07-13,2237.05
2012-07-16,2233.64
2012-07-17,2237.43
2012-07-18,2229.91
2012-07-19,2232.82
2012-07-20,2234.11
2012-07-23,2208.96
2012-07-24,2230.17
2012-07-25,2219.64
2012-07-26,2205.0
2012-07-27,2205.24
2012-07-30,2224.19
2012-07-31,2218.84
2012-08-01,2255.29
2012-08-02,2255.65
2012-08-03,2252.1
2012-08-06,2295.1
2012-08-07,2290.5
2012-08-08,2271.83
2012-08-09,2269.9
2012-08-10,2266.88
2012-08-13,2290.95
2012-08-14,2289.01
2012-08-16,2301.68
2012-08-17,2313.25
2012-08-21,2322.7
2012-08-22,2333.7
2012-08-23,2346.59
2012-08-24,2343.66
2012-08-27,2330.32
2012-08-28,2290.99
2012-08-29,2288.14
2012-08-30,2286.17
2012-08-31,2299.47
2012-09-03,2334.82
2012-09-04,2334.43
2012-09-05,2339.29
2012-09-06,2356.14
2012-09-07,2378.45
2012-09-08,2390.92
2012-09-10,2436.13
2012-09-11,2423.14
2012-09-12,2442.7
2012-09-13,2435.5
2012-09-14,2428.39
2012-09-17,2416.97
2012-09-18,2415.13
2012-09-20,2409.71
2012-09-21,2445.1
2012-09-24,2436.46
2012-09-25,2436.23
2012-09-26,2435.19
2012-09-27,2430.5
2012-09-28,2456.94
2012-10-01,2490.63
2012-10-03,2512.88
2012-10-04,2502.03
2012-10-05,2471.89
2012-10-08,2463.4
2012-10-09,2449.94
2012-10-10,2429.45
2012-10-11,2470.3
2012-10-12,2473.02
2012-10-15,2480.45
2012-10-16,2474.49
2012-10-17,2478.58
2012-10-18,2501.76
2012-10-19,2510.27
2012-10-22,2517.57
2012-10-23,2505.78
2012-10-25,2495.19
2012-10-26,2480.01
2012-10-29,2479.66
2012-10-30,2451.63
2012-10-31,2438.28
2012-11-01,2447.01
2012-11-02,2441.61
2012-11-05,2437.68
2012-11-06,2448.41
2012-11-07,2486.37
2012-11-08,2494.12
2012-11-09,2490.17
2012-11-12,2490.88
2012-11-13,2504.19
2012-11-15,2476.3
2012-11-16,2459.0
2012-11-19,2432.96
2012-11-20,2431.48
2012-11-21,2437.36
2012-11-22,2442.65
2012-11-23,2444.69
2012-11-26,2448.39
2012-11-27,2457.21
2012-11-29,2518.82
2012-11-30,2534.33
2012-12-03,2564.82
2012-12-04,2608.52
2012-12-05,2591.15
2012-12-06,2606.05
2012-12-07,2602.33
2012-12-10,2610.3
2012-12-11,2587.54
2012-12-12,2588.17
2012-12-13,2561.54
2012-12-14,2569.85
2012-12-17,2581.62
2012-12-18,2584.09
2012-12-19,2605.21
2012-12-20,2600.5
2012-12-21,2559.0
2012-12-24,2564.67
2012-12-26,2567.03
2012-12-27,2566.18
2012-12-28,2590.7
2012-12-31,2614.42
2013-01-01,2650.31
2013-01-02,2655.57
2013-01-03,2679.22
2013-01-04,2686.04
2013-01-07,2704.18
2013-01-08,2700.52
2013-01-09,2692.38
2013-01-10,2684.7
2013-01-11,2647.38
2013-01-14,2632.47
2013-01-15,2636.59
2013-01-16,2623.39
2013-01-17,2630.51
2013-01-18,2604.94
2013-01-21,2614.52
2013-01-22,2611.32
2013-01-23,2587.53
2013-01-24,2525.99
2013-01-25,2558.13
2013-01-28,2559.07
2013-01-29,2546.62
2013-01-30,2571.66
2013-01-31,2588.06
2013-02-01,2627.21
2013-02-04,2609.12
2013-02-05,2599.51
2013-02-06,2555.04
2013-02-07,2579.68
2013-02-08,2544.17
2013-02-11,2524.36
2013-02-12,2533.85
2013-02-13,2542.99
2013-02-14,2542.05
2013-02-15,2544.73
2013-02-18,2536.62
2013-02-19,2553.73
2013-02-20,2569.23
2013-02-21,2516.15
2013-02-22,2515.9
2013-02-25,2505.32
2013-02-26,2472.61
2013-02-27,2488.86
2013-02-28,2437.34
2013-03-01,2459.18
2013-03-04,2430.6
2013-03-05,2457.19
2013-03-06,2485.69
2013-03-07,2501.83
2013-03-08,2510.38
2013-03-11,2506.3
2013-03-12,2494.08
2013-03-13,2489.39
2013-03-14,2474.19
2013-03-15,2464.89
2013-03-18,2488.61
2013-03-19,2512.15
2013-03-20,2498.8
2013-03-21,2475.26
2013-03-22,2493.76
2013-03-25,2478.34
2013-03-26,2482.05
2013-03-28,2524.0
2013-04-01,2522.12
2013-04-02,2553.73
2013-04-03,2539.66
2013-04-04,2482.85
2013-04-05,2458.87
2013-04-08,2452.01
2013-04-09,2452.33
2013-04-10,2455.63
2013-04-11,2449.52
2013-04-12,2444.05
2013-04-15,2451.31
2013-04-16,2462.5
2013-04-17,2473.0
2013-04-18,2492.74
2013-04-22,2502.96
2013-04-23,2506.29
2013-04-25,2516.1
2013-04-26,2489.31
2013-04-29,2495.81
2013-04-30,2500.62
2013-05-02,2515.1
2013-05-03,2491.69
2013-05-06,2530.37
2013-05-07,2558.1
2013-05-08,2572.47
2013-05-09,2578.13
2013-05-10,2607.21
2013-05-11,2614.13
2013-05-13,2598.05
2013-05-14,2605.77
2013-05-15,2629.47
2013-05-16,2623.16
2013-05-17,2604.28
2013-05-20,2601.41
2013-05-21,2573.36
2013-05-22,2553.24
2013-05-23,2516.41
2013-05-24,2529.03
2013-05-27,2565.26
2013-05-28,2564.28
2013-05-29,2560.25
2013-05-30,2538.76
2013-05-31,2519.89
2013-06-03,2515.61
2013-06-04,2515.83
2013-06-05,2520.42
2013-06-06,2519.42
2013-06-07,2517.83
2013-06-10,2512.92
2013-06-11,2472.03
2013-06-12,2476.65
2013-06-13,2440.45
2013-06-14,2460.96
2013-06-17,2481.49
2013-06-18,2484.78
2013-06-19,2470.09
2013-06-20,2441.62
2013-06-21,2400.98
2013-06-24,2332.35
2013-06-25,2319.81
2013-06-26,2317.31
2013-06-27,2316.53
2013-06-28,2352.75
2013-07-01,2387.91
2013-07-02,2382.26
2013-07-03,2358.99
2013-07-04,2351.82
2013-07-05,2356.27
2013-07-08,2346.37
2013-07-09,2375.59
2013-07-10,2378.27
2013-07-11,2398.11
2013-07-12,2429.92
2013-07-15,2466.73
2013-07-16,2451.66
2013-07-17,2477.58
2013-07-18,2468.21
2013-07-19,2480.3
2013-07-22,2472.45
2013-07-23,2469.45
2013-07-24,2475.36
2013-07-25,2427.41
2013-07-26,2387.79
2013-07-29,2352.1
2013-07-30,2322.54
2013-07-31,2289.14
2013-08-01,2273.1
2013-08-02,2289.55
2013-08-05,2260.02
2013-08-06,2187.45
2013-08-07,2174.91
2013-08-08,2201.95
2013-08-12,2193.8
2013-08-13,2203.67
2013-08-14,2236.63
2013-08-16,2187.75
2013-08-19,2153.89
2013-08-20,2145.64
2013-08-21,2129.94
2013-08-22,2118.75
2013-08-23,2113.46
2013-08-26,2136.36
2013-08-27,2103.39
2013-08-28,2079.37
2013-08-29,2085.76
2013-08-30,2085.34
2013-09-02,2104.28
2013-09-03,2061.88
2013-09-04,2055.75
2013-09-05,2092.74
2013-09-06,2095.67
2013-09-10,2135.98
2013-09-11,2157.54
2013-09-12,2159.8
2013-09-13,2192.83
2013-09-16,2187.41
2013-09-17,2171.7
2013-09-18,2186.96
2013-09-19,2229.41
2013-09-20,2218.24
2013-09-23,2197.34
2013-09-24,2218.98
2013-09-25,2215.53
2013-09-26,2208.76
2013-09-27,2206.25
2013-09-30,2191.67
2013-10-01,2219.32
2013-10-03,2248.07
2013-10-04,2252.6
2013-10-07,2262.42
2013-10-08,2257.62
2013-10-09,2265.41
2013-10-10,2295.96
2013-10-11,2286.63
2013-10-14,2274.84
2013-10-15,2252.36
2013-10-17,2247.27
2013-10-18,2245.42
2013-10-21,2274.35
2013-10-22,2321.58
2013-10-23,2348.35
2013-10-24,2336.0
2013-10-25,2337.25
2013-10-28,2340.75
2013-10-29,2354.63
2013-10-30,2387.01
2013-10-31,2433.96
2013-11-01,2446.54
2013-11-03,2483.95
2013-11-05,2472.06
2013-11-06,2452.03
2013-11-07,2447.88
2013-11-08,2455.84
2013-11-11,2454.59
2013-11-12,2464.47
2013-11-13,2452.99
2013-11-14,2467.38
2013-11-18,2490.15
2013-11-19,2478.72
2013-11-20,2486.17
2013-11-21,2456.99
2013-11-22,2466.17
2013-11-25,2485.03
2013-11-26,2500.6
2013-11-27,2500.97
2013-11-28,2495.84
2013-11-29,2530.99
2013-12-02,2562.26
2013-12-03,2559.26
2013-12-04,2534.88
2013-12-05,2516.23
2013-12-06,2509.03
2013-12-09,2518.7
2013-12-10,2501.41
2013-12-11,2513.24
2013-12-12,2515.3
2013-12-13,2494.13
2013-12-16,2473.11
2013-12-17,2487.1
2013-12-18,2487.96
2013-12-19,2499.98
2013-12-20,2503.55
2013-12-23,2508.07
2013-12-24,2525.82
2013-12-26,2540.0
2013-12-27,2547.21
2013-12-30,2551.87
2013-12-31,2557.96
2014-01-01,2573.55
2014-01-02,2530.2
2014-01-03,2519.77
2014-01-06,2531.2
2014-01-07,2525.1
2014-01-08,2554.06
2014-01-09,2562.55
2014-01-10,2538.69
2014-01-13,2515.8
2014-01-14,2507.16
2014-01-15,2518.78
2014-01-16,2494.22
2014-01-17,2476.12
2014-01-20,2485.95
2014-01-21,2495.94
2014-01-22,2512.51
2014-01-23,2499.85
2014-01-24,2476.33
2014-01-27,2413.26
2014-01-28,2429.93
2014-01-29,2474.45
2014-01-30,2455.91
2014-01-31,2481.3
2014-02-03,2465.95
2014-02-04,2439.7
2014-02-05,2435.62
2014-02-06,2431.79
2014-02-07,2473.85
2014-02-10,2480.64
2014-02-11,2478.41
2014-02-12,2504.18
2014-02-13,2463.62
2014-02-14,2451.52
2014-02-17,2467.31
2014-02-18,2468.67
2014-02-19,2473.31
2014-02-20,2465.7
2014-02-21,2483.1
2014-02-24,2504.81
2014-02-25,2527.04
2014-02-26,2531.82
2014-02-28,2523.51
2014-03-03,2524.25
2014-03-04,2608.53
2014-03-05,2610.88
2014-03-06,2625.78
2014-03-07,2596.24
2014-03-10,2584.78
2014-03-11,2589.56
2014-03-12,2586.32
2014-03-13,2566.88
2014-03-14,2560.51
2014-03-18,2567.15
2014-03-19,2595.17
2014-03-20,2578.65
2014-03-21,2614.09
2014-03-22,2623.9
2014-03-24,2605.18
2014-03-25,2639.34
2014-03-26,2663.14
2014-03-27,2671.93
2014-03-28,2700.3
2014-03-31,2729.13
2014-04-01,2738.19
2014-04-02,2753.74
2014-04-03,2761.64
2014-04-04,2745.24
2014-04-07,2747.35
2014-04-09,2762.68
2014-04-10,2810.04
2014-04-11,2834.39
2014-04-15,2805.99
2014-04-16,2793.56
2014-04-17,2815.58
2014-04-21,2850.47
2014-04-22,2872.45
2014-04-23,2876.54
2014-04-25,2843.83
2014-04-28,2855.15
2014-04-29,2839.12
2014-04-30,2804.4
2014-05-02,2794.11
2014-05-05,2821.72
2014-05-06,2832.88
2014-05-07,2807.39
2014-05-08,2814.42
2014-05-09,2843.41
2014-05-12,2862.06
2014-05-13,2884.49
2014-05-14,2934.54
2014-05-15,2869.29
2014-05-16,2886.06
2014-05-19,2980.2
2014-05-20,3022.49
2014-05-21,3061.5
2014-05-22,3140.46
2014-05-23,3183.06
2014-05-26,3123.78
2014-05-27,3098.71
2014-05-28,3154.26
2014-05-29,3092.98
2014-05-30,3050.83
2014-06-02,3055.83
2014-06-03,3093.34
2014-06-04,3156.81
2014-06-05,3190.79
2014-06-06,3257.15
2014-06-09,3279.04
2014-06-10,3246.25
2014-06-11,3232.33
2014-06-12,3248.81
2014-06-13,3162.22
2014-06-16,3201.49
2014-06-17,3284.34
2014-06-18,3285.83
2014-06-19,3283.7
2014-06-20,3265.69
2014-06-23,3284.81
2014-06-24,3343.79
2014-06-25,3351.09
2014-06-26,3320.4
2014-06-27,3323.06
2014-06-30,3397.11
2014-07-01,3414.45
2014-07-02,3478.94
2014-07-03,3466.4
2014-07-04,3529.55
2014-07-07,3519.81
2014-07-08,3387.64
2014-07-09,3372.83
2014-07-10,3385.43
2014-07-11,3318.27
2014-07-14,3328.62
2014-07-15,3370.19
2014-07-16,3441.08
2014-07-17,3511.65
2014-07-18,3510.64
2014-07-21,3519.23
2014-07-22,3548.02
2014-07-23,3587.7
2014-07-24,3623.48
2014-07-25,3589.59
2014-07-28,3549.73
2014-07-30,3532.39
2014-07-31,3584.38
2014-08-01,3547.12
2014-08-04,3638.35
2014-08-05,3683.47
2014-08-06,3694.05
2014-08-07,3663.91
2014-08-08,3599.17
2014-08-11,3625.75
2014-08-12,3631.45
2014-08-13,3597.31
2014-08-14,3621.7
2014-08-18,3718.13
2014-08-19,3756.17
2014-08-20,3825.27
2014-08-21,3853.58
2014-08-22,3908.4
2014-08-25,3915.12
2014-08-26,3933.01
