date,NIFTY NBFC
2009-12-11,3692.02
2009-12-14,3652.98
2009-12-15,3640.79
2009-12-16,3638.59
2009-12-17,3649.57
2009-12-18,3664.56
2009-12-21,3595.62
2009-12-22,3644.27
2009-12-23,3666.56
2009-12-24,3719.29
2009-12-29,3725.5
2009-12-30,3731.62
2009-12-31,3804.13
2010-01-04,3872.96
2010-01-05,3909.2
2010-01-06,3914.85
2010-01-07,3922.01
2010-01-08,3953.1
2010-01-11,3999.84
2010-01-12,3964.99
2010-01-13,3978.15
2010-01-14,3995.23
2010-01-15,3995.34
2010-01-18,4017.25
2010-01-19,4004.39
2010-01-20,3993.97
2010-01-21,3861.18
2010-01-22,3826.86
2010-01-25,3797.43
2010-01-27,3605.24
2010-01-28,3602.22
2010-01-29,3583.6
2010-02-01,3602.73
2010-02-02,3557.32
2010-02-03,3623.6
2010-02-04,3589.71
2010-02-05,3466.85
2010-02-06,3496.11
2010-02-08,3487.66
2010-02-09,3495.4
2010-02-10,3507.48
2010-02-11,3536.96
2010-02-15,3496.91
2010-02-16,3502.47
2010-02-17,3540.5
2010-02-18,3510.82
2010-02-19,3454.75
2010-02-22,3429.53
2010-02-23,3442.22
2010-02-24,3430.77
2010-02-25,3403.56
2010-02-26,3534.73
2010-03-02,3624.38
2010-03-03,3645.8
2010-03-04,3624.85
2010-03-05,3649.87
2010-03-08,3684.28
2010-03-09,3726.39
2010-03-10,3748.52
2010-03-11,3732.2
2010-03-12,3695.86
2010-03-15,3642.24
2010-03-16,3696.23
2010-03-17,3712.87
2010-03-18,3707.07
2010-03-19,3700.05
2010-03-22,3677.6
2010-03-23,3679.84
2010-03-25,3702.12
2010-03-26,3735.43
2010-03-29,3779.85
2010-03-30,3764.36
2010-03-31,3749.19
2010-04-01,3769.51
2010-04-05,3837.63
2010-04-06,3887.56
2010-04-07,3937.27
2010-04-08,3938.6
2010-04-09,3969.78
2010-04-12,4006.98
2010-04-13,4006.1
2010-04-15,4013.59
2010-04-16,3993.28
2010-04-19,3956.56
2010-04-20,3995.98
2010-04-21,4033.79
2010-04-22,4035.32
2010-04-23,4009.11
2010-04-26,4092.07
2010-04-27,4100.42
2010-04-28,4008.28
2010-04-29,4042.5
2010-04-30,4179.5
2010-05-03,4168.59
2010-05-04,4157.88
2010-05-05,4210.42
2010-05-06,4184.08
2010-05-07,4063.0
2010-05-10,4147.33
2010-05-11,4069.13
2010-05-12,4048.21
2010-05-13,4180.87
2010-05-14,4152.56
2010-05-17,4133.89
2010-05-18,4156.86
2010-05-19,4051.38
2010-05-20,4036.87
2010-05-21,4045.68
2010-05-24,4051.93
2010-05-25,3915.45
2010-05-26,3973.64
2010-05-27,3969.98
2010-05-28,4022.13
2010-05-31,4081.46
2010-06-01,4033.84
2010-06-02,4076.82
2010-06-03,4123.49
2010-06-04,4141.38
2010-06-07,4093.72
2010-06-08,4142.27
2010-06-09,4179.18
2010-06-10,4191.44
2010-06-11,4188.57
2010-06-14,4255.66
2010-06-15,4294.65
2010-06-16,4327.22
2010-06-17,4348.76
2010-06-18,4264.94
2010-06-21,4333.36
2010-06-22,4337.82
2010-06-23,4341.54
2010-06-24,4356.15
2010-06-25,4320.03
2010-06-28,4370.73
2010-06-29,4343.7
2010-06-30,4330.27
2010-07-01,4338.21
2010-07-02,4350.35
2010-07-05,4362.03
2010-07-06,4403.84
2010-07-07,4451.69
2010-07-08,4463.44
2010-07-09,4512.55
2010-07-12,4525.18
2010-07-13,4532.86
2010-07-14,4523.1
2010-07-15,4545.54
2010-07-16,4601.13
2010-07-19,4595.96
2010-07-20,4576.28
2010-07-21,4615.93
2010-07-22,4631.92
2010-07-23,4635.17
2010-07-26,4674.49
2010-07-27,4748.52
2010-07-28,4771.61
2010-07-29,4778.7
2010-07-30,4812.26
2010-08-02,4906.54
2010-08-03,4919.05
2010-08-04,4966.28
2010-08-05,4937.39
2010-08-06,4960.99
2010-08-09,5008.15
2010-08-10,4938.43
2010-08-11,5003.24
2010-08-12,5022.31
2010-08-13,4996.06
2010-08-16,4915.82
2010-08-17,4889.22
2010-08-18,4923.19
2010-08-19,4989.48
2010-08-20,5077.2
2010-08-23,5094.86
2010-08-24,5069.59
2010-08-25,4941.52
2010-08-26,4944.07
2010-08-27,4896.0
2010-08-30,4900.81
2010-08-31,4878.48
2010-09-01,4921.43
2010-09-02,5001.52
2010-09-03,5048.64
2010-09-06,5190.53
2010-09-07,5246.47
2010-09-08,5300.71
2010-09-09,5351.39
2010-09-13,5448.86
2010-09-14,5443.28
2010-09-15,5471.13
2010-09-16,5423.31
2010-09-17,5444.52
2010-09-20,5481.27
2010-09-21,5422.88
2010-09-22,5363.89
2010-09-23,5332.7
2010-09-24,5333.03
2010-09-27,5351.14
2010-09-28,5342.28
2010-09-29,5300.05
2010-09-30,5300.86
2010-10-01,5374.16
2010-10-04,5397.55
2010-10-05,5578.73
2010-10-06,5661.84
2010-10-07,5656.93
2010-10-08,5682.06
2010-10-11,5737.92
2010-10-12,5720.9
2010-10-13,5733.39
2010-10-14,5737.41
2010-10-15,5705.63
2010-10-18,5709.33
2010-10-19,5642.11
2010-10-20,5637.01
2010-10-21,5752.73
2010-10-22,5782.01
2010-10-25,5851.79
2010-10-26,5877.15
2010-10-27,5906.19
2010-10-28,5962.92
2010-10-29,6050.79
2010-11-01,6179.76
2010-11-02,6108.64
2010-11-03,6148.69
2010-11-04,6247.07
2010-11-05,6270.39
2010-11-08,6236.34
2010-11-09,6237.25
2010-11-10,6227.35
2010-11-11,6141.5
2010-11-12,6047.19
2010-11-15,6027.14
2010-11-16,5916.12
2010-11-18,5783.36
2010-11-19,5592.53
2010-11-22,5749.55
2010-11-23,5709.97
2010-11-24,5610.27
2010-11-25,5399.26
2010-11-26,5261.5
2010-11-29,5311.27
2010-11-30,5447.71
2010-12-01,5608.84
2010-12-02,5681.65
2010-12-03,5620.26
2010-12-06,5579.18
2010-12-07,5436.5
2010-12-08,5290.25
2010-12-09,5136.91
2010-12-10,5195.11
2010-12-13,5230.36
2010-12-14,5323.51
2010-12-15,5237.75
2010-12-16,5216.46
2010-12-20,5214.02
2010-12-21,5245.21
2010-12-22,5258.81
2010-12-23,5274.93
2010-12-24,5310.15
2010-12-27,5281.97
2010-12-28,5288.73
2010-12-29,5301.3
2010-12-30,5322.13
2010-12-31,5396.55
2011-01-03,5443.57
2011-01-04,5398.27
2011-01-05,5246.28
2011-01-06,5156.55
2011-01-07,4969.97
2011-01-10,4879.77
2011-01-11,4833.88
2011-01-12,4986.73
2011-01-13,4947.76
2011-01-14,4855.29
2011-01-17,4768.85
2011-01-18,4838.57
2011-01-19,4818.78
2011-01-20,4891.9
2011-01-21,4898.85
2011-01-24,4876.43
2011-01-25,4853.01
2011-01-27,4736.97
2011-01-28,4604.76
2011-01-31,4581.2
2011-02-01,4499.11
2011-02-02,4461.1
2011-02-03,4492.21
2011-02-04,4470.23
2011-02-07,4482.8
2011-02-08,4438.69
2011-02-09,4208.49
2011-02-10,4221.82
2011-02-11,4347.45
2011-02-14,4461.06
2011-02-15,4571.09
2011-02-16,4544.97
2011-02-17,4626.33
2011-02-18,4529.32
2011-02-21,4556.06
2011-02-22,4549.14
2011-02-23,4586.83
2011-02-24,4446.81
2011-02-25,4480.17
2011-02-28,4574.14
2011-03-01,4677.32
2011-03-03,4679.27
2011-03-04,4731.3
2011-03-07,4632.84
2011-03-08,4623.89
2011-03-09,4670.28
2011-03-10,4707.31
2011-03-11,4654.03
2011-03-14,4718.79
2011-03-15,4656.55
2011-03-16,4692.91
2011-03-17,4681.7
2011-03-18,4677.71
2011-03-21,4666.7
2011-03-22,4770.24
2011-03-23,4805.23
2011-03-24,4807.87
2011-03-25,4860.95
2011-03-28,4959.24
2011-03-29,4913.96
2011-03-30,4912.39
2011-03-31,4973.03
2011-04-01,5068.48
2011-04-04,5146.84
2011-04-05,5182.39
2011-04-06,5190.46
2011-04-07,5202.82
2011-04-08,5128.31
2011-04-11,5096.9
2011-04-13,5188.51
2011-04-15,5160.12
2011-04-18,5096.78
2011-04-19,5162.76
2011-04-20,5192.26
2011-04-21,5211.25
2011-04-25,5168.37
2011-04-26,5124.27
2011-04-27,5127.64
2011-04-28,5103.28
2011-04-29,5011.39
2011-05-02,4935.31
2011-05-03,4771.2
2011-05-04,4670.37
2011-05-05,4521.27
2011-05-06,4614.25
2011-05-09,4610.14
2011-05-10,4591.63
2011-05-11,4592.3
2011-05-12,4554.78
2011-05-13,4578.45
2011-05-16,4494.53
2011-05-17,4463.35
2011-05-18,4481.48
2011-05-19,4455.11
2011-05-20,4518.64
2011-05-23,4497.69
2011-05-24,4556.89
2011-05-25,4421.12
2011-05-26,4437.67
2011-05-27,4481.2
2011-05-30,4524.08
2011-05-31,4552.4
2011-06-01,4617.79
2011-06-02,4588.57
2011-06-03,4599.93
2011-06-06,4627.86
2011-06-07,4646.06
2011-06-08,4658.64
2011-06-09,4604.62
2011-06-10,4577.97
2011-06-13,4570.07
2011-06-14,4603.81
2011-06-15,4560.19
2011-06-16,4542.29
2011-06-17,4508.88
2011-06-20,4381.52
2011-06-21,4356.2
2011-06-22,4364.54
2011-06-23,4386.02
2011-06-24,4465.43
2011-06-27,4522.02
2011-06-28,4547.44
2011-06-29,4534.41
2011-06-30,4576.54
2011-07-01,4685.48
2011-07-04,4753.67
2011-07-05,4832.02
2011-07-06,4808.31
2011-07-07,4855.62
2011-07-08,4799.76
2011-07-11,4764.34
2011-07-12,4737.28
2011-07-13,4828.89
2011-07-14,4878.41
2011-07-15,4870.06
2011-07-18,4859.53
2011-07-19,4896.33
2011-07-20,4885.38
2011-07-21,4899.77
2011-07-22,5003.7
2011-07-25,5016.98
2011-07-26,4917.49
2011-07-27,4939.27
2011-07-28,4885.14
2011-07-29,4829.9
2011-08-01,4769.61
2011-08-02,4682.54
2011-08-03,4638.44
2011-08-04,4602.88
2011-08-05,4540.35
2011-08-08,4463.85
2011-08-09,4408.52
2011-08-10,4556.51
2011-08-11,4554.37
2011-08-12,4453.91
2011-08-16,4348.32
2011-08-17,4339.91
2011-08-18,4259.55
2011-08-19,4187.76
2011-08-22,4202.3
2011-08-23,4229.02
2011-08-24,4222.38
2011-08-25,4183.73
2011-08-26,4074.15
2011-08-29,4229.87
2011-08-30,4293.82
2011-09-02,4380.15
2011-09-05,4422.09
2011-09-06,4441.85
2011-09-07,4474.87
2011-09-08,4454.24
2011-09-09,4383.15
2011-09-12,4295.51
2011-09-13,4315.77
2011-09-14,4357.64
2011-09-15,4355.75
2011-09-16,4430.34
2011-09-19,4399.78
2011-09-20,4439.24
2011-09-21,4427.41
2011-09-22,4272.33
2011-09-23,4257.33
2011-09-26,4222.4
2011-09-27,4284.87
2011-09-28,4220.84
2011-09-29,4184.89
2011-09-30,4122.79
2011-10-03,4085.29
2011-10-04,4056.28
2011-10-05,3981.41
2011-10-07,4042.49
2011-10-10,4078.74
2011-10-11,4127.46
2011-10-12,4208.73
2011-10-13,4194.68
2011-10-14,4230.43
2011-10-17,4197.64
2011-10-18,4113.08
2011-10-19,4164.66
2011-10-20,4173.96
2011-10-21,4125.43
2011-10-24,4091.74
2011-10-25,4148.6
2011-10-26,4188.65
2011-10-28,4269.31
2011-10-31,4239.2
2011-11-01,4221.72
2011-11-02,4233.59
2011-11-03,4231.0
2011-11-04,4278.52
2011-11-08,4250.0
2011-11-09,4156.47
2011-11-11,4091.51
2011-11-14,4000.26
2011-11-15,3911.09
2011-11-16,3886.85
2011-11-17,3836.24
2011-11-18,3772.68
2011-11-21,3692.72
2011-11-22,3705.73
2011-11-23,3650.89
2011-11-24,3718.03
2011-11-25,3667.74
2011-11-28,3711.01
2011-11-29,3730.11
2011-11-30,3719.86
2011-12-01,3772.68
2011-12-02,3829.51
2011-12-05,3914.08
2011-12-07,3992.32
2011-12-08,3887.47
2011-12-09,3847.67
2011-12-12,3792.53
2011-12-13,3774.91
2011-12-14,3723.24
2011-12-15,3705.41
2011-12-16,3653.2
2011-12-19,3545.73
2011-12-20,3465.2
2011-12-21,3485.85
2011-12-22,3487.04
2011-12-23,3466.52
2011-12-26,3484.65
2011-12-27,3454.0
2011-12-28,3398.36
2011-12-29,3377.86
2011-12-30,3409.52
2012-01-02,3409.32
2012-01-03,3504.76
2012-01-04,3471.11
2012-01-05,3566.82
2012-01-06,3561.85
2012-01-07,3578.05
2012-01-09,3591.73
2012-01-10,3700.96
2012-01-11,3770.73
2012-01-12,3763.82
2012-01-13,3835.16
2012-01-16,3867.88
2012-01-17,3915.95
2012-01-18,3889.74
2012-01-19,3989.2
2012-01-20,4037.16
2012-01-23,4047.45
2012-01-24,4140.03
2012-01-25,4191.15
2012-01-27,4238.2
2012-01-30,4166.85
2012-01-31,4229.08
2012-02-01,4250.91
2012-02-02,4283.8
2012-02-03,4302.9
2012-02-06,4344.2
2012-02-07,4303.51
2012-02-08,4423.7
2012-02-09,4463.24
2012-02-10,4463.29
2012-02-13,4572.37
2012-02-14,4526.44
2012-02-15,4627.55
2012-02-16,4735.45
2012-02-17,4790.91
2012-02-21,4860.48
2012-02-22,4737.91
2012-02-23,4683.58
2012-02-24,4594.52
2012-02-27,4417.57
2012-02-28,4651.62
2012-02-29,4668.61
2012-03-01,4692.41
2012-03-02,4625.2
2012-03-03,4655.9
2012-03-05,4563.39
2012-03-06,4513.61
2012-03-07,4554.34
2012-03-09,4642.7
2012-03-12,4720.01
2012-03-13,4759.0
2012-03-14,4769.91
2012-03-15,4660.92
2012-03-16,4634.32
2012-03-19,4580.5
2012-03-20,4659.97
2012-03-21,4764.47
2012-03-22,4681.3
2012-03-23,4711.89
2012-03-26,4570.95
2012-03-27,4598.48
2012-03-28,4526.84
2012-03-29,4542.64
2012-03-30,4599.04
2012-04-02,4663.12
2012-04-03,4689.76
2012-04-04,4693.38
2012-04-09,4621.97
2012-04-10,4606.37
2012-04-11,4538.68
2012-04-12,4585.08
2012-04-13,4550.47
2012-04-16,4539.61
2012-04-17,4594.1
2012-04-18,4621.42
2012-04-19,4611.34
2012-04-20,4596.62
2012-04-23,4520.89
2012-04-24,4529.93
2012-04-25,4529.78
2012-04-26,4529.73
2012-04-27,4572.25
2012-04-28,4567.5
2012-04-30,4610.75
2012-05-02,4573.24
2012-05-03,4487.99
2012-05-04,4385.23
2012-05-07,4399.91
2012-05-08,4294.63
2012-05-09,4266.41
2012-05-10,4288.37
2012-05-11,4268.98
2012-05-14,4274.1
2012-05-15,4269.97
2012-05-16,4197.64
2012-05-17,4252.32
2012-05-18,4202.38
2012-05-21,4249.97
2012-05-22,4218.95
2012-05-23,4184.03
2012-05-24,4207.73
2012-05-25,4222.9
2012-05-28,4296.49
2012-05-29,4284.41
2012-05-30,4270.99
2012-05-31,4297.86
2012-06-01,4218.52
2012-06-04,4190.3
2012-06-05,4180.71
2012-06-06,4267.89
2012-06-07,4326.07
2012-06-08,4339.27
2012-06-11,4330.57
2012-06-12,4361.63
2012-06-13,4349.38
2012-06-14,4289.74
2012-06-15,4334.96
2012-06-18,4270.16
2012-06-19,4263.34
2012-06-20,4291.05
2012-06-21,4336.25
2012-06-22,4345.39
2012-06-25,4356.64
2012-06-26,4374.83
2012-06-27,4353.01
2012-06-28,4366.9
2012-06-29,4444.76
2012-07-02,4479.42
2012-07-03,4557.04
2012-07-04,4630.71
2012-07-05,4624.0
2012-07-06,4612.33
2012-07-09,4542.82
2012-07-10,4627.44
2012-07-11,4640.27
2012-07-12,4598.01
2012-07-13,4601.91
2012-07-16,4631.32
2012-07-17,4574.5
2012-07-18,4605.93
2012-07-19,4618.5
2012-07-20,4558.68
2012-07-23,4555.45
2012-07-24,4540.21
2012-07-25,4503.69
2012-07-26,4465.23
2012-07-27,4475.83
2012-07-30,4557.88
2012-07-31,4593.66
2012-08-01,4631.16
2012-08-02,4626.28
2012-08-03,4588.91
2012-08-06,4591.8
2012-08-07,4643.11
2012-08-08,4613.88
2012-08-09,4676.28
2012-08-10,4665.95
2012-08-13,4688.01
2012-08-14,4669.79
2012-08-16,4647.15
2012-08-17,4687.12
2012-08-21,4729.9
2012-08-22,4743.61
2012-08-23,4730.5
2012-08-24,4729.16
2012-08-27,4686.89
2012-08-28,4652.55
2012-08-29,4590.71
2012-08-30,4598.18
2012-08-31,4605.55
2012-09-03,4597.83
2012-09-04,4640.36
2012-09-05,4628.76
2012-09-06,4633.27
2012-09-07,4703.0
2012-09-08,4714.52
2012-09-10,4725.04
2012-09-11,4741.72
2012-09-12,4760.26
2012-09-13,4734.12
2012-09-14,4812.67
2012-09-17,4821.26
2012-09-18,4841.53
2012-09-20,4836.81
2012-09-21,4931.41
2012-09-24,4965.88
2012-09-25,4968.91
2012-09-26,5025.45
2012-09-27,5046.95
2012-09-28,5088.85
2012-10-01,5141.49
2012-10-03,5195.27
2012-10-04,5238.31
2012-10-05,5238.58
2012-10-08,5236.38
2012-10-09,5297.88
2012-10-10,5225.37
2012-10-11,5259.28
2012-10-12,5258.76
2012-10-15,5253.88
2012-10-16,5187.4
2012-10-17,5184.05
2012-10-18,5241.36
2012-10-19,5212.91
2012-10-22,5218.6
2012-10-23,5199.49
2012-10-25,5193.86
2012-10-26,5166.8
2012-10-29,5177.07
2012-10-30,5108.11
2012-10-31,5127.76
2012-11-01,5154.65
2012-11-02,5194.0
2012-11-05,5224.97
2012-11-06,5237.75
2012-11-07,5262.62
2012-11-08,5272.22
2012-11-09,5277.13
2012-11-12,5343.28
2012-11-13,5363.97
2012-11-15,5436.54
2012-11-16,5389.35
2012-11-19,5377.38
2012-11-20,5364.43
2012-11-21,5331.21
2012-11-22,5371.54
2012-11-23,5401.27
2012-11-26,5415.87
2012-11-27,5475.91
2012-11-29,5582.49
2012-11-30,5666.28
2012-12-03,5679.3
2012-12-04,5708.77
2012-12-05,5757.9
2012-12-06,5843.88
2012-12-07,5834.34
2012-12-10,5918.46
2012-12-11,5889.87
2012-12-12,5914.15
2012-12-13,5904.86
2012-12-14,5998.97
2012-12-17,6003.29
2012-12-18,6131.33
2012-12-19,6188.81
2012-12-20,6119.49
2012-12-21,6108.07
2012-12-24,6114.17
2012-12-26,6149.33
2012-12-27,6083.56
2012-12-28,6176.5
2012-12-31,6183.56
2013-01-01,6257.94
2013-01-02,6345.92
2013-01-03,6470.4
2013-01-04,6508.54
2013-01-07,6495.24
2013-01-08,6485.42
2013-01-09,6473.1
2013-01-10,6423.09
2013-01-11,6332.64
2013-01-14,6435.07
2013-01-15,6420.28
2013-01-16,6313.64
2013-01-17,6308.48
2013-01-18,6274.97
2013-01-21,6249.3
2013-01-22,6159.27
2013-01-23,6120.52
2013-01-24,6025.74
2013-01-25,6166.93
2013-01-28,6163.52
2013-01-29,6156.19
2013-01-30,6144.04
2013-01-31,6191.78
2013-02-01,6204.35
2013-02-04,6176.01
2013-02-05,6110.82
2013-02-06,6102.63
2013-02-07,6074.33
2013-02-08,6021.55
2013-02-11,6037.21
2013-02-12,6017.89
2013-02-13,5977.61
2013-02-14,5887.52
2013-02-15,5876.26
2013-02-18,5961.11
2013-02-19,6034.84
2013-02-20,6075.87
2013-02-21,5889.53
2013-02-22,5895.88
2013-02-25,5890.59
2013-02-26,5760.56
2013-02-27,5781.19
2013-02-28,5639.87
2013-03-01,5663.23
2013-03-04,5591.58
2013-03-05,5691.2
2013-03-06,5762.09
2013-03-07,5831.3
2013-03-08,5848.47
2013-03-11,5845.73
2013-03-12,5761.0
2013-03-13,5672.12
2013-03-14,5702.62
2013-03-15,5675.98
2013-03-18,5699.93
2013-03-19,5600.85
2013-03-20,5456.76
2013-03-21,5406.24
2013-03-22,5427.77
2013-03-25,5406.88
2013-03-26,5355.44
2013-03-28,5441.81
2013-04-01,5526.86
2013-04-02,5574.38
2013-04-03,5638.5
2013-04-04,5491.54
2013-04-05,5472.22
2013-04-08,5451.34
2013-04-09,5384.52
2013-04-10,5367.32
2013-04-11,5404.12
2013-04-12,5410.82
2013-04-15,5316.37
2013-04-16,5338.85
2013-04-17,5347.33
2013-04-18,5426.01
2013-04-22,5538.76
2013-04-23,5511.18
2013-04-25,5688.06
2013-04-26,5657.29
2013-04-29,5674.31
2013-04-30,5722.61
2013-05-02,5834.68
2013-05-03,5811.12
2013-05-06,5813.19
2013-05-07,5920.68
2013-05-08,5968.48
2013-05-09,5984.39
2013-05-10,6032.78
2013-05-11,6035.79
2013-05-13,5953.4
2013-05-14,5970.69
2013-05-15,6067.79
2013-05-16,6060.32
2013-05-17,6060.41
2013-05-20,6096.67
2013-05-21,6069.52
2013-05-22,6017.59
2013-05-23,5938.05
2013-05-24,5976.7
2013-05-27,6061.59
2013-05-28,6158.8
2013-05-29,6132.2
2013-05-30,6087.3
2013-05-31,6044.36
2013-06-03,5998.78
2013-06-04,5988.31
2013-06-05,6012.69
2013-06-06,5975.54
2013-06-07,6002.13
2013-06-10,5941.85
2013-06-11,5877.32
2013-06-12,5700.28
2013-06-13,5651.13
2013-06-14,5715.3
2013-06-17,5806.64
2013-06-18,5844.45
2013-06-19,5897.71
2013-06-20,5744.94
2013-06-21,5619.31
2013-06-24,5392.21
2013-06-25,5447.0
2013-06-26,5507.47
2013-06-27,5542.75
2013-06-28,5653.43
2013-07-01,5732.21
2013-07-02,5706.81
2013-07-03,5635.55
2013-07-04,5662.04
2013-07-05,5722.67
2013-07-08,5696.47
2013-07-09,5789.88
2013-07-10,5693.6
2013-07-11,5687.56
2013-07-12,5689.05
2013-07-15,5777.08
2013-07-16,5614.78
2013-07-17,5494.81
2013-07-18,5537.23
2013-07-19,5493.72
2013-07-22,5576.02
2013-07-23,5656.88
2013-07-24,5477.5
2013-07-25,5436.63
2013-07-26,5348.32
2013-07-29,5262.72
2013-07-30,5264.14
2013-07-31,5262.74
2013-08-01,5195.73
2013-08-02,5266.88
2013-08-05,5335.41
2013-08-06,5154.54
2013-08-07,5166.8
2013-08-08,5215.3
2013-08-12,5290.28
2013-08-13,5372.41
2013-08-14,5427.37
2013-08-16,5280.98
2013-08-19,5180.04
2013-08-20,5083.0
2013-08-21,5056.79
2013-08-22,4997.02
2013-08-23,5011.52
2013-08-26,5045.77
2013-08-27,4878.05
2013-08-28,4833.24
2013-08-29,4950.31
2013-08-30,5031.7
2013-09-02,5130.63
2013-09-03,5024.5
2013-09-04,5036.5
2013-09-05,5092.39
2013-09-06,5196.93
2013-09-10,5390.03
2013-09-11,5369.69
2013-09-12,5276.82
2013-09-13,5286.11
2013-09-16,5256.05
2013-09-17,5249.52
2013-09-18,5236.76
2013-09-19,5443.99
2013-09-20,5457.41
2013-09-23,5449.98
2013-09-24,5357.2
2013-09-25,5313.15
2013-09-26,5267.17
2013-09-27,5242.77
2013-09-30,5222.99
2013-10-01,5216.64
2013-10-03,5296.69
2013-10-04,5314.05
2013-10-07,5350.64
2013-10-08,5312.71
2013-10-09,5399.42
2013-10-10,5396.26
2013-10-11,5427.16
2013-10-14,5442.01
2013-10-15,5371.46
2013-10-17,5344.18
2013-10-18,5393.81
2013-10-21,5465.42
2013-10-22,5456.66
2013-10-23,5422.86
2013-10-24,5417.08
2013-10-25,5428.23
2013-10-28,5421.6
2013-10-29,5590.22
2013-10-30,5645.37
2013-10-31,5649.94
2013-11-01,5759.81
2013-11-03,5775.2
2013-11-05,5750.61
2013-11-06,5777.26
2013-11-07,5710.67
2013-11-08,5703.76
2013-11-11,5647.8
2013-11-12,5643.54
2013-11-13,5627.27
2013-11-14,5702.47
2013-11-18,5831.21
2013-11-19,5803.45
2013-11-20,5778.93
2013-11-21,5686.22
2013-11-22,5724.73
2013-11-25,5755.67
2013-11-26,5798.02
2013-11-27,5745.14
2013-11-28,5750.24
2013-11-29,5799.78
2013-12-02,5843.53
2013-12-03,5932.16
2013-12-04,5862.01
2013-12-05,5943.39
2013-12-06,5925.93
2013-12-09,6013.27
2013-12-10,5926.09
2013-12-11,5908.88
2013-12-12,5894.32
2013-12-13,5831.12
2013-12-16,5900.68
2013-12-17,5888.75
2013-12-18,5973.34
2013-12-19,5961.07
2013-12-20,6057.19
2013-12-23,6113.17
2013-12-24,6143.44
2013-12-26,6129.23
2013-12-27,6167.08
2013-12-30,6139.2
2013-12-31,6168.85
2014-01-01,6181.46
2014-01-02,6078.97
2014-01-03,6105.48
2014-01-06,6091.36
2014-01-07,5975.54
2014-01-08,5937.15
2014-01-09,5895.96
2014-01-10,5840.86
2014-01-13,5893.18
2014-01-14,5853.02
2014-01-15,5941.94
2014-01-16,5868.14
2014-01-17,5845.37
2014-01-20,5857.39
2014-01-21,5871.59
2014-01-22,5851.71
2014-01-23,5781.78
2014-01-24,5769.94
2014-01-27,5632.69
2014-01-28,5678.93
2014-01-29,5702.74
2014-01-30,5623.28
2014-01-31,5689.32
2014-02-03,5657.76
2014-02-04,5645.84
2014-02-05,5684.51
2014-02-06,5707.2
2014-02-07,5704.4
2014-02-10,5723.99
2014-02-11,5712.01
2014-02-12,5721.22
2014-02-13,5649.32
2014-02-14,5590.39
2014-02-17,5586.98
2014-02-18,5644.71
2014-02-19,5639.59
2014-02-20,5656.38
2014-02-21,5690.19
2014-02-24,5684.64
2014-02-25,5712.09
2014-02-26,5688.4
2014-02-28,5683.46
2014-03-03,5648.82
2014-03-04,5684.97
2014-03-05,5728.85
2014-03-06,5908.94
2014-03-07,5932.72
2014-03-10,6076.72
2014-03-11,6083.89
2014-03-12,6045.2
2014-03-13,6020.49
2014-03-14,5985.86
2014-03-18,6076.25
2014-03-19,6092.15
2014-03-20,5967.57
2014-03-21,6016.65
2014-03-22,5996.22
2014-03-24,6062.78
2014-03-25,6085.29
2014-03-26,6134.69
2014-03-27,6179.96
2014-03-28,6345.74
2014-03-31,6402.05
2014-04-01,6359.81
2014-04-02,6467.65
2014-04-03,6380.54
2014-04-04,6388.2
2014-04-07,6393.81
2014-04-09,6523.37
2014-04-10,6563.15
2014-04-11,6538.55
2014-04-15,6426.13
2014-04-16,6415.31
2014-04-17,6526.56
2014-04-21,6602.27
2014-04-22,6688.37
2014-04-23,6736.19
2014-04-25,6770.44
2014-04-28,6740.01
2014-04-29,6631.74
2014-04-30,6550.75
2014-05-02,6600.94
2014-05-05,6537.09
2014-05-06,6529.3
2014-05-07,6507.21
2014-05-08,6502.49
2014-05-09,6702.49
2014-05-12,6728.44
2014-05-13,6796.57
2014-05-14,6879.42
2014-05-15,6873.33
2014-05-16,7078.08
2014-05-19,7533.3
2014-05-20,7556.06
2014-05-21,7637.65
2014-05-22,8029.53
2014-05-23,8156.11
2014-05-26,7955.2
2014-05-27,7851.62
2014-05-28,7920.52
2014-05-29,7908.25
2014-05-30,8003.5
2014-06-02,8178.67
2014-06-03,8214.91
2014-06-04,8285.13
2014-06-05,8436.12
2014-06-06,8581.45
2014-06-09,8608.49
2014-06-10,8481.41
2014-06-11,8360.57
2014-06-12,8345.22
2014-06-13,8078.48
2014-06-16,8096.83
2014-06-17,8149.41
2014-06-18,8128.09
2014-06-19,8072.73
2014-06-20,7990.81
2014-06-23,7974.07
2014-06-24,8044.12
2014-06-25,8062.11
2014-06-26,8078.12
2014-06-27,8136.48
2014-06-30,8294.14
2014-07-01,8415.88
2014-07-02,8554.52
2014-07-03,8475.72
2014-07-04,8524.44
2014-07-07,8549.09
2014-07-08,8282.6
2014-07-09,8179.84
2014-07-10,8225.81
2014-07-11,7898.84
2014-07-14,7946.47
2014-07-15,8143.1
2014-07-16,8210.74
2014-07-17,8247.1
2014-07-18,8238.73
2014-07-21,8334.25
2014-07-22,8359.22
2014-07-23,8288.57
2014-07-24,8324.84
2014-07-25,8193.54
2014-07-28,8189.7
2014-07-30,8230.48
2014-07-31,8165.16
2014-08-01,8155.59
2014-08-04,8199.2
2014-08-05,8227.62
2014-08-06,8196.48
2014-08-07,8162.06
2014-08-08,8015.71
2014-08-11,8131.13
