date,NIFTY MEDIA
2006-09-11,1414.44
2006-09-12,1445.53
2006-09-13,1479.67
2006-09-14,1497.15
2006-09-15,1504.51
2006-09-18,1519.51
2006-09-19,1469.89
2006-09-20,1478.17
2006-09-21,1478.85
2006-09-22,1455.19
2006-09-25,1451.32
2006-09-26,1458.26
2006-09-27,1455.34
2006-09-28,1447.41
2006-09-29,1474.41
2006-10-03,1467.83
2006-10-04,1444.11
2006-10-05,1446.51
2006-10-06,1447.97
2006-10-09,1455.95
2006-10-10,1452.15
2006-10-11,1432.58
2006-10-12,1456.59
2006-10-13,1461.67
2006-10-16,1485.49
2006-10-17,1481.9
2006-10-18,1483.93
2006-10-19,1474.9
2006-10-20,1481.43
2006-10-21,1488.4
2006-10-23,1479.37
2006-10-26,1474.02
2006-10-27,1502.53
2006-10-30,1490.18
2006-10-31,1492.87
2006-11-01,1530.06
2006-11-02,1547.94
2006-11-03,1559.94
2006-11-06,1602.53
2006-11-07,1598.03
2006-11-08,1565.87
2006-11-09,1600.39
2006-11-10,1654.71
2006-11-13,1696.78
2006-11-14,1666.58
2006-11-15,1650.8
2006-11-16,1650.8
2006-11-17,1640.09
2006-11-20,1641.85
2006-11-21,1676.66
2006-11-22,1685.88
2006-11-23,1704.3
2006-11-24,1751.92
2006-11-27,1750.67
2006-11-28,1742.1
2006-11-29,1762.61
2006-11-30,1785.38
2006-12-01,1805.57
2006-12-04,1781.3
2006-12-05,1748.44
2006-12-06,1714.07
2006-12-07,1719.82
2006-12-08,1694.88
2006-12-11,1611.07
2006-12-12,1545.48
2006-12-13,1602.56
2006-12-14,1664.63
2006-12-15,1661.27
2006-12-18,1672.36
2006-12-19,1665.51
2006-12-20,1653.02
2006-12-21,1654.54
2006-12-22,1713.45
2006-12-26,1764.79
2006-12-27,1707.96
2006-12-28,1752.62
2006-12-29,1742.2
2007-01-02,1748.85
2007-01-03,1758.66
2007-01-04,1802.9
2007-01-05,1797.45
2007-01-08,1783.44
2007-01-09,1774.47
2007-01-10,1760.63
2007-01-11,1779.97
2007-01-12,1788.53
2007-01-15,1824.53
2007-01-16,1817.02
2007-01-17,1822.78
2007-01-18,1846.42
2007-01-19,1849.26
2007-01-22,1865.13
2007-01-23,1894.23
2007-01-24,1929.73
2007-01-25,1955.0
2007-01-29,1923.97
2007-01-31,1916.27
2007-02-01,1946.98
2007-02-02,1990.34
2007-02-05,1983.97
2007-02-06,2015.79
2007-02-07,2042.61
2007-02-08,2045.91
2007-02-09,2035.78
2007-02-12,1921.74
2007-02-13,1955.49
2007-02-14,1952.56
2007-02-15,2003.23
2007-02-19,1989.58
2007-02-20,1942.47
2007-02-21,1975.4
2007-02-22,1972.77
2007-02-23,1910.54
2007-02-26,1891.46
2007-02-27,1888.46
2007-02-28,1846.54
2007-03-01,1835.39
2007-03-02,1815.1
2007-03-05,1741.33
2007-03-06,1781.97
2007-03-07,1724.99
2007-03-08,1781.17
2007-03-09,1761.53
2007-03-12,1802.06
2007-03-13,1814.23
2007-03-14,1780.54
2007-03-15,1786.84
2007-03-16,1777.92
2007-03-19,1800.67
2007-03-20,1846.75
2007-03-21,1878.4
2007-03-22,1892.28
2007-03-23,1891.74
2007-03-26,1860.25
2007-03-28,1838.26
2007-03-29,1857.75
2007-03-30,1873.9
2007-04-02,1798.15
2007-04-03,1825.25
2007-04-04,1861.46
2007-04-05,1903.32
2007-04-09,1912.66
2007-04-10,1943.78
2007-04-11,1977.16
2007-04-12,1957.35
2007-04-13,1969.47
2007-04-16,2025.4
2007-04-17,1999.97
2007-04-18,2015.0
2007-04-19,1977.1
2007-04-20,1993.83
2007-04-23,2000.1
2007-04-24,2041.27
2007-04-25,2064.61
2007-04-26,2076.45
2007-04-27,2057.98
2007-04-30,2122.36
2007-05-03,2119.23
2007-05-04,2099.5
2007-05-07,2081.05
2007-05-08,2081.38
2007-05-09,2109.68
2007-05-10,2101.33
2007-05-11,2111.68
2007-05-14,2107.14
2007-05-15,2101.88
2007-05-16,2160.59
2007-05-17,2159.9
2007-05-18,2176.35
2007-05-21,2194.76
2007-05-22,2181.03
2007-05-23,2162.8
2007-05-24,2142.61
2007-05-25,2179.93
2007-05-28,2188.22
2007-05-29,2204.28
2007-05-30,2161.92
2007-05-31,2204.66
2007-06-01,2226.07
2007-06-04,2201.41
2007-06-05,2211.95
2007-06-06,2148.91
2007-06-07,2140.6
2007-06-08,2122.36
2007-06-11,2120.31
2007-06-12,2106.96
2007-06-13,2105.6
2007-06-14,2156.85
2007-06-15,2178.77
2007-06-18,2158.23
2007-06-19,2204.0
2007-06-20,2240.8
2007-06-21,2276.98
2007-06-22,2311.95
2007-06-25,2300.34
2007-06-26,2334.0
2007-06-27,2318.34
2007-06-28,2297.41
2007-06-29,2330.53
2007-07-02,2331.15
2007-07-03,2356.46
2007-07-04,2344.32
2007-07-05,2337.12
2007-07-06,2351.6
2007-07-09,2375.63
2007-07-10,2361.63
2007-07-11,2356.73
2007-07-12,2387.17
2007-07-13,2404.86
2007-07-16,2446.05
2007-07-17,2419.94
2007-07-18,2395.44
2007-07-19,2419.85
2007-07-20,2427.36
2007-07-23,2431.11
2007-07-24,2392.35
2007-07-25,2395.06
2007-07-26,2444.41
2007-07-27,2382.28
2007-07-30,2370.03
2007-07-31,2393.5
2007-08-01,2279.48
2007-08-02,2265.0
2007-08-03,2276.37
2007-08-06,2231.08
2007-08-07,2249.68
2007-08-08,2278.09
2007-08-09,2266.41
2007-08-10,2230.04
2007-08-13,2241.14
2007-08-14,2222.49
2007-08-16,2148.7
2007-08-17,2124.33
2007-08-20,2155.55
2007-08-21,2030.79
2007-08-22,2043.39
2007-08-23,1995.02
2007-08-24,2022.64
2007-08-27,2086.24
2007-08-28,2088.49
2007-08-29,2098.02
2007-08-30,2144.37
2007-08-31,2192.21
2007-09-03,2235.0
2007-09-04,2236.08
2007-09-05,2251.01
2007-09-06,2265.16
2007-09-07,2240.17
2007-09-10,2220.67
2007-09-11,2195.92
2007-09-12,2206.25
2007-09-13,2205.19
2007-09-14,2171.28
2007-09-17,2172.83
2007-09-18,2178.51
2007-09-19,2223.0
2007-09-20,2244.62
2007-09-21,2283.45
2007-09-24,2274.04
2007-09-25,2247.53
2007-09-26,2239.39
2007-09-27,2249.11
2007-09-28,2283.83
2007-10-01,2298.38
2007-10-03,2285.83
2007-10-04,2282.21
2007-10-05,2238.88
2007-10-08,2140.19
2007-10-09,2217.96
2007-10-10,2262.59
2007-10-11,2315.28
2007-10-12,2264.65
2007-10-15,2316.5
2007-10-16,2279.65
2007-10-17,2223.14
2007-10-18,2194.62
2007-10-19,2138.31
2007-10-22,2161.3
2007-10-23,2285.12
2007-10-24,2276.52
2007-10-25,2282.78
2007-10-26,2311.23
2007-10-29,2331.21
2007-10-30,2338.79
2007-10-31,2335.46
2007-11-01,2283.45
2007-11-02,2279.46
2007-11-05,2262.87
2007-11-06,2245.6
2007-11-07,2238.12
2007-11-08,2222.39
2007-11-09,2232.52
2007-11-12,2217.17
2007-11-13,2255.87
2007-11-14,2325.01
2007-11-15,2335.7
2007-11-16,2337.15
2007-11-19,2391.74
2007-11-20,2373.61
2007-11-21,2278.92
2007-11-22,2271.25
2007-11-23,2266.56
2007-11-26,2305.98
2007-11-27,2302.03
2007-11-28,2340.53
2007-11-29,2355.96
2007-11-30,2415.97
2007-12-03,2477.3
2007-12-04,2531.39
2007-12-05,2573.68
2007-12-06,2527.47
2007-12-07,2532.9
2007-12-10,2552.38
2007-12-11,2602.93
2007-12-12,2713.66
2007-12-13,2722.26
2007-12-14,2715.0
2007-12-17,2590.44
2007-12-18,2610.15
2007-12-19,2647.65
2007-12-20,2622.57
2007-12-24,2644.42
2007-12-26,2742.47
2007-12-27,2746.43
2007-12-28,2741.12
2007-12-31,2808.11
2008-01-01,2848.77
2008-01-02,2867.03
2008-01-03,2859.67
2008-01-04,2942.98
2008-01-07,2903.3
2008-01-08,2820.87
2008-01-09,2805.99
2008-01-10,2735.93
2008-01-11,2741.23
2008-01-14,2731.69
2008-01-15,2689.65
2008-01-16,2672.47
2008-01-17,2673.55
2008-01-18,2531.21
2008-01-21,2313.62
2008-01-22,2085.52
2008-01-23,2325.34
2008-01-24,2238.91
2008-01-25,2342.23
2008-01-28,2293.07
2008-01-29,2330.32
2008-01-30,2316.63
2008-01-31,2338.75
2008-02-01,2272.43
2008-02-04,2320.06
2008-02-05,2322.09
2008-02-06,2279.98
2008-02-07,2211.66
2008-02-08,2139.11
2008-02-11,2041.39
2008-02-12,2030.79
2008-02-13,2016.56
2008-02-14,2081.48
2008-02-15,2114.02
2008-02-18,2136.09
2008-02-19,2147.54
2008-02-20,2124.44
2008-02-21,2120.34
2008-02-22,2100.06
2008-02-25,2109.81
2008-02-26,2101.52
2008-02-27,2091.19
2008-02-28,2076.22
2008-02-29,2075.84
2008-03-03,2028.17
2008-03-04,2004.44
2008-03-05,2012.86
2008-03-07,1933.76
2008-03-10,1932.57
2008-03-11,2024.73
2008-03-12,1979.85
2008-03-13,1876.34
2008-03-14,1901.65
2008-03-17,1803.53
2008-03-18,1786.87
2008-03-19,1778.12
2008-03-24,1713.18
2008-03-25,1804.54
2008-03-26,1815.62
2008-03-27,1798.09
2008-03-28,1881.52
2008-03-31,1886.35
2008-04-01,1872.16
2008-04-02,1857.16
2008-04-03,1838.21
2008-04-04,1803.38
2008-04-07,1807.55
2008-04-08,1804.18
2008-04-09,1807.3
2008-04-10,1803.96
2008-04-11,1811.29
2008-04-15,1809.93
2008-04-16,1799.39
2008-04-17,1803.27
2008-04-21,1796.2
2008-04-22,1795.03
2008-04-23,1819.83
2008-04-24,1818.19
2008-04-25,1817.89
2008-04-28,1830.54
2008-04-29,1836.44
2008-04-30,1860.93
2008-05-02,1906.86
2008-05-05,1921.26
2008-05-06,1878.71
2008-05-07,1873.27
2008-05-08,1864.27
2008-05-09,1816.12
2008-05-12,1827.71
2008-05-13,1822.55
2008-05-14,1845.83
2008-05-15,1887.72
2008-05-16,1904.05
2008-05-20,1892.88
2008-05-21,1916.7
2008-05-22,1899.28
2008-05-23,1886.4
2008-05-26,1818.05
2008-05-27,1786.03
2008-05-28,1803.08
2008-05-29,1794.81
2008-05-30,1843.06
2008-06-02,1789.56
2008-06-03,1776.63
2008-06-04,1736.13
2008-06-05,1762.03
2008-06-06,1744.16
2008-06-09,1685.42
2008-06-10,1675.07
2008-06-11,1694.92
2008-06-12,1713.26
2008-06-13,1715.91
2008-06-16,1727.22
2008-06-17,1759.51
2008-06-18,1757.14
2008-06-19,1750.78
2008-06-20,1706.47
2008-06-23,1630.0
2008-06-24,1587.07
2008-06-25,1635.92
2008-06-26,1627.2
2008-06-27,1575.71
2008-06-30,1502.64
2008-07-01,1422.79
2008-07-02,1445.14
2008-07-03,1387.49
2008-07-04,1429.17
2008-07-07,1468.95
2008-07-08,1450.85
2008-07-09,1516.57
2008-07-10,1504.37
2008-07-11,1493.26
2008-07-14,1491.74
2008-07-15,1431.81
2008-07-16,1397.7
2008-07-17,1412.96
2008-07-18,1455.88
2008-07-21,1452.59
2008-07-22,1480.57
2008-07-23,1544.82
2008-07-24,1561.44
2008-07-25,1543.84
2008-07-28,1556.48
2008-07-29,1470.42
2008-07-30,1458.25
2008-07-31,1446.77
2008-08-01,1456.32
2008-08-04,1471.4
2008-08-05,1492.51
2008-08-06,1498.46
2008-08-07,1511.21
2008-08-08,1514.74
2008-08-11,1541.3
2008-08-12,1531.49
2008-08-13,1538.64
2008-08-14,1501.12
2008-08-18,1500.28
2008-08-19,1490.5
2008-08-20,1499.93
2008-08-21,1472.31
2008-08-22,1478.45
2008-08-25,1498.23
2008-08-26,1483.86
2008-08-27,1483.66
2008-08-28,1468.54
2008-08-29,1498.15
2008-09-01,1499.61
2008-09-02,1523.56
2008-09-04,1528.99
2008-09-05,1515.48
2008-09-08,1525.44
2008-09-09,1520.89
2008-09-10,1531.17
2008-09-11,1499.7
2008-09-12,1506.8
2008-09-15,1448.83
2008-09-16,1430.01
2008-09-17,1406.75
2008-09-18,1372.2
2008-09-19,1414.26
2008-09-22,1402.38
2008-09-23,1357.35
2008-09-24,1352.1
2008-09-25,1325.66
2008-09-26,1300.2
2008-09-29,1249.14
2008-09-30,1258.55
2008-10-01,1271.5
2008-10-03,1252.33
2008-10-06,1178.44
2008-10-07,1177.69
2008-10-08,1091.65
2008-10-10,1006.66
2008-10-13,1022.55
2008-10-14,1046.51
2008-10-15,1008.47
2008-10-16,975.7
2008-10-17,952.24
2008-10-20,932.39
2008-10-21,954.76
2008-10-22,933.11
2008-10-23,916.74
2008-10-24,819.31
2008-10-27,773.65
2008-10-28,842.29
2008-10-29,826.88
2008-10-31,870.47
2008-11-03,885.72
2008-11-04,891.11
2008-11-05,868.11
2008-11-06,821.08
2008-11-07,837.51
2008-11-10,869.07
2008-11-11,833.98
2008-11-12,799.7
2008-11-14,774.98
2008-11-17,760.35
2008-11-18,721.97
2008-11-19,721.34
2008-11-20,707.29
2008-11-21,733.11
2008-11-24,727.52
2008-11-25,725.38
2008-11-26,719.53
2008-11-28,703.63
2008-12-01,695.84
2008-12-02,717.52
2008-12-03,764.66
2008-12-04,796.38
2008-12-05,782.41
2008-12-08,788.93
2008-12-10,816.39
2008-12-11,820.25
2008-12-12,836.53
2008-12-15,845.56
2008-12-16,863.35
2008-12-17,833.13
2008-12-18,859.66
2008-12-19,870.25
2008-12-22,857.01
2008-12-23,835.93
2008-12-24,829.97
2008-12-26,833.69
2008-12-29,844.83
2008-12-30,888.21
2008-12-31,882.47
2009-01-01,914.27
2009-01-02,912.59
2009-01-05,934.74
2009-01-06,928.34
2009-01-07,845.78
2009-01-09,818.31
2009-01-12,797.45
2009-01-13,776.09
2009-01-14,792.38
2009-01-15,804.1
2009-01-16,792.21
2009-01-19,826.25
2009-01-20,805.42
2009-01-21,766.78
2009-01-22,719.66
2009-01-23,697.94
2009-01-27,717.0
2009-01-28,729.8
2009-01-29,733.88
2009-01-30,742.55
2009-02-02,726.79
2009-02-03,711.51
2009-02-04,724.23
2009-02-05,722.47
2009-02-06,737.01
2009-02-09,757.69
2009-02-10,778.81
2009-02-11,762.44
2009-02-12,764.15
2009-02-13,789.9
2009-02-16,777.02
2009-02-17,748.13
2009-02-18,746.18
2009-02-19,749.4
2009-02-20,725.85
2009-02-24,710.24
2009-02-25,715.23
2009-02-26,716.64
2009-02-27,697.88
2009-03-02,678.69
2009-03-03,671.07
2009-03-04,666.53
2009-03-05,654.46
2009-03-06,653.78
2009-03-09,625.37
2009-03-12,610.47
2009-03-13,646.58
2009-03-16,694.63
2009-03-17,694.39
2009-03-18,709.35
2009-03-19,703.51
2009-03-20,698.67
2009-03-23,713.19
2009-03-24,726.34
2009-03-25,727.36
2009-03-26,729.06
2009-03-27,748.98
2009-03-30,745.26
2009-03-31,750.77
2009-04-01,761.25
2009-04-02,780.57
2009-04-06,802.27
2009-04-08,841.94
2009-04-09,861.79
2009-04-13,892.79
2009-04-15,928.69
2009-04-16,873.62
2009-04-17,885.25
2009-04-20,909.94
2009-04-21,910.01
2009-04-22,892.57
2009-04-23,876.14
2009-04-24,886.27
2009-04-27,862.84
2009-04-28,837.63
2009-04-29,854.07
2009-05-04,893.22
2009-05-05,897.73
2009-05-06,892.23
2009-05-07,935.56
2009-05-08,929.68
2009-05-11,911.91
2009-05-12,924.07
2009-05-13,934.17
2009-05-14,923.83
2009-05-15,931.88
2009-05-18,1056.61
2009-05-19,1103.57
2009-05-20,1195.03
2009-05-21,1195.22
2009-05-22,1219.68
2009-05-25,1254.45
2009-05-26,1180.61
2009-05-27,1236.64
2009-05-28,1219.21
2009-05-29,1214.74
2009-06-01,1228.12
2009-06-02,1229.09
2009-06-03,1330.9
2009-06-04,1345.15
2009-06-05,1332.94
2009-06-08,1262.32
2009-06-09,1300.92
2009-06-10,1287.62
2009-06-11,1263.85
2009-06-12,1234.9
2009-06-15,1201.21
2009-06-16,1215.23
2009-06-17,1165.76
2009-06-18,1114.93
2009-06-19,1137.81
2009-06-22,1121.23
2009-06-23,1127.15
2009-06-24,1160.33
2009-06-25,1132.62
2009-06-26,1148.86
2009-06-29,1189.56
2009-06-30,1135.09
2009-07-01,1128.6
2009-07-02,1128.31
2009-07-03,1143.21
2009-07-06,1075.46
2009-07-07,1073.82
2009-07-08,1066.02
2009-07-09,1076.08
2009-07-10,1046.41
2009-07-13,1029.54
2009-07-14,1045.59
2009-07-15,1076.71
2009-07-16,1118.48
2009-07-17,1168.69
2009-07-20,1166.41
2009-07-21,1168.94
2009-07-22,1182.73
2009-07-23,1193.35
2009-07-24,1208.6
2009-07-27,1221.63
2009-07-28,1239.26
2009-07-29,1248.69
2009-07-30,1240.94
2009-07-31,1270.04
2009-08-03,1295.65
2009-08-04,1287.85
2009-08-05,1319.1
2009-08-06,1285.16
2009-08-07,1256.99
2009-08-10,1238.99
2009-08-11,1248.44
2009-08-12,1258.02
2009-08-13,1300.01
2009-08-14,1311.83
2009-08-17,1266.66
2009-08-18,1279.14
2009-08-19,1265.17
2009-08-20,1267.57
2009-08-21,1279.84
2009-08-24,1324.51
2009-08-25,1318.69
2009-08-26,1390.66
2009-08-27,1397.07
2009-08-28,1382.79
2009-08-31,1370.39
2009-09-01,1360.09
2009-09-02,1366.98
2009-09-03,1364.61
2009-09-04,1362.34
2009-09-07,1424.0
2009-09-08,1421.42
2009-09-09,1406.52
2009-09-10,1385.47
2009-09-11,1377.88
2009-09-14,1373.01
2009-09-15,1408.49
2009-09-16,1431.71
2009-09-17,1434.59
2009-09-18,1427.21
2009-09-22,1440.24
2009-09-23,1438.06
2009-09-24,1462.97
2009-09-25,1485.1
2009-09-29,1484.37
2009-09-30,1497.96
2009-10-01,1495.9
2009-10-05,1476.26
2009-10-06,1467.63
2009-10-07,1471.28
2009-10-08,1476.44
2009-10-09,1470.93
2009-10-12,1503.48
2009-10-14,1532.65
2009-10-15,1583.65
2009-10-16,1555.2
2009-10-17,1554.28
2009-10-20,1517.95
2009-10-21,1499.93
2009-10-22,1479.47
2009-10-23,1471.7
2009-10-26,1512.4
2009-10-27,1457.49
2009-10-28,1470.07
2009-10-29,1441.42
2009-10-30,1423.53
2009-11-03,1389.94
2009-11-04,1417.82
2009-11-05,1451.93
2009-11-06,1487.43
2009-11-09,1514.66
2009-11-10,1494.28
2009-11-11,1497.34
2009-11-12,1501.98
2009-11-13,1507.22
2009-11-16,1539.42
2009-11-17,1525.83
2009-11-18,1529.93
2009-11-19,1509.87
2009-11-20,1535.52
2009-11-23,1547.81
2009-11-24,1551.75
2009-11-25,1549.58
2009-11-26,1545.4
2009-11-27,1512.41
2009-11-30,1533.91
2009-12-01,1576.49
2009-12-02,1548.91
2009-12-03,1557.65
2009-12-04,1553.64
2009-12-07,1543.17
2009-12-08,1562.92
2009-12-09,1555.92
2009-12-10,1564.38
2009-12-11,1562.14
2009-12-14,1559.35
2009-12-15,1531.56
2009-12-16,1516.12
2009-12-17,1555.2
2009-12-18,1536.79
2009-12-21,1557.68
2009-12-22,1573.99
2009-12-23,1585.21
2009-12-24,1598.69
2009-12-29,1601.43
2009-12-30,1607.43
2009-12-31,1602.19
2010-01-04,1609.55
2010-01-05,1629.39
2010-01-06,1631.33
2010-01-07,1633.1
2010-01-08,1637.38
2010-01-11,1676.18
2010-01-12,1675.51
2010-01-13,1697.08
2010-01-14,1707.68
2010-01-15,1703.65
2010-01-18,1732.2
2010-01-19,1688.83
2010-01-20,1752.93
2010-01-21,1698.99
2010-01-22,1684.44
2010-01-25,1674.73
2010-01-27,1626.23
2010-01-28,1637.57
2010-01-29,1645.6
2010-02-01,1681.32
2010-02-02,1674.47
2010-02-03,1703.41
2010-02-04,1686.68
2010-02-05,1643.43
2010-02-06,1666.22
2010-02-08,1669.79
2010-02-09,1685.85
2010-02-10,1641.02
2010-02-11,1650.32
2010-02-15,1628.23
2010-02-16,1627.77
2010-02-17,1635.34
2010-02-18,1609.06
2010-02-19,1590.91
2010-02-22,1572.98
2010-02-23,1563.07
2010-02-24,1551.75
2010-02-25,1546.36
2010-02-26,1558.65
2010-03-02,1608.68
2010-03-03,1652.51
2010-03-04,1648.29
2010-03-05,1693.99
2010-03-08,1684.19
2010-03-09,1666.87
2010-03-10,1664.42
2010-03-11,1675.69
2010-03-12,1674.88
2010-03-15,1673.98
2010-03-16,1700.04
2010-03-17,1686.89
2010-03-18,1669.99
2010-03-19,1676.43
2010-03-22,1657.0
2010-03-23,1663.72
2010-03-25,1656.07
2010-03-26,1692.36
2010-03-29,1665.24
2010-03-30,1667.44
2010-03-31,1669.96
2010-04-01,1682.36
2010-04-05,1705.82
2010-04-06,1718.04
2010-04-07,1722.11
2010-04-08,1708.16
2010-04-09,1715.21
2010-04-12,1729.38
2010-04-13,1725.07
2010-04-15,1685.1
2010-04-16,1680.0
2010-04-19,1679.45
2010-04-20,1674.15
2010-04-21,1699.48
2010-04-22,1709.93
2010-04-23,1707.86
2010-04-26,1700.36
2010-04-27,1690.74
2010-04-28,1668.22
2010-04-29,1661.21
2010-04-30,1678.22
2010-05-03,1670.5
2010-05-04,1645.89
2010-05-05,1633.15
2010-05-06,1625.27
2010-05-07,1587.68
2010-05-10,1630.54
2010-05-11,1618.33
2010-05-12,1633.96
2010-05-13,1660.75
2010-05-14,1652.95
2010-05-17,1664.7
2010-05-18,1639.29
2010-05-19,1599.09
2010-05-20,1613.37
2010-05-21,1573.85
2010-05-24,1563.06
2010-05-25,1534.43
2010-05-26,1540.17
2010-05-27,1548.41
2010-05-28,1573.28
2010-05-31,1575.09
2010-06-01,1556.79
2010-06-02,1570.43
2010-06-03,1602.47
2010-06-04,1616.55
2010-06-07,1586.28
2010-06-08,1567.5
2010-06-09,1577.62
2010-06-10,1620.56
2010-06-11,1620.25
2010-06-14,1641.12
2010-06-15,1645.63
2010-06-16,1649.38
2010-06-17,1646.07
2010-06-18,1626.68
2010-06-21,1627.25
2010-06-22,1616.88
2010-06-23,1631.83
2010-06-24,1628.58
2010-06-25,1625.95
2010-06-28,1650.84
2010-06-29,1646.19
2010-06-30,1706.71
2010-07-01,1687.89
2010-07-02,1669.06
2010-07-05,1671.34
2010-07-06,1677.45
2010-07-07,1675.59
2010-07-08,1682.3
2010-07-09,1692.11
2010-07-12,1694.4
2010-07-13,1709.14
2010-07-14,1706.64
2010-07-15,1705.16
2010-07-16,1729.94
2010-07-19,1744.34
2010-07-20,1738.75
2010-07-21,1729.11
2010-07-22,1715.48
2010-07-23,1703.75
2010-07-26,1695.15
2010-07-27,1702.36
2010-07-28,1714.44
2010-07-29,1709.41
2010-07-30,1714.09
2010-08-02,1721.81
2010-08-03,1752.42
2010-08-04,1750.75
2010-08-05,1736.98
2010-08-06,1784.28
2010-08-09,1813.07
2010-08-10,1791.22
2010-08-11,1791.92
2010-08-12,1800.8
2010-08-13,1828.86
2010-08-16,1794.85
2010-08-17,1805.94
2010-08-18,1827.31
2010-08-19,1847.22
2010-08-20,1845.35
2010-08-23,1851.68
2010-08-24,1830.03
2010-08-25,1792.19
2010-08-26,1809.79
2010-08-27,1804.44
2010-08-30,1798.25
2010-08-31,1785.19
2010-09-01,1811.26
2010-09-02,1830.7
2010-09-03,1845.32
2010-09-06,1866.21
2010-09-07,1879.77
2010-09-08,1886.16
2010-09-09,1890.78
2010-09-13,1899.01
2010-09-14,1878.37
2010-09-15,1871.95
2010-09-16,1848.88
2010-09-17,1861.68
2010-09-20,1890.9
2010-09-21,1883.3
2010-09-22,1899.24
2010-09-23,1899.82
2010-09-24,1919.64
2010-09-27,1934.51
2010-09-28,1939.85
2010-09-29,1911.42
