date,NIFTY CEMENT
2009-12-14,2804.56
2009-12-15,2762.28
2009-12-16,2774.78
2009-12-17,2791.88
2009-12-18,2768.14
2009-12-21,2739.48
2009-12-22,2722.35
2009-12-23,2791.39
2009-12-24,2787.89
2009-12-29,2810.09
2009-12-30,2833.48
2009-12-31,2867.07
2010-01-04,2975.34
2010-01-05,3028.65
2010-01-06,3040.24
2010-01-07,3058.71
2010-01-08,3069.54
2010-01-11,3108.94
2010-01-12,3049.74
2010-01-13,3146.42
2010-01-14,3174.83
2010-01-15,3211.1
2010-01-18,3168.09
2010-01-19,3107.55
2010-01-20,3084.51
2010-01-21,3011.94
2010-01-22,2950.23
2010-01-25,2875.89
2010-01-27,2799.48
2010-01-28,2791.19
2010-01-29,2816.03
2010-02-01,2834.12
2010-02-02,2831.36
2010-02-03,2874.7
2010-02-04,2795.94
2010-02-05,2727.48
2010-02-06,2771.34
2010-02-08,2760.53
2010-02-09,2809.23
2010-02-10,2831.08
2010-02-11,2888.23
2010-02-15,2872.27
2010-02-16,2969.03
2010-02-17,2984.24
2010-02-18,2954.38
2010-02-19,2915.71
2010-02-22,2928.01
2010-02-23,2908.61
2010-02-24,2906.86
2010-02-25,2899.19
2010-02-26,2935.49
2010-03-02,3016.6
2010-03-03,3059.39
2010-03-04,3061.87
2010-03-05,3098.62
2010-03-08,3159.61
2010-03-09,3121.23
2010-03-10,3164.52
2010-03-11,3163.21
2010-03-12,3155.59
2010-03-15,3155.85
2010-03-16,3163.07
2010-03-17,3131.82
2010-03-18,3153.74
2010-03-19,3178.26
2010-03-22,3144.65
2010-03-23,3142.43
2010-03-25,3132.68
2010-03-26,3157.71
2010-03-29,3193.88
2010-03-30,3183.75
2010-03-31,3207.11
2010-04-01,3220.68
2010-04-05,3236.59
2010-04-06,3219.94
2010-04-07,3257.57
2010-04-08,3251.12
2010-04-09,3270.1
2010-04-12,3252.08
2010-04-13,3234.52
2010-04-15,3229.58
2010-04-16,3196.75
2010-04-19,3161.5
2010-04-20,3193.91
2010-04-21,3227.81
2010-04-22,3214.33
2010-04-23,3215.69
2010-04-26,3232.0
2010-04-27,3206.44
2010-04-28,3155.04
2010-04-29,3129.61
2010-04-30,3090.67
2010-05-03,3046.18
2010-05-04,2966.32
2010-05-05,2973.51
2010-05-06,2936.22
2010-05-07,2883.9
2010-05-10,2950.45
2010-05-11,2926.76
2010-05-12,2910.51
2010-05-13,2922.21
2010-05-14,2886.55
2010-05-17,2854.83
2010-05-18,2874.96
2010-05-19,2800.24
2010-05-20,2795.29
2010-05-21,2772.85
2010-05-24,2800.79
2010-05-25,2720.01
2010-05-26,2755.59
2010-05-27,2764.97
2010-05-28,2790.51
2010-05-31,2776.67
2010-06-01,2736.63
2010-06-02,2786.25
2010-06-03,2826.0
2010-06-04,2829.78
2010-06-07,2832.87
2010-06-08,2825.01
2010-06-09,2835.71
2010-06-10,2888.75
2010-06-11,2877.53
2010-06-14,2884.97
2010-06-15,2913.66
2010-06-16,2897.35
2010-06-17,2909.95
2010-06-18,2889.57
2010-06-21,2934.72
2010-06-22,2902.87
2010-06-23,2921.33
2010-06-24,2894.61
2010-06-25,2870.72
2010-06-28,2896.78
2010-06-29,2833.04
2010-06-30,2842.33
2010-07-01,2812.14
2010-07-02,2808.52
2010-07-05,2809.29
2010-07-06,2795.38
2010-07-07,2781.27
2010-07-08,2782.64
2010-07-09,2791.03
2010-07-12,2784.92
2010-07-13,2795.33
2010-07-14,2779.38
2010-07-15,2767.15
2010-07-16,2769.16
2010-07-19,2750.58
2010-07-20,2741.51
2010-07-21,2775.39
2010-07-22,2785.75
2010-07-23,2762.98
2010-07-26,2732.08
2010-07-27,2759.8
2010-07-28,2753.06
2010-07-29,2759.54
2010-07-30,2744.33
2010-08-02,2742.98
2010-08-03,2732.19
2010-08-04,2730.74
2010-08-05,2723.09
2010-08-06,2735.04
2010-08-09,2796.64
2010-08-10,2819.23
2010-08-11,2804.4
2010-08-12,2774.57
2010-08-13,2796.0
2010-08-16,2760.12
2010-08-17,2760.5
2010-08-18,2777.5
2010-08-19,2888.79
2010-08-20,2890.99
2010-08-23,2870.83
2010-08-24,2850.03
2010-08-25,2814.62
2010-08-26,2815.49
2010-08-27,2794.65
2010-08-30,2801.53
2010-08-31,2796.05
2010-09-01,2815.43
2010-09-02,2854.35
2010-09-03,2853.28
2010-09-06,2885.45
2010-09-07,3070.37
2010-09-08,3069.72
2010-09-09,3068.59
2010-09-13,3120.02
2010-09-14,3103.96
2010-09-15,3074.67
2010-09-16,3035.17
2010-09-17,3125.48
2010-09-20,3185.51
2010-09-21,3166.33
2010-09-22,3133.61
2010-09-23,3112.56
2010-09-24,3125.75
2010-09-27,3120.12
2010-09-28,3162.03
2010-09-29,3171.61
2010-09-30,3133.35
2010-10-01,3177.34
2010-10-04,3204.89
2010-10-05,3233.73
2010-10-06,3304.81
2010-10-07,3274.14
2010-10-08,3244.33
2010-10-11,3251.89
2010-10-12,3207.96
2010-10-13,3276.94
2010-10-14,3269.84
2010-10-15,3212.15
2010-10-18,3172.89
2010-10-19,3180.95
2010-10-20,3149.42
2010-10-21,3187.47
2010-10-22,3162.01
2010-10-25,3201.75
2010-10-26,3193.05
2010-10-27,3158.23
2010-10-28,3143.54
2010-10-29,3127.6
2010-11-01,3195.88
2010-11-02,3273.23
2010-11-03,3306.8
2010-11-04,3341.09
2010-11-05,3365.22
2010-11-08,3444.18
2010-11-09,3473.1
2010-11-10,3445.53
2010-11-11,3401.6
2010-11-12,3302.74
2010-11-15,3271.64
2010-11-16,3183.65
2010-11-18,3198.26
2010-11-19,3142.68
2010-11-22,3182.61
2010-11-23,3150.38
2010-11-24,3110.38
2010-11-25,3062.53
2010-11-26,3009.34
2010-11-29,3035.27
2010-11-30,3053.57
2010-12-01,3106.47
2010-12-02,3076.93
2010-12-03,3041.68
2010-12-06,3038.02
2010-12-07,3045.46
2010-12-08,3017.93
2010-12-09,2935.37
2010-12-10,3051.82
2010-12-13,3028.73
2010-12-14,3053.33
2010-12-15,2998.71
2010-12-16,3006.68
2010-12-20,3028.65
2010-12-21,3029.76
2010-12-22,3027.29
2010-12-23,3016.51
2010-12-24,3017.97
2010-12-27,3037.48
2010-12-28,3040.31
2010-12-29,3045.01
2010-12-30,3046.42
2010-12-31,3078.07
2011-01-03,3101.1
2011-01-04,3118.5
2011-01-05,3084.13
2011-01-06,2987.34
2011-01-07,2919.78
2011-01-10,2878.95
2011-01-11,2872.89
2011-01-12,2911.29
2011-01-13,2943.96
2011-01-14,2880.12
2011-01-17,2827.46
2011-01-18,2864.49
2011-01-19,2839.99
2011-01-20,2857.19
2011-01-21,2836.19
2011-01-24,2837.32
2011-01-25,2842.37
2011-01-27,2835.94
2011-01-28,2759.04
2011-01-31,2732.14
2011-02-01,2672.85
2011-02-02,2672.09
2011-02-03,2724.96
2011-02-04,2693.86
2011-02-07,2700.54
2011-02-08,2640.43
2011-02-09,2530.1
2011-02-10,2551.84
2011-02-11,2601.63
2011-02-14,2692.78
2011-02-15,2689.54
2011-02-16,2722.28
2011-02-17,2755.14
2011-02-18,2712.73
2011-02-21,2753.82
2011-02-22,2734.01
2011-02-23,2724.88
2011-02-24,2663.36
2011-02-25,2662.3
2011-02-28,2604.43
2011-03-01,2681.6
2011-03-03,2709.86
2011-03-04,2716.23
2011-03-07,2700.44
2011-03-08,2725.96
2011-03-09,2758.07
2011-03-10,2757.99
2011-03-11,2727.45
2011-03-14,2768.99
2011-03-15,2732.82
2011-03-16,2784.66
2011-03-17,2797.75
2011-03-18,2799.09
2011-03-21,2784.39
2011-03-22,2807.74
2011-03-23,2840.74
2011-03-24,2862.4
2011-03-25,2895.67
2011-03-28,2895.11
2011-03-29,2904.94
2011-03-30,3024.65
2011-03-31,3016.01
2011-04-01,3055.24
2011-04-04,3107.14
2011-04-05,3125.71
2011-04-06,3120.76
2011-04-07,3112.16
2011-04-08,3069.4
2011-04-11,3039.17
2011-04-13,3107.94
2011-04-15,3086.08
2011-04-18,3033.19
2011-04-19,3027.72
2011-04-20,3067.26
2011-04-21,3070.71
2011-04-25,3085.31
2011-04-26,3120.41
2011-04-27,3065.32
2011-04-28,3046.85
2011-04-29,3053.59
2011-05-02,3007.58
2011-05-03,2923.16
2011-05-04,2847.52
2011-05-05,2786.29
2011-05-06,2833.27
2011-05-09,2828.45
2011-05-10,2833.45
2011-05-11,2828.92
2011-05-12,2781.36
2011-05-13,2824.2
2011-05-16,2812.28
2011-05-17,2774.03
2011-05-18,2753.37
2011-05-19,2728.97
2011-05-20,2741.75
2011-05-23,2709.46
2011-05-24,2737.7
2011-05-25,2744.33
2011-05-26,2749.5
2011-05-27,2764.05
2011-05-30,2747.86
2011-05-31,2812.66
2011-06-01,2847.05
2011-06-02,2826.86
2011-06-03,2808.44
2011-06-06,2793.95
2011-06-07,2802.06
2011-06-08,2792.52
2011-06-09,2774.14
2011-06-10,2746.73
2011-06-13,2755.73
2011-06-14,2766.22
2011-06-15,2727.41
2011-06-16,2673.72
2011-06-17,2643.09
2011-06-20,2569.75
2011-06-21,2579.26
2011-06-22,2578.44
2011-06-23,2562.39
2011-06-24,2619.19
2011-06-27,2619.82
2011-06-28,2603.82
2011-06-29,2614.03
2011-06-30,2614.74
2011-07-01,2619.87
2011-07-04,2634.58
2011-07-05,2656.69
2011-07-06,2640.79
2011-07-07,2690.6
2011-07-08,2642.02
2011-07-11,2620.95
2011-07-12,2592.46
2011-07-13,2618.57
2011-07-14,2641.06
2011-07-15,2634.37
2011-07-18,2640.12
2011-07-19,2655.19
2011-07-20,2627.2
2011-07-21,2606.23
2011-07-22,2658.74
2011-07-25,2666.78
2011-07-26,2639.57
2011-07-27,2640.86
2011-07-28,2649.02
2011-07-29,2616.53
2011-08-01,2621.85
2011-08-02,2590.35
2011-08-03,2581.34
2011-08-04,2553.1
2011-08-05,2493.07
2011-08-08,2475.09
2011-08-09,2513.99
2011-08-10,2553.33
2011-08-11,2559.05
2011-08-12,2544.91
2011-08-16,2503.34
2011-08-17,2512.94
2011-08-18,2486.78
2011-08-19,2482.86
2011-08-22,2530.09
2011-08-23,2560.71
2011-08-24,2554.89
2011-08-25,2552.75
2011-08-26,2477.6
2011-08-29,2526.01
2011-08-30,2560.05
2011-09-02,2583.02
2011-09-05,2588.68
2011-09-06,2629.9
2011-09-07,2727.25
2011-09-08,2739.24
2011-09-09,2635.82
2011-09-12,2635.65
2011-09-13,2667.18
2011-09-14,2704.24
2011-09-15,2760.6
2011-09-16,2716.67
2011-09-19,2732.43
2011-09-20,2778.1
2011-09-21,2837.38
2011-09-22,2747.93
2011-09-23,2757.47
2011-09-26,2752.93
2011-09-27,2793.54
2011-09-28,2764.7
2011-09-29,2805.09
2011-09-30,2811.1
2011-10-03,2761.87
2011-10-04,2746.02
2011-10-05,2767.69
2011-10-07,2767.87
2011-10-10,2778.9
2011-10-11,2786.54
2011-10-12,2839.51
2011-10-13,2810.21
2011-10-14,2827.04
2011-10-17,2814.36
2011-10-18,2796.17
2011-10-19,2840.46
2011-10-20,2806.4
2011-10-21,2778.85
2011-10-24,2813.31
2011-10-25,2875.81
2011-10-26,2899.22
2011-10-28,2998.08
2011-10-31,2943.74
2011-11-01,2927.76
2011-11-02,2932.51
2011-11-03,2968.93
2011-11-04,3011.18
2011-11-08,3015.4
2011-11-09,2989.06
2011-11-11,2988.6
2011-11-14,2969.68
2011-11-15,2902.38
2011-11-16,2855.27
2011-11-17,2785.55
2011-11-18,2772.48
2011-11-21,2717.35
2011-11-22,2744.31
2011-11-23,2696.45
2011-11-24,2727.71
2011-11-25,2698.7
2011-11-28,2796.07
2011-11-29,2759.52
2011-11-30,2754.28
2011-12-01,2807.05
2011-12-02,2896.86
2011-12-05,2916.05
2011-12-07,2935.03
2011-12-08,2885.21
2011-12-09,2845.3
2011-12-12,2736.14
2011-12-13,2745.99
2011-12-14,2745.91
2011-12-15,2745.96
2011-12-16,2709.51
2011-12-19,2692.5
2011-12-20,2621.56
2011-12-21,2672.7
2011-12-22,2719.19
2011-12-23,2727.08
2011-12-26,2768.46
2011-12-27,2772.51
2011-12-28,2751.26
2011-12-29,2724.12
2011-12-30,2707.13
2012-01-02,2696.78
2012-01-03,2741.71
2012-01-04,2686.9
2012-01-05,2708.68
2012-01-06,2690.73
2012-01-07,2674.1
2012-01-09,2691.13
2012-01-10,2734.92
2012-01-11,2728.29
2012-01-12,2759.21
2012-01-13,2790.64
2012-01-16,2782.51
2012-01-17,2861.37
2012-01-18,2838.35
2012-01-19,2911.02
2012-01-20,2916.91
2012-01-23,2933.72
2012-01-24,2975.52
2012-01-25,3017.2
2012-01-27,3024.93
2012-01-30,2948.12
2012-01-31,3017.08
2012-02-01,3078.38
2012-02-02,3154.34
2012-02-03,3229.24
2012-02-06,3352.09
2012-02-07,3335.16
2012-02-08,3393.55
2012-02-09,3405.54
2012-02-10,3344.3
2012-02-13,3354.26
2012-02-14,3376.7
2012-02-15,3501.12
2012-02-16,3497.35
2012-02-17,3516.98
2012-02-21,3520.69
2012-02-22,3406.68
2012-02-23,3315.11
2012-02-24,3276.46
2012-02-27,3209.22
2012-02-28,3303.12
2012-02-29,3335.75
2012-03-01,3351.19
2012-03-02,3360.33
2012-03-03,3333.13
2012-03-05,3269.96
2012-03-06,3250.67
2012-03-07,3297.24
2012-03-09,3393.93
2012-03-12,3413.28
2012-03-13,3491.04
2012-03-14,3474.79
2012-03-15,3425.54
2012-03-16,3434.04
2012-03-19,3407.56
2012-03-20,3451.88
2012-03-21,3552.96
2012-03-22,3450.22
2012-03-23,3518.79
2012-03-26,3472.92
2012-03-27,3486.34
2012-03-28,3446.85
2012-03-29,3463.78
2012-03-30,3539.35
2012-04-02,3559.39
2012-04-03,3598.38
2012-04-04,3570.52
2012-04-09,3495.89
2012-04-10,3465.55
2012-04-11,3350.49
2012-04-12,3382.2
2012-04-13,3370.74
2012-04-16,3356.06
2012-04-17,3426.43
2012-04-18,3462.77
2012-04-19,3409.85
2012-04-20,3349.41
2012-04-23,3300.82
2012-04-24,3230.12
2012-04-25,3197.55
2012-04-26,3190.62
2012-04-27,3177.0
2012-04-28,3185.09
2012-04-30,3233.41
2012-05-02,3194.77
2012-05-03,3166.04
2012-05-04,3090.0
2012-05-07,3141.06
2012-05-08,3078.82
2012-05-09,3033.38
2012-05-10,3034.37
2012-05-11,2998.23
2012-05-14,2979.3
2012-05-15,3007.25
2012-05-16,2973.42
2012-05-17,3000.59
2012-05-18,2982.66
2012-05-21,2987.88
2012-05-22,2936.28
2012-05-23,2919.78
2012-05-24,2940.74
2012-05-25,2956.12
2012-05-28,2996.04
2012-05-29,2971.01
2012-05-30,2973.35
2012-05-31,2974.28
2012-06-01,2953.39
2012-06-04,2954.52
2012-06-05,2938.41
2012-06-06,3017.21
2012-06-07,3024.65
2012-06-08,3026.33
2012-06-11,3033.46
2012-06-12,3104.73
2012-06-13,3136.23
2012-06-14,3109.59
2012-06-15,3205.23
2012-06-18,3174.52
2012-06-19,3211.72
2012-06-20,3262.44
2012-06-21,3284.11
2012-06-22,3238.36
2012-06-25,3222.44
2012-06-26,3250.52
2012-06-27,3240.63
2012-06-28,3301.96
2012-06-29,3377.32
2012-07-02,3441.45
2012-07-03,3434.45
2012-07-04,3447.93
2012-07-05,3463.67
2012-07-06,3444.45
2012-07-09,3390.52
2012-07-10,3421.02
2012-07-11,3411.11
2012-07-12,3409.82
2012-07-13,3400.53
2012-07-16,3387.41
2012-07-17,3382.68
2012-07-18,3402.83
2012-07-19,3409.16
2012-07-20,3401.21
2012-07-23,3369.79
2012-07-24,3390.27
2012-07-25,3417.4
2012-07-26,3402.22
2012-07-27,3429.88
2012-07-30,3477.69
2012-07-31,3520.73
2012-08-01,3583.53
2012-08-02,3587.72
2012-08-03,3557.02
2012-08-06,3587.8
2012-08-07,3630.81
2012-08-08,3641.66
2012-08-09,3651.81
2012-08-10,3654.08
2012-08-13,3681.57
2012-08-14,3702.57
2012-08-16,3675.15
2012-08-17,3668.94
2012-08-21,3716.43
2012-08-22,3716.6
2012-08-23,3715.91
2012-08-24,3695.42
2012-08-27,3684.78
2012-08-28,3640.22
2012-08-29,3582.26
2012-08-30,3586.63
2012-08-31,3552.57
2012-09-03,3535.11
2012-09-04,3533.96
2012-09-05,3511.43
2012-09-06,3571.13
2012-09-07,3627.57
2012-09-08,3627.32
2012-09-10,3635.6
2012-09-11,3667.18
2012-09-12,3678.95
2012-09-13,3658.56
2012-09-14,3748.28
2012-09-17,3762.93
2012-09-18,3798.35
2012-09-20,3793.11
2012-09-21,3884.64
2012-09-24,3881.42
2012-09-25,3886.26
2012-09-26,3969.85
2012-09-27,4012.03
2012-09-28,4077.4
2012-10-01,4175.22
2012-10-03,4200.71
2012-10-04,4242.39
2012-10-05,4172.92
2012-10-08,4108.47
2012-10-09,4132.55
2012-10-10,4129.95
2012-10-11,4177.45
2012-10-12,4269.43
2012-10-15,4280.12
2012-10-16,4223.73
2012-10-17,4206.21
2012-10-18,4258.53
2012-10-19,4223.43
2012-10-22,4242.27
2012-10-23,4218.54
2012-10-25,4249.82
2012-10-26,4203.23
2012-10-29,4215.98
2012-10-30,4118.37
2012-10-31,4135.71
2012-11-01,4173.69
2012-11-02,4203.69
2012-11-05,4213.28
2012-11-06,4273.92
2012-11-07,4333.99
2012-11-08,4311.65
2012-11-09,4271.17
2012-11-12,4270.43
2012-11-13,4231.64
2012-11-15,4162.37
2012-11-16,4130.83
2012-11-19,4077.53
2012-11-20,4019.01
2012-11-21,4070.43
2012-11-22,4115.15
2012-11-23,4092.25
2012-11-26,4082.65
2012-11-27,4149.17
2012-11-29,4209.55
2012-11-30,4235.29
2012-12-03,4284.34
2012-12-04,4273.39
2012-12-05,4280.58
2012-12-06,4317.18
2012-12-07,4302.74
2012-12-10,4289.6
2012-12-11,4320.0
2012-12-12,4299.67
2012-12-13,4247.02
2012-12-14,4280.64
2012-12-17,4275.13
2012-12-18,4324.81
2012-12-19,4360.7
2012-12-20,4318.79
2012-12-21,4247.6
2012-12-24,4243.87
2012-12-26,4285.53
2012-12-27,4262.9
2012-12-28,4280.53
2012-12-31,4311.52
2013-01-01,4347.33
2013-01-02,4380.61
2013-01-03,4381.9
2013-01-04,4388.99
2013-01-07,4344.17
2013-01-08,4333.87
2013-01-09,4264.72
2013-01-10,4192.11
2013-01-11,4085.66
2013-01-14,4122.96
2013-01-15,4208.37
2013-01-16,4158.3
2013-01-17,4142.21
2013-01-18,4127.49
2013-01-21,4136.1
2013-01-22,4134.14
2013-01-23,4116.73
2013-01-24,4052.57
2013-01-25,4078.4
2013-01-28,4049.45
2013-01-29,4018.6
2013-01-30,4062.36
2013-01-31,4080.73
2013-02-01,4018.25
2013-02-04,3982.79
2013-02-05,3996.24
2013-02-06,4015.62
2013-02-07,3986.4
2013-02-08,3901.24
2013-02-11,3881.96
2013-02-12,3872.43
2013-02-13,3884.97
2013-02-14,3885.92
2013-02-15,3884.75
2013-02-18,3889.28
2013-02-19,3943.95
2013-02-20,3982.75
2013-02-21,3924.41
2013-02-22,3916.6
2013-02-25,3896.79
2013-02-26,3875.63
2013-02-27,3896.53
2013-02-28,3820.85
2013-03-01,3844.44
2013-03-04,3733.88
2013-03-05,3834.07
2013-03-06,3861.58
2013-03-07,3863.25
2013-03-08,3885.54
2013-03-11,3900.63
2013-03-12,3918.56
2013-03-13,3856.89
2013-03-14,3873.35
2013-03-15,3841.32
2013-03-18,3789.33
2013-03-19,3712.42
2013-03-20,3636.45
2013-03-21,3567.45
2013-03-22,3580.68
2013-03-25,3570.43
2013-03-26,3556.94
2013-03-28,3596.49
2013-04-01,3630.88
2013-04-02,3657.21
2013-04-03,3607.0
2013-04-04,3481.85
2013-04-05,3469.69
2013-04-08,3491.19
2013-04-09,3492.08
2013-04-10,3521.27
2013-04-11,3526.26
2013-04-12,3586.37
2013-04-15,3623.09
2013-04-16,3687.57
2013-04-17,3726.44
2013-04-18,3767.74
2013-04-22,3763.26
2013-04-23,3774.52
2013-04-25,3845.73
2013-04-26,3793.13
2013-04-29,3823.17
2013-04-30,3811.76
2013-05-02,3857.78
2013-05-03,3815.2
2013-05-06,3826.05
2013-05-07,3862.39
2013-05-08,3893.49
2013-05-09,3895.85
2013-05-10,3897.15
2013-05-11,3902.91
2013-05-13,3838.9
2013-05-14,3833.44
2013-05-15,3887.03
2013-05-16,3950.08
2013-05-17,4009.62
2013-05-20,3980.18
2013-05-21,3877.49
2013-05-22,3843.54
2013-05-23,3741.19
2013-05-24,3763.36
2013-05-27,3811.95
2013-05-28,3820.87
2013-05-29,3773.69
2013-05-30,3749.47
2013-05-31,3665.06
2013-06-03,3644.25
2013-06-04,3619.15
2013-06-05,3607.08
2013-06-06,3640.19
2013-06-07,3603.34
2013-06-10,3617.33
2013-06-11,3586.26
2013-06-12,3570.54
2013-06-13,3537.6
2013-06-14,3601.39
2013-06-17,3630.64
2013-06-18,3608.41
2013-06-19,3611.28
2013-06-20,3523.43
2013-06-21,3503.52
2013-06-24,3395.67
2013-06-25,3413.06
2013-06-26,3380.9
2013-06-27,3443.21
2013-06-28,3509.4
2013-07-01,3570.8
2013-07-02,3561.79
2013-07-03,3486.76
2013-07-04,3502.13
2013-07-05,3540.96
2013-07-08,3518.62
2013-07-09,3551.07
2013-07-10,3538.59
2013-07-11,3583.03
2013-07-12,3539.41
2013-07-15,3555.22
2013-07-16,3518.65
2013-07-17,3531.53
2013-07-18,3553.77
2013-07-19,3526.34
2013-07-22,3482.6
2013-07-23,3480.72
2013-07-24,3414.44
2013-07-25,3258.1
2013-07-26,3253.8
2013-07-29,3199.34
2013-07-30,3141.7
2013-07-31,3100.86
2013-08-01,3032.04
2013-08-02,2975.64
2013-08-05,3021.46
2013-08-06,2932.23
2013-08-07,2910.86
2013-08-08,2946.49
2013-08-12,2974.11
2013-08-13,2984.29
2013-08-14,3028.68
2013-08-16,2912.37
2013-08-19,2862.05
2013-08-20,2844.96
2013-08-21,2756.43
2013-08-22,2786.63
2013-08-23,2771.45
2013-08-26,2814.01
2013-08-27,2702.8
2013-08-28,2671.12
2013-08-29,2710.18
2013-08-30,2743.61
2013-09-02,2784.19
2013-09-03,2707.66
2013-09-04,2749.79
2013-09-05,2825.68
2013-09-06,2882.38
2013-09-10,3036.97
2013-09-11,3115.74
2013-09-12,3033.14
2013-09-13,3047.6
2013-09-16,3000.69
2013-09-17,3044.29
2013-09-18,3074.13
2013-09-19,3212.97
2013-09-20,3258.24
2013-09-23,3184.37
2013-09-24,3179.07
2013-09-25,3165.54
2013-09-26,3151.32
2013-09-27,3138.08
2013-09-30,3111.03
2013-10-01,3097.49
2013-10-03,3234.79
2013-10-04,3238.62
2013-10-07,3238.88
2013-10-08,3261.67
2013-10-09,3287.78
2013-10-10,3311.77
2013-10-11,3303.04
2013-10-14,3329.29
2013-10-15,3326.84
2013-10-17,3333.16
2013-10-18,3385.67
2013-10-21,3382.17
2013-10-22,3370.54
2013-10-23,3352.21
2013-10-24,3344.31
2013-10-25,3327.05
2013-10-28,3270.04
2013-10-29,3368.52
2013-10-30,3356.43
2013-10-31,3365.61
2013-11-01,3380.91
2013-11-03,3385.26
2013-11-05,3398.16
2013-11-06,3355.38
2013-11-07,3322.04
2013-11-08,3296.53
2013-11-11,3254.51
2013-11-12,3202.72
2013-11-13,3189.06
2013-11-14,3217.6
2013-11-18,3283.37
2013-11-19,3296.14
2013-11-20,3265.37
2013-11-21,3189.05
2013-11-22,3189.43
2013-11-25,3263.43
2013-11-26,3234.16
2013-11-27,3231.17
2013-11-28,3298.96
2013-11-29,3370.31
2013-12-02,3376.17
2013-12-03,3391.55
2013-12-04,3367.25
2013-12-05,3391.58
2013-12-06,3406.14
2013-12-09,3507.89
2013-12-10,3452.29
2013-12-11,3422.89
2013-12-12,3378.01
2013-12-13,3296.75
2013-12-16,3274.52
2013-12-17,3272.27
2013-12-18,3318.94
2013-12-19,3268.91
2013-12-20,3315.65
2013-12-23,3357.65
2013-12-24,3407.58
2013-12-26,3416.81
2013-12-27,3420.34
2013-12-30,3379.65
2013-12-31,3419.21
2014-01-01,3439.35
2014-01-02,3354.57
2014-01-03,3348.88
2014-01-06,3342.53
2014-01-07,3310.05
2014-01-08,3312.14
2014-01-09,3259.6
2014-01-10,3221.08
2014-01-13,3223.8
2014-01-14,3197.56
2014-01-15,3241.51
2014-01-16,3247.52
2014-01-17,3232.18
2014-01-20,3233.95
2014-01-21,3243.36
2014-01-22,3233.89
2014-01-23,3231.41
2014-01-24,3160.44
2014-01-27,3058.3
2014-01-28,3067.57
2014-01-29,3068.55
2014-01-30,3039.88
2014-01-31,3080.57
2014-02-03,3025.3
2014-02-04,3017.18
2014-02-05,3022.46
2014-02-06,3029.81
2014-02-07,3111.55
2014-02-10,3104.4
2014-02-11,3089.02
2014-02-12,3073.45
2014-02-13,3011.56
2014-02-14,2994.79
2014-02-17,2994.43
2014-02-18,3028.6
2014-02-19,3047.89
2014-02-20,3045.94
2014-02-21,3177.89
2014-02-24,3197.32
2014-02-25,3217.83
2014-02-26,3227.15
2014-02-28,3245.95
2014-03-03,3219.57
2014-03-04,3271.97
2014-03-05,3318.16
2014-03-06,3449.73
2014-03-07,3557.29
2014-03-10,3595.21
2014-03-11,3614.89
2014-03-12,3570.42
2014-03-13,3540.87
2014-03-14,3556.04
2014-03-18,3575.7
2014-03-19,3617.25
2014-03-20,3553.76
2014-03-21,3583.58
2014-03-22,3585.33
2014-03-24,3629.04
2014-03-25,3620.83
2014-03-26,3656.84
2014-03-27,3720.04
2014-03-28,3873.93
2014-03-31,3929.42
2014-04-01,3917.72
2014-04-02,3901.77
2014-04-03,3898.7
2014-04-04,3897.54
2014-04-07,3967.11
2014-04-09,3987.62
2014-04-10,4036.98
2014-04-11,4079.49
2014-04-15,4028.9
2014-04-16,3934.81
2014-04-17,4016.32
2014-04-21,4027.7
2014-04-22,4000.8
2014-04-23,3998.25
2014-04-25,3884.45
2014-04-28,3842.39
2014-04-29,3864.09
2014-04-30,3777.87
2014-05-02,3804.6
2014-05-05,3803.63
2014-05-06,3795.14
2014-05-07,3767.05
2014-05-08,3764.27
2014-05-09,3922.66
2014-05-12,4041.3
2014-05-13,4187.43
2014-05-14,4222.1
2014-05-15,4183.62
2014-05-16,4355.66
2014-05-19,4550.28
2014-05-20,4548.3
2014-05-21,4490.11
2014-05-22,4508.7
2014-05-23,4569.17
2014-05-26,4508.64
2014-05-27,4470.36
2014-05-28,4602.68
2014-05-29,4589.11
2014-05-30,4585.68
2014-06-02,4700.87
2014-06-03,4852.59
2014-06-04,4965.58
2014-06-05,5046.4
2014-06-06,5087.54
2014-06-09,5317.4
2014-06-10,5255.36
2014-06-11,5170.17
2014-06-12,5150.01
2014-06-13,5050.07
2014-06-16,5068.03
2014-06-17,5135.77
2014-06-18,5061.78
2014-06-19,5000.25
2014-06-20,4927.18
2014-06-23,4971.17
2014-06-24,5020.09
2014-06-25,5018.99
2014-06-26,4968.27
2014-06-27,4947.44
2014-06-30,5024.32
2014-07-01,5047.77
2014-07-02,5087.53
2014-07-03,5049.69
2014-07-04,5026.19
2014-07-07,5002.69
2014-07-08,4825.13
2014-07-09,4819.64
2014-07-10,4846.34
2014-07-11,4708.68
2014-07-14,4709.57
2014-07-15,4785.08
2014-07-16,4838.26
2014-07-17,4956.26
2014-07-18,4889.82
2014-07-21,4933.22
2014-07-22,4927.55
2014-07-23,4842.77
2014-07-24,4816.82
2014-07-25,4737.06
2014-07-28,4682.34
2014-07-30,4729.26
2014-07-31,4691.44
2014-08-01,4697.2
2014-08-04,4732.48
2014-08-05,4896.06
2014-08-06,4826.81
2014-08-07,4850.29
2014-08-08,4735.63
2014-08-11,4791.28
2014-08-12,4886.04
