date,NIFTY HOSPITALS
2025-12-09,4075.16
2025-12-10,4048.67
2025-12-11,4054.99
2025-12-12,4082.84
2025-12-15,4083.65
2025-12-16,4052.86
2025-12-17,3989.88
2025-12-18,3979.29
2025-12-19,4053.51
2025-12-22,4085.57
2025-12-23,4073.17
2025-12-24,4084.55
2025-12-26,4076.88
2025-12-29,4027.23
2025-12-30,3978.71
2025-12-31,4018.0
2026-01-01,4047.09
2026-01-02,4091.46
2026-01-05,4090.87
2026-01-06,4140.87
2026-01-07,4132.54
2026-01-08,4070.23
2026-01-09,4030.2
2026-01-12,4005.3
2026-01-13,4043.69
2026-01-14,4050.65
2026-01-16,4016.47
2026-01-19,3949.55
2026-01-20,3843.81
2026-01-21,3827.29
2026-01-22,3806.55
2026-01-23,3768.43
2026-01-27,3764.43
2026-01-28,3768.73
2026-01-29,3731.45
2026-01-30,3775.44
2026-02-01,3799.76
2026-02-02,3778.37
2026-02-03,3853.04
2026-02-04,3869.55
2026-02-05,3871.2
2026-02-06,3878.68
2026-02-09,3944.17
2026-02-10,3971.38
2026-02-11,4105.78
2026-02-12,4132.63
2026-02-13,4091.8
2026-02-16,4129.3
2026-02-17,4146.74
2026-02-18,4166.27
2026-02-19,4143.95
2026-02-20,4152.94
2026-02-23,4196.49
2026-02-24,4194.7
2026-02-25,4217.67
2026-02-26,4274.46
2026-02-27,4242.74
2026-03-02,4190.52
2026-03-04,4115.4
2026-03-05,4145.81
2026-03-06,4118.17
2026-03-09,4085.27
2026-03-10,4098.46
2026-03-11,4080.34
2026-03-12,4017.8
2026-03-13,3925.47
2026-03-16,3858.37
2026-03-17,3897.73
2026-03-18,3935.61
2026-03-19,3820.94
2026-03-20,3832.9
2026-03-23,3751.62
2026-03-24,3823.2
2026-03-25,3912.19
2026-03-27,3867.09
2026-03-30,3805.4
2026-04-01,3819.06
2026-04-02,3783.08
2026-04-06,3822.58
2026-04-07,3855.91
2026-04-08,3907.05
2026-04-09,3935.48
2026-04-10,3957.89
2026-04-13,3948.85
2026-04-15,4047.31
2026-04-16,4028.14
2026-04-17,4092.9
2026-04-20,4080.96
2026-04-21,4129.59
2026-04-22,4128.01
2026-04-23,4125.5
2026-04-24,4108.27
2026-04-27,4191.95
2026-04-28,4153.29
2026-04-29,4138.95
2026-04-30,4105.11
2026-05-04,4213.25
2026-05-05,4196.34
2026-05-06,4238.88
2026-05-07,4251.42
2026-05-08,4285.91
2026-05-11,4376.05
2026-05-12,4284.02
2026-05-13,4317.75
2026-05-14,4372.89
2026-05-15,4372.89
2026-05-18,4351.74
2026-05-19,4377.28
2026-05-20,4421.86
2026-05-21,4460.51
2026-05-22,4398.13
2026-05-25,4396.52
2026-05-26,4374.23
2026-05-27,4370.76
2026-05-29,4277.01
2026-06-01,4237.04
2026-06-02,4250.33
2026-06-03,4289.8
2026-06-04,4314.66
2026-06-05,4378.9
2026-06-08,4429.02
2026-06-09,4455.15
2026-06-10,4449.71
2026-06-11,4441.62
2026-06-12,4467.39
2026-06-15,4443.48
2026-06-16,4424.86
2026-06-17,4414.84
2026-06-18,4488.07
2026-06-19,4532.0
2026-06-22,4542.94
2026-06-23,4520.75
2026-06-24,4542.26
2026-06-25,4551.84
2026-06-29,4566.14
2026-06-30,4593.13
2026-07-01,4594.24
2026-07-02,4637.08
2026-07-03,4694.56
2026-07-06,4664.4
2026-07-07,4618.92
2026-07-08,4540.04
2026-07-09,4611.67
2026-07-10,4636.0
2026-07-13,4627.39
2026-07-14,4630.56
2026-07-15,4662.84
2026-07-16,4637.25
2026-07-17,4609.97
2026-07-20,4620.53
2026-07-21,4636.37
2026-07-22,4591.93
2026-07-23,4575.42
2026-07-24,4577.44
2026-07-27,4638.05
2026-07-28,4646.63
2026-07-29,4670.38
2026-07-30,4687.49
2026-07-31,4653.0
2026-08-03,4630.78
2026-08-04,4630.58
2026-08-05,4619.66
2026-08-06,4623.79
2026-08-07,4668.12
2026-08-10,4660.87
2026-08-11,4585.96
2026-08-12,4471.15
2026-08-13,4481.33
2026-08-14,4534.43
2026-08-17,4493.43
2026-08-18,4512.35
2026-08-19,4464.46
2026-08-20,4448.58
2026-08-21,4428.24
2026-08-24,4428.85
2026-08-25,4488.11
2026-08-26,4456.8
2026-08-27,4482.27
2026-08-28,4495.41
2026-08-31,4502.89
2026-09-01,4461.21
2026-09-02,4439.81
2026-09-03,4454.2
2026-09-04,4434.59
2026-09-07,4463.26
2026-09-08,4461.63
2026-09-09,4522.67
2026-09-10,4499.63
2026-09-11,4462.84
2026-09-15,4420.3
2026-09-16,4397.3
2026-09-17,4469.46
2026-09-18,4533.49
