date,NIFTY HEALTHCARE
2009-12-14,2064.23
2009-12-15,2061.0
2009-12-16,2075.77
2009-12-17,2098.65
2009-12-18,2123.09
2009-12-21,2109.37
2009-12-22,2106.46
2009-12-23,2128.68
2009-12-24,2131.54
2009-12-29,2109.6
2009-12-30,2103.97
2009-12-31,2100.02
2010-01-04,2104.91
2010-01-05,2119.17
2010-01-06,2157.7
2010-01-07,2139.97
2010-01-08,2144.47
2010-01-11,2145.22
2010-01-12,2128.29
2010-01-13,2136.1
2010-01-14,2150.82
2010-01-15,2148.1
2010-01-18,2137.82
2010-01-19,2108.87
2010-01-20,2100.44
2010-01-21,2053.37
2010-01-22,2027.55
2010-01-25,2020.47
2010-01-27,1970.75
2010-01-28,1984.38
2010-01-29,2005.25
2010-02-01,2049.99
2010-02-02,2034.4
2010-02-03,2045.36
2010-02-04,2020.62
2010-02-05,1980.63
2010-02-06,1995.4
2010-02-08,1996.66
2010-02-09,2016.04
2010-02-10,2004.0
2010-02-11,2013.49
2010-02-15,2020.75
2010-02-16,2044.88
2010-02-17,2048.57
2010-02-18,2050.68
2010-02-19,2054.19
2010-02-22,2043.11
2010-02-23,2062.45
2010-02-24,2046.16
2010-02-25,2051.44
2010-02-26,2084.11
2010-03-02,2112.09
2010-03-03,2129.5
2010-03-04,2138.9
2010-03-05,2147.04
2010-03-08,2160.9
2010-03-09,2154.02
2010-03-10,2149.3
2010-03-11,2163.86
2010-03-12,2158.67
2010-03-15,2145.43
2010-03-16,2162.18
2010-03-17,2191.89
2010-03-18,2190.84
2010-03-19,2204.34
2010-03-22,2208.62
2010-03-23,2238.53
2010-03-25,2259.4
2010-03-26,2260.57
2010-03-29,2266.84
2010-03-30,2244.14
2010-03-31,2263.33
2010-04-01,2268.89
2010-04-05,2303.02
2010-04-06,2287.48
2010-04-07,2290.5
2010-04-08,2272.14
2010-04-09,2273.22
2010-04-12,2270.22
2010-04-13,2255.89
2010-04-15,2270.87
2010-04-16,2269.56
2010-04-19,2254.4
2010-04-20,2263.25
2010-04-21,2262.54
2010-04-22,2262.03
2010-04-23,2255.4
2010-04-26,2239.08
2010-04-27,2244.32
2010-04-28,2239.52
2010-04-29,2231.88
2010-04-30,2257.34
2010-05-03,2257.23
2010-05-04,2246.53
2010-05-05,2255.94
2010-05-06,2289.48
2010-05-07,2247.0
2010-05-10,2245.99
2010-05-11,2217.87
2010-05-12,2247.23
2010-05-13,2272.15
2010-05-14,2272.75
2010-05-17,2283.44
2010-05-18,2276.64
2010-05-19,2226.32
2010-05-20,2247.01
2010-05-21,2220.3
2010-05-24,2220.17
2010-05-25,2203.8
2010-05-26,2227.02
2010-05-27,2247.95
2010-05-28,2273.16
2010-05-31,2306.77
2010-06-01,2304.78
2010-06-02,2308.13
2010-06-03,2314.14
2010-06-04,2312.67
2010-06-07,2295.92
2010-06-08,2288.8
2010-06-09,2313.46
2010-06-10,2348.3
2010-06-11,2342.2
2010-06-14,2340.47
2010-06-15,2346.7
2010-06-16,2344.92
2010-06-17,2355.25
2010-06-18,2357.5
2010-06-21,2377.24
2010-06-22,2381.57
2010-06-23,2414.38
2010-06-24,2422.53
2010-06-25,2418.27
2010-06-28,2430.28
2010-06-29,2408.97
2010-06-30,2420.02
2010-07-01,2408.17
2010-07-02,2403.45
2010-07-05,2412.32
2010-07-06,2428.13
2010-07-07,2414.36
2010-07-08,2418.81
2010-07-09,2416.57
2010-07-12,2410.68
2010-07-13,2406.6
2010-07-14,2397.11
2010-07-15,2393.34
2010-07-16,2403.1
2010-07-19,2394.11
2010-07-20,2376.11
2010-07-21,2375.69
2010-07-22,2383.3
2010-07-23,2369.45
2010-07-26,2373.42
2010-07-27,2372.28
2010-07-28,2378.66
2010-07-29,2367.96
2010-07-30,2355.22
2010-08-02,2362.01
2010-08-03,2369.75
2010-08-04,2364.68
2010-08-05,2349.89
2010-08-06,2355.43
2010-08-09,2353.49
2010-08-10,2334.67
2010-08-11,2317.4
2010-08-12,2323.35
2010-08-13,2327.65
2010-08-16,2304.99
2010-08-17,2314.75
2010-08-18,2341.72
2010-08-19,2361.17
2010-08-20,2379.9
2010-08-23,2389.19
2010-08-24,2391.74
2010-08-25,2359.13
2010-08-26,2355.58
2010-08-27,2338.87
2010-08-30,2339.24
2010-08-31,2337.63
2010-09-01,2356.07
2010-09-02,2359.98
2010-09-03,2375.55
2010-09-06,2395.76
2010-09-07,2388.82
2010-09-08,2395.0
2010-09-09,2388.96
2010-09-13,2407.69
2010-09-14,2403.33
2010-09-15,2412.64
2010-09-16,2398.99
2010-09-17,2453.27
2010-09-20,2468.0
2010-09-21,2495.99
2010-09-22,2488.12
2010-09-23,2488.95
2010-09-24,2512.1
2010-09-27,2528.67
2010-09-28,2528.79
2010-09-29,2535.14
2010-09-30,2532.85
2010-10-01,2583.07
2010-10-04,2628.73
2010-10-05,2634.21
2010-10-06,2635.42
2010-10-07,2646.68
2010-10-08,2669.22
2010-10-11,2676.67
2010-10-12,2684.47
2010-10-13,2711.08
2010-10-14,2697.07
2010-10-15,2666.3
2010-10-18,2663.31
2010-10-19,2696.18
2010-10-20,2692.78
2010-10-21,2743.08
2010-10-22,2740.56
2010-10-25,2766.45
2010-10-26,2752.07
2010-10-27,2736.41
2010-10-28,2718.19
2010-10-29,2724.11
2010-11-01,2771.41
2010-11-02,2771.59
2010-11-03,2789.67
2010-11-04,2800.61
2010-11-05,2831.16
2010-11-08,2847.27
2010-11-09,2855.12
2010-11-10,2835.66
2010-11-11,2810.78
2010-11-12,2787.41
2010-11-15,2815.93
2010-11-16,2796.46
2010-11-18,2824.39
2010-11-19,2783.39
2010-11-22,2799.62
2010-11-23,2790.18
2010-11-24,2778.75
2010-11-25,2744.64
2010-11-26,2743.37
2010-11-29,2769.71
2010-11-30,2778.87
2010-12-01,2821.61
2010-12-02,2840.44
2010-12-03,2831.22
2010-12-06,2832.78
2010-12-07,2837.83
2010-12-08,2823.51
2010-12-09,2731.12
2010-12-10,2747.63
2010-12-13,2778.44
2010-12-14,2800.58
2010-12-15,2759.89
2010-12-16,2769.18
2010-12-20,2743.76
2010-12-21,2742.84
2010-12-22,2735.29
2010-12-23,2757.01
2010-12-24,2785.88
2010-12-27,2802.11
2010-12-28,2816.49
2010-12-29,2822.47
2010-12-30,2833.97
2010-12-31,2845.94
2011-01-03,2859.58
2011-01-04,2886.78
2011-01-05,2886.0
2011-01-06,2881.92
2011-01-07,2824.97
2011-01-10,2772.08
2011-01-11,2764.89
2011-01-12,2790.4
2011-01-13,2772.81
2011-01-14,2758.35
2011-01-17,2742.9
2011-01-18,2782.06
2011-01-19,2770.45
2011-01-20,2775.04
2011-01-21,2773.38
2011-01-24,2773.55
2011-01-25,2735.18
2011-01-27,2668.33
2011-01-28,2637.71
2011-01-31,2657.18
2011-02-01,2626.2
2011-02-02,2626.08
2011-02-03,2626.55
2011-02-04,2589.85
2011-02-07,2551.58
2011-02-08,2516.97
2011-02-09,2480.86
2011-02-10,2494.26
2011-02-11,2519.57
2011-02-14,2561.71
2011-02-15,2557.31
2011-02-16,2540.82
2011-02-17,2552.95
2011-02-18,2539.79
2011-02-21,2556.83
2011-02-22,2533.49
2011-02-23,2515.3
2011-02-24,2437.6
2011-02-25,2445.9
2011-02-28,2445.99
2011-03-01,2518.39
2011-03-03,2508.12
2011-03-04,2508.52
2011-03-07,2494.6
2011-03-08,2508.2
2011-03-09,2500.31
2011-03-10,2490.66
2011-03-11,2485.92
2011-03-14,2499.7
2011-03-15,2464.11
2011-03-16,2500.56
2011-03-17,2487.32
2011-03-18,2469.37
2011-03-21,2471.74
2011-03-22,2497.73
2011-03-23,2533.11
2011-03-24,2532.05
2011-03-25,2540.07
2011-03-28,2516.27
2011-03-29,2535.97
2011-03-30,2581.29
2011-03-31,2565.78
2011-04-01,2577.64
2011-04-04,2589.89
2011-04-05,2600.5
2011-04-06,2598.77
2011-04-07,2606.96
2011-04-08,2601.82
2011-04-11,2604.8
2011-04-13,2623.69
2011-04-15,2610.11
2011-04-18,2585.77
2011-04-19,2579.85
2011-04-20,2614.28
2011-04-21,2614.31
2011-04-25,2616.82
2011-04-26,2628.27
2011-04-27,2634.8
2011-04-28,2632.43
2011-04-29,2650.61
2011-05-02,2659.01
2011-05-03,2624.25
2011-05-04,2600.53
2011-05-05,2562.72
2011-05-06,2581.93
2011-05-09,2582.39
2011-05-10,2580.65
2011-05-11,2589.55
2011-05-12,2581.25
2011-05-13,2617.4
2011-05-16,2641.62
2011-05-17,2637.74
2011-05-18,2603.35
2011-05-19,2589.25
2011-05-20,2619.32
2011-05-23,2570.79
2011-05-24,2578.65
2011-05-25,2575.73
2011-05-26,2595.84
2011-05-27,2616.55
2011-05-30,2669.48
2011-05-31,2719.63
2011-06-01,2711.11
2011-06-02,2707.89
2011-06-03,2684.34
2011-06-06,2702.69
2011-06-07,2730.64
2011-06-08,2702.82
2011-06-09,2694.96
2011-06-10,2689.75
2011-06-13,2698.86
2011-06-14,2717.07
2011-06-15,2720.34
2011-06-16,2716.17
2011-06-17,2682.54
2011-06-20,2629.5
2011-06-21,2637.65
2011-06-22,2639.2
2011-06-23,2621.93
2011-06-24,2656.67
2011-06-27,2682.08
2011-06-28,2701.08
2011-06-29,2717.0
2011-06-30,2714.28
2011-07-01,2705.37
2011-07-04,2722.72
2011-07-05,2717.8
2011-07-06,2703.97
2011-07-07,2749.61
2011-07-08,2730.3
2011-07-11,2724.64
2011-07-12,2708.64
2011-07-13,2746.7
2011-07-14,2769.32
2011-07-15,2764.45
2011-07-18,2736.38
2011-07-19,2754.71
2011-07-20,2709.28
2011-07-21,2689.15
2011-07-22,2721.14
2011-07-25,2752.74
2011-07-26,2737.95
2011-07-27,2739.65
2011-07-28,2738.05
2011-07-29,2723.38
2011-08-01,2738.14
2011-08-02,2742.35
2011-08-03,2716.26
2011-08-04,2681.15
2011-08-05,2644.2
2011-08-08,2621.98
2011-08-09,2548.56
2011-08-10,2582.18
2011-08-11,2572.91
2011-08-12,2564.69
2011-08-16,2549.18
2011-08-17,2558.49
2011-08-18,2518.93
2011-08-19,2483.31
2011-08-22,2511.9
2011-08-23,2512.87
2011-08-24,2503.47
2011-08-25,2506.7
2011-08-26,2483.09
2011-08-29,2503.92
2011-08-30,2542.79
2011-09-02,2569.22
2011-09-05,2551.12
2011-09-06,2549.2
2011-09-07,2558.85
2011-09-08,2573.15
2011-09-09,2550.97
2011-09-12,2540.27
2011-09-13,2525.25
2011-09-14,2534.1
2011-09-15,2539.72
2011-09-16,2549.84
2011-09-19,2527.82
2011-09-20,2556.25
2011-09-21,2561.09
2011-09-22,2508.39
2011-09-23,2500.46
2011-09-26,2489.07
2011-09-27,2501.43
2011-09-28,2516.31
2011-09-29,2508.95
2011-09-30,2497.03
2011-10-03,2481.79
2011-10-04,2454.86
2011-10-05,2472.94
2011-10-07,2487.07
2011-10-10,2482.51
2011-10-11,2493.73
2011-10-12,2517.68
2011-10-13,2498.14
2011-10-14,2506.72
2011-10-17,2503.02
2011-10-18,2487.93
2011-10-19,2526.38
2011-10-20,2525.56
2011-10-21,2518.56
2011-10-24,2528.53
2011-10-25,2556.94
2011-10-26,2577.81
2011-10-28,2617.8
2011-10-31,2605.61
2011-11-01,2592.6
2011-11-02,2606.65
2011-11-03,2601.88
2011-11-04,2618.26
2011-11-08,2603.83
2011-11-09,2559.86
2011-11-11,2565.74
2011-11-14,2579.13
2011-11-15,2560.0
2011-11-16,2542.89
2011-11-17,2507.49
2011-11-18,2512.46
2011-11-21,2488.47
2011-11-22,2511.35
2011-11-23,2490.39
2011-11-24,2532.12
2011-11-25,2527.36
2011-11-28,2562.2
2011-11-29,2569.3
2011-11-30,2576.31
2011-12-01,2564.31
2011-12-02,2603.82
2011-12-05,2590.32
2011-12-07,2553.8
2011-12-08,2540.36
2011-12-09,2528.88
2011-12-12,2512.17
2011-12-13,2515.37
2011-12-14,2500.96
2011-12-15,2492.42
2011-12-16,2491.22
2011-12-19,2466.26
2011-12-20,2442.42
2011-12-21,2469.16
2011-12-22,2482.57
2011-12-23,2477.85
2011-12-26,2477.99
2011-12-27,2469.57
2011-12-28,2465.86
2011-12-29,2465.49
2011-12-30,2481.07
2012-01-02,2475.08
2012-01-03,2509.84
2012-01-04,2521.42
2012-01-05,2518.29
2012-01-06,2519.83
2012-01-07,2522.78
2012-01-09,2542.02
2012-01-10,2566.77
2012-01-11,2578.86
2012-01-12,2579.67
2012-01-13,2578.8
2012-01-16,2558.57
2012-01-17,2579.12
2012-01-18,2569.87
2012-01-19,2602.28
2012-01-20,2594.87
2012-01-23,2588.77
2012-01-24,2594.46
2012-01-25,2610.91
2012-01-27,2622.55
2012-01-30,2614.54
2012-01-31,2652.47
2012-02-01,2656.47
2012-02-02,2633.55
2012-02-03,2673.31
2012-02-06,2674.64
2012-02-07,2670.65
2012-02-08,2670.22
2012-02-09,2666.47
2012-02-10,2647.06
2012-02-13,2655.1
2012-02-14,2636.91
2012-02-15,2656.76
2012-02-16,2655.14
2012-02-17,2655.58
2012-02-21,2656.14
2012-02-22,2632.4
2012-02-23,2627.41
2012-02-24,2616.92
2012-02-27,2602.91
2012-02-28,2631.99
2012-02-29,2639.14
2012-03-01,2642.37
2012-03-02,2664.07
2012-03-03,2664.27
2012-03-05,2641.52
2012-03-06,2631.96
2012-03-07,2643.91
2012-03-09,2672.95
2012-03-12,2665.93
2012-03-13,2682.94
2012-03-14,2695.61
2012-03-15,2684.88
2012-03-16,2634.63
2012-03-19,2635.25
2012-03-20,2661.61
2012-03-21,2690.46
2012-03-22,2658.42
2012-03-23,2678.91
2012-03-26,2651.85
2012-03-27,2669.86
2012-03-28,2676.02
2012-03-29,2696.01
2012-03-30,2751.39
2012-04-02,2741.34
2012-04-03,2728.12
2012-04-04,2720.6
2012-04-09,2731.16
2012-04-10,2728.07
2012-04-11,2741.0
2012-04-12,2738.35
2012-04-13,2768.7
2012-04-16,2770.93
2012-04-17,2776.76
2012-04-18,2801.2
2012-04-19,2830.46
2012-04-20,2817.59
2012-04-23,2805.06
2012-04-24,2792.32
2012-04-25,2796.99
2012-04-26,2786.94
2012-04-27,2790.66
2012-04-28,2794.74
2012-04-30,2806.51
2012-05-02,2805.79
2012-05-03,2799.67
2012-05-04,2809.18
2012-05-07,2805.04
2012-05-08,2780.1
2012-05-09,2779.98
2012-05-10,2770.28
2012-05-11,2715.51
2012-05-14,2738.85
2012-05-15,2760.32
2012-05-16,2743.41
2012-05-17,2734.68
2012-05-18,2730.94
2012-05-21,2739.53
2012-05-22,2719.5
2012-05-23,2720.37
2012-05-24,2735.83
2012-05-25,2732.24
2012-05-28,2746.11
2012-05-29,2737.14
2012-05-30,2730.68
2012-05-31,2733.92
2012-06-01,2695.49
2012-06-04,2680.91
2012-06-05,2689.41
2012-06-06,2717.89
2012-06-07,2723.41
2012-06-08,2722.04
2012-06-11,2683.68
2012-06-12,2677.34
2012-06-13,2686.41
2012-06-14,2674.48
2012-06-15,2696.67
2012-06-18,2679.34
2012-06-19,2706.27
2012-06-20,2737.83
2012-06-21,2748.64
2012-06-22,2748.45
2012-06-25,2731.65
2012-06-26,2750.05
2012-06-27,2761.65
2012-06-28,2762.15
2012-06-29,2813.07
2012-07-02,2823.99
2012-07-03,2829.18
2012-07-04,2828.69
2012-07-05,2843.58
2012-07-06,2843.72
2012-07-09,2825.38
2012-07-10,2849.92
2012-07-11,2843.83
2012-07-12,2841.17
2012-07-13,2840.69
2012-07-16,2870.57
2012-07-17,2885.18
2012-07-18,2877.44
2012-07-19,2879.5
2012-07-20,2859.63
2012-07-23,2852.35
2012-07-24,2861.51
2012-07-25,2865.2
2012-07-26,2854.75
2012-07-27,2856.48
2012-07-30,2900.94
2012-07-31,2921.35
2012-08-01,2956.45
2012-08-02,2951.97
2012-08-03,2970.56
2012-08-06,2982.51
2012-08-07,2977.67
2012-08-08,2978.13
2012-08-09,2973.77
2012-08-10,2964.47
2012-08-13,2968.49
2012-08-14,2957.16
2012-08-16,2958.17
2012-08-17,2975.8
2012-08-21,2976.86
2012-08-22,2986.62
2012-08-23,3005.45
2012-08-24,3010.41
2012-08-27,3009.04
2012-08-28,3013.28
2012-08-29,3013.41
2012-08-30,3033.62
2012-08-31,3032.7
2012-09-03,3033.19
2012-09-04,3035.49
2012-09-05,3005.67
2012-09-06,3019.6
2012-09-07,3061.29
2012-09-08,3097.4
2012-09-10,3123.39
2012-09-11,3135.53
2012-09-12,3128.88
2012-09-13,3091.01
2012-09-14,3053.28
2012-09-17,2998.92
2012-09-18,2998.86
2012-09-20,2989.03
2012-09-21,2990.36
2012-09-24,2982.33
2012-09-25,3001.45
2012-09-26,3017.11
2012-09-27,3022.07
2012-09-28,3060.39
2012-10-01,3072.61
2012-10-03,3091.07
2012-10-04,3063.25
2012-10-05,3018.88
2012-10-08,3051.84
2012-10-09,3089.33
2012-10-10,3059.63
2012-10-11,3048.21
2012-10-12,3062.33
2012-10-15,3072.85
2012-10-16,3056.07
2012-10-17,3066.76
2012-10-18,3058.86
2012-10-19,3049.49
2012-10-22,3074.89
2012-10-23,3071.19
2012-10-25,3061.58
2012-10-26,3029.96
2012-10-29,3036.83
2012-10-30,3032.85
2012-10-31,3082.8
2012-11-01,3109.23
2012-11-02,3120.13
2012-11-05,3131.34
2012-11-06,3157.11
2012-11-07,3169.67
2012-11-08,3146.73
2012-11-09,3123.76
2012-11-12,3122.39
2012-11-13,3122.01
2012-11-15,3093.19
2012-11-16,3088.86
2012-11-19,3066.58
2012-11-20,3070.15
2012-11-21,3097.59
2012-11-22,3108.0
2012-11-23,3097.61
2012-11-26,3121.01
2012-11-27,3153.93
2012-11-29,3188.22
2012-11-30,3211.02
2012-12-03,3211.36
2012-12-04,3220.08
2012-12-05,3216.12
2012-12-06,3218.78
2012-12-07,3218.71
2012-12-10,3250.36
2012-12-11,3248.13
2012-12-12,3256.73
2012-12-13,3237.48
2012-12-14,3224.54
2012-12-17,3243.67
2012-12-18,3262.94
2012-12-19,3315.61
2012-12-20,3313.38
2012-12-21,3257.25
2012-12-24,3284.68
2012-12-26,3308.39
2012-12-27,3293.13
2012-12-28,3288.62
2012-12-31,3291.15
2013-01-01,3302.17
2013-01-02,3309.11
2013-01-03,3317.04
2013-01-04,3318.99
2013-01-07,3329.32
2013-01-08,3354.77
2013-01-09,3355.14
2013-01-10,3327.83
2013-01-11,3288.9
2013-01-14,3286.5
2013-01-15,3290.24
2013-01-16,3280.0
2013-01-17,3274.74
2013-01-18,3257.37
2013-01-21,3245.54
2013-01-22,3230.32
2013-01-23,3222.1
2013-01-24,3180.97
2013-01-25,3228.24
2013-01-28,3223.9
2013-01-29,3215.66
2013-01-30,3226.14
2013-01-31,3229.73
2013-02-01,3254.48
2013-02-04,3211.67
2013-02-05,3235.36
2013-02-06,3230.55
2013-02-07,3199.03
2013-02-08,3168.11
2013-02-11,3189.9
2013-02-12,3230.08
2013-02-13,3223.19
2013-02-14,3185.95
2013-02-15,3175.2
2013-02-18,3173.25
2013-02-19,3212.41
2013-02-20,3204.51
2013-02-21,3190.92
2013-02-22,3213.57
2013-02-25,3215.86
2013-02-26,3151.35
2013-02-27,3145.03
2013-02-28,3116.51
2013-03-01,3127.65
2013-03-04,3125.92
2013-03-05,3166.22
2013-03-06,3171.05
2013-03-07,3185.89
2013-03-08,3216.44
2013-03-11,3231.7
2013-03-12,3216.84
2013-03-13,3218.57
2013-03-14,3220.68
2013-03-15,3223.62
2013-03-18,3233.89
2013-03-19,3230.48
2013-03-20,3222.26
2013-03-21,3195.56
2013-03-22,3177.54
2013-03-25,3172.58
2013-03-26,3180.65
2013-03-28,3203.72
2013-04-01,3231.36
2013-04-02,3290.75
2013-04-03,3296.44
2013-04-04,3275.77
2013-04-05,3279.95
2013-04-08,3301.28
2013-04-09,3283.96
2013-04-10,3296.94
2013-04-11,3323.37
2013-04-12,3314.13
2013-04-15,3286.64
2013-04-16,3331.0
2013-04-17,3363.63
2013-04-18,3368.43
2013-04-22,3377.45
2013-04-23,3395.66
2013-04-25,3467.17
2013-04-26,3437.81
2013-04-29,3435.27
2013-04-30,3464.37
2013-05-02,3484.37
2013-05-03,3488.28
2013-05-06,3503.26
2013-05-07,3536.97
2013-05-08,3537.25
2013-05-09,3481.13
2013-05-10,3495.05
2013-05-11,3546.05
2013-05-13,3513.79
2013-05-14,3537.54
2013-05-15,3609.55
2013-05-16,3661.53
2013-05-17,3651.45
2013-05-20,3581.98
2013-05-21,3555.52
2013-05-22,3569.33
2013-05-23,3521.61
2013-05-24,3481.26
2013-05-27,3532.75
2013-05-28,3517.43
2013-05-29,3578.58
2013-05-30,3560.54
2013-05-31,3526.71
2013-06-03,3520.82
2013-06-04,3588.27
2013-06-05,3594.49
2013-06-06,3553.7
2013-06-07,3550.41
2013-06-10,3514.94
2013-06-11,3493.9
2013-06-12,3509.84
2013-06-13,3450.59
2013-06-14,3487.03
2013-06-17,3501.27
2013-06-18,3503.23
2013-06-19,3492.24
2013-06-20,3472.84
2013-06-21,3460.91
2013-06-24,3431.7
2013-06-25,3411.18
2013-06-26,3371.39
2013-06-27,3450.92
2013-06-28,3537.02
2013-07-01,3574.36
2013-07-02,3591.87
2013-07-03,3596.54
2013-07-04,3617.64
2013-07-05,3624.98
2013-07-08,3621.1
2013-07-09,3670.6
2013-07-10,3677.44
2013-07-11,3703.97
2013-07-12,3742.47
2013-07-15,3757.64
2013-07-16,3737.99
2013-07-17,3732.69
2013-07-18,3759.11
2013-07-19,3723.53
2013-07-22,3711.77
2013-07-23,3717.34
2013-07-24,3707.53
2013-07-25,3647.45
2013-07-26,3655.34
2013-07-29,3641.39
2013-07-30,3600.21
2013-07-31,3613.44
2013-08-01,3611.96
2013-08-02,3590.86
2013-08-05,3574.53
2013-08-06,3537.12
2013-08-07,3518.92
2013-08-08,3511.35
2013-08-12,3580.53
2013-08-13,3639.03
2013-08-14,3634.38
2013-08-16,3581.18
2013-08-19,3487.93
2013-08-20,3433.97
2013-08-21,3350.56
2013-08-22,3431.94
2013-08-23,3450.02
2013-08-26,3487.88
2013-08-27,3421.41
2013-08-28,3455.87
2013-08-29,3514.58
2013-08-30,3569.46
2013-09-02,3600.93
2013-09-03,3522.03
2013-09-04,3609.42
2013-09-05,3604.3
2013-09-06,3641.03
2013-09-10,3688.48
2013-09-11,3725.73
2013-09-12,3725.46
2013-09-13,3731.03
2013-09-16,3643.88
2013-09-17,3632.42
2013-09-18,3661.84
2013-09-19,3710.5
2013-09-20,3714.3
2013-09-23,3682.77
2013-09-24,3695.85
2013-09-25,3742.46
2013-09-26,3772.69
2013-09-27,3774.36
2013-09-30,3771.94
2013-10-01,3779.25
2013-10-03,3811.94
2013-10-04,3808.26
2013-10-07,3842.42
2013-10-08,3846.04
2013-10-09,3916.48
2013-10-10,3929.66
2013-10-11,3886.21
2013-10-14,3870.42
2013-10-15,3853.07
2013-10-17,3832.42
2013-10-18,3870.84
2013-10-21,3874.06
2013-10-22,3881.09
2013-10-23,3851.25
2013-10-24,3836.6
2013-10-25,3805.86
2013-10-28,3767.61
2013-10-29,3826.71
2013-10-30,3871.02
2013-10-31,3827.02
2013-11-01,3836.37
2013-11-03,3863.35
2013-11-05,3808.86
2013-11-06,3838.14
2013-11-07,3842.59
2013-11-08,3851.36
2013-11-11,3866.4
2013-11-12,3864.58
2013-11-13,3858.82
2013-11-14,3838.97
2013-11-18,3864.15
2013-11-19,3854.33
2013-11-20,3815.46
2013-11-21,3765.97
2013-11-22,3774.09
2013-11-25,3791.64
2013-11-26,3764.37
2013-11-27,3749.02
2013-11-28,3759.47
2013-11-29,3794.97
2013-12-02,3870.2
2013-12-03,3864.01
2013-12-04,3841.05
2013-12-05,3782.51
2013-12-06,3795.75
2013-12-09,3803.38
2013-12-10,3815.04
2013-12-11,3806.78
2013-12-12,3773.05
2013-12-13,3752.93
2013-12-16,3783.91
2013-12-17,3839.66
2013-12-18,3886.74
2013-12-19,3925.64
2013-12-20,3953.08
2013-12-23,3962.21
2013-12-24,3970.95
2013-12-26,3955.79
2013-12-27,3986.93
2013-12-30,3969.21
2013-12-31,3979.37
2014-01-01,4000.72
2014-01-02,3968.54
2014-01-03,3991.95
2014-01-06,4011.63
2014-01-07,4015.82
2014-01-08,4055.15
2014-01-09,4073.66
2014-01-10,4080.84
2014-01-13,4054.04
2014-01-14,4081.38
2014-01-15,4082.47
2014-01-16,4059.83
2014-01-17,4050.34
2014-01-20,4065.15
2014-01-21,4058.05
2014-01-22,4114.18
2014-01-23,4122.57
2014-01-24,4067.5
2014-01-27,4034.53
2014-01-28,4003.89
2014-01-29,4032.44
2014-01-30,4024.08
2014-01-31,4045.63
2014-02-03,4086.48
2014-02-04,4060.44
2014-02-05,4066.02
2014-02-06,4062.78
2014-02-07,4129.27
2014-02-10,4148.6
2014-02-11,4133.95
2014-02-12,4122.77
2014-02-13,4055.87
2014-02-14,4050.1
2014-02-17,4073.23
2014-02-18,4086.91
2014-02-19,4129.39
2014-02-20,4129.98
2014-02-21,4137.59
2014-02-24,4181.16
2014-02-25,4188.45
2014-02-26,4225.25
2014-02-28,4319.33
2014-03-03,4253.13
2014-03-04,4236.56
2014-03-05,4232.23
2014-03-06,4219.68
2014-03-07,4137.51
2014-03-10,4067.14
2014-03-11,4029.05
2014-03-12,4075.85
2014-03-13,4036.64
2014-03-14,4073.19
2014-03-18,4080.52
2014-03-19,4096.74
2014-03-20,4104.56
2014-03-21,4101.48
2014-03-22,4123.3
2014-03-24,4097.26
2014-03-25,4099.08
2014-03-26,4027.35
2014-03-27,3999.9
2014-03-28,4032.6
2014-03-31,4033.36
2014-04-01,4049.48
2014-04-02,4115.01
2014-04-03,4155.01
2014-04-04,4152.8
2014-04-07,4142.73
2014-04-09,4233.99
2014-04-10,4164.15
2014-04-11,4206.09
2014-04-15,4179.16
2014-04-16,4160.9
2014-04-17,4192.9
2014-04-21,4192.63
2014-04-22,4199.57
2014-04-23,4219.35
2014-04-25,4237.19
2014-04-28,4309.82
2014-04-29,4306.01
2014-04-30,4293.8
2014-05-02,4330.76
2014-05-05,4300.7
2014-05-06,4309.25
2014-05-07,4297.98
2014-05-08,4289.75
2014-05-09,4266.69
2014-05-12,4236.66
2014-05-13,4217.36
2014-05-14,4206.33
2014-05-15,4187.1
2014-05-16,4133.83
2014-05-19,3991.49
2014-05-20,4048.92
2014-05-21,4041.93
2014-05-22,4047.34
2014-05-23,4048.41
2014-05-26,4018.92
2014-05-27,4032.39
2014-05-28,4038.45
2014-05-29,4038.48
2014-05-30,4146.57
2014-06-02,4108.82
2014-06-03,4093.53
2014-06-04,4085.17
2014-06-05,4098.46
2014-06-06,4157.31
2014-06-09,4172.88
2014-06-10,4259.08
2014-06-11,4284.89
2014-06-12,4344.69
2014-06-13,4322.13
2014-06-16,4348.45
2014-06-17,4354.15
2014-06-18,4350.1
2014-06-19,4377.12
2014-06-20,4339.42
2014-06-23,4360.07
2014-06-24,4354.17
2014-06-25,4384.9
2014-06-26,4400.33
2014-06-27,4503.04
2014-06-30,4586.14
2014-07-01,4564.3
2014-07-02,4651.86
2014-07-03,4700.81
2014-07-04,4727.06
2014-07-07,4766.24
2014-07-08,4702.32
2014-07-09,4637.86
2014-07-10,4635.92
2014-07-11,4684.03
2014-07-14,4649.01
2014-07-15,4651.67
2014-07-16,4690.8
2014-07-17,4718.71
2014-07-18,4712.63
2014-07-21,4714.1
2014-07-22,4764.14
2014-07-23,4758.84
2014-07-24,4739.37
2014-07-25,4826.45
2014-07-28,4829.11
2014-07-30,4894.86
2014-07-31,4902.44
2014-08-01,4827.94
2014-08-04,4819.11
2014-08-05,4852.27
2014-08-06,4807.63
2014-08-07,4803.74
2014-08-08,4811.85
2014-08-11,4821.36
2014-08-12,4882.48
