date,NIFTY BANK
2004-09-22,2612.07
2004-09-23,2555.94
2004-09-24,2547.69
2004-09-27,2524.43
2004-09-28,2502.0
2004-09-29,2511.35
2004-09-30,2505.7
2004-10-01,2544.82
2004-10-04,2562.06
2004-10-05,2623.66
2004-10-06,2582.57
2004-10-07,2592.82
2004-10-08,2594.83
2004-10-09,2580.41
2004-10-11,2555.84
2004-10-12,2515.28
2004-10-14,2499.05
2004-10-15,2493.59
2004-10-18,2495.52
2004-10-19,2511.75
2004-10-20,2487.43
2004-10-21,2484.89
2004-10-25,2416.45
2004-10-26,2455.26
2004-10-27,2454.01
2004-10-28,2451.54
2004-10-29,2466.96
2004-11-01,2506.48
2004-11-02,2526.5
2004-11-03,2615.54
2004-11-04,2613.24
2004-11-05,2672.34
2004-11-08,2668.06
2004-11-09,2650.79
2004-11-10,2672.74
2004-11-11,2659.81
2004-11-12,2660.42
2004-11-16,2738.59
2004-11-17,2828.06
2004-11-18,2871.93
2004-11-19,2848.79
2004-11-22,2845.6
2004-11-23,2867.72
2004-11-24,2879.57
2004-11-25,2887.57
2004-11-29,2960.06
2004-11-30,2997.66
2004-12-01,3052.04
2004-12-02,3204.25
2004-12-03,3221.2
2004-12-06,3208.13
2004-12-07,3192.95
2004-12-08,3205.29
2004-12-09,3247.03
2004-12-10,3199.18
2004-12-13,3201.52
2004-12-14,3239.4
2004-12-15,3233.7
2004-12-16,3225.22
2004-12-17,3186.25
2004-12-20,3225.91
2004-12-21,3289.48
2004-12-22,3270.86
2004-12-23,3365.4
2004-12-24,3362.67
2004-12-27,3382.82
2004-12-28,3407.36
2004-12-29,3407.57
2004-12-30,3406.09
2004-12-31,3497.36
2005-01-03,3531.56
2005-01-04,3560.4
2005-01-05,3400.06
2005-01-06,3310.94
2005-01-07,3341.12
2005-01-10,3263.63
2005-01-11,3189.56
2005-01-12,3084.6
2005-01-13,3238.11
2005-01-14,3199.19
2005-01-17,3262.36
2005-01-18,3244.06
2005-01-19,3221.14
2005-01-20,3184.77
2005-01-24,3115.18
2005-01-25,3197.13
2005-01-27,3199.48
2005-01-28,3325.37
2005-01-31,3429.6
2005-02-01,3410.75
2005-02-02,3445.24
2005-02-03,3497.98
2005-02-04,3458.21
2005-02-07,3419.41
2005-02-08,3417.9
2005-02-09,3490.93
2005-02-10,3502.87
2005-02-11,3506.9
2005-02-14,3526.94
2005-02-15,3511.73
2005-02-16,3488.8
2005-02-17,3478.72
2005-02-18,3484.88
2005-02-21,3463.15
2005-02-22,3536.5
2005-02-23,3523.85
2005-02-24,3543.61
2005-02-25,3529.72
2005-02-28,3676.5
2005-03-01,3627.06
2005-03-02,3709.12
2005-03-03,3742.04
2005-03-04,3769.6
2005-03-07,3897.64
2005-03-08,3916.5
2005-03-09,3881.84
2005-03-10,3931.54
2005-03-11,3910.11
2005-03-14,3874.42
2005-03-15,3834.73
2005-03-16,3861.94
2005-03-17,3795.02
2005-03-18,3799.78
2005-03-21,3783.76
2005-03-22,3642.56
2005-03-23,3505.22
2005-03-24,3501.12
2005-03-28,3549.69
2005-03-29,3449.98
2005-03-30,3491.86
2005-03-31,3536.64
2005-04-01,3609.11
2005-04-04,3625.22
2005-04-05,3561.69
2005-04-06,3573.62
2005-04-07,3561.82
2005-04-08,3520.55
2005-04-11,3487.57
2005-04-12,3532.75
2005-04-13,3536.41
2005-04-15,3426.87
2005-04-18,3369.79
2005-04-19,3335.48
2005-04-20,3339.81
2005-04-21,3387.9
2005-04-22,3388.52
2005-04-25,3418.7
2005-04-26,3413.45
2005-04-27,3356.25
2005-04-28,3275.0
2005-04-29,3162.21
2005-05-02,3178.57
2005-05-03,3204.73
2005-05-04,3260.65
2005-05-05,3354.13
2005-05-06,3339.31
2005-05-09,3374.36
2005-05-10,3396.14
2005-05-11,3364.96
2005-05-12,3367.85
2005-05-13,3371.01
2005-05-16,3422.78
2005-05-17,3390.25
2005-05-18,3393.74
2005-05-19,3416.67
2005-05-20,3425.5
2005-05-23,3456.97
2005-05-24,3475.25
2005-05-25,3489.49
2005-05-26,3493.12
2005-05-27,3481.2
2005-05-30,3440.06
2005-05-31,3467.72
2005-06-01,3456.84
2005-06-02,3427.44
2005-06-03,3468.86
2005-06-04,3471.46
2005-06-06,3522.84
2005-06-07,3618.54
2005-06-08,3659.52
2005-06-09,3636.5
2005-06-10,3593.55
2005-06-13,3642.9
2005-06-14,3689.8
2005-06-15,3683.85
2005-06-16,3618.8
2005-06-17,3595.8
2005-06-20,3531.75
2005-06-21,3577.5
2005-06-22,3560.9
2005-06-23,3610.1
2005-06-24,3599.1
2005-06-27,3596.5
2005-06-28,3557.8
2005-06-29,3586.65
2005-06-30,3638.4
2005-07-01,3678.9
2005-07-04,3721.5
2005-07-05,3702.05
2005-07-06,3759.3
2005-07-07,3721.15
2005-07-08,3772.2
2005-07-11,3844.95
2005-07-12,3892.25
2005-07-13,3897.55
2005-07-14,3841.9
2005-07-15,3834.85
2005-07-18,3849.5
2005-07-19,3877.75
2005-07-20,3891.15
2005-07-21,3847.85
2005-07-22,3949.45
2005-07-25,4105.25
2005-07-26,4189.5
2005-07-27,4298.0
2005-07-29,4361.15
2005-08-01,4336.0
2005-08-02,4320.0
2005-08-03,4316.0
2005-08-04,4297.35
2005-08-05,4277.15
2005-08-08,4117.25
2005-08-09,4110.85
2005-08-10,4213.1
2005-08-11,4265.25
2005-08-12,4263.25
2005-08-16,4213.0
2005-08-17,4224.55
2005-08-18,4222.75
2005-08-19,4174.9
2005-08-22,4113.15
2005-08-23,4036.05
2005-08-24,4014.2
2005-08-25,4038.05
2005-08-26,4042.25
2005-08-29,3981.2
2005-08-30,4046.4
2005-08-31,4062.6
2005-09-01,4064.65
2005-09-02,4089.45
2005-09-05,4129.35
2005-09-06,4169.1
2005-09-08,4222.05
2005-09-09,4314.15
2005-09-12,4363.15
2005-09-13,4408.05
2005-09-14,4424.8
2005-09-15,4452.3
2005-09-16,4485.15
2005-09-19,4538.0
2005-09-20,4612.0
2005-09-21,4568.15
2005-09-22,4420.25
2005-09-23,4397.95
2005-09-26,4486.45
2005-09-27,4549.5
2005-09-28,4604.05
2005-09-29,4600.05
2005-09-30,4622.1
2005-10-03,4622.4
2005-10-04,4692.85
2005-10-05,4601.45
2005-10-06,4465.25
2005-10-07,4414.25
2005-10-10,4370.8
2005-10-11,4489.4
2005-10-13,4390.7
2005-10-14,4274.85
2005-10-17,4271.6
2005-10-18,4233.45
2005-10-19,4152.9
2005-10-20,4077.95
2005-10-21,4132.15
2005-10-24,4049.15
2005-10-25,4120.9
2005-10-26,4128.55
2005-10-27,3944.2
2005-10-28,3876.55
2005-10-31,4003.85
2005-11-01,4025.25
2005-11-02,4014.65
2005-11-07,4032.8
2005-11-08,4076.95
2005-11-09,4094.7
2005-11-10,4081.4
2005-11-11,4165.3
2005-11-14,4259.7
2005-11-16,4318.85
2005-11-17,4380.35
2005-11-18,4346.1
2005-11-21,4251.95
2005-11-22,4190.95
2005-11-23,4260.75
2005-11-24,4318.35
2005-11-25,4367.65
2005-11-26,4375.25
2005-11-28,4407.55
2005-11-29,4348.25
2005-11-30,4298.2
2005-12-01,4336.4
2005-12-02,4343.45
2005-12-05,4270.25
2005-12-06,4229.7
2005-12-07,4276.65
2005-12-08,4266.85
2005-12-09,4314.5
2005-12-12,4366.75
2005-12-13,4429.8
2005-12-14,4519.55
2005-12-15,4406.1
2005-12-16,4520.15
2005-12-19,4595.85
2005-12-20,4578.35
2005-12-21,4511.05
2005-12-22,4522.45
2005-12-23,4469.8
2005-12-26,4335.15
2005-12-27,4451.95
2005-12-28,4453.6
2005-12-29,4441.55
2005-12-30,4534.2
2006-01-02,4556.25
2006-01-03,4600.25
2006-01-04,4694.15
2006-01-05,4760.45
2006-01-06,4755.6
2006-01-09,4695.6
2006-01-10,4629.1
2006-01-12,4635.35
2006-01-13,4602.55
2006-01-16,4558.15
2006-01-17,4504.05
2006-01-18,4441.75
2006-01-19,4489.0
2006-01-20,4509.4
2006-01-23,4491.7
2006-01-24,4492.3
2006-01-25,4494.95
2006-01-27,4666.9
2006-01-30,4601.8
2006-01-31,4617.6
2006-02-01,4483.8
2006-02-02,4441.05
2006-02-03,4397.9
2006-02-06,4481.65
2006-02-07,4578.1
2006-02-08,4563.85
2006-02-10,4581.85
2006-02-13,4611.0
2006-02-14,4540.0
2006-02-15,4515.8
2006-02-16,4548.1
2006-02-17,4452.3
2006-02-20,4449.3
2006-02-21,4466.6
2006-02-22,4452.1
2006-02-23,4394.9
2006-02-24,4497.75
2006-02-27,4560.05
2006-02-28,4579.05
2006-03-01,4572.7
2006-03-02,4656.35
2006-03-03,4624.0
2006-03-06,4634.45
2006-03-07,4621.8
2006-03-08,4555.35
2006-03-09,4587.35
2006-03-10,4656.05
2006-03-13,4666.3
2006-03-14,4688.0
2006-03-16,4710.5
2006-03-17,4701.15
2006-03-20,4707.95
2006-03-21,4661.85
2006-03-22,4607.45
2006-03-23,4626.0
2006-03-24,4662.9
2006-03-27,4702.35
2006-03-28,4660.65
2006-03-29,4680.5
2006-03-30,4638.45
2006-03-31,4661.5
2006-04-03,4724.05
2006-04-04,4824.65
2006-04-05,4873.0
2006-04-07,4717.6
2006-04-10,4689.45
2006-04-12,4575.25
2006-04-13,4467.1
2006-04-17,4561.7
2006-04-18,4633.75
2006-04-19,4620.9
2006-04-20,4624.3
2006-04-21,4596.1
2006-04-24,4520.5
2006-04-25,4455.55
2006-04-26,4499.3
2006-04-27,4435.8
2006-04-28,4437.05
2006-04-29,4549.8
2006-05-02,4729.3
2006-05-03,4880.7
2006-05-04,4935.3
2006-05-05,4876.55
2006-05-08,4875.05
2006-05-09,4914.25
2006-05-10,5047.15
2006-05-11,4991.35
2006-05-12,4871.6
2006-05-15,4713.05
2006-05-16,4685.45
2006-05-17,4853.35
2006-05-18,4539.5
2006-05-19,4330.4
2006-05-22,4216.3
2006-05-23,4326.65
2006-05-24,4295.5
2006-05-25,4271.95
2006-05-26,4324.05
2006-05-29,4337.65
2006-05-30,4274.55
2006-05-31,4123.55
2006-06-01,4075.5
2006-06-02,4176.5
2006-06-05,4068.35
2006-06-06,4079.55
2006-06-07,3962.0
2006-06-08,3704.35
2006-06-09,3829.4
2006-06-12,3673.3
2006-06-13,3541.25
2006-06-14,3475.45
2006-06-15,3661.85
2006-06-16,3770.45
2006-06-19,3751.55
2006-06-20,3660.4
2006-06-21,3685.0
2006-06-22,3829.45
2006-06-23,3802.5
2006-06-25,3790.35
2006-06-26,3683.35
2006-06-27,3679.3
2006-06-28,3609.35
2006-06-29,3596.2
2006-06-30,3708.9
2006-07-03,3719.25
2006-07-04,3776.85
2006-07-05,3824.4
2006-07-06,3761.25
2006-07-07,3704.95
2006-07-10,3709.4
2006-07-11,3683.7
2006-07-12,3684.8
2006-07-13,3676.4
2006-07-14,3630.1
2006-07-17,3519.2
2006-07-18,3472.65
2006-07-19,3428.15
2006-07-20,3602.45
2006-07-21,3543.55
2006-07-24,3715.75
2006-07-25,3871.2
2006-07-26,3898.35
2006-07-27,3945.7
2006-07-28,4022.95
2006-07-31,4078.8
2006-08-01,4050.75
2006-08-02,4096.95
2006-08-03,4152.6
2006-08-04,4067.75
2006-08-07,4134.45
2006-08-08,4265.95
2006-08-09,4329.05
2006-08-10,4370.55
2006-08-11,4324.65
2006-08-14,4328.85
2006-08-16,4433.1
2006-08-17,4410.3
2006-08-18,4369.3
2006-08-21,4446.2
2006-08-22,4449.7
2006-08-23,4395.1
2006-08-24,4428.35
2006-08-25,4495.45
2006-08-28,4528.4
2006-08-29,4562.7
2006-08-30,4596.3
2006-08-31,4594.85
2006-09-01,4650.85
2006-09-04,4696.9
2006-09-05,4706.8
2006-09-06,4690.4
2006-09-07,4647.3
2006-09-08,4658.45
2006-09-11,4528.9
2006-09-12,4631.6
2006-09-13,4823.9
2006-09-14,4896.35
2006-09-15,4908.1
2006-09-18,4924.95
2006-09-19,4890.45
2006-09-20,4899.75
2006-09-21,4972.95
2006-09-22,4934.7
2006-09-25,4949.9
2006-09-26,5061.7
2006-09-27,5124.5
2006-09-28,5327.6
2006-09-29,5276.25
2006-10-03,5264.9
2006-10-04,5201.25
2006-10-05,5334.7
2006-10-06,5311.25
2006-10-09,5292.75
2006-10-10,5270.3
2006-10-11,5206.4
2006-10-12,5270.4
2006-10-13,5302.45
2006-10-16,5399.55
2006-10-17,5390.1
2006-10-18,5405.85
2006-10-19,5334.85
2006-10-20,5333.65
2006-10-21,5325.55
2006-10-23,5247.25
2006-10-26,5460.1
2006-10-27,5545.25
2006-10-30,5626.45
2006-10-31,5588.7
2006-11-01,5623.65
2006-11-02,5658.75
2006-11-03,5613.15
2006-11-06,5561.9
2006-11-07,5535.75
2006-11-08,5591.0
2006-11-09,5656.35
2006-11-10,5757.95
2006-11-13,5801.35
2006-11-14,5838.8
2006-11-15,6023.55
2006-11-16,6175.05
2006-11-17,6119.65
2006-11-20,6006.6
2006-11-21,6085.5
2006-11-22,6118.9
2006-11-23,6157.1
2006-11-24,6153.6
2006-11-27,6198.35
2006-11-28,6122.9
2006-11-29,6127.65
2006-11-30,6198.3
2006-12-01,6330.75
2006-12-04,6294.1
2006-12-05,6235.15
2006-12-06,6213.85
2006-12-07,6259.5
2006-12-08,6234.55
2006-12-11,5790.6
2006-12-12,5536.3
2006-12-13,5720.35
2006-12-14,5849.75
2006-12-15,5958.2
2006-12-18,6012.05
2006-12-19,5867.45
2006-12-20,5797.2
2006-12-21,5777.9
2006-12-22,5790.4
2006-12-26,5904.15
2006-12-27,6009.6
2006-12-28,6027.8
2006-12-29,6008.75
2007-01-02,6039.55
2007-01-03,6070.25
2007-01-04,6008.45
2007-01-05,6049.0
2007-01-08,5968.35
2007-01-09,5875.3
2007-01-10,5723.05
2007-01-11,5748.75
2007-01-12,6157.95
2007-01-15,6164.8
2007-01-16,6157.4
2007-01-17,6215.2
2007-01-18,6189.5
2007-01-19,6184.9
2007-01-22,6175.45
2007-01-23,6010.8
2007-01-24,6055.5
2007-01-25,6107.6
2007-01-29,5978.9
2007-01-31,5953.95
2007-02-01,6115.2
2007-02-02,6075.35
2007-02-05,6089.2
2007-02-06,6092.2
2007-02-07,6157.15
2007-02-08,6208.7
2007-02-09,6184.45
2007-02-12,6031.65
2007-02-13,5946.45
2007-02-14,5672.55
2007-02-15,5841.65
2007-02-19,5917.45
2007-02-20,5841.25
2007-02-21,5816.95
2007-02-22,5647.65
2007-02-23,5473.6
2007-02-26,5533.75
2007-02-27,5464.65
2007-02-28,5240.3
2007-03-01,5388.95
2007-03-02,5218.95
2007-03-05,5040.1
2007-03-06,5110.15
2007-03-07,4993.55
2007-03-08,5217.85
2007-03-09,5187.85
2007-03-12,5180.1
2007-03-13,5251.55
2007-03-14,5039.05
2007-03-15,4965.0
2007-03-16,4893.45
2007-03-19,4979.45
2007-03-20,5084.1
2007-03-21,5288.4
2007-03-22,5554.75
2007-03-23,5518.85
2007-03-26,5424.3
2007-03-28,5290.15
2007-03-29,5273.2
2007-03-30,5308.5
2007-04-02,4959.65
2007-04-03,4995.15
2007-04-04,5031.75
2007-04-05,5129.2
2007-04-09,5323.8
2007-04-10,5325.5
2007-04-11,5276.65
2007-04-12,5215.15
2007-04-13,5362.1
2007-04-16,5435.1
2007-04-17,5455.45
2007-04-18,5513.0
2007-04-19,5540.3
2007-04-20,5597.55
2007-04-23,5550.15
2007-04-24,5807.5
2007-04-25,5876.45
2007-04-26,5880.95
2007-04-27,5752.9
2007-04-30,5621.0
2007-05-03,5693.4
2007-05-04,5656.55
2007-05-07,5610.7
2007-05-08,5537.0
2007-05-09,5638.55
2007-05-10,5644.95
2007-05-11,5682.45
2007-05-14,5847.8
2007-05-15,5950.65
2007-05-16,6137.85
2007-05-17,6270.9
2007-05-18,6290.8
2007-05-21,6391.15
2007-05-22,6356.4
2007-05-23,6309.15
2007-05-24,6208.7
2007-05-25,6200.35
2007-05-28,6283.95
2007-05-29,6302.1
2007-05-30,6245.45
2007-05-31,6324.5
2007-06-01,6404.8
2007-06-04,6448.85
2007-06-05,6533.35
2007-06-06,6324.3
2007-06-07,6236.45
2007-06-08,6177.7
2007-06-11,6161.25
2007-06-12,6149.95
2007-06-13,6063.8
2007-06-14,6122.05
2007-06-15,6176.2
2007-06-18,6174.4
2007-06-19,6366.95
2007-06-20,6496.85
2007-06-21,6536.25
2007-06-22,6542.05
2007-06-25,6544.55
2007-06-26,6515.6
2007-06-27,6482.45
2007-06-28,6521.35
2007-06-29,6740.1
2007-07-02,6718.0
2007-07-03,6857.1
2007-07-04,6836.45
2007-07-05,6818.35
2007-07-06,6791.25
2007-07-09,6867.9
2007-07-10,6814.7
2007-07-11,6794.7
2007-07-12,6916.05
2007-07-13,6980.35
2007-07-16,7101.3
2007-07-17,7041.75
2007-07-18,7068.8
2007-07-19,7137.9
2007-07-20,7086.55
2007-07-23,7076.3
2007-07-24,7075.6
2007-07-25,7003.45
2007-07-26,6933.3
2007-07-27,6698.65
2007-07-30,6829.8
2007-07-31,6928.45
2007-08-01,6637.35
2007-08-02,6759.15
2007-08-03,6854.6
2007-08-06,6821.85
2007-08-07,6823.45
2007-08-08,6966.8
2007-08-09,6837.2
2007-08-10,6646.05
2007-08-13,6679.75
2007-08-14,6702.35
2007-08-16,6305.75
2007-08-17,6245.6
2007-08-20,6491.5
2007-08-21,6210.45
2007-08-22,6228.85
2007-08-23,6090.25
2007-08-24,6176.55
2007-08-27,6471.85
2007-08-28,6485.5
2007-08-29,6509.3
2007-08-30,6572.45
2007-08-31,6675.85
2007-09-03,6774.05
2007-09-04,6801.65
2007-09-05,6777.65
2007-09-06,6868.85
2007-09-07,6842.95
2007-09-10,6870.35
2007-09-11,6815.6
2007-09-12,6784.4
2007-09-13,6904.2
2007-09-14,6912.15
2007-09-17,6897.1
2007-09-18,7059.65
2007-09-19,7401.85
2007-09-20,7390.15
2007-09-21,7464.5
2007-09-24,7650.9
2007-09-25,7629.15
2007-09-26,7755.9
2007-09-27,7833.65
2007-09-28,8042.2
2007-10-01,7987.5
2007-10-03,8097.9
2007-10-04,8035.9
2007-10-05,7845.25
2007-10-08,7626.4
2007-10-09,7895.85
2007-10-10,8030.65
2007-10-11,8158.8
2007-10-12,7934.0
2007-10-15,8286.3
2007-10-16,8452.2
2007-10-17,8099.9
2007-10-18,7608.75
2007-10-19,7423.8
2007-10-22,7568.0
2007-10-23,8101.1
2007-10-24,8228.65
2007-10-25,8428.65
2007-10-26,8749.9
2007-10-29,9000.75
2007-10-30,8934.15
2007-10-31,9013.15
2007-11-01,9198.6
2007-11-02,9560.7
2007-11-05,9397.55
2007-11-06,9216.3
2007-11-07,9090.2
2007-11-08,8876.25
2007-11-09,8760.75
2007-11-12,8758.2
2007-11-13,9060.0
2007-11-14,9613.05
2007-11-15,9454.7
2007-11-16,9474.15
2007-11-19,9396.25
2007-11-20,9277.85
2007-11-21,8829.8
2007-11-22,8998.8
2007-11-23,8977.9
2007-11-26,9122.45
2007-11-27,9070.75
2007-11-28,8970.85
2007-11-29,9124.4
2007-11-30,9375.75
2007-12-03,9397.55
2007-12-04,9367.1
2007-12-05,9581.3
2007-12-06,9620.15
2007-12-07,9796.1
2007-12-10,9864.6
2007-12-11,10090.7
2007-12-12,10056.7
2007-12-13,9920.45
2007-12-14,9803.15
2007-12-17,9426.7
2007-12-18,9279.2
2007-12-19,9240.35
2007-12-20,9245.45
2007-12-24,9563.55
2007-12-26,9755.2
2007-12-27,9785.05
2007-12-28,9828.35
2007-12-31,9863.45
2008-01-01,9905.25
2008-01-02,10250.85
2008-01-03,10100.7
2008-01-04,10233.2
2008-01-07,10391.1
2008-01-08,10355.6
2008-01-09,10306.45
2008-01-10,10266.85
2008-01-11,10561.55
2008-01-14,10698.35
2008-01-15,10465.7
2008-01-16,10346.95
2008-01-17,10261.5
2008-01-18,9739.9
2008-01-21,9038.95
2008-01-22,8682.45
2008-01-23,9259.2
2008-01-24,9133.85
2008-01-25,9752.25
2008-01-28,9901.9
2008-01-29,9569.6
2008-01-30,9404.15
2008-01-31,9226.25
2008-02-01,9327.05
2008-02-04,9561.5
2008-02-05,9397.8
2008-02-06,9185.65
2008-02-07,8960.45
2008-02-08,8817.0
2008-02-11,8419.25
2008-02-12,8512.35
2008-02-13,8748.75
2008-02-14,9125.2
2008-02-15,9380.05
2008-02-18,9404.2
2008-02-19,9423.45
2008-02-20,9129.1
2008-02-21,8946.2
2008-02-22,8685.1
2008-02-25,8666.5
2008-02-26,8742.25
2008-02-27,8719.6
2008-02-28,8608.25
2008-02-29,8688.35
2008-03-03,8047.45
2008-03-04,7736.6
2008-03-05,7588.35
2008-03-07,7268.15
2008-03-10,7272.5
2008-03-11,7356.4
2008-03-12,7341.55
2008-03-13,6914.65
2008-03-14,7106.0
2008-03-17,6556.2
2008-03-18,6472.8
2008-03-19,6456.55
2008-03-24,6634.6
2008-03-25,7147.15
2008-03-26,7120.9
2008-03-27,6969.3
2008-03-28,7037.85
2008-03-31,6655.0
2008-04-01,6608.1
2008-04-02,6772.7
2008-04-03,6746.1
2008-04-04,6545.15
2008-04-07,6832.4
2008-04-08,6862.7
2008-04-09,7059.55
2008-04-10,6872.85
2008-04-11,6838.45
2008-04-15,6916.75
2008-04-16,6951.9
2008-04-17,7165.05
2008-04-21,7425.45
2008-04-22,7520.9
2008-04-23,7378.05
2008-04-24,7391.9
2008-04-25,7616.3
2008-04-28,7590.05
2008-04-29,7737.45
2008-04-30,7629.0
2008-05-02,7871.9
2008-05-05,7851.5
2008-05-06,7814.55
2008-05-07,7743.6
2008-05-08,7518.8
2008-05-09,7299.0
2008-05-12,7330.55
2008-05-13,7340.95
2008-05-14,7324.85
2008-05-15,7508.15
2008-05-16,7644.6
2008-05-20,7459.2
2008-05-21,7374.25
2008-05-22,7147.3
2008-05-23,7009.05
2008-05-26,6767.45
2008-05-27,6593.95
2008-05-28,6780.9
2008-05-29,6576.75
2008-05-30,6584.35
2008-06-02,6347.15
2008-06-03,6301.2
2008-06-04,6113.65
2008-06-05,6211.8
2008-06-06,6140.05
2008-06-09,5949.2
2008-06-10,5814.35
2008-06-11,5971.25
2008-06-12,5999.35
2008-06-13,5993.15
2008-06-16,6127.75
2008-06-17,6425.65
2008-06-18,6200.55
2008-06-19,5957.25
2008-06-20,5758.6
2008-06-23,5593.75
2008-06-24,5489.85
2008-06-25,5480.7
2008-06-26,5512.15
2008-06-27,5210.9
2008-06-30,5027.05
2008-07-01,4732.85
2008-07-02,5025.75
2008-07-03,4851.35
2008-07-04,4990.9
2008-07-07,5075.6
2008-07-08,5106.8
2008-07-09,5341.45
2008-07-10,5339.0
2008-07-11,5240.7
2008-07-14,5207.75
2008-07-15,4838.95
2008-07-16,4726.45
2008-07-17,5034.75
2008-07-18,5389.15
2008-07-21,5601.5
2008-07-22,5793.7
2008-07-23,6343.15
2008-07-24,6213.6
2008-07-25,5917.25
2008-07-28,5919.15
2008-07-29,5422.15
2008-07-30,5719.45
2008-07-31,5730.05
2008-08-01,5961.9
2008-08-04,5992.4
2008-08-05,6371.7
2008-08-06,6328.2
2008-08-07,6363.15
2008-08-08,6447.5
2008-08-11,6723.2
2008-08-12,6490.8
2008-08-13,6370.75
2008-08-14,6030.05
2008-08-18,6015.05
2008-08-19,5992.4
2008-08-20,6026.3
2008-08-21,5711.55
2008-08-22,5776.05
2008-08-25,5860.8
2008-08-26,5943.2
2008-08-27,5823.55
2008-08-28,5721.15
2008-08-29,6102.05
2008-09-01,6128.85
2008-09-02,6508.9
2008-09-04,6494.65
2008-09-05,6288.6
2008-09-08,6538.85
2008-09-09,6441.35
2008-09-10,6427.55
2008-09-11,6332.25
2008-09-12,6194.15
2008-09-15,5997.65
2008-09-16,6132.95
2008-09-17,5912.5
2008-09-18,6077.2
2008-09-19,6312.05
2008-09-22,6303.9
2008-09-23,6033.35
2008-09-24,6109.65
2008-09-25,6080.2
2008-09-26,5828.6
2008-09-29,5538.75
2008-09-30,5803.55
2008-10-01,5982.4
2008-10-03,5793.35
2008-10-06,5560.55
2008-10-07,5457.55
2008-10-08,5222.6
2008-10-10,4938.0
2008-10-13,5496.75
2008-10-14,5578.4
2008-10-15,5425.25
2008-10-16,5481.65
2008-10-17,5183.55
2008-10-20,5284.2
2008-10-21,5414.5
2008-10-22,5095.75
2008-10-23,4932.4
2008-10-24,4310.05
2008-10-27,4092.9
2008-10-28,4315.75
2008-10-29,4280.45
2008-10-31,4521.7
2008-11-03,4875.7
2008-11-04,5220.7
2008-11-05,5121.3
2008-11-06,4940.0
2008-11-07,5043.55
2008-11-10,5261.15
2008-11-11,4945.7
2008-11-12,4748.15
2008-11-14,4719.4
2008-11-17,4545.3
2008-11-18,4346.75
2008-11-19,4233.7
2008-11-20,4086.9
2008-11-21,4300.7
2008-11-24,4164.75
2008-11-25,4053.2
2008-11-26,4267.9
2008-11-28,4291.15
2008-12-01,4124.3
2008-12-02,4099.3
2008-12-03,4220.35
2008-12-04,4446.65
2008-12-05,4357.0
2008-12-08,4429.85
2008-12-10,4550.75
2008-12-11,4597.15
2008-12-12,4655.3
2008-12-15,4707.5
2008-12-16,4820.65
2008-12-17,4789.65
2008-12-18,5122.95
2008-12-19,5144.15
2008-12-22,5036.5
2008-12-23,4858.35
2008-12-24,4930.25
2008-12-26,4789.45
2008-12-29,4953.95
2008-12-30,5062.2
2008-12-31,5001.55
2009-01-01,5116.55
2009-01-02,5195.1
2009-01-05,5359.4
2009-01-06,5395.3
2009-01-07,4984.55
2009-01-09,4906.7
2009-01-12,4698.0
2009-01-13,4661.7
2009-01-14,4751.1
2009-01-15,4484.65
2009-01-16,4581.25
2009-01-19,4542.25
2009-01-20,4402.35
2009-01-21,4252.3
2009-01-22,4289.8
2009-01-23,4082.15
2009-01-27,4199.55
2009-01-28,4340.1
2009-01-29,4362.05
2009-01-30,4456.55
2009-02-02,4238.15
2009-02-03,4253.8
2009-02-04,4251.2
2009-02-05,4235.35
2009-02-06,4334.15
2009-02-09,4459.5
2009-02-10,4515.8
2009-02-11,4504.3
2009-02-12,4468.35
2009-02-13,4565.85
2009-02-16,4351.45
2009-02-17,4164.3
2009-02-18,4077.3
2009-02-19,4059.15
2009-02-20,3934.4
2009-02-24,3878.6
2009-02-25,3911.7
2009-02-26,3834.9
2009-02-27,3892.4
2009-03-02,3718.35
2009-03-03,3636.85
2009-03-04,3586.9
2009-03-05,3446.35
2009-03-06,3455.35
2009-03-09,3339.7
2009-03-12,3442.55
2009-03-13,3632.75
2009-03-16,3736.65
2009-03-17,3644.65
2009-03-18,3727.65
2009-03-19,3763.5
2009-03-20,3691.7
2009-03-23,3944.75
2009-03-24,4008.05
2009-03-25,4126.45
2009-03-26,4285.15
2009-03-27,4406.8
2009-03-30,4035.7
2009-03-31,4133.2
2009-04-01,4211.45
2009-04-02,4426.05
2009-04-06,4487.1
2009-04-08,4479.35
2009-04-09,4584.8
2009-04-13,4818.0
2009-04-15,5049.45
2009-04-16,4915.75
2009-04-17,5056.9
2009-04-20,5009.2
2009-04-21,4853.9
2009-04-22,4813.3
2009-04-23,4968.4
2009-04-24,5125.35
2009-04-27,5182.75
2009-04-28,4931.3
2009-04-29,5130.95
2009-05-04,5504.05
2009-05-05,5596.2
2009-05-06,5446.45
2009-05-07,5577.3
2009-05-08,5409.75
2009-05-11,5343.6
2009-05-12,5585.55
2009-05-13,5523.75
2009-05-14,5495.1
2009-05-15,5695.05
2009-05-18,6766.55
2009-05-19,7268.2
2009-05-20,7144.75
2009-05-21,6934.55
2009-05-22,7036.3
2009-05-25,7064.7
2009-05-26,6851.1
2009-05-27,7215.2
2009-05-28,7338.6
2009-05-29,7416.0
2009-06-01,7364.05
2009-06-02,7343.2
2009-06-03,7262.3
