date,NIFTY OIL & GAS
2014-08-06,3140.6
2014-08-07,3155.7
2014-08-08,3099.61
2014-08-11,3099.19
2014-08-12,3154.21
2014-08-13,3159.0
2014-08-14,3198.61
2014-08-18,3299.07
2014-08-19,3327.19
2014-08-20,3283.1
2014-08-21,3313.72
2014-08-22,3301.82
2014-08-25,3286.19
2014-08-26,3263.12
2014-08-27,3300.25
2014-08-28,3337.72
2014-09-01,3395.47
2014-09-02,3431.21
2014-09-03,3422.04
2014-09-04,3408.8
2014-09-05,3420.9
2014-09-08,3484.92
2014-09-09,3469.72
2014-09-10,3422.78
2014-09-11,3411.43
2014-09-12,3410.92
2014-09-15,3383.91
2014-09-16,3279.86
2014-09-17,3282.66
2014-09-18,3336.25
2014-09-19,3297.26
2014-09-22,3333.14
2014-09-23,3248.9
2014-09-24,3256.85
2014-09-25,3166.61
2014-09-26,3208.29
2014-09-29,3196.78
2014-09-30,3229.81
2014-10-01,3186.83
2014-10-07,3154.56
2014-10-08,3212.32
2014-10-09,3252.45
2014-10-10,3225.84
2014-10-13,3232.87
2014-10-14,3206.16
2014-10-16,3155.04
2014-10-17,3162.49
2014-10-20,3246.69
2014-10-21,3223.01
2014-10-22,3233.74
2014-10-23,3254.96
2014-10-27,3204.16
2014-10-28,3207.62
2014-10-29,3235.4
2014-10-30,3274.12
2014-10-31,3346.68
2014-11-03,3337.92
2014-11-05,3323.4
2014-11-07,3328.78
2014-11-10,3298.21
2014-11-11,3308.94
2014-11-12,3290.12
2014-11-13,3224.92
2014-11-14,3266.08
2014-11-17,3286.29
2014-11-18,3265.68
2014-11-19,3216.63
2014-11-20,3228.18
2014-11-21,3246.45
2014-11-24,3233.32
2014-11-25,3246.75
2014-11-26,3260.55
2014-11-27,3267.31
2014-11-28,3283.14
2014-12-01,3210.14
2014-12-02,3181.95
2014-12-03,3223.53
2014-12-04,3221.78
2014-12-05,3191.87
2014-12-08,3169.47
2014-12-09,3114.23
2014-12-10,3119.39
2014-12-11,3050.3
2014-12-12,2972.92
2014-12-15,2952.61
2014-12-16,2915.13
2014-12-17,2936.3
2014-12-18,2992.0
2014-12-19,3027.94
2014-12-22,3070.86
2014-12-23,3044.15
2014-12-24,2994.71
2014-12-26,3002.67
2014-12-29,3021.5
2014-12-30,2993.42
2014-12-31,3010.23
2015-01-01,3016.65
2015-01-02,3023.17
2015-01-05,3032.04
2015-01-06,2922.6
2015-01-07,2945.08
2015-01-08,2989.18
2015-01-09,3026.91
2015-01-12,2989.77
2015-01-13,2962.05
2015-01-14,2942.29
2015-01-15,2985.36
2015-01-16,2984.49
2015-01-19,2997.13
2015-01-20,3031.24
2015-01-21,3026.67
2015-01-22,3012.23
2015-01-23,3021.08
2015-01-27,3023.89
2015-01-28,3064.07
2015-01-29,3104.03
2015-01-30,3086.95
2015-02-02,3071.6
2015-02-03,3115.07
2015-02-04,3136.02
2015-02-05,3102.74
2015-02-06,3068.65
2015-02-09,3041.22
2015-02-10,3017.28
2015-02-11,3032.26
2015-02-12,3053.17
2015-02-13,3044.62
2015-02-16,3018.8
2015-02-18,3011.94
2015-02-19,3018.43
2015-02-20,2978.09
2015-02-23,2933.23
2015-02-24,2899.73
2015-02-25,2908.75
2015-02-26,2909.29
2015-02-27,2948.42
2015-02-28,2965.86
2015-03-02,2984.48
2015-03-03,3023.48
2015-03-04,2987.2
2015-03-05,2986.26
2015-03-09,2939.91
2015-03-10,2918.17
2015-03-11,2887.32
2015-03-12,2914.13
2015-03-13,2879.86
2015-03-16,2858.19
2015-03-17,2897.91
2015-03-18,2915.71
2015-03-19,2904.23
2015-03-20,2878.62
2015-03-23,2865.92
2015-03-24,2881.2
2015-03-25,2870.62
2015-03-26,2839.55
2015-03-27,2813.53
2015-03-30,2844.51
2015-03-31,2870.88
2015-04-01,2881.39
2015-04-06,2911.77
2015-04-07,2918.41
2015-04-08,2964.16
2015-04-09,2979.64
2015-04-10,2993.51
2015-04-13,3022.73
2015-04-15,3029.5
2015-04-16,3061.02
2015-04-17,3053.15
2015-04-20,2981.83
2015-04-21,2952.33
2015-04-22,2940.54
2015-04-23,2925.3
2015-04-24,2921.27
2015-04-27,2860.15
2015-04-28,2865.18
2015-04-29,2845.92
2015-04-30,2857.85
2015-05-04,2967.64
2015-05-05,2997.52
2015-05-06,2909.33
2015-05-07,2857.92
2015-05-08,2884.79
2015-05-11,2920.86
2015-05-12,2846.28
2015-05-13,2880.56
2015-05-14,2901.82
2015-05-15,2900.5
2015-05-18,2955.62
2015-05-19,2946.04
2015-05-20,2951.77
2015-05-21,2938.19
2015-05-22,2958.62
2015-05-25,2960.4
2015-05-26,2926.22
2015-05-27,2955.0
2015-05-28,2946.31
2015-05-29,2976.15
2015-06-01,3002.9
2015-06-02,2974.08
2015-06-03,2918.29
2015-06-04,2929.07
2015-06-05,2945.82
2015-06-08,2898.8
2015-06-09,2890.26
2015-06-10,2935.73
2015-06-11,2886.6
2015-06-12,2907.62
2015-06-15,2935.25
2015-06-16,2935.18
2015-06-17,2962.5
2015-06-18,3054.29
2015-06-19,3088.89
2015-06-22,3090.95
2015-06-23,3111.57
2015-06-24,3088.68
2015-06-25,3110.7
2015-06-26,3093.12
2015-06-29,3071.54
2015-06-30,3083.32
2015-07-01,3115.42
2015-07-02,3132.0
2015-07-03,3123.39
2015-07-06,3155.1
2015-07-07,3144.3
2015-07-08,3106.04
2015-07-09,3051.61
2015-07-10,3065.96
2015-07-13,3095.69
2015-07-14,3105.9
2015-07-15,3115.76
2015-07-16,3150.26
2015-07-17,3148.66
2015-07-20,3159.93
2015-07-21,3101.54
2015-07-22,3180.6
2015-07-23,3187.11
2015-07-24,3155.14
2015-07-27,3092.27
2015-07-28,3083.61
2015-07-29,3071.53
2015-07-30,3083.79
2015-07-31,3083.53
2015-08-03,3077.1
2015-08-04,3044.51
2015-08-05,3050.2
2015-08-06,3045.88
2015-08-07,3099.36
2015-08-10,3069.24
2015-08-11,3037.14
2015-08-12,2946.73
2015-08-13,2938.29
2015-08-14,2975.14
2015-08-17,2941.23
2015-08-18,2932.99
2015-08-19,2936.48
2015-08-20,2869.2
2015-08-21,2847.72
2015-08-24,2586.68
2015-08-25,2662.0
2015-08-26,2645.93
2015-08-27,2710.71
2015-08-28,2748.16
2015-08-31,2740.15
2015-09-01,2690.53
2015-09-02,2662.34
2015-09-03,2687.45
2015-09-04,2645.59
2015-09-07,2622.26
2015-09-08,2653.13
2015-09-09,2696.37
2015-09-10,2685.3
2015-09-11,2676.33
2015-09-14,2700.98
2015-09-15,2702.41
2015-09-16,2693.16
2015-09-18,2730.92
2015-09-21,2719.71
2015-09-22,2673.7
2015-09-23,2695.14
2015-09-24,2668.22
2015-09-28,2658.65
2015-09-29,2649.89
2015-09-30,2702.1
2015-10-01,2707.63
2015-10-05,2761.69
2015-10-06,2807.87
2015-10-07,2848.91
2015-10-08,2817.9
2015-10-09,2823.4
2015-10-12,2826.57
2015-10-13,2811.16
2015-10-14,2822.38
2015-10-15,2856.99
2015-10-16,2887.19
2015-10-19,2933.62
2015-10-20,2909.7
2015-10-21,2897.17
2015-10-23,2917.33
2015-10-26,2891.35
2015-10-27,2868.14
2015-10-28,2863.97
2015-10-29,2847.74
2015-10-30,2849.14
2015-11-02,2861.6
2015-11-03,2883.18
2015-11-04,2875.83
2015-11-05,2850.16
2015-11-06,2866.09
2015-11-09,2870.75
2015-11-10,2762.74
2015-11-11,2781.79
2015-11-13,2766.0
2015-11-16,2772.09
2015-11-17,2773.72
2015-11-18,2758.68
2015-11-19,2808.63
2015-11-20,2857.47
2015-11-23,2870.87
2015-11-24,2891.94
2015-11-26,2925.63
2015-11-27,2917.31
2015-11-30,2907.57
2015-12-01,2932.33
2015-12-02,2943.47
2015-12-03,2922.86
2015-12-04,2897.76
2015-12-07,2877.11
2015-12-08,2820.87
2015-12-09,2771.07
2015-12-10,2831.26
2015-12-11,2816.45
2015-12-14,2810.38
2015-12-15,2843.12
2015-12-16,2888.95
2015-12-17,2921.93
2015-12-18,2892.56
2015-12-21,2917.29
2015-12-22,2915.77
2015-12-23,2959.72
2015-12-24,2960.72
2015-12-28,2986.81
2015-12-29,2993.39
2015-12-30,2976.03
2015-12-31,2999.26
2016-01-01,3012.7
2016-01-04,2965.15
2016-01-05,3019.92
2016-01-06,3051.66
2016-01-07,2969.23
2016-01-08,3012.53
2016-01-11,3014.44
2016-01-12,2987.0
2016-01-13,3018.04
2016-01-14,3003.0
2016-01-15,2984.85
2016-01-18,2875.17
2016-01-19,2912.51
2016-01-20,2836.16
2016-01-21,2790.81
2016-01-22,2870.07
2016-01-25,2867.91
2016-01-27,2859.69
2016-01-28,2886.14
2016-01-29,2935.57
2016-02-01,2926.62
2016-02-02,2847.61
2016-02-03,2803.71
2016-02-04,2802.6
2016-02-05,2810.74
2016-02-08,2772.03
2016-02-09,2773.74
2016-02-10,2757.94
2016-02-11,2652.64
2016-02-12,2591.05
2016-02-15,2694.25
2016-02-16,2638.25
2016-02-17,2675.95
2016-02-18,2698.82
2016-02-19,2679.77
2016-02-22,2709.08
2016-02-23,2662.51
2016-02-24,2664.49
2016-02-25,2647.18
2016-02-26,2658.68
2016-02-29,2628.3
2016-03-01,2685.13
2016-03-02,2719.02
2016-03-03,2755.04
2016-03-04,2761.79
2016-03-08,2804.22
2016-03-09,2811.87
2016-03-10,2777.2
2016-03-11,2784.98
2016-03-14,2799.42
2016-03-15,2802.1
2016-03-16,2798.08
2016-03-17,2847.14
2016-03-18,2864.67
2016-03-21,2897.78
2016-03-22,2908.85
2016-03-23,2877.48
2016-03-28,2862.25
2016-03-29,2873.5
2016-03-30,2928.39
2016-03-31,2913.42
2016-04-01,2876.42
2016-04-04,2879.53
2016-04-05,2860.81
2016-04-06,2882.12
2016-04-07,2883.52
2016-04-08,2890.92
2016-04-11,2916.96
2016-04-12,2948.9
2016-04-13,2982.43
2016-04-18,2992.62
2016-04-20,2962.33
2016-04-21,2987.42
2016-04-22,2992.95
2016-04-25,2965.16
2016-04-26,2972.97
2016-04-27,3007.87
2016-04-28,2943.58
2016-04-29,2945.64
2016-05-02,2953.59
2016-05-03,2924.4
2016-05-04,2906.84
2016-05-05,2898.53
2016-05-06,2910.21
2016-05-09,2934.7
2016-05-10,2919.44
2016-05-11,2900.72
2016-05-12,2926.84
2016-05-13,2898.86
2016-05-16,2886.71
2016-05-17,2913.27
2016-05-18,2913.24
2016-05-19,2876.78
2016-05-20,2853.11
2016-05-23,2829.07
2016-05-24,2812.24
2016-05-25,2864.89
2016-05-26,2882.85
2016-05-27,2961.11
2016-05-30,2942.82
2016-05-31,2917.05
2016-06-01,2920.21
2016-06-02,2938.37
2016-06-03,2943.9
2016-06-06,2930.67
2016-06-07,2928.34
2016-06-08,2934.12
2016-06-09,2969.41
2016-06-10,2954.52
2016-06-13,2957.95
2016-06-14,2946.85
2016-06-15,2976.73
2016-06-16,2967.04
2016-06-17,2964.2
2016-06-20,2984.82
2016-06-21,2993.75
2016-06-22,2986.25
2016-06-23,3002.93
2016-06-24,2941.82
2016-06-27,2968.95
2016-06-28,2993.22
2016-06-29,3025.63
2016-06-30,3044.75
2016-07-01,3112.64
2016-07-04,3157.97
2016-07-05,3149.73
2016-07-07,3133.99
2016-07-08,3103.55
2016-07-11,3145.87
2016-07-12,3162.65
2016-07-13,3177.47
2016-07-14,3179.78
2016-07-15,3182.11
2016-07-18,3136.81
2016-07-19,3191.41
2016-07-20,3232.23
2016-07-21,3226.09
2016-07-22,3247.09
2016-07-25,3294.76
2016-07-26,3275.87
2016-07-27,3272.32
2016-07-28,3276.66
2016-07-29,3285.51
2016-08-01,3281.92
2016-08-02,3280.97
2016-08-03,3237.88
2016-08-04,3236.65
2016-08-05,3323.05
2016-08-08,3369.24
2016-08-09,3345.11
2016-08-10,3272.7
2016-08-11,3301.06
2016-08-12,3311.86
2016-08-16,3328.1
2016-08-17,3316.48
2016-08-18,3349.35
2016-08-19,3362.83
2016-08-22,3346.23
2016-08-23,3307.12
2016-08-24,3351.99
2016-08-25,3351.96
2016-08-26,3377.68
2016-08-29,3405.71
2016-08-30,3444.48
2016-08-31,3438.32
2016-09-01,3399.73
2016-09-02,3397.05
2016-09-06,3427.59
2016-09-07,3419.34
2016-09-08,3433.57
2016-09-09,3469.0
2016-09-12,3407.74
2016-09-14,3412.26
2016-09-15,3421.54
2016-09-16,3459.33
2016-09-19,3480.2
2016-09-20,3484.07
2016-09-21,3478.92
2016-09-22,3532.54
2016-09-23,3557.87
2016-09-26,3554.25
2016-09-27,3539.72
2016-09-28,3540.27
2016-09-29,3473.41
2016-09-30,3531.44
2016-10-03,3593.94
2016-10-04,3662.96
2016-10-05,3651.08
2016-10-06,3732.06
2016-10-07,3712.04
2016-10-10,3687.77
2016-10-13,3644.19
2016-10-14,3717.7
2016-10-17,3690.66
2016-10-18,3712.07
2016-10-19,3736.44
2016-10-20,3739.98
2016-10-21,3724.12
2016-10-24,3776.29
2016-10-25,3762.0
2016-10-26,3740.62
2016-10-27,3715.2
2016-10-28,3733.05
2016-10-30,3734.46
2016-11-01,3737.87
2016-11-02,3633.58
2016-11-03,3577.16
2016-11-04,3550.09
2016-11-07,3572.71
2016-11-08,3601.69
2016-11-09,3600.8
2016-11-10,3651.65
2016-11-11,3579.96
2016-11-15,3515.98
2016-11-16,3500.15
2016-11-17,3504.26
2016-11-18,3550.6
2016-11-21,3514.44
2016-11-22,3550.45
2016-11-23,3563.43
2016-11-24,3522.52
2016-11-25,3553.6
2016-11-28,3585.59
2016-11-29,3593.14
2016-11-30,3612.55
2016-12-01,3592.58
2016-12-02,3554.59
2016-12-05,3553.14
2016-12-06,3594.62
2016-12-07,3611.66
2016-12-08,3664.28
2016-12-09,3677.36
2016-12-12,3642.35
2016-12-13,3672.53
2016-12-14,3665.42
2016-12-15,3658.0
2016-12-16,3637.12
2016-12-19,3662.35
2016-12-20,3638.58
2016-12-21,3654.14
2016-12-22,3605.06
2016-12-23,3616.22
2016-12-26,3563.21
2016-12-27,3620.59
2016-12-28,3605.62
2016-12-29,3664.76
2016-12-30,3703.29
2017-01-02,3723.2
2017-01-03,3778.44
2017-01-04,3756.81
2017-01-05,3820.59
2017-01-06,3808.15
2017-01-09,3779.75
2017-01-10,3816.13
2017-01-11,3824.58
2017-01-12,3834.09
2017-01-13,3841.23
2017-01-16,3818.51
2017-01-17,3759.74
2017-01-18,3753.3
2017-01-19,3813.68
2017-01-20,3764.84
2017-01-23,3799.23
2017-01-24,3842.95
2017-01-25,3894.54
2017-01-27,3910.62
2017-01-30,3914.85
2017-01-31,3862.41
2017-02-01,3910.2
2017-02-02,3929.25
2017-02-03,3923.28
2017-02-06,3958.78
2017-02-07,3929.16
2017-02-08,3947.8
2017-02-09,3953.25
2017-02-10,3933.14
2017-02-13,3924.92
2017-02-14,3929.64
2017-02-15,3895.28
2017-02-16,3928.93
2017-02-17,3979.35
2017-02-20,4012.16
2017-02-21,4041.72
2017-02-22,4163.48
2017-02-23,4140.47
2017-02-27,4190.45
2017-02-28,4144.9
2017-03-01,4115.66
2017-03-02,4075.13
2017-03-03,4123.38
2017-03-06,4191.28
2017-03-07,4205.35
2017-03-08,4153.15
2017-03-09,4125.46
2017-03-10,4111.56
2017-03-14,4137.47
2017-03-15,4146.96
2017-03-16,4168.05
2017-03-17,4156.33
2017-03-20,4128.64
2017-03-21,4112.77
2017-03-22,4099.79
2017-03-23,4148.42
2017-03-24,4152.05
2017-03-27,4097.0
2017-03-28,4084.95
2017-03-29,4098.51
2017-03-30,4110.31
2017-03-31,4193.38
2017-04-03,4246.08
2017-04-05,4288.08
2017-04-06,4330.55
2017-04-07,4330.67
2017-04-10,4346.4
2017-04-11,4351.9
2017-04-12,4332.31
2017-04-13,4377.33
2017-04-17,4417.31
2017-04-18,4386.91
2017-04-19,4396.33
2017-04-20,4390.68
2017-04-21,4419.72
2017-04-24,4454.95
2017-04-25,4505.28
2017-04-26,4456.59
2017-04-27,4466.95
2017-04-28,4462.01
2017-05-02,4488.15
2017-05-03,4463.24
2017-05-04,4434.9
2017-05-05,4358.99
2017-05-08,4349.52
2017-05-09,4377.65
2017-05-10,4424.69
2017-05-11,4389.0
2017-05-12,4389.61
2017-05-15,4413.99
2017-05-16,4427.25
2017-05-17,4413.08
2017-05-18,4343.73
2017-05-19,4310.33
2017-05-22,4264.07
2017-05-23,4206.02
2017-05-24,4219.19
2017-05-25,4265.49
2017-05-26,4354.51
2017-05-29,4351.21
2017-05-30,4370.52
2017-05-31,4368.86
2017-06-01,4315.63
2017-06-02,4295.19
2017-06-05,4312.72
2017-06-06,4288.65
2017-06-07,4312.43
2017-06-08,4263.67
2017-06-09,4256.4
2017-06-12,4237.11
2017-06-13,4225.14
2017-06-14,4269.0
2017-06-15,4239.9
2017-06-16,4254.04
2017-06-19,4275.35
2017-06-20,4297.26
2017-06-21,4268.12
2017-06-22,4210.7
2017-06-23,4173.14
2017-06-27,4174.64
2017-06-28,4128.48
2017-06-29,4129.11
2017-06-30,4123.6
2017-07-03,4147.39
2017-07-04,4186.33
2017-07-05,4229.57
2017-07-06,4213.76
2017-07-07,4248.89
2017-07-10,4278.93
2017-07-11,4283.49
2017-07-12,4348.33
2017-07-13,4346.33
2017-07-14,4372.62
2017-07-17,4393.52
2017-07-18,4350.56
2017-07-19,4392.69
2017-07-20,4377.05
2017-07-21,4436.88
2017-07-24,4455.78
2017-07-25,4445.41
2017-07-26,4471.94
2017-07-27,4442.73
2017-07-28,4452.78
2017-07-31,4493.61
2017-08-01,4501.37
2017-08-02,4510.0
2017-08-03,4566.47
2017-08-04,4650.43
2017-08-07,4706.78
2017-08-08,4622.84
2017-08-09,4601.98
2017-08-10,4515.43
2017-08-11,4489.89
2017-08-14,4556.09
2017-08-16,4566.39
2017-08-17,4578.72
2017-08-18,4615.57
2017-08-21,4548.82
2017-08-22,4599.28
2017-08-23,4647.87
2017-08-24,4634.75
2017-08-28,4648.95
2017-08-29,4589.08
2017-08-30,4694.83
2017-08-31,4732.16
2017-09-01,4757.85
2017-09-04,4729.36
2017-09-05,4774.46
2017-09-06,4774.23
2017-09-07,4756.68
2017-09-08,4735.5
2017-09-11,4774.28
2017-09-12,4846.2
2017-09-13,4798.85
2017-09-14,4781.59
2017-09-15,4791.12
2017-09-18,4792.67
2017-09-19,4833.58
2017-09-20,4825.9
2017-09-21,4797.25
2017-09-22,4694.66
2017-09-25,4673.61
2017-09-26,4670.52
2017-09-27,4608.43
2017-09-28,4588.93
2017-09-29,4632.48
2017-10-03,4703.21
2017-10-04,4767.18
2017-10-05,4754.89
2017-10-06,4847.33
2017-10-09,4798.3
2017-10-10,4825.92
2017-10-11,4861.21
2017-10-12,4925.59
2017-10-13,4922.01
2017-10-16,4945.79
2017-10-17,4970.44
2017-10-18,5062.99
2017-10-19,5025.72
2017-10-23,5096.13
2017-10-24,5114.82
2017-10-25,5136.07
2017-10-26,5238.85
2017-10-27,5172.07
2017-10-30,5233.66
2017-10-31,5228.48
2017-11-01,5253.27
2017-11-02,5235.55
2017-11-03,5231.56
2017-11-06,5217.19
2017-11-07,5130.98
2017-11-08,5057.3
2017-11-09,5071.08
2017-11-10,5023.3
2017-11-13,4971.3
2017-11-14,4949.6
2017-11-15,4922.71
2017-11-16,4964.89
2017-11-17,4985.69
2017-11-20,5021.85
2017-11-21,5062.68
2017-11-22,5065.45
2017-11-23,5095.39
2017-11-24,5125.01
2017-11-27,5122.17
2017-11-28,5097.13
2017-11-29,5102.32
2017-11-30,5047.66
2017-12-01,4973.21
2017-12-04,4981.32
2017-12-05,4999.81
2017-12-06,4984.96
2017-12-07,5066.92
2017-12-08,5094.27
2017-12-11,5084.79
2017-12-12,5059.43
2017-12-13,5079.6
2017-12-14,5123.58
2017-12-15,5136.98
2017-12-18,5151.25
2017-12-19,5176.26
2017-12-20,5165.8
2017-12-21,5156.47
2017-12-22,5200.14
2017-12-26,5230.88
2017-12-27,5188.59
2017-12-28,5172.9
2017-12-29,5155.42
2018-01-01,5112.66
2018-01-02,5099.73
2018-01-03,5091.04
2018-01-04,5132.49
2018-01-05,5125.14
2018-01-08,5157.37
2018-01-09,5175.01
2018-01-10,5178.33
2018-01-11,5162.45
2018-01-12,5206.99
2018-01-15,5176.67
2018-01-16,5071.44
2018-01-17,5075.24
2018-01-18,5013.51
2018-01-19,5060.15
2018-01-22,5121.94
2018-01-23,5206.62
2018-01-24,5195.1
2018-01-25,5179.82
2018-01-29,5140.28
2018-01-30,5170.52
2018-01-31,5195.78
2018-02-01,5130.3
2018-02-02,4960.25
2018-02-05,4948.6
2018-02-06,4882.44
2018-02-07,4956.09
2018-02-08,4961.2
2018-02-09,4923.16
2018-02-12,4971.14
2018-02-14,4974.84
2018-02-15,5014.05
2018-02-16,4949.08
2018-02-19,4912.21
2018-02-20,4908.0
2018-02-21,4936.56
2018-02-22,4871.04
2018-02-23,4916.86
2018-02-26,4959.22
2018-02-27,4978.22
2018-02-28,4975.84
2018-03-01,4970.24
2018-03-05,4872.79
2018-03-06,4857.41
2018-03-07,4785.5
2018-03-08,4826.05
2018-03-09,4815.84
2018-03-12,4910.49
2018-03-13,4975.51
2018-03-14,4931.34
2018-03-15,4870.19
2018-03-16,4784.5
2018-03-19,4716.07
2018-03-20,4674.38
2018-03-21,4696.09
2018-03-22,4697.18
2018-03-23,4651.23
2018-03-26,4648.96
2018-03-27,4688.09
2018-03-28,4672.47
2018-04-02,4675.52
2018-04-03,4705.8
2018-04-04,4656.14
2018-04-05,4722.28
2018-04-06,4757.59
2018-04-09,4820.96
2018-04-10,4821.02
2018-04-11,4745.44
2018-04-12,4741.34
2018-04-13,4737.3
2018-04-16,4730.85
2018-04-17,4756.15
2018-04-18,4726.12
2018-04-19,4681.01
2018-04-20,4642.23
2018-04-23,4672.73
2018-04-24,4756.89
2018-04-25,4705.41
2018-04-26,4710.62
2018-04-27,4771.65
2018-04-30,4697.65
2018-05-02,4688.49
2018-05-03,4650.92
2018-05-04,4636.27
2018-05-07,4715.65
2018-05-08,4725.32
2018-05-09,4730.85
2018-05-10,4754.63
2018-05-11,4798.72
2018-05-14,4803.28
2018-05-15,4784.13
2018-05-16,4697.83
2018-05-17,4695.81
2018-05-18,4632.23
2018-05-21,4626.94
2018-05-22,4607.45
2018-05-23,4467.6
2018-05-24,4419.52
2018-05-25,4525.22
2018-05-28,4616.49
2018-05-29,4628.85
2018-05-30,4598.65
2018-05-31,4654.13
2018-06-01,4637.65
2018-06-04,4645.22
2018-06-05,4647.24
2018-06-06,4661.01
2018-06-07,4723.66
2018-06-08,4762.64
2018-06-11,4749.8
2018-06-12,4775.47
2018-06-13,4779.07
2018-06-14,4759.28
2018-06-15,4726.64
2018-06-18,4768.36
2018-06-19,4697.89
2018-06-20,4712.58
2018-06-21,4749.79
2018-06-22,4716.2
2018-06-25,4650.17
2018-06-26,4623.83
2018-06-27,4475.18
2018-06-28,4368.54
2018-06-29,4490.46
2018-07-02,4441.79
2018-07-03,4482.34
2018-07-04,4499.5
2018-07-05,4463.71
2018-07-06,4500.1
2018-07-09,4559.42
2018-07-10,4619.92
2018-07-11,4613.27
2018-07-12,4706.89
2018-07-13,4716.17
2018-07-16,4653.63
2018-07-17,4754.39
2018-07-18,4795.56
2018-07-19,4810.8
2018-07-20,4802.84
2018-07-23,4801.38
2018-07-24,4832.65
2018-07-25,4844.65
2018-07-26,4845.22
2018-07-27,4927.67
2018-07-30,4975.2
2018-07-31,5020.23
2018-08-01,5065.82
2018-08-02,5044.03
2018-08-03,5063.72
2018-08-06,5076.08
2018-08-07,5035.58
2018-08-08,5086.29
2018-08-09,5071.5
2018-08-10,5053.17
2018-08-13,4963.42
2018-08-14,4994.16
2018-08-16,4968.38
2018-08-17,4962.36
2018-08-20,5034.18
2018-08-21,5047.18
2018-08-23,5060.61
2018-08-24,5082.29
2018-08-27,5134.19
2018-08-28,5126.42
2018-08-29,5115.83
2018-08-30,5101.16
2018-08-31,5067.92
2018-09-03,5023.1
2018-09-04,4974.42
2018-09-05,4942.96
2018-09-06,5021.48
2018-09-07,5059.55
2018-09-10,4974.99
2018-09-11,4915.0
2018-09-12,4926.48
2018-09-14,5009.98
2018-09-17,4983.88
2018-09-18,4934.64
2018-09-19,4965.89
2018-09-21,5035.73
2018-09-24,5003.37
2018-09-25,4983.22
2018-09-26,5027.51
2018-09-27,5006.99
2018-09-28,5011.5
2018-10-01,4976.28
2018-10-03,4983.04
2018-10-04,4638.75
2018-10-05,4138.44
2018-10-08,4283.41
2018-10-09,4202.19
2018-10-10,4271.32
2018-10-11,4359.48
2018-10-12,4499.69
2018-10-15,4527.72
2018-10-16,4609.67
2018-10-17,4511.48
2018-10-19,4450.93
2018-10-22,4340.08
2018-10-23,4321.74
2018-10-24,4392.63
2018-10-25,4360.66
2018-10-26,4356.62
2018-10-29,4469.66
2018-10-30,4385.6
2018-10-31,4455.51
2018-11-01,4475.66
2018-11-02,4578.94
2018-11-05,4537.54
2018-11-06,4528.72
2018-11-07,4562.64
2018-11-09,4570.97
2018-11-12,4487.77
2018-11-13,4564.73
2018-11-14,4606.0
2018-11-15,4596.88
2018-11-16,4599.31
2018-11-19,4609.43
2018-11-20,4589.52
2018-11-21,4568.82
2018-11-22,4525.49
2018-11-26,4525.25
2018-11-27,4571.77
2018-11-28,4536.72
2018-11-29,4562.58
2018-11-30,4535.04
2018-12-03,4533.53
2018-12-04,4562.98
2018-12-05,4529.45
2018-12-06,4446.03
2018-12-07,4427.35
2018-12-10,4370.18
2018-12-11,4365.04
2018-12-12,4442.4
2018-12-13,4468.21
2018-12-14,4531.1
2018-12-17,4587.59
2018-12-18,4608.34
2018-12-19,4646.22
2018-12-20,4654.42
2018-12-21,4583.07
2018-12-24,4536.03
2018-12-26,4554.65
2018-12-27,4602.48
2018-12-28,4634.49
2018-12-31,4626.1
2019-01-01,4640.35
2019-01-02,4582.73
2019-01-03,4507.21
2019-01-04,4542.66
2019-01-07,4558.04
2019-01-08,4549.85
2019-01-09,4490.01
2019-01-10,4459.22
2019-01-11,4459.08
2019-01-14,4438.47
2019-01-15,4523.94
2019-01-16,4557.38
2019-01-17,4580.16
2019-01-18,4632.42
2019-01-21,4691.62
2019-01-22,4702.62
2019-01-23,4696.13
2019-01-24,4712.88
2019-01-25,4717.36
2019-01-28,4664.8
2019-01-29,4615.35
2019-01-30,4576.03
2019-01-31,4654.59
2019-02-01,4686.08
2019-02-04,4725.05
2019-02-05,4717.17
2019-02-06,4790.46
2019-02-07,4779.43
2019-02-08,4705.79
2019-02-11,4628.37
2019-02-12,4630.4
2019-02-13,4544.73
2019-02-14,4454.76
2019-02-15,4513.94
2019-02-18,4486.14
2019-02-19,4505.13
2019-02-20,4594.0
2019-02-21,4635.49
2019-02-22,4666.7
2019-02-25,4658.7
2019-02-26,4663.59
2019-02-27,4658.92
2019-02-28,4707.88
2019-03-01,4747.85
2019-03-05,4860.52
2019-03-06,4914.33
2019-03-07,4889.24
2019-03-08,4883.88
2019-03-11,5020.91
2019-03-12,5068.01
2019-03-13,5060.18
2019-03-14,5067.14
2019-03-15,5106.79
2019-03-18,5181.2
2019-03-19,5246.77
2019-03-20,5154.86
2019-03-22,5077.39
2019-03-25,5121.86
2019-03-26,5199.77
2019-03-27,5153.33
2019-03-28,5178.53
2019-03-29,5231.28
2019-04-01,5233.71
2019-04-02,5209.16
2019-04-03,5109.58
2019-04-04,5057.9
2019-04-05,5101.49
2019-04-08,5024.98
2019-04-09,5052.82
2019-04-10,5042.18
2019-04-11,5090.08
2019-04-12,5095.47
2019-04-15,5074.54
2019-04-16,5115.27
2019-04-18,5178.16
2019-04-22,5015.18
2019-04-23,5053.6
2019-04-24,5163.22
2019-04-25,5151.36
2019-04-26,5221.13
