date,NIFTY COMMERCIAL & TRANSPORT SERVICES
2014-07-22,3223.28
2014-07-23,3192.98
2014-07-24,3200.97
2014-07-25,3162.45
2014-07-28,3133.51
2014-07-30,3168.17
2014-07-31,3169.82
2014-08-01,3112.56
2014-08-04,3150.54
2014-08-05,3172.83
2014-08-06,3199.87
2014-08-07,3204.53
2014-08-08,3145.31
2014-08-11,3205.59
2014-08-12,3203.62
2014-08-13,3211.87
2014-08-14,3215.91
2014-08-18,3259.06
2014-08-19,3313.22
2014-08-20,3354.84
2014-08-21,3385.55
2014-08-22,3401.49
2014-08-25,3376.06
2014-08-26,3358.11
2014-08-27,3351.17
2014-08-28,3342.07
2014-09-01,3376.37
2014-09-02,3400.85
2014-09-03,3412.07
2014-09-04,3409.0
2014-09-05,3421.96
2014-09-08,3476.8
2014-09-09,3477.86
2014-09-10,3481.89
2014-09-11,3511.62
2014-09-12,3523.93
2014-09-15,3535.56
2014-09-16,3419.77
2014-09-17,3415.29
2014-09-18,3521.89
2014-09-19,3525.42
2014-09-22,3557.04
2014-09-23,3461.73
2014-09-24,3446.16
2014-09-25,3376.16
2014-09-26,3406.25
2014-09-29,3462.97
2014-09-30,3454.94
2014-10-01,3439.02
2014-10-07,3373.48
2014-10-08,3376.19
2014-10-09,3436.65
2014-10-10,3364.83
2014-10-13,3376.86
2014-10-14,3376.16
2014-10-16,3295.7
2014-10-17,3292.3
2014-10-20,3332.36
2014-10-21,3370.73
2014-10-22,3424.74
2014-10-23,3448.72
2014-10-27,3401.74
2014-10-28,3414.64
2014-10-29,3447.76
2014-10-30,3435.84
2014-10-31,3523.7
2014-11-03,3549.42
2014-11-05,3551.61
2014-11-07,3563.82
2014-11-10,3555.81
2014-11-11,3598.69
2014-11-12,3641.62
2014-11-13,3634.7
2014-11-14,3673.52
2014-11-17,3704.53
2014-11-18,3757.37
2014-11-19,3719.33
2014-11-20,3695.06
2014-11-21,3690.89
2014-11-24,3713.74
2014-11-25,3631.6
2014-11-26,3622.12
2014-11-27,3620.25
2014-11-28,3617.01
2014-12-01,3606.91
2014-12-02,3620.32
2014-12-03,3690.9
2014-12-04,3677.76
2014-12-05,3672.08
2014-12-08,3635.86
2014-12-09,3565.36
2014-12-10,3600.45
2014-12-11,3565.0
2014-12-12,3532.55
2014-12-15,3538.33
2014-12-16,3435.53
2014-12-17,3432.97
2014-12-18,3568.94
2014-12-19,3584.27
2014-12-22,3590.06
2014-12-23,3565.39
2014-12-24,3550.55
2014-12-26,3576.04
2014-12-29,3640.92
2014-12-30,3728.13
2014-12-31,3785.85
2015-01-01,3788.6
2015-01-02,3833.97
2015-01-05,3871.5
2015-01-06,3790.43
2015-01-07,3778.61
2015-01-08,3865.7
2015-01-09,3859.63
2015-01-12,3870.58
2015-01-13,3850.93
2015-01-14,3857.68
2015-01-15,3881.38
2015-01-16,3875.28
2015-01-19,3895.28
2015-01-20,3927.44
2015-01-21,3927.91
2015-01-22,3945.46
2015-01-23,4016.31
2015-01-27,4025.56
2015-01-28,4007.63
2015-01-29,4006.71
2015-01-30,4034.04
2015-02-02,4057.6
2015-02-03,4024.52
2015-02-04,4027.21
2015-02-05,3943.23
2015-02-06,3906.75
2015-02-09,3859.03
2015-02-10,3940.36
2015-02-11,4014.03
2015-02-12,4083.11
2015-02-13,4078.31
2015-02-16,4052.26
2015-02-18,4108.04
2015-02-19,4170.05
2015-02-20,4182.05
2015-02-23,4131.48
2015-02-24,4170.45
2015-02-25,4139.32
2015-02-26,4106.72
2015-02-27,4220.71
2015-02-28,4146.13
2015-03-02,4171.0
2015-03-03,4216.65
2015-03-04,4164.82
2015-03-05,4150.2
2015-03-09,4105.23
2015-03-10,4089.99
2015-03-11,4041.34
2015-03-12,4084.81
2015-03-13,4045.45
2015-03-16,4069.84
2015-03-17,4118.76
2015-03-18,4103.03
2015-03-19,4041.89
2015-03-20,3989.13
2015-03-23,3950.78
2015-03-24,3950.76
2015-03-25,3974.95
2015-03-26,3921.0
2015-03-27,3907.85
2015-03-30,3982.78
2015-03-31,4012.98
2015-04-01,4043.84
2015-04-06,4083.92
2015-04-07,4105.35
2015-04-08,4142.8
2015-04-09,4141.74
2015-04-10,4128.42
2015-04-13,4146.99
2015-04-15,4108.72
2015-04-16,4082.89
2015-04-17,4032.9
2015-04-20,3925.71
2015-04-21,3935.66
2015-04-22,3918.33
2015-04-23,3908.44
2015-04-24,3830.68
2015-04-27,3777.55
2015-04-28,3820.88
2015-04-29,3857.59
2015-04-30,3868.07
2015-05-04,4051.0
2015-05-05,4067.46
2015-05-06,3942.61
2015-05-07,3886.04
2015-05-08,3974.61
2015-05-11,4022.85
2015-05-12,3957.36
2015-05-13,4028.96
2015-05-14,4023.68
2015-05-15,4038.37
2015-05-18,4089.61
2015-05-19,4086.75
2015-05-20,4094.98
2015-05-21,4085.41
2015-05-22,4083.02
2015-05-25,4060.18
2015-05-26,4045.51
2015-05-27,4019.35
2015-05-28,3974.76
2015-05-29,4015.88
2015-06-01,3963.64
2015-06-02,3901.03
2015-06-03,3827.8
2015-06-04,3851.23
2015-06-05,3864.39
2015-06-08,3806.31
2015-06-09,3808.15
2015-06-10,3852.31
2015-06-11,3796.52
2015-06-12,3816.51
2015-06-15,3797.78
2015-06-16,3788.88
2015-06-17,3813.67
2015-06-18,3839.32
2015-06-19,3806.48
2015-06-22,3862.06
2015-06-23,3869.33
2015-06-24,3838.62
2015-06-25,3852.78
2015-06-26,3835.01
2015-06-29,3774.51
2015-06-30,3807.07
2015-07-01,3880.24
2015-07-02,3912.35
2015-07-03,3926.8
2015-07-06,3960.49
2015-07-07,4011.36
2015-07-08,3948.04
2015-07-09,3925.86
2015-07-10,3905.41
2015-07-13,3946.84
2015-07-14,3959.63
2015-07-15,3982.23
2015-07-16,4072.8
2015-07-17,4075.6
2015-07-20,4111.0
2015-07-21,4044.08
2015-07-22,4073.33
2015-07-23,4064.77
2015-07-24,4026.86
2015-07-27,3948.39
2015-07-28,3975.12
2015-07-29,4026.68
2015-07-30,4081.72
2015-07-31,4107.94
2015-08-03,4135.25
2015-08-04,4189.4
2015-08-05,4198.01
2015-08-06,4229.99
2015-08-07,4189.66
2015-08-10,4175.15
2015-08-11,4153.74
2015-08-12,4065.5
2015-08-13,4085.12
2015-08-14,4180.68
2015-08-17,4177.99
2015-08-18,4215.22
2015-08-19,4238.7
2015-08-20,4192.36
2015-08-21,4135.27
2015-08-24,3849.63
2015-08-25,3888.57
2015-08-26,3873.29
2015-08-27,3975.66
2015-08-28,3978.68
2015-08-31,3921.83
2015-09-01,3862.46
2015-09-02,3846.05
2015-09-03,3866.46
2015-09-04,3798.86
2015-09-07,3699.66
2015-09-08,3714.05
2015-09-09,3787.24
2015-09-10,3816.63
2015-09-11,3819.41
2015-09-14,3858.28
2015-09-15,3836.64
2015-09-16,3811.38
2015-09-18,3871.87
2015-09-21,3866.11
2015-09-22,3816.22
2015-09-23,3836.97
2015-09-24,3792.96
2015-09-28,3778.14
2015-09-29,3758.32
2015-09-30,3827.03
2015-10-01,3851.59
2015-10-05,3936.64
2015-10-06,3928.37
2015-10-07,3974.88
2015-10-08,3992.7
2015-10-09,3989.57
2015-10-12,3966.47
2015-10-13,3941.23
2015-10-14,3970.22
2015-10-15,3993.49
2015-10-16,3960.64
2015-10-19,3977.09
2015-10-20,3948.67
2015-10-21,3968.72
2015-10-23,3922.66
2015-10-26,3906.94
2015-10-27,3894.88
2015-10-28,3884.52
2015-10-29,3856.6
2015-10-30,3841.33
2015-11-02,3828.59
2015-11-03,3829.73
2015-11-04,3831.8
2015-11-05,3794.1
2015-11-06,3789.44
2015-11-09,3807.27
2015-11-10,3752.07
2015-11-11,3809.2
2015-11-13,3756.28
2015-11-16,3767.39
2015-11-17,3795.14
2015-11-18,3768.41
2015-11-19,3790.36
2015-11-20,3774.86
2015-11-23,3799.1
2015-11-24,3817.5
2015-11-26,3825.85
2015-11-27,3826.02
2015-11-30,3817.51
2015-12-01,3822.82
2015-12-02,3857.13
2015-12-03,3854.38
2015-12-04,3816.72
2015-12-07,3817.3
2015-12-08,3780.03
2015-12-09,3681.17
2015-12-10,3704.68
2015-12-11,3685.4
2015-12-14,3703.46
2015-12-15,3731.42
2015-12-16,3717.73
2015-12-17,3758.69
2015-12-18,3752.96
2015-12-21,3760.84
2015-12-22,3743.36
2015-12-23,3766.71
2015-12-24,3779.16
2015-12-28,3793.51
2015-12-29,3771.29
2015-12-30,3765.85
2015-12-31,3790.65
2016-01-01,3874.53
2016-01-04,3808.85
2016-01-05,3794.7
2016-01-06,3769.13
2016-01-07,3686.09
2016-01-08,3709.04
2016-01-11,3687.29
2016-01-12,3655.73
2016-01-13,3596.87
2016-01-14,3558.33
2016-01-15,3466.38
2016-01-18,3332.84
2016-01-19,3414.55
2016-01-20,3338.7
2016-01-21,3340.15
2016-01-22,3388.78
2016-01-25,3410.86
2016-01-27,3379.46
2016-01-28,3381.35
2016-01-29,3420.31
2016-02-01,3441.16
2016-02-02,3371.58
2016-02-03,3287.77
2016-02-04,3306.96
2016-02-05,3323.06
2016-02-08,3359.21
2016-02-09,3331.69
2016-02-10,3262.33
2016-02-11,3113.31
2016-02-12,3013.32
2016-02-15,3136.51
2016-02-16,3127.05
2016-02-17,3154.04
2016-02-18,3126.92
2016-02-19,3105.71
2016-02-22,3124.51
2016-02-23,3103.54
2016-02-24,3068.25
2016-02-25,3058.48
2016-02-26,3053.78
2016-02-29,3024.04
2016-03-01,3129.72
2016-03-02,3188.63
2016-03-03,3242.12
2016-03-04,3252.65
2016-03-08,3275.47
2016-03-09,3261.43
2016-03-10,3254.44
2016-03-11,3259.37
2016-03-14,3269.79
2016-03-15,3230.26
2016-03-16,3231.27
2016-03-17,3273.21
2016-03-18,3299.53
2016-03-21,3381.86
2016-03-22,3365.92
2016-03-23,3374.69
2016-03-28,3345.6
2016-03-29,3338.81
2016-03-30,3404.75
2016-03-31,3406.01
2016-04-01,3423.42
2016-04-04,3468.21
2016-04-05,3368.28
2016-04-06,3392.18
2016-04-07,3369.48
2016-04-08,3398.87
2016-04-11,3431.32
2016-04-12,3498.01
2016-04-13,3523.22
2016-04-18,3568.63
2016-04-20,3592.73
2016-04-21,3551.05
2016-04-22,3544.12
2016-04-25,3542.7
2016-04-26,3542.05
2016-04-27,3571.2
2016-04-28,3513.33
2016-04-29,3525.59
2016-05-02,3517.02
2016-05-03,3528.95
2016-05-04,3427.56
2016-05-05,3359.66
2016-05-06,3324.31
2016-05-09,3342.71
2016-05-10,3333.11
2016-05-11,3328.27
2016-05-12,3366.71
2016-05-13,3356.16
2016-05-16,3385.99
2016-05-17,3388.77
2016-05-18,3377.22
2016-05-19,3320.07
2016-05-20,3309.15
2016-05-23,3328.57
2016-05-24,3318.85
2016-05-25,3340.2
2016-05-26,3347.19
2016-05-27,3370.9
2016-05-30,3395.18
2016-05-31,3391.75
2016-06-01,3424.86
2016-06-02,3451.22
2016-06-03,3417.98
2016-06-06,3406.68
2016-06-07,3428.13
2016-06-08,3456.68
2016-06-09,3454.04
2016-06-10,3451.99
2016-06-13,3428.63
2016-06-14,3450.81
2016-06-15,3482.07
2016-06-16,3476.94
2016-06-17,3483.39
2016-06-20,3482.99
2016-06-21,3476.33
2016-06-22,3496.31
2016-06-23,3503.6
2016-06-24,3448.86
2016-06-27,3483.58
2016-06-28,3506.13
2016-06-29,3561.36
2016-06-30,3571.51
2016-07-01,3581.53
2016-07-04,3645.29
2016-07-05,3654.94
2016-07-07,3631.12
2016-07-08,3622.94
2016-07-11,3677.9
2016-07-12,3674.35
2016-07-13,3661.8
2016-07-14,3682.65
2016-07-15,3680.31
2016-07-18,3645.38
2016-07-19,3642.8
2016-07-20,3673.94
2016-07-21,3675.65
2016-07-22,3694.57
2016-07-25,3724.42
2016-07-26,3693.63
2016-07-27,3733.4
2016-07-28,3728.17
2016-07-29,3749.34
2016-08-01,3726.72
2016-08-02,3707.6
2016-08-03,3668.7
2016-08-04,3668.4
2016-08-05,3707.44
2016-08-08,3724.15
2016-08-09,3708.95
2016-08-10,3746.09
2016-08-11,3711.68
2016-08-12,3731.73
2016-08-16,3777.75
2016-08-17,3791.05
2016-08-18,3821.26
2016-08-19,3824.39
2016-08-22,3789.87
2016-08-23,3787.93
2016-08-24,3792.41
2016-08-25,3764.17
2016-08-26,3723.72
2016-08-29,3755.42
2016-08-30,3784.27
2016-08-31,3787.39
2016-09-01,3754.55
2016-09-02,3794.13
2016-09-06,3839.23
2016-09-07,3849.57
2016-09-08,3878.24
2016-09-09,3859.68
2016-09-12,3750.94
2016-09-14,3765.93
2016-09-15,3778.94
2016-09-16,3785.48
2016-09-19,3801.72
2016-09-20,3780.96
2016-09-21,3786.45
2016-09-22,3830.16
2016-09-23,3833.31
2016-09-26,3793.73
2016-09-27,3778.49
2016-09-28,3837.27
2016-09-29,3682.98
2016-09-30,3735.2
2016-10-03,3814.9
2016-10-04,3831.11
2016-10-05,3833.15
2016-10-06,3835.47
2016-10-07,3844.75
2016-10-10,3831.6
2016-10-13,3736.19
2016-10-14,3740.11
2016-10-17,3707.44
2016-10-18,3785.58
2016-10-19,3808.5
2016-10-20,3858.67
2016-10-21,3854.38
2016-10-24,3852.23
2016-10-25,3913.3
2016-10-26,3871.09
2016-10-27,3857.9
2016-10-28,3864.33
2016-10-30,3889.53
2016-11-01,3884.56
2016-11-02,3823.38
2016-11-03,3756.98
2016-11-04,3717.2
2016-11-07,3747.78
2016-11-08,3753.69
2016-11-09,3661.62
2016-11-10,3712.99
2016-11-11,3588.96
2016-11-15,3448.91
2016-11-16,3409.2
2016-11-17,3377.66
2016-11-18,3367.97
2016-11-21,3265.18
2016-11-22,3306.16
2016-11-23,3320.46
2016-11-24,3322.49
2016-11-25,3368.65
2016-11-28,3422.99
2016-11-29,3440.33
2016-11-30,3464.87
2016-12-01,3426.39
2016-12-02,3379.04
2016-12-05,3383.54
2016-12-06,3397.36
2016-12-07,3409.23
2016-12-08,3467.45
2016-12-09,3471.44
2016-12-12,3440.11
2016-12-13,3447.07
2016-12-14,3423.07
2016-12-15,3421.07
2016-12-16,3402.66
2016-12-19,3371.38
2016-12-20,3342.8
2016-12-21,3344.0
2016-12-22,3298.51
2016-12-23,3288.95
2016-12-26,3252.44
2016-12-27,3295.91
2016-12-28,3307.49
2016-12-29,3332.0
2016-12-30,3374.72
2017-01-02,3420.4
2017-01-03,3440.3
2017-01-04,3441.53
2017-01-05,3497.88
2017-01-06,3489.59
2017-01-09,3516.77
2017-01-10,3554.47
2017-01-11,3580.72
2017-01-12,3591.42
2017-01-13,3585.06
2017-01-16,3602.96
2017-01-17,3592.4
2017-01-18,3596.44
2017-01-19,3622.59
2017-01-20,3570.62
2017-01-23,3590.92
2017-01-24,3634.4
2017-01-25,3684.02
2017-01-27,3712.13
2017-01-30,3707.33
2017-01-31,3621.96
2017-02-01,3673.89
2017-02-02,3689.66
2017-02-03,3706.24
2017-02-06,3778.23
2017-02-07,3739.11
2017-02-08,3768.71
2017-02-09,3778.59
2017-02-10,3804.0
2017-02-13,3771.0
2017-02-14,3751.7
2017-02-15,3701.69
2017-02-16,3718.09
2017-02-17,3704.19
2017-02-20,3751.97
2017-02-21,3785.66
2017-02-22,3751.64
2017-02-23,3729.51
2017-02-27,3739.29
2017-02-28,3760.0
2017-03-01,3789.19
2017-03-02,3737.79
2017-03-03,3765.68
2017-03-06,3782.35
2017-03-07,3824.62
2017-03-08,3802.2
2017-03-09,3775.38
2017-03-10,3774.75
2017-03-14,3840.35
2017-03-15,3878.88
2017-03-16,3951.54
2017-03-17,3960.35
2017-03-20,3971.32
2017-03-21,3980.52
2017-03-22,3955.77
2017-03-23,3999.6
2017-03-24,4008.67
2017-03-27,4002.97
2017-03-28,4023.28
2017-03-29,4034.06
2017-03-30,4118.49
2017-03-31,4142.31
2017-04-03,4187.13
2017-04-05,4250.4
2017-04-06,4252.78
2017-04-07,4247.67
2017-04-10,4278.97
2017-04-11,4265.98
2017-04-12,4207.0
2017-04-13,4208.23
2017-04-17,4219.27
2017-04-18,4237.35
2017-04-19,4304.19
2017-04-20,4324.72
2017-04-21,4317.66
2017-04-24,4330.29
2017-04-25,4342.41
2017-04-26,4262.75
2017-04-27,4246.15
2017-04-28,4256.09
2017-05-02,4274.31
2017-05-03,4242.34
2017-05-04,4286.16
2017-05-05,4277.44
2017-05-08,4262.72
2017-05-09,4321.83
2017-05-10,4362.24
2017-05-11,4363.31
2017-05-12,4364.24
2017-05-15,4391.96
2017-05-16,4439.94
2017-05-17,4408.23
2017-05-18,4353.75
2017-05-19,4334.88
2017-05-22,4317.77
2017-05-23,4211.01
2017-05-24,4184.24
2017-05-25,4217.55
2017-05-26,4300.64
2017-05-29,4191.64
2017-05-30,4217.53
2017-05-31,4261.25
2017-06-01,4302.82
2017-06-02,4344.51
2017-06-05,4363.17
2017-06-06,4348.77
2017-06-07,4366.87
2017-06-08,4370.43
2017-06-09,4378.74
2017-06-12,4341.72
2017-06-13,4362.55
2017-06-14,4381.81
2017-06-15,4405.29
2017-06-16,4418.68
2017-06-19,4438.09
2017-06-20,4476.02
2017-06-21,4487.25
2017-06-22,4487.7
2017-06-23,4428.57
2017-06-27,4386.59
2017-06-28,4394.57
2017-06-29,4415.37
2017-06-30,4439.82
2017-07-03,4481.96
2017-07-04,4478.45
2017-07-05,4507.14
2017-07-06,4524.82
2017-07-07,4539.6
2017-07-10,4558.69
2017-07-11,4508.59
2017-07-12,4539.5
2017-07-13,4550.56
2017-07-14,4533.62
2017-07-17,4544.23
2017-07-18,4529.58
2017-07-19,4536.84
2017-07-20,4527.9
2017-07-21,4531.42
2017-07-24,4535.39
2017-07-25,4528.88
2017-07-26,4542.81
2017-07-27,4522.51
2017-07-28,4534.09
2017-07-31,4540.48
2017-08-01,4569.57
2017-08-02,4579.62
2017-08-03,4543.84
2017-08-04,4546.89
2017-08-07,4596.63
2017-08-08,4574.49
2017-08-09,4486.06
2017-08-10,4362.94
2017-08-11,4344.0
2017-08-14,4442.11
2017-08-16,4493.51
2017-08-17,4487.03
2017-08-18,4468.32
2017-08-21,4396.76
2017-08-22,4374.27
2017-08-23,4408.32
2017-08-24,4399.23
2017-08-28,4456.47
2017-08-29,4416.52
2017-08-30,4491.16
2017-08-31,4553.15
2017-09-01,4588.3
2017-09-04,4550.63
2017-09-05,4594.16
2017-09-06,4586.26
2017-09-07,4592.52
2017-09-08,4582.1
2017-09-11,4627.31
2017-09-12,4658.64
2017-09-13,4629.66
2017-09-14,4653.21
2017-09-15,4654.48
2017-09-18,4653.5
2017-09-19,4648.85
2017-09-20,4641.91
2017-09-21,4626.66
2017-09-22,4511.95
2017-09-25,4428.3
2017-09-26,4468.58
2017-09-27,4367.9
2017-09-28,4420.97
2017-09-29,4459.34
2017-10-03,4481.54
2017-10-04,4483.71
2017-10-05,4500.28
2017-10-06,4526.17
2017-10-09,4539.51
2017-10-10,4557.8
2017-10-11,4524.89
2017-10-12,4577.13
2017-10-13,4598.45
2017-10-16,4598.6
2017-10-17,4599.66
2017-10-18,4606.56
2017-10-19,4609.91
2017-10-23,4622.1
2017-10-24,4641.85
2017-10-25,4688.44
2017-10-26,4700.33
2017-10-27,4741.9
2017-10-30,4786.71
2017-10-31,4794.8
2017-11-01,4842.92
2017-11-02,4860.75
2017-11-03,4893.23
2017-11-06,4930.4
2017-11-07,4843.88
2017-11-08,4819.53
2017-11-09,4838.02
2017-11-10,4855.58
2017-11-13,4777.86
2017-11-14,4741.59
2017-11-15,4695.16
2017-11-16,4697.53
2017-11-17,4743.83
2017-11-20,4776.96
2017-11-21,4793.16
2017-11-22,4838.81
2017-11-23,4824.97
2017-11-24,4844.38
2017-11-27,4832.68
2017-11-28,4832.3
2017-11-29,4862.05
2017-11-30,4820.3
2017-12-01,4729.24
2017-12-04,4744.09
2017-12-05,4736.39
2017-12-06,4710.11
2017-12-07,4750.66
2017-12-08,4785.3
2017-12-11,4800.38
2017-12-12,4807.55
2017-12-13,4761.08
2017-12-14,4753.51
2017-12-15,4801.64
2017-12-18,4823.44
2017-12-19,4892.91
2017-12-20,4903.04
2017-12-21,4920.14
2017-12-22,4957.49
2017-12-26,5018.69
2017-12-27,5016.09
2017-12-28,5019.57
2017-12-29,5029.05
2018-01-01,5026.1
2018-01-02,4998.37
2018-01-03,5074.31
2018-01-04,5114.95
2018-01-05,5187.82
2018-01-08,5251.4
2018-01-09,5234.02
2018-01-10,5297.31
2018-01-11,5299.09
2018-01-12,5324.69
2018-01-15,5309.17
2018-01-16,5282.82
2018-01-17,5335.0
2018-01-18,5224.81
2018-01-19,5314.53
2018-01-22,5375.35
2018-01-23,5394.67
2018-01-24,5389.98
2018-01-25,5353.43
2018-01-29,5276.17
2018-01-30,5222.65
2018-01-31,5176.41
2018-02-01,5180.36
2018-02-02,4957.26
2018-02-05,4964.18
2018-02-06,4868.24
2018-02-07,4930.1
2018-02-08,5014.28
2018-02-09,5008.12
2018-02-12,5102.84
2018-02-14,5122.18
2018-02-15,5081.05
2018-02-16,5005.51
2018-02-19,4969.09
2018-02-20,4948.18
2018-02-21,4946.55
2018-02-22,4970.06
2018-02-23,4997.97
2018-02-26,5056.78
2018-02-27,5041.09
2018-02-28,5010.97
2018-03-01,4997.08
2018-03-05,4947.01
2018-03-06,4868.67
2018-03-07,4743.84
2018-03-08,4774.61
2018-03-09,4734.36
2018-03-12,4763.75
2018-03-13,4773.83
2018-03-14,4757.2
2018-03-15,4782.76
2018-03-16,4686.04
2018-03-19,4612.78
2018-03-20,4619.37
2018-03-21,4621.43
2018-03-22,4581.99
2018-03-23,4559.61
2018-03-26,4593.19
2018-03-27,4645.95
2018-03-28,4580.78
2018-04-02,4686.37
2018-04-03,4738.88
2018-04-04,4717.93
2018-04-05,4801.05
2018-04-06,4830.75
2018-04-09,4838.46
2018-04-10,4860.35
2018-04-11,4827.04
2018-04-12,4825.77
2018-04-13,4853.1
2018-04-16,4873.7
2018-04-17,4953.13
2018-04-18,4956.49
2018-04-19,4977.6
2018-04-20,4956.46
2018-04-23,4981.92
2018-04-24,5023.25
2018-04-25,4984.03
2018-04-26,5007.2
2018-04-27,4974.54
2018-04-30,5005.0
2018-05-02,4942.26
2018-05-03,4876.18
2018-05-04,4870.05
2018-05-07,4890.21
2018-05-08,4926.32
2018-05-09,4894.98
2018-05-10,4830.47
2018-05-11,4845.86
2018-05-14,4815.33
2018-05-15,4792.94
2018-05-16,4796.0
2018-05-17,4783.57
2018-05-18,4713.58
2018-05-21,4625.99
2018-05-22,4635.26
2018-05-23,4617.29
2018-05-24,4603.18
2018-05-25,4671.52
2018-05-28,4738.71
2018-05-29,4725.47
2018-05-30,4701.86
2018-05-31,4721.71
2018-06-01,4648.94
2018-06-04,4562.25
2018-06-05,4495.39
2018-06-06,4511.15
2018-06-07,4574.0
2018-06-08,4609.66
2018-06-11,4606.66
2018-06-12,4663.52
2018-06-13,4659.42
2018-06-14,4632.88
2018-06-15,4586.99
2018-06-18,4579.21
2018-06-19,4532.94
2018-06-20,4514.67
2018-06-21,4504.05
2018-06-22,4504.39
2018-06-25,4445.62
2018-06-26,4424.99
2018-06-27,4362.91
2018-06-28,4306.84
2018-06-29,4419.31
2018-07-02,4342.12
2018-07-03,4363.9
2018-07-04,4381.39
2018-07-05,4373.14
2018-07-06,4408.15
2018-07-09,4453.44
2018-07-10,4476.61
2018-07-11,4443.28
2018-07-12,4423.44
2018-07-13,4397.92
2018-07-16,4323.76
2018-07-17,4376.03
2018-07-18,4354.97
2018-07-19,4359.96
2018-07-20,4383.91
2018-07-23,4434.06
2018-07-24,4507.72
2018-07-25,4502.43
2018-07-26,4490.58
2018-07-27,4497.58
2018-07-30,4524.63
2018-07-31,4498.95
2018-08-01,4483.38
2018-08-02,4474.78
2018-08-03,4527.71
2018-08-06,4530.5
2018-08-07,4447.23
2018-08-08,4458.65
2018-08-09,4495.41
2018-08-10,4459.39
2018-08-13,4446.96
2018-08-14,4435.15
2018-08-16,4410.17
2018-08-17,4437.43
2018-08-20,4453.02
2018-08-21,4467.11
2018-08-23,4463.91
2018-08-24,4425.49
2018-08-27,4449.05
2018-08-28,4450.36
2018-08-29,4448.25
2018-08-30,4441.32
2018-08-31,4458.38
2018-09-03,4453.61
2018-09-04,4333.11
2018-09-05,4330.78
2018-09-06,4364.9
2018-09-07,4389.9
2018-09-10,4343.39
2018-09-11,4288.12
2018-09-12,4294.24
2018-09-14,4332.54
2018-09-17,4304.46
2018-09-18,4237.26
2018-09-19,4212.24
2018-09-21,4172.24
2018-09-24,4034.89
2018-09-25,4004.26
2018-09-26,4006.34
2018-09-27,3974.67
2018-09-28,3940.12
2018-10-01,3927.08
2018-10-03,3892.07
2018-10-04,3821.74
2018-10-05,3737.02
2018-10-08,3700.72
2018-10-09,3697.28
2018-10-10,3821.75
2018-10-11,3765.55
2018-10-12,3861.52
2018-10-15,3870.64
2018-10-16,3919.98
2018-10-17,3816.2
2018-10-19,3788.21
2018-10-22,3754.42
2018-10-23,3720.85
2018-10-24,3723.21
2018-10-25,3709.67
2018-10-26,3732.76
2018-10-29,3848.42
2018-10-30,3866.48
2018-10-31,3873.0
2018-11-01,3930.57
2018-11-02,4003.82
2018-11-05,3994.82
2018-11-06,3990.57
2018-11-07,4025.06
2018-11-09,4073.49
2018-11-12,3997.32
2018-11-13,4047.89
2018-11-14,4066.94
2018-11-15,4116.44
2018-11-16,4127.2
2018-11-19,4124.77
2018-11-20,4130.45
2018-11-21,4154.88
2018-11-22,4165.91
2018-11-26,4167.75
2018-11-27,4176.86
2018-11-28,4156.39
2018-11-29,4197.15
2018-11-30,4198.36
2018-12-03,4201.05
2018-12-04,4208.93
2018-12-05,4188.58
2018-12-06,4127.5
2018-12-07,4150.7
2018-12-10,4070.14
2018-12-11,4110.46
2018-12-12,4232.7
2018-12-13,4246.51
2018-12-14,4244.29
2018-12-17,4256.65
2018-12-18,4275.29
2018-12-19,4327.66
2018-12-20,4320.52
2018-12-21,4256.27
2018-12-24,4220.78
2018-12-26,4252.59
2018-12-27,4280.63
2018-12-28,4327.59
2018-12-31,4351.77
2019-01-01,4348.89
2019-01-02,4277.53
2019-01-03,4269.23
2019-01-04,4289.29
2019-01-07,4278.26
2019-01-08,4264.24
2019-01-09,4257.25
2019-01-10,4275.23
2019-01-11,4236.37
2019-01-14,4233.33
2019-01-15,4253.51
2019-01-16,4288.52
2019-01-17,4281.28
2019-01-18,4248.57
2019-01-21,4202.0
2019-01-22,4183.36
2019-01-23,4158.79
2019-01-24,4159.45
2019-01-25,4110.2
2019-01-28,3980.2
2019-01-29,4023.86
2019-01-30,4023.13
2019-01-31,4077.82
2019-02-01,4077.87
2019-02-04,4044.35
2019-02-05,4041.0
2019-02-06,4017.77
2019-02-07,4029.25
2019-02-08,4006.37
2019-02-11,3987.81
2019-02-12,3973.76
2019-02-13,3986.41
2019-02-14,4011.67
2019-02-15,3983.93
2019-02-18,3971.37
2019-02-19,3961.18
2019-02-20,4029.65
2019-02-21,4038.41
2019-02-22,4053.62
2019-02-25,3992.36
2019-02-26,3960.3
2019-02-27,3947.85
2019-02-28,3982.86
2019-03-01,4031.06
2019-03-05,4126.19
2019-03-06,4167.11
2019-03-07,4200.3
2019-03-08,4236.05
2019-03-11,4307.16
2019-03-12,4360.3
2019-03-13,4397.44
2019-03-14,4368.91
2019-03-15,4360.35
2019-03-18,4371.66
2019-03-19,4382.45
2019-03-20,4392.53
2019-03-22,4397.18
2019-03-25,4367.77
2019-03-26,4421.3
2019-03-27,4419.03
2019-03-28,4496.29
2019-03-29,4520.89
2019-04-01,4547.22
2019-04-02,4532.99
2019-04-03,4487.83
2019-04-04,4491.34
2019-04-05,4512.1
2019-04-08,4481.77
2019-04-09,4454.17
